model	placement	kernel	membar_sc_gpu	membar	bar_sync	binary_sha256
gqa2	0	_ZN8tilemega7codegen18tilemega_l2_kernelEPKNS0_6ParamsEPNS0_12EventCounterEy	2	2	8	fa300a5be9e8b403b97819ead0b72a27626062481019cc02174f21d67b9e54c9
gqa2	5	_ZN8tilemega7codegen18tilemega_l2_kernelEPKNS0_6ParamsEPNS0_12EventCounterEy	2	2	8	7a30ed79e1fdcfac8366028e963428310b1dc6ec96ec6470394fb9921e3ef9ad
mha4	0	_ZN8tilemega7codegen18tilemega_l2_kernelEPKNS0_6ParamsEPNS0_12EventCounterEy	2	2	8	6091d13bc916006d3edf317e122647168da3d54159935378c413ad4d2f7b8134
mha4	5	_ZN8tilemega7codegen18tilemega_l2_kernelEPKNS0_6ParamsEPNS0_12EventCounterEy	2	2	8	9cdb02e16bb0ba59e0168eb8e49837ac3d09fda4cd290f33c714a140b996638c
