family	grid	begin	end	total	bijective	dense	acyclic	resident	level_exact	span_bound	status
wavefront	256	113	113	1	1	1	1	1	1	65	PASS
wavefront	256	114	114	1	1	1	1	1	1	65	PASS
wavefront	256	115	115	1	1	1	1	1	1	65	PASS
wavefront	256	116	116	1	1	1	1	1	1	65	PASS
wavefront	256	117	117	1	1	1	1	1	1	65	PASS
wavefront	256	118	118	1	1	1	1	1	1	65	PASS
wavefront	256	119	119	1	1	1	1	1	1	65	PASS
wavefront	256	120	120	1	1	1	1	1	1	61	PASS
wavefront	256	121	121	1	1	1	1	1	1	65	PASS
wavefront	256	122	122	1	1	1	1	1	1	65	PASS
wavefront	256	123	123	1	1	1	1	1	1	65	PASS
wavefront	256	124	124	1	1	1	1	1	1	65	PASS
wavefront	256	125	125	1	1	1	1	1	1	65	PASS
wavefront	256	126	126	1	1	1	1	1	1	65	PASS
wavefront	256	127	127	1	1	1	1	1	1	65	PASS
wavefront	256	128	128	1	1	1	1	1	1	53	PASS
