slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations
0	1	0	0	0	1	0	1789572729854415872	52844648665413	1789572729854415872	52844648667012	1789572729854415872	52844648667012	1789572729854420992	52844648679332	1789572729854426112	52844648692057	1789572729854426112	52844648692174	0	0	0	0
1	0	32	16	16	1	1536	1789572729854428160	52844648697167	1789572729854429184	52844648699531	1789572729854430208	52844648701597	1789572729854496768	52844648868917	1789572729854496768	52844648870222	1789572729854497792	52844648870522	52844648701609	52844648868815	104936	256
2	2	0	0	0	1	0	1789572729854499840	52844648876340	1789572729854499840	52844648878023	1789572729854499840	52844648878023	1789572729854500864	52844648879386	1789572729854500864	52844648879416	1789572729854500864	52844648879814	0	0	0	0
3	2	0	0	0	1	0	1789572729854571520	52844649058437	1789572729854572544	52844649060492	1789572729854572544	52844649060492	1789572729854573568	52844649062769	1789572729854573568	52844649062799	1789572729854573568	52844649063188	0	0	0	0
4	5	0	0	0	1	0	1789572729854576640	52844649071459	1789572729854577664	52844649073721	1789572729854577664	52844649073721	1789572729854581760	52844649083793	1789572729854581760	52844649083825	1789572729854581760	52844649084108	0	0	0	0
5	0	32	16	16	1	1536	1789572729854584832	52844649090956	1789572729854585856	52844649092700	1789572729854585856	52844649093938	1789572729854653440	52844649263562	1789572729854653440	52844649265186	1789572729854654464	52844649265303	52844649094667	52844649263447	109344	256
6	1	0	0	0	1	0	1789572729854657536	52844649273313	1789572729854657536	52844649274721	1789572729854657536	52844649274721	1789572729854662656	52844649286621	1789572729854669824	52844649305212	1789572729854669824	52844649305328	0	0	0	0
7	0	32	16	16	1	1536	1789572729854671872	52844649310582	1789572729854672896	52844649312607	1789572729854672896	52844649313489	1789572729854738432	52844649478753	1789572729854739456	52844649480554	1789572729854739456	52844649480688	52844649313500	52844649478649	105193	256
8	0	32	16	16	1	1536	1789572729854740480	52844649483771	1789572729854741504	52844649485936	1789572729854741504	52844649486723	1789572729854808064	52844649654456	1789572729854809088	52844649655719	1789572729854809088	52844649656013	52844649486893	52844649654359	107953	256
9	0	32	16	16	1	1536	1789572729854810112	52844649659103	1789572729854811136	52844649661035	1789572729854811136	52844649661922	1789572729854877696	52844649828418	1789572729854877696	52844649829127	1789572729854877696	52844649829246	52844649662042	52844649828322	104896	256
10	0	32	16	16	1	1536	1789572729854878720	52844649832221	1789572729854879744	52844649834334	1789572729854879744	52844649835108	1789572729854945280	52844650000429	1789572729854946304	52844650002002	1789572729854946304	52844650002264	52844649835118	52844650000312	105080	256
11	0	32	16	16	1	1536	1789572729854947328	52844650005400	1789572729854948352	52844650007581	1789572729854948352	52844650008345	1789572729855014912	52844650175082	1789572729855015936	52844650176626	1789572729855015936	52844650176918	52844650008355	52844650174962	107275	256
12	0	32	16	16	1	1536	1789572729855016960	52844650180043	1789572729855017984	52844650181904	1789572729855017984	52844650182738	1789572729855084544	52844650350219	1789572729855085568	52844650351813	1789572729855085568	52844650352087	52844650182873	52844650350123	109476	256
13	0	32	16	16	1	1536	1789572729855086592	52844650355254	1789572729855087616	52844650357152	1789572729855087616	52844650358349	1789572729855152128	52844650521484	1789572729855153152	52844650523004	1789572729855153152	52844650523299	52844650358400	52844650521376	103899	256
