slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations	simt_wait_cycles	simt_barriers
0	1	0	0	0	1	0	1789794426688801792	1106296220015	1789794426688801792	1106296221202	1789794426688801792	1106296221202	1789794426688803840	1106296224777	1789794426688803840	1106296226380	1789794426688803840	1106296226506	0	0	0	0	91	8
1	0	32	16	16	1	1536	1789794426688805888	1106296231595	1789794426688806912	1106296233950	1789794426688806912	1106296234534	1789794426688817152	1106296259718	1789794426688818176	1106296262334	1789794426688818176	1106296262452	1106296234709	1106296259617	13101	32	0	0
2	2	0	0	0	1	0	1789794426688821248	1106296268713	1789794426688821248	1106296269896	1789794426688821248	1106296269896	1789794426688822272	1106296271211	1789794426688822272	1106296271241	1789794426688822272	1106296271667	0	0	0	0	0	0
3	2	0	0	0	1	0	1789794426688824320	1106296277845	1789794426688825344	1106296279290	1789794426688825344	1106296279290	1789794426688826368	1106296281174	1789794426688826368	1106296281204	1789794426688826368	1106296281321	0	0	0	0	0	0
4	3	0	0	0	1	0	1789794426688828416	1106296287703	1789794426688829440	1106296289525	1789794426688829440	1106296289525	1789794426688829440	1106296290389	1789794426688829440	1106296290419	1789794426688829440	1106296290546	0	0	0	0	0	0
5	5	0	0	0	1	0	1789794426688835584	1106296303732	1789794426688835584	1106296305750	1789794426688835584	1106296305750	1789794426688862208	1106296370613	1789794426688862208	1106296370643	1789794426688862208	1106296370759	0	0	0	0	66	2
6	0	32	16	16	1	1536	1789794426688867328	1106296383780	1789794426688868352	1106296386600	1789794426688868352	1106296387213	1789794426688878592	1106296411865	1789794426688879616	1106296415040	1789794426688879616	1106296415316	1106296387618	1106296411755	9561	32	0	0
7	1	0	0	0	1	0	1789794426688881664	1106296421671	1789794426688882688	1106296423089	1789794426688882688	1106296423089	1789794426688883712	1106296426798	1789794426688884736	1106296428334	1789794426688884736	1106296428451	0	0	0	0	96	8
8	0	32	16	16	1	1536	1789794426688886784	1106296434039	1789794426688887808	1106296436448	1789794426688887808	1106296437148	1789794426688898048	1106296461029	1789794426688899072	1106296463324	1789794426688899072	1106296463547	1106296437157	1106296460882	13255	32	0	0
9	4	0	0	0	1	0	1789794426688903168	1106296475485	1789794426688904192	1106296476998	1789794426688904192	1106296476998	1789794426688906240	1106296483387	1789794426688906240	1106296483419	1789794426688906240	1106296483538	0	0	0	0	0	0
10	0	32	16	16	1	1536	1789794426688909312	1106296489338	1789794426688910336	1106296491796	1789794426688910336	1106296492450	1789794426688925696	1106296532775	1789794426688927744	1106296537132	1789794426688927744	1106296537249	1106296492460	1106296532655	23675	64	0	0
