slot	stage	logical_task	kind	on_cp	tile_m	tile_n	tile_k	split_k	operand_bytes	setup_ns	load_wait_ns	mainloop_ns	epilogue_ns	body_epilogue_ns	harness_tail_ns	run_ns	setup_cycles	load_wait_cycles	mainloop_cycles	epilogue_cycles	body_epilogue_cycles	harness_tail_cycles	run_cycles	kind_name	simt_barriers	seg_setup	seg_wait	seg_compute	seg_epilogue
0	0	0	1	1	0	0	0	1	0	0	0	2048	0	0	0	2048	1312	0	2814	1855	1725	130	5981	rmsnorm	8	1312	89	2725	1855
1	2	0	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2134	1113	9354	1225	951	274	13826	gemm	0	2134	2555	7912	1225
2	5	0	2	1	0	0	0	1	0	1024	0	0	0	0	0	1024	1240	0	1523	159	30	129	2922	rope	0	1240	0	1523	159
3	6	0	3	1	0	0	0	1	0	0	0	1024	0	0	0	1024	1116	0	927	159	30	129	2202	kvappend	0	1116	0	927	159
4	8	0	5	1	0	0	0	1	0	0	0	4096	0	0	0	4096	1637	0	8440	159	30	129	10236	attention	2	1637	52	8388	159
5	9	0	0	0	32	16	64	1	6144	0	1024	4096	0	0	0	5120	2152	1106	9370	1766	1637	129	14394	gemm	0	2152	2864	7612	1766
6	10	0	1	1	0	0	0	1	0	1024	0	1024	0	0	0	2048	1244	0	2914	1848	1717	131	6006	rmsnorm	8	1244	89	2825	1848
7	11	0	0	1	32	16	64	1	6144	1024	1024	4096	0	0	0	6144	2169	1109	9618	1766	1505	261	14662	gemm	0	2169	3085	7642	1766
8	13	0	4	1	0	0	0	1	0	1024	0	2048	0	0	0	3072	1274	0	6393	160	30	130	7827	elementwise	0	1274	0	6393	160
9	14	0	0	1	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2163	1111	18254	2355	2226	129	23883	gemm	0	2163	4395	14970	2355
10	15	0	1	1	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1250	0	2911	1840	1710	130	6001	rmsnorm	8	1250	89	2822	1840
11	17	0	0	1	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2164	1112	9582	1258	983	275	14116	gemm	0	2164	2647	8047	1258
12	20	0	2	1	0	0	0	1	0	0	0	1024	0	0	0	1024	1232	0	1523	159	30	129	2914	rope	0	1232	0	1523	159
13	21	0	3	1	0	0	0	1	0	1024	0	0	0	0	0	1024	1137	0	923	159	30	129	2219	kvappend	0	1137	0	923	159
14	23	0	5	1	0	0	0	1	0	1024	0	3072	0	0	0	4096	1634	0	8359	161	30	131	10154	attention	2	1634	52	8307	161
15	24	0	0	1	32	16	64	1	6144	1024	0	4096	1024	1024	0	6144	2181	1097	9316	1557	1427	130	14151	gemm	0	2181	2714	7699	1557
16	25	0	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1291	0	2907	1860	1730	130	6058	rmsnorm	8	1291	89	2818	1860
17	26	0	0	1	32	16	64	1	6144	1024	0	4096	1024	1024	0	6144	2161	1171	9795	1361	1231	130	14488	gemm	0	2161	3963	7003	1361
