candidate=0 m=64 n=64 k=32 stages=3 legal=1 smem=24576 mma_size=128
candidate=1 m=64 n=96 k=32 stages=3 legal=1 smem=30720 mma_size=128
candidate=2 m=64 n=128 k=32 stages=3 legal=1 smem=36864 mma_size=128
candidate=3 m=64 n=160 k=32 stages=3 legal=1 smem=43008 mma_size=128
candidate=4 m=64 n=192 k=32 stages=3 legal=1 smem=49152 mma_size=128
candidate=5 m=64 n=224 k=32 stages=3 legal=1 smem=55296 mma_size=128
candidate=6 m=64 n=256 k=32 stages=3 legal=1 smem=61440 mma_size=128
candidate=7 m=64 n=288 k=32 stages=3 legal=1 smem=67584 mma_size=128
candidate=8 m=64 n=320 k=32 stages=3 legal=1 smem=73728 mma_size=128
candidate=9 m=64 n=352 k=32 stages=3 legal=1 smem=79872 mma_size=128
candidate=10 m=96 n=64 k=32 stages=3 legal=1 smem=30720 mma_size=128
candidate=11 m=96 n=96 k=32 stages=3 legal=1 smem=36864 mma_size=128
candidate=12 m=96 n=128 k=32 stages=3 legal=1 smem=43008 mma_size=128
candidate=13 m=96 n=160 k=32 stages=3 legal=1 smem=49152 mma_size=128
candidate=14 m=96 n=192 k=32 stages=3 legal=1 smem=55296 mma_size=128
candidate=15 m=96 n=224 k=32 stages=3 legal=1 smem=61440 mma_size=128
candidate=16 m=96 n=256 k=32 stages=3 legal=1 smem=67584 mma_size=128
candidate=17 m=96 n=288 k=32 stages=3 legal=1 smem=73728 mma_size=128
candidate=18 m=96 n=320 k=32 stages=3 legal=1 smem=79872 mma_size=128
candidate=19 m=96 n=352 k=32 stages=3 legal=1 smem=86016 mma_size=128
candidate=20 m=128 n=64 k=32 stages=3 legal=1 smem=36864 mma_size=128
candidate=21 m=128 n=96 k=32 stages=3 legal=1 smem=43008 mma_size=128
candidate=22 m=128 n=128 k=32 stages=3 legal=1 smem=49152 mma_size=128
candidate=23 m=128 n=160 k=32 stages=3 legal=1 smem=55296 mma_size=128
candidate=24 m=128 n=192 k=32 stages=3 legal=1 smem=61440 mma_size=128
candidate=25 m=128 n=224 k=32 stages=3 legal=1 smem=67584 mma_size=128
candidate=26 m=128 n=256 k=32 stages=3 legal=1 smem=73728 mma_size=128
candidate=27 m=128 n=288 k=32 stages=3 legal=1 smem=79872 mma_size=128
candidate=28 m=128 n=320 k=32 stages=3 legal=1 smem=86016 mma_size=128
candidate=29 m=128 n=352 k=32 stages=3 legal=1 smem=92160 mma_size=128
candidate=30 m=160 n=64 k=32 stages=3 legal=1 smem=43008 mma_size=128
candidate=31 m=160 n=96 k=32 stages=3 legal=1 smem=49152 mma_size=128
candidate=32 m=160 n=128 k=32 stages=3 legal=1 smem=55296 mma_size=128
candidate=33 m=160 n=160 k=32 stages=3 legal=1 smem=61440 mma_size=128
candidate=34 m=160 n=192 k=32 stages=3 legal=1 smem=67584 mma_size=128
candidate=35 m=160 n=224 k=32 stages=3 legal=1 smem=73728 mma_size=128
candidate=36 m=160 n=256 k=32 stages=3 legal=1 smem=79872 mma_size=128
candidate=37 m=160 n=288 k=32 stages=3 legal=1 smem=86016 mma_size=128
candidate=38 m=160 n=320 k=32 stages=3 legal=1 smem=92160 mma_size=128
candidate=39 m=160 n=352 k=32 stages=3 legal=1 smem=98304 mma_size=128
candidate=40 m=192 n=64 k=32 stages=3 legal=1 smem=49152 mma_size=128
candidate=41 m=192 n=96 k=32 stages=3 legal=1 smem=55296 mma_size=128
candidate=42 m=192 n=128 k=32 stages=3 legal=1 smem=61440 mma_size=128
candidate=43 m=192 n=160 k=32 stages=3 legal=1 smem=67584 mma_size=128
candidate=44 m=192 n=192 k=32 stages=3 legal=1 smem=73728 mma_size=128
candidate=45 m=192 n=224 k=32 stages=3 legal=1 smem=79872 mma_size=128
candidate=46 m=192 n=256 k=32 stages=3 legal=1 smem=86016 mma_size=128
candidate=47 m=192 n=288 k=32 stages=3 legal=1 smem=92160 mma_size=128
candidate=48 m=192 n=320 k=32 stages=3 legal=1 smem=98304 mma_size=128
candidate=49 m=192 n=352 k=32 stages=3 legal=0 smem=104448 mma_size=128
candidate=50 m=224 n=64 k=32 stages=3 legal=1 smem=55296 mma_size=128
candidate=51 m=224 n=96 k=32 stages=3 legal=1 smem=61440 mma_size=128
candidate=52 m=224 n=128 k=32 stages=3 legal=1 smem=67584 mma_size=128
candidate=53 m=224 n=160 k=32 stages=3 legal=1 smem=73728 mma_size=128
candidate=54 m=224 n=192 k=32 stages=3 legal=1 smem=79872 mma_size=128
candidate=55 m=224 n=224 k=32 stages=3 legal=1 smem=86016 mma_size=128
candidate=56 m=224 n=256 k=32 stages=3 legal=1 smem=92160 mma_size=128
candidate=57 m=224 n=288 k=32 stages=3 legal=1 smem=98304 mma_size=128
candidate=58 m=224 n=320 k=32 stages=3 legal=0 smem=104448 mma_size=128
candidate=59 m=224 n=352 k=32 stages=3 legal=0 smem=110592 mma_size=128
candidate=60 m=256 n=64 k=32 stages=3 legal=1 smem=61440 mma_size=128
candidate=61 m=256 n=96 k=32 stages=3 legal=1 smem=67584 mma_size=128
candidate=62 m=256 n=128 k=32 stages=3 legal=1 smem=73728 mma_size=128
candidate=63 m=256 n=160 k=32 stages=3 legal=1 smem=79872 mma_size=128
candidate=64 m=256 n=192 k=32 stages=3 legal=1 smem=86016 mma_size=128
candidate=65 m=256 n=224 k=32 stages=3 legal=1 smem=92160 mma_size=128
candidate=66 m=256 n=256 k=32 stages=3 legal=1 smem=98304 mma_size=128
candidate=67 m=256 n=288 k=32 stages=3 legal=0 smem=104448 mma_size=128
candidate=68 m=256 n=320 k=32 stages=3 legal=0 smem=110592 mma_size=128
