seq	past	split	kappa	stages	task_refs	waits	max_worker_tasks
1	0	1	1	30	106	131	30
1	3	1	1	30	122	147	30
1	512	1	1	30	4194	1147	42
4	0	1	1	30	232	524	30
4	3	1	1	30	232	524	30
4	512	1	1	30	4296	1516	42
128	0	1	1	30	5504	13276	38
128	3	1	1	30	5504	13276	38
128	512	1	1	30	8576	13276	50
512	0	1	1	30	22016	41140	98
512	3	1	1	30	22016	41140	98
512	512	1	1	30	22016	41140	98
2048	0	1	1	30	88064	151492	350
2048	3	1	1	30	88064	151492	350
2048	512	1	1	30	88064	151492	350
