seq	past	split	kappa	stages	task_refs	waits	max_worker_tasks
1	0	4	1	88	824	728	88
1	3	4	1	88	888	792	88
1	512	4	1	88	17176	2744	144
4	0	4	1	88	1568	2192	88
4	3	4	1	88	1568	2192	88
4	512	4	1	88	17824	4112	144
128	0	4	1	88	32320	41792	156
128	3	4	1	88	32320	41792	156
128	512	4	1	88	44608	41792	204
512	0	4	1	88	129280	116608	524
512	3	4	1	88	129280	116608	524
512	512	4	1	88	129280	116608	524
2048	0	4	1	88	517120	411904	2020
2048	3	4	1	88	517120	411904	2020
2048	512	4	1	88	517120	411904	2020
