seq	past	split	kappa	stages	task_refs	waits	max_worker_tasks
1	0	2	1	88	536	512	88
1	3	2	1	88	600	576	88
1	512	2	1	88	16888	2528	144
4	0	2	1	88	1280	1688	88
4	3	2	1	88	1280	1688	88
4	512	2	1	88	17536	3608	144
128	0	2	1	88	32320	29600	156
128	3	2	1	88	32320	29600	156
128	512	2	1	88	44608	29600	204
512	0	2	1	88	129280	67648	524
512	3	2	1	88	129280	67648	524
512	512	2	1	88	129280	67648	524
2048	0	2	1	88	517120	216064	2020
2048	3	2	1	88	517120	216064	2020
2048	512	2	1	88	517120	216064	2020
