seq	past	split	kappa	stages	task_refs	waits	max_worker_tasks
1	0	2	1	88	536	512	88
1	3	2	1	88	600	576	88
1	512	2	1	88	16888	2528	144
4	0	2	1	88	1280	1688	88
4	3	2	1	88	1280	1688	88
4	512	2	1	88	17536	3608	144
128	0	2	1	88	32032	29536	156
128	3	2	1	88	32032	29536	156
128	512	2	1	88	44320	29536	204
512	0	2	1	88	128128	67392	524
512	3	2	1	88	128128	67392	524
512	512	2	1	88	128128	67392	524
2048	0	2	1	88	512512	215040	2012
2048	3	2	1	88	512512	215040	2012
2048	512	2	1	88	512512	215040	2012
