seq	past	split	kappa	stages	task_refs	waits	max_worker_tasks
1	0	1	1	30	106	131	30
1	3	1	1	30	122	147	30
1	512	1	1	30	4194	1147	42
4	0	1	1	30	232	524	30
4	3	1	1	30	232	524	30
4	512	1	1	30	4296	1516	42
128	0	1	1	30	5440	13012	38
128	3	1	1	30	5440	13012	38
128	512	1	1	30	8512	13012	50
512	0	1	1	30	21760	40852	98
512	3	1	1	30	21760	40852	98
512	512	1	1	30	21760	40852	98
2048	0	1	1	30	87040	151108	350
2048	3	1	1	30	87040	151108	350
2048	512	1	1	30	87040	151108	350
