seq	past	split	kappa	stages	task_refs	waits	max_worker_tasks
1	0	8	1	88	1400	1160	88
1	3	8	1	88	1464	1224	88
1	512	8	1	88	17752	3176	144
4	0	8	1	88	2144	3200	88
4	3	8	1	88	2144	3200	88
4	512	8	1	88	18400	5120	144
128	0	8	1	88	32896	66304	156
128	3	8	1	88	32896	66304	156
128	512	8	1	88	45184	66304	204
512	0	8	1	88	131584	215040	524
512	3	8	1	88	131584	215040	524
512	512	8	1	88	131584	215040	524
2048	0	8	1	88	526336	803584	2056
2048	3	8	1	88	526336	803584	2056
2048	512	8	1	88	526336	803584	2056
