seq	past	split	kappa	stages	task_refs	waits	max_worker_tasks
1	0	8	1	44	618	546	44
1	3	8	1	44	634	562	44
1	512	8	1	44	4706	1562	56
4	0	8	1	44	936	1512	44
4	3	8	1	44	936	1512	44
4	512	8	1	44	5000	2504	56
128	0	8	1	44	14592	34880	70
128	3	8	1	44	14592	34880	70
128	512	8	1	44	17664	34880	82
512	0	8	1	44	58368	121440	230
512	3	8	1	44	58368	121440	230
512	512	8	1	44	58368	121440	230
2048	0	8	1	44	233472	455808	912
2048	3	8	1	44	233472	455808	912
2048	512	8	1	44	233472	455808	912
