seq	past	split	kappa	stages	task_refs	waits	max_worker_tasks
1	0	16	1	44	1130	962	44
1	3	16	1	44	1146	978	44
1	512	16	1	44	5218	1978	56
4	0	16	1	44	1448	2504	44
4	3	16	1	44	1448	2504	44
4	512	16	1	44	5512	3496	56
128	0	16	1	44	14592	57344	70
128	3	16	1	44	14592	57344	70
128	512	16	1	44	17664	57344	82
512	0	16	1	44	58368	229824	230
512	3	16	1	44	58368	229824	230
512	512	16	1	44	58368	229824	230
2048	0	16	1	44	233472	889344	912
2048	3	16	1	44	233472	889344	912
2048	512	16	1	44	233472	889344	912
