seq	past	split	kappa	stages	task_refs	waits	max_worker_tasks
1	0	2	1	44	234	234	44
1	3	2	1	44	250	250	44
1	512	2	1	44	4322	1250	56
4	0	2	1	44	552	768	44
4	3	2	1	44	552	768	44
4	512	2	1	44	4616	1760	56
128	0	2	1	44	13696	14448	70
128	3	2	1	44	13696	14448	70
128	512	2	1	44	16768	14448	82
512	0	2	1	44	54784	36632	226
512	3	2	1	44	54784	36632	226
512	512	2	1	44	54784	36632	226
2048	0	2	1	44	219136	122696	862
2048	3	2	1	44	219136	122696	862
2048	512	2	1	44	219136	122696	862
