seq	past	split	kappa	stages	task_refs	waits	max_worker_tasks
1	0	1	1	60	248	285	60
1	3	1	1	60	312	349	60
1	512	1	1	60	16600	2301	116
4	0	1	1	60	560	1140	60
4	3	1	1	60	560	1140	60
4	512	1	1	60	16816	3060	116
128	0	1	1	60	13600	27060	84
128	3	1	1	60	13600	27060	84
128	512	1	1	60	25888	27060	132
512	0	1	1	60	54400	80744	236
512	3	1	1	60	54400	80744	236
512	512	1	1	60	54400	80744	236
2048	0	1	1	60	217600	295328	860
2048	3	1	1	60	217600	295328	860
2048	512	1	1	60	217600	295328	860
