seq	past	split	kappa	stages	task_refs	waits	max_worker_tasks
1	0	4	1	44	362	338	44
1	3	4	1	44	378	354	44
1	512	4	1	44	4450	1354	56
4	0	4	1	44	680	1016	44
4	3	4	1	44	680	1016	44
4	512	4	1	44	4744	2008	56
128	0	4	1	44	13824	20576	70
128	3	4	1	44	13824	20576	70
128	512	4	1	44	16896	20576	82
512	0	4	1	44	55296	64304	226
512	3	4	1	44	55296	64304	226
512	512	4	1	44	55296	64304	226
2048	0	4	1	44	221184	236432	866
2048	3	4	1	44	221184	236432	866
2048	512	4	1	44	221184	236432	866
