model	split	fp32_partials	round	pass	mismatch	max_abs	partial_bytes	l05_ms	l1_ms	l2_ms
gqa2	2	0	18	0	2	0.09375	4194304	1.252192	1.208992	1.270528
gqa2	2	1	18	1	0	0.03125	8388608	1.318304	1.272896	1.333376
gqa2	4	0	18	0	1	0.0625	8388608	0.974368	0.925344	0.981280
gqa2	4	1	18	1	0	0.03125	16777216	1.064128	1.016064	1.069248
gqa2	8	0	18	1	0	0.0625	16777216	0.952448	0.917696	0.964160
gqa2	8	1	18	1	0	0.03125	33554432	1.081216	1.035456	1.087392
gqa2	16	0	18	0	3	0.09375	33554432	1.018016	1.001568	1.017536
gqa2	16	1	18	1	0	0.03125	67108864	1.239136	1.208576	1.244896
mha4	1	0	18	1	0	0.03125	0	1.115904	1.072512	1.167776
mha4	1	1	18	1	0	0.03125	0	1.124416	1.070848	1.169120
mha4	2	0	18	0	64	0.078125	9437184	2.508256	2.418976	2.561536
mha4	2	1	18	1	0	0.046875	18874368	2.628960	2.546176	2.685056
mha4	4	0	18	0	75	0.078125	18874368	1.941856	1.846336	1.976640
mha4	4	1	18	1	0	0.03125	37748736	2.140512	2.045664	2.173440
mha4	8	0	18	0	71	0.09375	37748736	1.895712	1.832896	1.950816
mha4	8	1	18	1	0	0.046875	75497472	2.210720	2.126336	2.261728
mha4	16	1	19	1	0	0.03125	150994944	2.628096	2.560000	2.655200
gqa2	1	0	19	1	0	0.03125	0	0.557952	0.532928	0.575232
gqa2	1	1	19	1	0	0.03125	0	0.560064	0.533760	0.570432
gqa2	2	0	19	0	2	0.09375	4194304	1.253248	1.209280	1.270784
gqa2	2	1	19	1	0	0.03125	8388608	1.317600	1.274176	1.334656
gqa2	4	0	19	0	1	0.0625	8388608	0.972512	0.923872	0.981120
gqa2	4	1	19	1	0	0.03125	16777216	1.062496	1.016128	1.071008
gqa2	8	0	19	1	0	0.0625	16777216	0.952352	0.917344	0.963456
gqa2	8	1	19	1	0	0.03125	33554432	1.082848	1.036000	1.089536
gqa2	16	0	19	0	3	0.09375	33554432	1.017568	0.999072	1.016832
gqa2	16	1	19	1	0	0.03125	67108864	1.238528	1.208448	1.245568
mha4	1	0	19	1	0	0.03125	0	1.116320	1.068704	1.165376
mha4	1	1	19	1	0	0.03125	0	1.122880	1.066752	1.171008
mha4	2	0	19	0	64	0.078125	9437184	2.500416	2.417184	2.559840
mha4	2	1	19	1	0	0.046875	18874368	2.630112	2.548480	2.686016
mha4	4	0	19	0	75	0.078125	18874368	1.943424	1.847488	1.976448
mha4	4	1	19	1	0	0.03125	37748736	2.139616	2.043296	2.173344
mha4	8	0	19	0	71	0.09375	37748736	1.900032	1.832704	1.949472
mha4	8	1	19	1	0	0.046875	75497472	2.211712	2.122880	2.262176
mha4	16	0	19	0	67	0.09375	75497472	2.036064	2.014752	2.062144
gqa2	1	0	20	1	0	0.03125	0	0.558432	0.532864	0.576896
gqa2	1	1	20	1	0	0.03125	0	0.559744	0.534272	0.570880
gqa2	2	0	20	0	2	0.09375	4194304	1.251776	1.208896	1.270144
gqa2	2	1	20	1	0	0.03125	8388608	1.317248	1.272384	1.334720
gqa2	4	0	20	0	1	0.0625	8388608	0.972608	0.924064	0.980608
gqa2	4	1	20	1	0	0.03125	16777216	1.063296	1.013952	1.070176
gqa2	8	0	20	1	0	0.0625	16777216	0.953440	0.918016	0.964224
gqa2	8	1	20	1	0	0.03125	33554432	1.082400	1.035776	1.087200
gqa2	16	0	20	0	3	0.09375	33554432	1.016288	0.998944	1.016832
gqa2	16	1	20	1	0	0.03125	67108864	1.240832	1.211968	1.246816
mha4	1	0	20	1	0	0.03125	0	1.113056	1.070560	1.164928
mha4	1	1	20	1	0	0.03125	0	1.122176	1.070176	1.169312
mha4	2	0	20	0	64	0.078125	9437184	2.510208	2.417408	2.559040
mha4	2	1	20	1	0	0.046875	18874368	2.628256	2.544416	2.685504
mha4	4	0	20	0	75	0.078125	18874368	1.942176	1.848896	1.978144
mha4	4	1	20	1	0	0.03125	37748736	2.139200	2.043904	2.174688
mha4	8	0	20	0	71	0.09375	37748736	1.898400	1.834144	1.952096
mha4	8	1	20	1	0	0.046875	75497472	2.211872	2.125312	2.263072
mha4	16	0	20	0	67	0.09375	75497472	2.038304	2.017760	2.064032
mha4	16	1	20	1	0	0.03125	150994944	2.630944	2.559808	2.655936
gqa2	1	1	21	1	0	0.03125	0	0.558912	0.534368	0.570848
gqa2	2	0	21	0	2	0.09375	4194304	1.249440	1.208736	1.269792
gqa2	2	1	21	1	0	0.03125	8388608	1.318208	1.273216	1.334336
gqa2	4	0	21	0	1	0.0625	8388608	0.974976	0.923712	0.979968
gqa2	4	1	21	1	0	0.03125	16777216	1.062400	1.013280	1.069952
gqa2	8	0	21	1	0	0.0625	16777216	0.953248	0.918016	0.964064
gqa2	8	1	21	1	0	0.03125	33554432	1.080768	1.036928	1.087200
gqa2	16	0	21	0	3	0.09375	33554432	1.015776	0.999168	1.015936
gqa2	16	1	21	1	0	0.03125	67108864	1.239680	1.208352	1.243488
mha4	1	0	21	1	0	0.03125	0	1.114464	1.066528	1.164704
mha4	1	1	21	1	0	0.03125	0	1.127072	1.068832	1.169248
mha4	2	0	21	0	64	0.078125	9437184	2.507424	2.415136	2.554560
mha4	2	1	21	1	0	0.046875	18874368	2.629600	2.544960	2.685120
mha4	4	0	21	0	75	0.078125	18874368	1.941568	1.848928	1.978240
mha4	4	1	21	1	0	0.03125	37748736	2.140288	2.043584	2.174240
mha4	8	0	21	0	71	0.09375	37748736	1.896576	1.832352	1.949696
mha4	8	1	21	1	0	0.046875	75497472	2.212096	2.126688	2.264320
mha4	16	0	21	0	67	0.09375	75497472	2.034144	2.013600	2.064000
mha4	16	1	21	1	0	0.03125	150994944	2.636640	2.562688	2.656128
gqa2	1	0	21	1	0	0.03125	0	0.558432	0.533984	0.579264
gqa2	2	0	22	0	2	0.09375	4194304	1.253632	1.209024	1.271488
gqa2	2	1	22	1	0	0.03125	8388608	1.317792	1.272480	1.335936
gqa2	4	0	22	0	1	0.0625	8388608	0.974432	0.923616	0.980736
gqa2	4	1	22	1	0	0.03125	16777216	1.063200	1.017568	1.070304
gqa2	8	0	22	1	0	0.0625	16777216	0.951200	0.917888	0.964736
gqa2	8	1	22	1	0	0.03125	33554432	1.083200	1.035616	1.087264
gqa2	16	0	22	0	3	0.09375	33554432	1.016704	0.998848	1.017344
gqa2	16	1	22	1	0	0.03125	67108864	1.240736	1.210240	1.244480
mha4	1	0	22	1	0	0.03125	0	1.114912	1.068672	1.166592
mha4	1	1	22	1	0	0.03125	0	1.123680	1.070784	1.168992
mha4	2	0	22	0	64	0.078125	9437184	2.506208	2.417056	2.559072
mha4	2	1	22	1	0	0.046875	18874368	2.629632	2.546528	2.685696
mha4	4	0	22	0	75	0.078125	18874368	1.940992	1.847104	1.975424
mha4	4	1	22	1	0	0.03125	37748736	2.140800	2.045472	2.176992
mha4	8	0	22	0	71	0.09375	37748736	1.895904	1.832704	1.949824
mha4	8	1	22	1	0	0.046875	75497472	2.211040	2.126016	2.262304
mha4	16	0	22	0	67	0.09375	75497472	2.034432	2.016768	2.065344
mha4	16	1	22	1	0	0.03125	150994944	2.630528	2.560352	2.655712
gqa2	1	0	22	1	0	0.03125	0	0.557120	0.534528	0.575040
gqa2	1	1	22	1	0	0.03125	0	0.559008	0.535072	0.571328
gqa2	2	1	23	1	0	0.03125	8388608	1.314976	1.273280	1.332960
gqa2	4	0	23	0	1	0.0625	8388608	0.971680	0.923616	0.980384
gqa2	4	1	23	1	0	0.03125	16777216	1.061440	1.013536	1.069056
gqa2	8	0	23	1	0	0.0625	16777216	0.953152	0.917568	0.964672
gqa2	8	1	23	1	0	0.03125	33554432	1.081248	1.036000	1.087104
gqa2	16	0	23	0	3	0.09375	33554432	1.017312	1.001920	1.015616
gqa2	16	1	23	1	0	0.03125	67108864	1.241696	1.209984	1.244832
mha4	1	0	23	1	0	0.03125	0	1.117024	1.067936	1.164960
mha4	1	1	23	1	0	0.03125	0	1.123360	1.067200	1.170816
mha4	2	0	23	0	64	0.078125	9437184	2.509312	2.417056	2.558400
mha4	2	1	23	1	0	0.046875	18874368	2.627712	2.547392	2.686720
mha4	4	0	23	0	75	0.078125	18874368	1.942080	1.846624	1.977824
mha4	4	1	23	1	0	0.03125	37748736	2.141696	2.045792	2.176928
mha4	8	0	23	0	71	0.09375	37748736	1.898080	1.832512	1.950944
mha4	8	1	23	1	0	0.046875	75497472	2.212352	2.122976	2.261792
mha4	16	0	23	0	67	0.09375	75497472	2.037312	2.015040	2.064224
mha4	16	1	23	1	0	0.03125	150994944	2.629696	2.563360	2.654400
gqa2	1	0	23	1	0	0.03125	0	0.560704	0.533024	0.575328
gqa2	1	1	23	1	0	0.03125	0	0.558592	0.533856	0.570880
gqa2	2	0	23	0	2	0.09375	4194304	1.251008	1.208384	1.271264
gqa2	4	0	24	0	1	0.0625	8388608	0.972672	0.923680	0.980672
gqa2	4	1	24	1	0	0.03125	16777216	1.065248	1.013504	1.070816
gqa2	8	0	24	1	0	0.0625	16777216	0.951456	0.918720	0.963872
gqa2	8	1	24	1	0	0.03125	33554432	1.080512	1.034464	1.087488
gqa2	16	0	24	0	3	0.09375	33554432	1.015712	0.999264	1.015360
gqa2	16	1	24	1	0	0.03125	67108864	1.235552	1.202144	1.238976
mha4	1	0	24	1	0	0.03125	0	1.116416	1.067232	1.165728
mha4	1	1	24	1	0	0.03125	0	1.121920	1.066720	1.169344
mha4	2	0	24	0	64	0.078125	9437184	2.504256	2.417760	2.558976
mha4	2	1	24	1	0	0.046875	18874368	2.625920	2.545952	2.688608
mha4	4	0	24	0	75	0.078125	18874368	1.941760	1.849216	1.977760
mha4	4	1	24	1	0	0.03125	37748736	2.140416	2.045984	2.174368
mha4	8	0	24	0	71	0.09375	37748736	1.896480	1.832832	1.950208
mha4	8	1	24	1	0	0.046875	75497472	2.209504	2.126816	2.262784
mha4	16	0	24	0	67	0.09375	75497472	2.037760	2.014720	2.064288
mha4	16	1	24	1	0	0.03125	150994944	2.630432	2.562880	2.658144
gqa2	1	0	24	1	0	0.03125	0	0.557760	0.532864	0.575552
gqa2	1	1	24	1	0	0.03125	0	0.559808	0.534304	0.571232
gqa2	2	0	24	0	2	0.09375	4194304	1.253760	1.209088	1.269728
gqa2	2	1	24	1	0	0.03125	8388608	1.315360	1.272736	1.334976
gqa2	4	1	25	1	0	0.03125	16777216	1.061536	1.013920	1.070432
gqa2	8	0	25	1	0	0.0625	16777216	0.953504	0.917696	0.964448
gqa2	8	1	25	1	0	0.03125	33554432	1.080736	1.034592	1.087456
gqa2	16	0	25	0	3	0.09375	33554432	1.015968	0.998944	1.015520
gqa2	16	1	25	1	0	0.03125	67108864	1.239296	1.204288	1.240800
mha4	1	0	25	1	0	0.03125	0	1.113952	1.068704	1.167456
mha4	1	1	25	1	0	0.03125	0	1.123360	1.069312	1.168416
mha4	2	0	25	0	64	0.078125	9437184	2.510176	2.417824	2.558336
mha4	2	1	25	1	0	0.046875	18874368	2.629376	2.546208	2.687424
mha4	4	0	25	0	75	0.078125	18874368	1.942144	1.845856	1.976544
mha4	4	1	25	1	0	0.03125	37748736	2.141056	2.046688	2.175872
mha4	8	0	25	0	71	0.09375	37748736	1.898304	1.832864	1.951136
mha4	8	1	25	1	0	0.046875	75497472	2.209248	2.125600	2.261760
mha4	16	0	25	0	67	0.09375	75497472	2.039936	2.018912	2.066368
mha4	16	1	25	1	0	0.03125	150994944	2.632384	2.561280	2.655136
gqa2	1	0	25	1	0	0.03125	0	0.559360	0.533952	0.576480
gqa2	1	1	25	1	0	0.03125	0	0.559744	0.533632	0.569952
gqa2	2	0	25	0	2	0.09375	4194304	1.253472	1.209120	1.270400
gqa2	2	1	25	1	0	0.03125	8388608	1.315488	1.272576	1.333152
gqa2	4	0	25	0	1	0.0625	8388608	0.972832	0.923840	0.979968
gqa2	8	0	26	1	0	0.0625	16777216	0.954176	0.918240	0.964544
gqa2	8	1	26	1	0	0.03125	33554432	1.083136	1.035424	1.087776
gqa2	16	0	26	0	3	0.09375	33554432	1.016992	1.001216	1.017536
gqa2	16	1	26	1	0	0.03125	67108864	1.240704	1.208416	1.243360
mha4	1	0	26	1	0	0.03125	0	1.115840	1.068256	1.164960
mha4	1	1	26	1	0	0.03125	0	1.123904	1.067008	1.168448
mha4	2	0	26	0	64	0.078125	9437184	2.503040	2.417184	2.559232
mha4	2	1	26	1	0	0.046875	18874368	2.629632	2.547008	2.686688
mha4	4	0	26	0	75	0.078125	18874368	1.941472	1.848992	1.976256
mha4	4	1	26	1	0	0.03125	37748736	2.138976	2.046080	2.175552
mha4	8	0	26	0	71	0.09375	37748736	1.898656	1.833344	1.949344
mha4	8	1	26	1	0	0.046875	75497472	2.211264	2.123200	2.260448
mha4	16	0	26	0	67	0.09375	75497472	2.032800	2.016672	2.062464
mha4	16	1	26	1	0	0.03125	150994944	2.633664	2.562624	2.657120
gqa2	1	0	26	1	0	0.03125	0	0.559648	0.532544	0.575488
gqa2	1	1	26	1	0	0.03125	0	0.560064	0.534368	0.569248
gqa2	2	0	26	0	2	0.09375	4194304	1.249920	1.208704	1.270112
gqa2	2	1	26	1	0	0.03125	8388608	1.316032	1.273760	1.333184
gqa2	4	0	26	0	1	0.0625	8388608	0.974400	0.925888	0.980832
gqa2	4	1	26	1	0	0.03125	16777216	1.063200	1.013952	1.069120
gqa2	8	1	27	1	0	0.03125	33554432	1.083616	1.035712	1.087168
gqa2	16	0	27	0	3	0.09375	33554432	1.016288	1.001344	1.015776
gqa2	16	1	27	1	0	0.03125	67108864	1.241280	1.207776	1.243136
mha4	1	0	27	1	0	0.03125	0	1.115744	1.066784	1.166048
mha4	1	1	27	1	0	0.03125	0	1.124672	1.068448	1.169952
mha4	2	0	27	0	64	0.078125	9437184	2.504800	2.413792	2.556608
mha4	2	1	27	1	0	0.046875	18874368	2.631392	2.546208	2.687072
mha4	4	0	27	0	75	0.078125	18874368	1.942432	1.848448	1.976032
mha4	4	1	27	1	0	0.03125	37748736	2.140704	2.045440	2.175648
mha4	8	0	27	0	71	0.09375	37748736	1.899296	1.834560	1.949760
mha4	8	1	27	1	0	0.046875	75497472	2.212640	2.126784	2.263232
mha4	16	0	27	0	67	0.09375	75497472	2.039104	2.014240	2.062464
mha4	16	1	27	1	0	0.03125	150994944	2.628160	2.558624	2.655424
gqa2	1	0	27	1	0	0.03125	0	0.559840	0.534176	0.575360
gqa2	1	1	27	1	0	0.03125	0	0.559488	0.534944	0.570592
gqa2	2	0	27	0	2	0.09375	4194304	1.255840	1.208544	1.270464
gqa2	2	1	27	1	0	0.03125	8388608	1.316896	1.273408	1.334880
gqa2	4	0	27	0	1	0.0625	8388608	0.975744	0.923520	0.980736
gqa2	4	1	27	1	0	0.03125	16777216	1.065280	1.013696	1.068928
gqa2	8	0	27	1	0	0.0625	16777216	0.951200	0.917632	0.964416
gqa2	16	0	28	0	3	0.09375	33554432	1.014336	1.000928	1.017440
gqa2	16	1	28	1	0	0.03125	67108864	1.240512	1.208512	1.243712
mha4	1	0	28	1	0	0.03125	0	1.114016	1.067392	1.167008
mha4	1	1	28	1	0	0.03125	0	1.122592	1.068448	1.169056
mha4	2	0	28	0	64	0.078125	9437184	2.510848	2.414528	2.556288
mha4	2	1	28	1	0	0.046875	18874368	2.629536	2.546144	2.687392
mha4	4	0	28	0	75	0.078125	18874368	1.942016	1.846784	1.975744
mha4	4	1	28	1	0	0.03125	37748736	2.138784	2.043552	2.173792
mha4	8	0	28	0	71	0.09375	37748736	1.896576	1.832416	1.949888
mha4	8	1	28	1	0	0.046875	75497472	2.209344	2.124000	2.261824
mha4	16	0	28	0	67	0.09375	75497472	2.042272	2.017600	2.063904
mha4	16	1	28	1	0	0.03125	150994944	2.629504	2.559232	2.655168
gqa2	1	0	28	1	0	0.03125	0	0.559072	0.533344	0.575168
gqa2	1	1	28	1	0	0.03125	0	0.560416	0.534496	0.570976
gqa2	2	0	28	0	2	0.09375	4194304	1.250048	1.208736	1.271104
gqa2	2	1	28	1	0	0.03125	8388608	1.316256	1.273024	1.333312
gqa2	4	0	28	0	1	0.0625	8388608	0.976000	0.925504	0.981600
gqa2	4	1	28	1	0	0.03125	16777216	1.061824	1.014144	1.069504
gqa2	8	0	28	1	0	0.0625	16777216	0.953312	0.919456	0.965088
gqa2	8	1	28	1	0	0.03125	33554432	1.082496	1.035264	1.087584
gqa2	16	1	29	1	0	0.03125	67108864	1.237536	1.204096	1.239264
mha4	1	0	29	1	0	0.03125	0	1.118208	1.068672	1.167680
mha4	1	1	29	1	0	0.03125	0	1.125088	1.067328	1.170336
mha4	2	0	29	0	64	0.078125	9437184	2.509184	2.414944	2.555936
mha4	2	1	29	1	0	0.046875	18874368	2.627232	2.548256	2.687968
mha4	4	0	29	0	75	0.078125	18874368	1.944864	1.847008	1.976448
mha4	4	1	29	1	0	0.03125	37748736	2.140320	2.046048	2.175744
mha4	8	0	29	0	71	0.09375	37748736	1.900288	1.834528	1.951584
mha4	8	1	29	1	0	0.046875	75497472	2.212128	2.126144	2.261600
mha4	16	0	29	0	67	0.09375	75497472	2.036160	2.015712	2.065440
mha4	16	1	29	1	0	0.03125	150994944	2.632320	2.561216	2.655296
gqa2	1	0	29	1	0	0.03125	0	0.557728	0.533472	0.575456
gqa2	1	1	29	1	0	0.03125	0	0.559648	0.534144	0.571776
gqa2	2	0	29	0	2	0.09375	4194304	1.253536	1.209888	1.269280
gqa2	2	1	29	1	0	0.03125	8388608	1.316480	1.272576	1.334880
gqa2	4	0	29	0	1	0.0625	8388608	0.973856	0.923616	0.980512
gqa2	4	1	29	1	0	0.03125	16777216	1.061024	1.013280	1.068736
gqa2	8	0	29	1	0	0.0625	16777216	0.954176	0.917472	0.964352
gqa2	8	1	29	1	0	0.03125	33554432	1.081440	1.035040	1.088608
gqa2	16	0	29	0	3	0.09375	33554432	1.016192	1.000160	1.016544
mha4	1	0	30	1	0	0.03125	0	1.114208	1.069184	1.164736
mha4	1	1	30	1	0	0.03125	0	1.126304	1.068544	1.169312
mha4	2	0	30	0	64	0.078125	9437184	2.510592	2.416704	2.563520
mha4	2	1	30	1	0	0.046875	18874368	2.628608	2.546656	2.685376
mha4	4	0	30	0	75	0.078125	18874368	1.945920	1.855104	1.983648
mha4	4	1	30	1	0	0.03125	37748736	2.141472	2.045856	2.174624
mha4	8	0	30	0	71	0.09375	37748736	1.901792	1.839136	1.957056
mha4	8	1	30	1	0	0.046875	75497472	2.213600	2.126336	2.262304
mha4	16	0	30	0	67	0.09375	75497472	2.036224	2.014880	2.060096
mha4	16	1	30	1	0	0.03125	150994944	2.629632	2.559168	2.653408
gqa2	1	0	30	1	0	0.03125	0	0.555136	0.533216	0.575360
gqa2	1	1	30	1	0	0.03125	0	0.558688	0.535936	0.571200
gqa2	2	0	30	0	2	0.09375	4194304	1.253376	1.208448	1.273856
gqa2	2	1	30	1	0	0.03125	8388608	1.315104	1.272512	1.333696
gqa2	4	0	30	0	1	0.0625	8388608	0.975840	0.923616	0.980384
gqa2	4	1	30	1	0	0.03125	16777216	1.063008	1.013984	1.068704
gqa2	8	0	30	1	0	0.0625	16777216	0.955296	0.918816	0.964416
gqa2	8	1	30	1	0	0.03125	33554432	1.083456	1.035264	1.092672
gqa2	16	0	30	0	3	0.09375	33554432	1.018496	0.999296	1.016992
gqa2	16	1	30	1	0	0.03125	67108864	1.235104	1.204256	1.238880
mha4	1	1	31	1	0	0.03125	0	1.122752	1.066976	1.169152
mha4	2	0	31	0	64	0.078125	9437184	2.512608	2.413920	2.558304
mha4	2	1	31	1	0	0.046875	18874368	2.631104	2.546496	2.687552
mha4	4	0	31	0	75	0.078125	18874368	1.941600	1.845152	1.975712
mha4	4	1	31	1	0	0.03125	37748736	2.136224	2.045888	2.176000
mha4	8	0	31	0	71	0.09375	37748736	1.896000	1.832832	1.949472
mha4	8	1	31	1	0	0.046875	75497472	2.209632	2.127296	2.263904
mha4	16	0	31	0	67	0.09375	75497472	2.033216	2.016512	2.062528
mha4	16	1	31	1	0	0.03125	150994944	2.627264	2.560800	2.657472
gqa2	1	0	31	1	0	0.03125	0	0.559264	0.534176	0.575296
gqa2	1	1	31	1	0	0.03125	0	0.559168	0.534400	0.570656
gqa2	2	0	31	0	2	0.09375	4194304	1.251104	1.208064	1.271104
gqa2	2	1	31	1	0	0.03125	8388608	1.315072	1.273568	1.334752
gqa2	4	0	31	0	1	0.0625	8388608	0.974208	0.923520	0.980384
gqa2	4	1	31	1	0	0.03125	16777216	1.061952	1.013824	1.069248
gqa2	8	0	31	1	0	0.0625	16777216	0.952320	0.918016	0.964672
gqa2	8	1	31	1	0	0.03125	33554432	1.081312	1.035808	1.087488
gqa2	16	0	31	0	3	0.09375	33554432	1.018784	0.999776	1.015840
gqa2	16	1	31	1	0	0.03125	67108864	1.236672	1.204768	1.239456
mha4	1	0	31	1	0	0.03125	0	1.113920	1.068832	1.164928
mha4	2	0	32	0	64	0.078125	9437184	2.511136	2.415488	2.557184
mha4	2	1	32	1	0	0.046875	18874368	2.627872	2.546624	2.687392
mha4	4	0	32	0	75	0.078125	18874368	1.942240	1.849664	1.977952
mha4	4	1	32	1	0	0.03125	37748736	2.144544	2.044160	2.174560
mha4	8	0	32	0	71	0.09375	37748736	1.896320	1.835136	1.950240
mha4	8	1	32	1	0	0.046875	75497472	2.212800	2.125664	2.263584
mha4	16	0	32	0	67	0.09375	75497472	2.031584	2.016960	2.061984
mha4	16	1	32	1	0	0.03125	150994944	2.631776	2.563200	2.659168
gqa2	1	0	32	1	0	0.03125	0	0.557312	0.532768	0.576800
gqa2	1	1	32	1	0	0.03125	0	0.562144	0.536288	0.571488
gqa2	2	0	32	0	2	0.09375	4194304	1.251712	1.208448	1.269920
gqa2	2	1	32	1	0	0.03125	8388608	1.315424	1.271680	1.335424
gqa2	4	0	32	0	1	0.0625	8388608	0.973792	0.923648	0.984672
gqa2	4	1	32	1	0	0.03125	16777216	1.062848	1.016000	1.070240
gqa2	8	0	32	1	0	0.0625	16777216	0.953952	0.915968	0.964032
gqa2	8	1	32	1	0	0.03125	33554432	1.081312	1.036064	1.087104
gqa2	16	0	32	0	3	0.09375	33554432	1.017888	1.000832	1.016128
gqa2	16	1	32	1	0	0.03125	67108864	1.238208	1.206176	1.241888
mha4	1	0	32	1	0	0.03125	0	1.113568	1.070240	1.165376
mha4	1	1	32	1	0	0.03125	0	1.122080	1.066880	1.168416
mha4	2	1	33	1	0	0.046875	18874368	2.632576	2.546368	2.686240
mha4	4	0	33	0	75	0.078125	18874368	1.939872	1.847200	1.976192
mha4	4	1	33	1	0	0.03125	37748736	2.142400	2.045632	2.175328
mha4	8	0	33	0	71	0.09375	37748736	1.894688	1.832640	1.949312
mha4	8	1	33	1	0	0.046875	75497472	2.211872	2.124384	2.262112
mha4	16	0	33	0	67	0.09375	75497472	2.040160	2.016608	2.061440
mha4	16	1	33	1	0	0.03125	150994944	2.631744	2.561056	2.658976
gqa2	1	0	33	1	0	0.03125	0	0.560448	0.536576	0.577152
gqa2	1	1	33	1	0	0.03125	0	0.560704	0.535552	0.572832
gqa2	2	0	33	0	2	0.09375	4194304	1.252928	1.208800	1.271328
gqa2	2	1	33	1	0	0.03125	8388608	1.316992	1.273696	1.334720
gqa2	4	0	33	0	1	0.0625	8388608	0.972768	0.923040	0.980768
gqa2	4	1	33	1	0	0.03125	16777216	1.061248	1.015392	1.069664
gqa2	8	0	33	1	0	0.0625	16777216	0.951808	0.917632	0.963168
gqa2	8	1	33	1	0	0.03125	33554432	1.081952	1.034304	1.087328
gqa2	16	0	33	0	3	0.09375	33554432	1.015936	0.999616	1.017056
gqa2	16	1	33	1	0	0.03125	67108864	1.241216	1.209792	1.245344
mha4	1	0	33	1	0	0.03125	0	1.115232	1.067168	1.166752
mha4	1	1	33	1	0	0.03125	0	1.123264	1.068320	1.167584
mha4	2	0	33	0	64	0.078125	9437184	2.508960	2.417504	2.558400
mha4	4	0	34	0	75	0.078125	18874368	1.941312	1.848992	1.978016
mha4	4	1	34	1	0	0.03125	37748736	2.142208	2.045856	2.176448
mha4	8	0	34	0	71	0.09375	37748736	1.894368	1.832800	1.950848
mha4	8	1	34	1	0	0.046875	75497472	2.214016	2.127488	2.263456
mha4	16	0	34	0	67	0.09375	75497472	2.036928	2.017024	2.066080
mha4	16	1	34	1	0	0.03125	150994944	2.629600	2.560896	2.654624
gqa2	1	0	34	1	0	0.03125	0	0.558176	0.533952	0.575104
gqa2	1	1	34	1	0	0.03125	0	0.559296	0.534496	0.570944
gqa2	2	0	34	0	2	0.09375	4194304	1.251360	1.208928	1.271488
gqa2	2	1	34	1	0	0.03125	8388608	1.316992	1.273184	1.334816
gqa2	4	0	34	0	1	0.0625	8388608	0.973952	0.924192	0.981024
gqa2	4	1	34	1	0	0.03125	16777216	1.061632	1.013792	1.068640
gqa2	8	0	34	1	0	0.0625	16777216	0.951424	0.917696	0.964288
gqa2	8	1	34	1	0	0.03125	33554432	1.083776	1.035392	1.087648
gqa2	16	0	34	0	3	0.09375	33554432	1.014528	0.999232	1.017248
gqa2	16	1	34	1	0	0.03125	67108864	1.242400	1.211808	1.245120
mha4	1	0	34	1	0	0.03125	0	1.114112	1.066304	1.164608
mha4	1	1	34	1	0	0.03125	0	1.124128	1.070560	1.168992
mha4	2	0	34	0	64	0.078125	9437184	2.501504	2.417664	2.558976
mha4	2	1	34	1	0	0.046875	18874368	2.627968	2.546816	2.684992
mha4	4	1	35	1	0	0.03125	37748736	2.138688	2.046016	2.174688
mha4	8	0	35	0	71	0.09375	37748736	1.896224	1.833024	1.949888
mha4	8	1	35	1	0	0.046875	75497472	2.211360	2.124416	2.263072
mha4	16	0	35	0	67	0.09375	75497472	2.031232	2.015168	2.063264
mha4	16	1	35	1	0	0.03125	150994944	2.632224	2.562272	2.654816
gqa2	1	0	35	1	0	0.03125	0	0.558272	0.533536	0.576000
gqa2	1	1	35	1	0	0.03125	0	0.560320	0.534624	0.571680
gqa2	2	0	35	0	2	0.09375	4194304	1.252672	1.208608	1.270208
gqa2	2	1	35	1	0	0.03125	8388608	1.316448	1.273824	1.334112
gqa2	4	0	35	0	1	0.0625	8388608	0.976096	0.923936	0.981056
gqa2	4	1	35	1	0	0.03125	16777216	1.063168	1.013952	1.069600
gqa2	8	0	35	1	0	0.0625	16777216	0.952416	0.917792	0.963040
gqa2	8	1	35	1	0	0.03125	33554432	1.084000	1.036448	1.087584
gqa2	16	0	35	0	3	0.09375	33554432	1.016096	0.999904	1.017984
gqa2	16	1	35	1	0	0.03125	67108864	1.234624	1.202464	1.239072
mha4	1	0	35	1	0	0.03125	0	1.114272	1.066816	1.165376
mha4	1	1	35	1	0	0.03125	0	1.125120	1.068800	1.168000
mha4	2	0	35	0	64	0.078125	9437184	2.501024	2.415296	2.556640
mha4	2	1	35	1	0	0.046875	18874368	2.630592	2.544672	2.686784
mha4	4	0	35	0	75	0.078125	18874368	1.944032	1.848800	1.976480
mha4	8	0	36	0	71	0.09375	37748736	1.895936	1.832576	1.949664
mha4	8	1	36	1	0	0.046875	75497472	2.210528	2.127552	2.262560
mha4	16	0	36	0	67	0.09375	75497472	2.034560	2.015712	2.063296
mha4	16	1	36	1	0	0.03125	150994944	2.629728	2.562816	2.656480
gqa2	1	0	36	1	0	0.03125	0	0.557344	0.535712	0.575168
gqa2	1	1	36	1	0	0.03125	0	0.563360	0.534048	0.571072
gqa2	2	0	36	0	2	0.09375	4194304	1.251808	1.211712	1.269536
gqa2	2	1	36	1	0	0.03125	8388608	1.317152	1.272448	1.333888
gqa2	4	0	36	0	1	0.0625	8388608	0.976608	0.924000	0.981824
gqa2	4	1	36	1	0	0.03125	16777216	1.062112	1.014176	1.069344
