slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations	simt_wait_cycles	simt_barriers
0	1	0	0	0	1	0	1789794422594154496	1103173647236	1789794422594154496	1103173648432	1789794422594154496	1103173648432	1789794422594156544	1103173651987	1789794422594156544	1103173653402	1789794422594156544	1103173653528	0	0	0	0	90	8
1	0	32	16	16	1	1536	1789794422594158592	1103173658816	1789794422594159616	1103173661155	1789794422594160640	1103173661798	1789794422594170880	1103173687563	1789794422594171904	1103173689651	1789794422594171904	1103173689904	1103173661949	1103173687456	13557	32	0	0
2	2	0	0	0	1	0	1789794422594174976	1103173696779	1789794422594174976	1103173698134	1789794422594174976	1103173698134	1789794422594176000	1103173700218	1789794422594176000	1103173700248	1789794422594176000	1103173700699	0	0	0	0	0	0
3	2	0	0	0	1	0	1789794422594178048	1103173706792	1789794422594179072	1103173708179	1789794422594179072	1103173708179	1789794422594180096	1103173710575	1789794422594180096	1103173710605	1789794422594180096	1103173711054	0	0	0	0	0	0
4	3	0	0	0	1	0	1789794422594183168	1103173717395	1789794422594183168	1103173719017	1789794422594183168	1103173719017	1789794422594184192	1103173720097	1789794422594184192	1103173720127	1789794422594184192	1103173720255	0	0	0	0	0	0
5	5	0	0	0	1	0	1789794422594187264	1103173729584	1789794422594188288	1103173731536	1789794422594188288	1103173731536	1789794422594213888	1103173794733	1789794422594213888	1103173794763	1789794422594213888	1103173794879	0	0	0	0	56	2
6	0	32	16	16	1	1536	1789794422594219008	1103173809474	1789794422594220032	1103173812156	1789794422594221056	1103173812769	1789794422594230272	1103173837217	1789794422594231296	1103173840773	1789794422594232320	1103173840903	1103173813022	1103173837095	11303	32	0	0
7	1	0	0	0	1	0	1789794422594234368	1103173847662	1789794422594235392	1103173849087	1789794422594235392	1103173849087	1789794422594236416	1103173852646	1789794422594237440	1103173854608	1789794422594237440	1103173854725	0	0	0	0	91	8
8	0	32	16	16	1	1536	1789794422594239488	1103173859365	1789794422594240512	1103173861832	1789794422594240512	1103173862623	1789794422594249728	1103173884615	1789794422594249728	1103173886842	1789794422594250752	1103173887035	1103173862637	1103173884496	12094	32	0	0
9	4	0	0	0	1	0	1789794422594256896	1103173903151	1789794422594256896	1103173904364	1789794422594256896	1103173904364	1789794422594259968	1103173910901	1789794422594259968	1103173910934	1789794422594259968	1103173911057	0	0	0	0	0	0
