slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations
0	1	0	0	0	1	0	1789572714930099200	52839299176889	1789572714930099200	52839299178198	1789572714930099200	52839299178198	1789572714930100224	52839299180512	1789572714930101248	52839299182240	1789572714930101248	52839299182356	0	0	0	0
1	0	32	16	16	1	1536	1789572714930103296	52839299186856	1789572714930104320	52839299189003	1789572714930104320	52839299189519	1789572714930110464	52839299205603	1789572714930110464	52839299206562	1789572714930111488	52839299206812	52839299189529	52839299205506	9666	32
2	2	0	0	0	1	0	1789572714930113536	52839299212009	1789572714930113536	52839299213233	1789572714930113536	52839299213233	1789572714930114560	52839299214823	1789572714930114560	52839299214853	1789572714930114560	52839299215179	0	0	0	0
3	3	0	0	0	1	0	1789572714930115584	52839299218007	1789572714930115584	52839299219105	1789572714930115584	52839299219105	1789572714930116608	52839299219998	1789572714930116608	52839299220028	1789572714930116608	52839299220145	0	0	0	0
4	5	0	0	0	1	0	1789572714930118656	52839299225225	1789572714930118656	52839299226860	1789572714930118656	52839299226860	1789572714930122752	52839299235502	1789572714930122752	52839299235532	1789572714930122752	52839299235648	0	0	0	0
5	0	32	16	16	1	1536	1789572714930124800	52839299240557	1789572714930125824	52839299242727	1789572714930125824	52839299243340	1789572714930131968	52839299259565	1789572714930132992	52839299261189	1789572714930132992	52839299261305	52839299243350	52839299259471	10155	32
6	1	0	0	0	1	0	1789572714930135040	52839299266337	1789572714930135040	52839299267644	1789572714930135040	52839299267644	1789572714930136064	52839299270055	1789572714930137088	52839299271782	1789572714930137088	52839299271898	0	0	0	0
7	0	32	16	16	1	1536	1789572714930139136	52839299276430	1789572714930139136	52839299278661	1789572714930140160	52839299279186	1789572714930146304	52839299295139	1789572714930146304	52839299296380	1789572714930146304	52839299296630	52839299279196	52839299295045	9934	32
8	4	0	0	0	1	0	1789572714930148352	52839299301709	1789572714930149376	52839299302968	1789572714930149376	52839299302968	1789572714930151424	52839299309367	1789572714930151424	52839299309397	1789572714930151424	52839299309513	0	0	0	0
9	0	32	16	16	1	1536	1789572714930153472	52839299314312	1789572714930154496	52839299316493	1789572714930154496	52839299317009	1789572714930167808	52839299349122	1789572714930168832	52839299351326	1789572714930168832	52839299351443	52839299317019	52839299349028	20030	64
10	1	0	0	0	1	0	1789572714930170880	52839299356635	1789572714930170880	52839299357880	1789572714930170880	52839299357880	1789572714930171904	52839299360286	1789572714930172928	52839299362012	1789572714930172928	52839299362128	0	0	0	0
11	0	32	16	16	1	1536	1789572714930174976	52839299366684	1789572714930174976	52839299368894	1789572714930176000	52839299369410	1789572714930182144	52839299385341	1789572714930182144	52839299386339	1789572714930182144	52839299386583	52839299369420	52839299385243	9355	32
12	2	0	0	0	1	0	1789572714930184192	52839299391816	1789572714930185216	52839299393036	1789572714930185216	52839299393036	1789572714930185216	52839299394628	1789572714930185216	52839299394658	1789572714930186240	52839299394986	0	0	0	0
13	3	0	0	0	1	0	1789572714930187264	52839299397813	1789572714930187264	52839299398940	1789572714930187264	52839299398940	1789572714930187264	52839299399824	1789572714930187264	52839299399854	1789572714930187264	52839299399971	0	0	0	0
14	5	0	0	0	1	0	1789572714930190336	52839299405200	1789572714930190336	52839299406828	1789572714930190336	52839299406828	1789572714930193408	52839299415356	1789572714930193408	52839299415386	1789572714930193408	52839299415502	0	0	0	0
15	0	32	16	16	1	1536	1789572714930195456	52839299420456	1789572714930196480	52839299422644	1789572714930196480	52839299423140	1789572714930203648	52839299439139	1789572714930203648	52839299440830	1789572714930203648	52839299440946	52839299423154	52839299439045	9956	32
16	1	0	0	0	1	0	1789572714930205696	52839299446185	1789572714930206720	52839299447471	1789572714930206720	52839299447471	1789572714930207744	52839299449863	1789572714930207744	52839299451609	1789572714930208768	52839299451725	0	0	0	0
17	0	32	16	16	1	1536	1789572714930209792	52839299456181	1789572714930210816	52839299458351	1789572714930210816	52839299458873	1789572714930217984	52839299474804	1789572714930217984	52839299476043	1789572714930217984	52839299476159	52839299458883	52839299474710	9778	32
18	4	0	0	0	1	0	1789572714930220032	52839299481124	1789572714930220032	52839299482365	1789572714930220032	52839299482365	1789572714930223104	52839299488733	1789572714930223104	52839299488763	1789572714930223104	52839299488879	0	0	0	0
19	0	32	16	16	1	1536	1789572714930225152	52839299493645	1789572714930226176	52839299495824	1789572714930226176	52839299496355	1789572714930238464	52839299528725	1789572714930239488	52839299530658	1789572714930239488	52839299530775	52839299496365	52839299528628	20213	64
20	1	0	0	0	1	0	1789572714930241536	52839299535979	1789572714930242560	52839299537211	1789572714930242560	52839299537211	1789572714930243584	52839299539604	1789572714930243584	52839299541455	1789572714930243584	52839299541571	0	0	0	0
21	0	32	16	16	1	1536	1789572714930245632	52839299546095	1789572714930246656	52839299548271	1789572714930246656	52839299548801	1789572714930252800	52839299564821	1789572714930253824	52839299566077	1789572714930253824	52839299566194	52839299548811	52839299564727	9990	32
22	2	0	0	0	1	0	1789572714930255872	52839299571396	1789572714930255872	52839299572608	1789572714930255872	52839299572608	1789572714930256896	52839299574192	1789572714930256896	52839299574222	1789572714930256896	52839299574545	0	0	0	0
23	3	0	0	0	1	0	1789572714930257920	52839299577357	1789572714930258944	52839299578486	1789572714930258944	52839299578486	1789572714930258944	52839299579317	1789572714930258944	52839299579347	1789572714930258944	52839299579464	0	0	0	0
24	5	0	0	0	1	0	1789572714930260992	52839299584257	1789572714930262016	52839299585886	1789572714930262016	52839299585886	1789572714930265088	52839299594035	1789572714930265088	52839299594065	1789572714930265088	52839299594181	0	0	0	0
25	0	32	16	16	1	1536	1789572714930267136	52839299599046	1789572714930267136	52839299601216	1789572714930268160	52839299601735	1789572714930274304	52839299617553	1789572714930274304	52839299618970	1789572714930274304	52839299619086	52839299601745	52839299617455	9472	32
26	1	0	0	0	1	0	1789572714930276352	52839299624222	1789572714930277376	52839299625511	1789572714930277376	52839299625511	1789572714930278400	52839299627805	1789572714930278400	52839299629608	1789572714930279424	52839299629724	0	0	0	0
27	0	32	16	16	1	1536	1789572714930280448	52839299634766	1789572714930281472	52839299636917	1789572714930282496	52839299637397	1789572714930288640	52839299653343	1789572714930288640	52839299655066	1789572714930288640	52839299655183	52839299637423	52839299653245	9732	32
28	4	0	0	0	1	0	1789572714930291712	52839299660623	1789572714930291712	52839299661885	1789572714930291712	52839299661885	1789572714930294784	52839299668361	1789572714930294784	52839299668391	1789572714930294784	52839299668507	0	0	0	0
29	0	32	16	16	1	1536	1789572714930295808	52839299673376	1789572714930296832	52839299675503	1789572714930296832	52839299676029	1789572714930310144	52839299708272	1789572714930311168	52839299709653	1789572714930311168	52839299709769	52839299676039	52839299708178	20271	64
30	1	0	0	0	1	0	1789572714930313216	52839299714978	1789572714930313216	52839299716213	1789572714930313216	52839299716213	1789572714930314240	52839299718517	1789572714930315264	52839299720344	1789572714930315264	52839299720460	0	0	0	0
31	0	32	16	16	1	1536	1789572714930316288	52839299724991	1789572714930317312	52839299727135	1789572714930317312	52839299727652	1789572714930324480	52839299743595	1789572714930324480	52839299744571	1789572714930324480	52839299744813	52839299727662	52839299743497	9471	32
32	2	0	0	0	1	0	1789572714930326528	52839299750057	1789572714930327552	52839299751277	1789572714930327552	52839299751277	1789572714930327552	52839299752884	1789572714930327552	52839299752914	1789572714930327552	52839299753242	0	0	0	0
33	3	0	0	0	1	0	1789572714930329600	52839299756083	1789572714930329600	52839299757186	1789572714930329600	52839299757186	1789572714930329600	52839299758342	1789572714930329600	52839299758372	1789572714930329600	52839299758488	0	0	0	0
34	5	0	0	0	1	0	1789572714930332672	52839299763974	1789572714930332672	52839299765608	1789572714930332672	52839299765608	1789572714930336768	52839299774299	1789572714930336768	52839299774329	1789572714930336768	52839299774446	0	0	0	0
35	0	32	16	16	1	1536	1789572714930338816	52839299779376	1789572714930338816	52839299781516	1789572714930339840	52839299782028	1789572714930345984	52839299798224	1789572714930347008	52839299800113	1789572714930347008	52839299800229	52839299782038	52839299798130	10095	32
36	1	0	0	0	1	0	1789572714930349056	52839299805492	1789572714930349056	52839299806799	1789572714930349056	52839299806799	1789572714930350080	52839299809098	1789572714930351104	52839299810920	1789572714930351104	52839299811037	0	0	0	0
37	0	32	16	16	1	1536	1789572714930353152	52839299815672	1789572714930353152	52839299817799	1789572714930354176	52839299818321	1789572714930360320	52839299834282	1789572714930360320	52839299835240	1789572714930360320	52839299835357	52839299818331	52839299834188	9927	32
