ninja: Entering directory `build-portable'
[1/77] Linking CXX executable tools/tilemega-calibrate
[2/77] Linking CXX executable tools/tilemega-derive
[3/77] Linking CXX executable tools/tilemega-import
[4/77] Linking CXX executable tools/tilemega-opt
[5/77] Linking CXX executable tools/tilemega-shape-probe
[6/77] Linking CXX executable tools/tilemega-wiring
[7/77] Linking CXX executable tools/tilemega-symbolic-probe
[8/77] Linking CXX executable tools/tilemega-affine-probe
[9/77] Linking CXX executable tools/tilemega-identity-probe
[10/77] Linking CXX executable tools/tilemega-parametric
[11/77] Linking CXX executable tools/tilemega-event-cost
[12/77] Linking CXX executable tools/tilemega-event-price
[13/77] Linking CXX executable tools/tilemega-op-audit
[14/77] Linking CXX executable tools/tilemega-fusion-events
[15/77] Linking CXX executable tools/tilemega-fusion-dp
[16/77] Linking CXX executable tools/tilemega-fusion-chain
[17/77] Linking CXX executable tools/tilemega-task-work-probe
[18/77] Linking CXX executable tools/tilemega-task-work-gate
[19/77] Linking CXX executable tools/tilemega-task-cost-gate
[20/77] Linking CXX executable tools/tilemega-interface-probe
[21/77] Linking CXX executable tools/tilemega-scalar-cost-probe
[22/77] Linking CXX executable tools/tilemega-scalar-error-probe
[23/77] Linking CXX executable tools/tilemega-simulate
[24/77] Linking CXX executable tools/tilemega-place-eft
[25/77] Linking CXX executable tools/tilemega-place-chain
[26/77] Linking CXX executable tools/tilemega-runtime-projection
[27/77] Linking CXX executable tools/tilemega-fusion-probe
[28/77] Linking CXX executable tools/tilemega-fusion-cost
[29/77] Linking CXX executable tools/tilemega-symbolic-task-price
[30/77] Linking CXX executable tools/tilemega-attention-work
[31/77] Linking CXX executable tools/tilemega-attention-plan-price
[32/77] Linking CXX executable tools/tilemega-costmodel
[33/77] Linking CXX executable tools/tilemega-attention-dp
[34/77] Linking CXX executable tools/tilemega-wait-policy
[35/77] Linking CXX executable tools/tilemega-migrate
[36/77] Linking CXX executable target_spec_test
[37/77] Linking CXX executable tools/tilemega-target-audit
[38/77] Linking CXX executable coupling_types_test
[39/77] Linking CXX executable table27_test
[40/77] Linking CXX executable tools/tilemega-solve
[41/77] Linking CXX executable semantics_test
[42/77] Linking CXX executable incidence_test
[43/77] Linking CXX executable containment_test
[44/77] Linking CXX executable event_synthesis_test
[45/77] Linking CXX executable isl_relation_test
[46/77] Linking CXX executable backend_query_test
[47/77] Linking CXX executable layout_bridge_test
[48/77] Linking CXX executable cg_attr_test
[49/77] Linking CXX executable runtime_projection_test
[50/77] Linking CXX executable lane_intersections_test
[51/77] Linking CXX executable cache_service_curve_test
[52/77] Linking CXX executable chain_dp_test
[53/77] Linking CXX executable fusion_access_test
[54/77] Linking CXX executable exact_runtime_task_graph_test
[55/77] Linking CXX executable fusion_rewrite_test
[56/77] Linking CXX executable fused_runtime_projection_test
[57/77] Linking CXX executable fusion_written_price_test
[58/77] Linking CXX executable plan_contract_test
[59/77] Linking CXX executable list_scheduler_test
[60/77] Linking CXX executable fiber_sum_test
[61/77] Linking CXX executable fusion_batch_rewrite_test
[62/77] Linking CXX executable execution_simulator_test
[63/77] Linking CXX executable eft_placement_test
[64/77] Linking CXX executable chain_placement_test
[65/77] Linking CXX executable cluster_labeling_test
[66/77] Linking CXX executable task_body_contract_test
[67/77] Linking CXX executable plan_table_test
[68/77] Linking CXX executable bf16_task_body_compile_test
[69/77] Linking CXX executable attention_phase_test
[70/77] Linking CXX executable alignment_propagation_test
[71/77] Linking CXX executable impl_contract_test
[72/77] Linking CXX executable fused_gemm_task_body_test
[73/77] Linking CXX executable fused_harness_compile_test
[74/77] Linking CXX executable frontend_import_test
[75/77] Linking CXX executable semantic_lifting_test
[76/77] Linking CXX executable wiring_coupling_test
[77/77] Linking CXX executable degradation_test
