slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations
0	1	0	0	0	1	0	1789575924405963776	53017398370447	1789575924405964800	53017398372542	1789575924405964800	53017398372542	1789575924405968896	53017398384225	1789575924405974016	53017398396463	1789575924405974016	53017398396580	0	0	0	0
1	3	0	0	0	1	0	1789575924406131712	53017398793704	1789575924406132736	53017398795068	1789575924406132736	53017398795068	1789575924406132736	53017398796272	1789575924406132736	53017398796302	1789575924406132736	53017398796419	0	0	0	0
2	0	128	128	16	1	8192	1789575924406309888	53017399243075	1789575924406310912	53017399245581	1789575924406315008	53017399254077	1789575924406548480	53017399842231	1789575924406549504	53017399846004	1789575924406549504	53017399846272	53017399254539	53017399842135	123688	256
3	2	0	0	0	1	0	1789575924407304192	53017401747033	1789575924407305216	53017401748261	1789575924407305216	53017401748261	1789575924407305216	53017401749876	1789575924407305216	53017401749906	1789575924407305216	53017401750376	0	0	0	0
4	5	0	0	0	1	0	1789575924407310336	53017401762131	1789575924407311360	53017401764309	1789575924407311360	53017401764309	1789575924407315456	53017401774444	1789575924407315456	53017401774475	1789575924407315456	53017401774592	0	0	0	0
5	0	128	128	16	1	8192	1789575924407486464	53017402206702	1789575924407487488	53017402209136	1789575924407491584	53017402218908	1789575924407724032	53017402801875	1789575924407725056	53017402805753	1789575924407725056	53017402806041	53017402218919	53017402801780	148445	256
6	2	0	0	0	1	0	1789575924408478720	53017404704847	1789575924408479744	53017404706076	1789575924408479744	53017404706076	1789575924408479744	53017404707894	1789575924408479744	53017404707924	1789575924408479744	53017404708041	0	0	0	0
7	5	0	0	0	1	0	1789575924408484864	53017404719436	1789575924408484864	53017404721144	1789575924408484864	53017404721144	1789575924408488960	53017404731421	1789575924408488960	53017404731451	1789575924408488960	53017404731568	0	0	0	0
8	0	128	128	16	1	8192	1789575924408660992	53017405164300	1789575924408662016	53017405166616	1789575924408665088	53017405173750	1789575924408903680	53017405773316	1789575924408904704	53017405777184	1789575924408904704	53017405777436	53017405174037	53017405773185	119061	256
9	2	0	0	0	1	0	1789575924409664512	53017407691252	1789575924409665536	53017407693942	1789575924409665536	53017407693942	1789575924409666560	53017407695481	1789575924409666560	53017407695511	1789575924409666560	53017407695866	0	0	0	0
10	0	128	128	16	1	8192	1789575924409846784	53017408150632	1789575924409847808	53017408153062	1789575924409851904	53017408162514	1789575924410084352	53017408748496	1789575924410086400	53017408752467	1789575924410086400	53017408752612	53017408162525	53017408748401	119198	256
11	1	0	0	0	1	0	1789575924405963776	53038304256292	1789575924405964800	53038304258485	1789575924405964800	53038304258485	1789575924405968896	53038304270118	1789575924405974016	53038304282283	1789575924405974016	53038304282400	0	0	0	0
12	3	0	0	0	1	0	1789575924406131712	53038304679691	1789575924406131712	53038304680783	1789575924406131712	53038304680783	1789575924406132736	53038304681965	1789575924406132736	53038304681995	1789575924406132736	53038304682112	0	0	0	0
13	0	128	128	16	1	8192	1789575924406309888	53038305129204	1789575924406310912	53038305131651	1789575924406315008	53038305140558	1789575924406547456	53038305727290	1789575924406549504	53038305731712	1789575924406549504	53038305731905	53038305141318	53038305727195	60996	256
14	2	0	0	0	1	0	1789575924407304192	53038307633473	1789575924407305216	53038307635176	1789575924407305216	53038307635176	1789575924407305216	53038307636791	1789575924407305216	53038307636821	1789575924407305216	53038307636938	0	0	0	0
15	5	0	0	0	1	0	1789575924407310336	53038307648649	1789575924407311360	53038307650829	1789575924407311360	53038307650829	1789575924407315456	53038307660946	1789575924407315456	53038307660976	1789575924407315456	53038307661093	0	0	0	0
16	0	128	128	16	1	8192	1789575924407486464	53038308093188	1789575924407487488	53038308095625	1789575924407491584	53038308104222	1789575924407727104	53038308698185	1789575924407729152	53038308701871	1789575924407729152	53038308702122	53038308104375	53038308698083	139194	256
17	2	0	0	0	1	0	1789575924408478720	53038310591797	1789575924408479744	53038310593027	1789575924408479744	53038310593027	1789575924408479744	53038310594824	1789575924408479744	53038310594854	1789575924408479744	53038310595258	0	0	0	0
18	5	0	0	0	1	0	1789575924408484864	53038310606745	1789575924408485888	53038310608451	1789575924408485888	53038310608451	1789575924408488960	53038310618454	1789575924408488960	53038310618484	1789575924408488960	53038310618601	0	0	0	0
19	0	128	128	16	1	8192	1789575924408660992	53038311051378	1789575924408662016	53038311053633	1789575924408665088	53038311060600	1789575924408898560	53038311648940	1789575924408900608	53038311652711	1789575924408900608	53038311652986	53038311061042	53038311648847	120235	256
20	2	0	0	0	1	0	1789575924409664512	53038313578961	1789575924409665536	53038313581454	1789575924409665536	53038313581454	1789575924409666560	53038313583206	1789575924409666560	53038313583236	1789575924409666560	53038313583595	0	0	0	0
21	0	128	128	16	1	8192	1789575924409846784	53038314038365	1789575924409847808	53038314040659	1789575924409850880	53038314048052	1789575924410084352	53038314635595	1789575924410086400	53038314639473	1789575924410086400	53038314639683	53038314048168	53038314635495	132408	256
22	1	0	0	0	1	0	1789575924405963776	53019329525530	1789575924405964800	53019329527789	1789575924405964800	53019329527789	1789575924405968896	53019329539008	1789575924405974016	53019329550798	1789575924405974016	53019329550915	0	0	0	0
23	3	0	0	0	1	0	1789575924406131712	53019329948981	1789575924406132736	53019329950688	1789575924406132736	53019329950688	1789575924406132736	53019329951358	1789575924406132736	53019329951388	1789575924406132736	53019329951505	0	0	0	0
24	0	128	128	16	1	8192	1789575924406309888	53019330398518	1789575924406310912	53019330400889	1789575924406313984	53019330408567	1789575924406554624	53019331012863	1789575924406555648	53019331016408	1789575924406555648	53019331016636	53019330410731	53019331012769	133840	256
25	2	0	0	0	1	0	1789575924407304192	53019332902670	1789575924407305216	53019332904405	1789575924407305216	53019332904405	1789575924407305216	53019332905905	1789575924407305216	53019332905935	1789575924407305216	53019332906135	0	0	0	0
26	5	0	0	0	1	0	1789575924407310336	53019332918044	1789575924407311360	53019332919772	1789575924407311360	53019332919772	1789575924407315456	53019332930520	1789575924407315456	53019332930550	1789575924407315456	53019332930667	0	0	0	0
27	0	128	128	16	1	8192	1789575924407486464	53019333362510	1789575924407487488	53019333364930	1789575924407491584	53019333374468	1789575924407721984	53019333954573	1789575924407724032	53019333958902	1789575924407724032	53019333959028	53019333374479	53019333954477	125813	256
28	2	0	0	0	1	0	1789575924408478720	53019335861225	1789575924408479744	53019335862408	1789575924408479744	53019335862408	1789575924408479744	53019335864234	1789575924408479744	53019335864264	1789575924408479744	53019335864381	0	0	0	0
29	5	0	0	0	1	0	1789575924408484864	53019335876178	1789575924408485888	53019335878333	1789575924408485888	53019335878333	1789575924408488960	53019335887635	1789575924408488960	53019335887665	1789575924408488960	53019335887782	0	0	0	0
30	0	128	128	16	1	8192	1789575924408660992	53019336320803	1789575924408662016	53019336323076	1789575924408665088	53019336330031	1789575924408904704	53019336933622	1789575924408906752	53019336937427	1789575924408906752	53019336937683	53019336330042	53019336933527	90184	256
31	2	0	0	0	1	0	1789575924409664512	53019338848732	1789575924409665536	53019338850853	1789575924409665536	53019338850853	1789575924409666560	53019338852329	1789575924409666560	53019338852359	1789575924409666560	53019338852476	0	0	0	0
