model	config	input_equal	legacy_total	bound_cg_total
gqa2	64x16x16s5k4	1	151419.22373135481	151419.22373135481
gqa2	64x16x16s5k8	1	145356.71785216045	145356.71785216045
gqa2	64x16x16s5k16	1	154989.04085939965	154989.04085939965
gqa2	64x16x32s2k1	1	329754.98025600781	329754.98025600781
gqa2	64x16x32s2k2	1	202712.47727915473	202712.47727915473
gqa2	64x16x32s2k4	1	149626.28259834455	149626.28259834455
gqa2	64x16x32s2k8	1	143051.50782400439	143051.50782400439
gqa2	64x16x32s2k16	1	150890.88969823331	150890.88969823331
gqa2	64x16x32s3k1	1	333340.86252202839	333340.86252202839
gqa2	64x16x32s3k2	1	206298.35954517528	206298.35954517528
gqa2	64x16x32s3k4	1	153212.1648643651	153212.1648643651
gqa2	64x16x32s3k8	1	147661.92788031651	147661.92788031651
gqa2	64x16x32s3k16	1	159087.192020566	159087.192020566
gqa2	64x16x32s4k1	1	336926.74478804891	336926.74478804891
gqa2	64x16x32s4k2	1	209884.24181119585	209884.24181119585
gqa2	64x16x32s4k4	1	156798.04713038568	156798.04713038568
gqa2	64x16x32s4k8	1	152272.34793662868	152272.34793662868
gqa2	64x16x32s4k16	1	167283.49434289869	167283.49434289869
gqa2	64x16x32s5k1	1	340465.75127406948	340465.75127406948
gqa2	64x16x32s5k2	1	213401.37293321639	213401.37293321639
gqa2	64x16x32s5k4	1	165573.82724241487	165573.82724241487
gqa2	64x16x32s5k8	1	175219.28831397102	175219.28831397102
gqa2	64x16x32s5k16	1	217480.23744130044	217480.23744130044
gqa2	64x32x8s2k1	1	382233.47950106894	382233.47950106894
gqa2	64x32x8s2k2	1	226852.77173348243	226852.77173348243
gqa2	64x32x8s2k4	1	141886.09666309707	141886.09666309707
gqa2	64x32x8s2k8	1	110101.49487715209	110101.49487715209
gqa2	64x32x8s2k16	1	105965.47135202498	105965.47135202498
gqa2	64x32x8s3k1	1	383309.24418087513	383309.24418087513
gqa2	64x32x8s3k2	1	227928.53641328859	227928.53641328859
gqa2	64x32x8s3k4	1	142961.8613429032	142961.8613429032
gqa2	64x32x8s3k8	1	111177.25955695823	111177.25955695823
gqa2	64x32x8s3k16	1	107348.59736891862	107348.59736891862
gqa2	64x32x8s4k1	1	384385.00886068126	384385.00886068126
gqa2	64x32x8s4k2	1	229004.30109309475	229004.30109309475
gqa2	64x32x8s4k4	1	144037.62602270939	144037.62602270939
gqa2	64x32x8s4k8	1	112253.02423676441	112253.02423676441
gqa2	64x32x8s4k16	1	108731.72338581226	108731.72338581226
gqa2	64x32x8s5k1	1	385460.77354048745	385460.77354048745
gqa2	64x32x8s5k2	1	230080.06577290091	230080.06577290091
gqa2	64x32x8s5k4	1	145113.39070251558	145113.39070251558
gqa2	64x32x8s5k8	1	113328.78891657057	113328.78891657057
gqa2	64x32x8s5k16	1	110114.84940270591	110114.84940270591
gqa2	64x32x16s2k1	1	384385.00886068126	384385.00886068126
gqa2	64x32x16s2k2	1	229004.30109309475	229004.30109309475
gqa2	64x32x16s2k4	1	144037.62602270939	144037.62602270939
gqa2	64x32x16s2k8	1	112253.02423676441	112253.02423676441
gqa2	64x32x16s2k16	1	108731.72338581226	108731.72338581226
gqa2	64x32x16s3k1	1	386536.53822029359	386536.53822029359
gqa2	64x32x16s3k2	1	231155.83045270704	231155.83045270704
gqa2	64x32x16s3k4	1	146189.15538232174	146189.15538232174
gqa2	64x32x16s3k8	1	114404.55359637673	114404.55359637673
gqa2	64x32x16s3k16	1	111497.97541959953	111497.97541959953
gqa2	64x32x16s4k1	1	388688.06757990597	388688.06757990597
gqa2	64x32x16s4k2	1	233307.35981231937	233307.35981231937
gqa2	64x32x16s4k4	1	148340.68474193403	148340.68474193403
gqa2	64x32x16s4k8	1	116556.08295598908	116556.08295598908
gqa2	64x32x16s4k16	1	114264.22745338682	114264.22745338682
gqa2	64x32x16s5k1	1	390839.59693951829	390839.59693951829
gqa2	64x32x16s5k2	1	235458.88917193172	235458.88917193172
gqa2	64x32x16s5k4	1	150492.21410154636	150492.21410154636
gqa2	64x32x16s5k8	1	118707.61231560141	118707.61231560141
gqa2	64x32x16s5k16	1	117030.4794871741	117030.4794871741
gqa2	64x32x32s2k1	1	388688.06757990597	388688.06757990597
gqa2	64x32x32s2k2	1	233307.35981231937	233307.35981231937
gqa2	64x32x32s2k4	1	148340.68474193403	148340.68474193403
gqa2	64x32x32s2k8	1	116556.08295598908	116556.08295598908
gqa2	64x32x32s2k16	1	114264.22745338682	114264.22745338682
gqa2	64x32x32s3k1	1	392991.12629913056	392991.12629913056
gqa2	64x32x32s3k2	1	237610.4185315441	237610.4185315441
gqa2	64x32x32s3k4	1	152643.74346115871	152643.74346115871
gqa2	64x32x32s3k8	1	120859.14167521373	120859.14167521373
gqa2	64x32x32s3k16	1	119796.73152096139	119796.73152096139
gqa2	64x32x32s4k1	1	397294.18501835532	397294.18501835532
gqa2	64x32x32s4k2	1	241913.47725076874	241913.47725076874
gqa2	64x32x32s4k4	1	156946.80218038335	156946.80218038335
gqa2	64x32x32s4k8	1	125162.20039443838	125162.20039443838
gqa2	64x32x32s4k16	1	125329.23558853596	125329.23558853596
gqa2	64x32x32s5k1	1	401550.36795757996	401550.36795757996
gqa2	64x32x32s5k2	1	246147.78482599332	246147.78482599332
gqa2	64x32x32s5k4	1	161181.10975560802	161181.10975560802
gqa2	64x32x32s5k8	1	135914.64470311269	135914.64470311269
gqa2	64x32x32s5k16	1	153606.46707918419	153606.46707918419
gqa2	64x64x8s2k1	1	497948.1247892527	497948.1247892527
gqa2	64x64x8s2k2	1	285891.00744019932	285891.00744019932
gqa2	64x64x8s2k4	1	172586.12757908046	172586.12757908046
gqa2	64x64x8s2k8	1	116005.59660124371	116005.59660124371
gqa2	64x64x8s2k16	1	94943.70021545398	94943.70021545398
gqa2	64x64x8s3k1	1	499382.47769566113	499382.47769566113
gqa2	64x64x8s3k2	1	287325.36034660746	287325.36034660746
gqa2	64x64x8s3k4	1	174020.48048548875	174020.48048548875
gqa2	64x64x8s3k8	1	117439.94950765194	117439.94950765194
gqa2	64x64x8s3k16	1	96378.05312186222	96378.05312186222
gqa2	64x64x8s4k1	1	500816.83060206915	500816.83060206915
gqa2	64x64x8s4k2	1	288759.71325301565	288759.71325301565
gqa2	64x64x8s4k4	1	175454.83339189691	175454.83339189691
gqa2	64x64x8s4k8	1	118874.30241406016	118874.30241406016
gqa2	64x64x8s4k16	1	97812.40602827043	97812.40602827043
gqa2	64x64x8s5k1	1	502251.18350847758	502251.18350847758
gqa2	64x64x8s5k2	1	290194.06615942391	290194.06615942391
gqa2	64x64x8s5k4	1	176889.1862983052	176889.1862983052
gqa2	64x64x8s5k8	1	120308.65532046839	120308.65532046839
gqa2	64x64x8s5k16	1	99246.758934678655	99246.758934678655
gqa2	64x64x16s2k1	1	500816.83060206915	500816.83060206915
gqa2	64x64x16s2k2	1	288759.71325301565	288759.71325301565
gqa2	64x64x16s2k4	1	175454.83339189691	175454.83339189691
gqa2	64x64x16s2k8	1	118874.30241406016	118874.30241406016
gqa2	64x64x16s2k16	1	97812.40602827043	97812.40602827043
gqa2	64x64x16s3k1	1	503685.53641488566	503685.53641488566
gqa2	64x64x16s3k2	1	291628.41906583222	291628.41906583222
gqa2	64x64x16s3k4	1	178323.53920471336	178323.53920471336
gqa2	64x64x16s3k8	1	121743.00822687661	121743.00822687661
gqa2	64x64x16s3k16	1	100681.11184108688	100681.11184108688
gqa2	64x64x16s4k1	1	506554.24222770223	506554.24222770223
gqa2	64x64x16s4k2	1	294497.12487864855	294497.12487864855
gqa2	64x64x16s4k4	1	181192.24501752979	181192.24501752979
gqa2	64x64x16s4k8	1	124611.71403969306	124611.71403969306
gqa2	64x64x16s4k16	1	103549.81765390332	103549.81765390332
gqa2	64x64x16s5k1	1	509422.94804051868	509422.94804051868
gqa2	64x64x16s5k2	1	297365.83069146506	297365.83069146506
gqa2	64x64x16s5k4	1	184060.95083034624	184060.95083034624
gqa2	64x64x16s5k8	1	127480.41985250948	127480.41985250948
gqa2	64x64x16s5k16	1	106418.52346671975	106418.52346671975
gqa2	64x64x32s2k1	1	506554.24222770223	506554.24222770223
gqa2	64x64x32s2k2	1	294497.12487864855	294497.12487864855
gqa2	64x64x32s2k4	1	181192.24501752979	181192.24501752979
gqa2	64x64x32s2k8	1	124611.71403969306	124611.71403969306
gqa2	64x64x32s2k16	1	103549.81765390332	103549.81765390332
gqa2	64x64x32s3k1	1	512291.65385333489	512291.65385333489
gqa2	64x64x32s3k2	1	300234.53650428145	300234.53650428145
gqa2	64x64x32s3k4	1	186929.65664316271	186929.65664316271
gqa2	64x64x32s3k8	1	130349.12566532593	130349.12566532593
gqa2	64x64x32s3k16	1	109287.2292795362	109287.2292795362
gqa2	64x64x32s4k1	1	517982.18969896797	517982.18969896797
gqa2	64x64x32s4k2	1	305903.19698591437	305903.19698591437
gqa2	64x64x32s4k4	1	192598.31712479558	192598.31712479558
gqa2	64x64x32s4k8	1	136017.7861469588	136017.7861469588
gqa2	64x64x32s4k16	1	122353.74151703416	122353.74151703416
gqa2	64x64x32s5k1	1	523719.60132460069	523719.60132460069
gqa2	64x64x32s5k2	1	311640.60861154733	311640.60861154733
gqa2	64x64x32s5k4	1	198335.72875042845	198335.72875042845
gqa2	64x64x32s5k8	1	141755.19777259169	141755.19777259169
gqa2	64x64x32s5k16	1	129730.41360713358	129730.41360713358
gqa2	64x128x8s2k1	1	729377.41536562063	729377.41536562063
gqa2	64x128x8s2k2	1	403967.47885363316	403967.47885363316
gqa2	64x128x8s2k4	1	233986.18941104738	233986.18941104738
gqa2	64x128x8s2k8	1	149067.45364247716	149067.45364247716
gqa2	64x128x8s2k16	1	106751.90366363732	106751.90366363732
gqa2	64x128x8s3k1	1	731528.9447252329	731528.9447252329
gqa2	64x128x8s3k2	1	406119.00821324548	406119.00821324548
gqa2	64x128x8s3k4	1	236137.71877065973	236137.71877065973
gqa2	64x128x8s3k8	1	151218.98300208946	151218.98300208946
gqa2	64x128x8s3k16	1	108903.43302324964	108903.43302324964
gqa2	64x128x8s4k1	1	733680.47408484528	733680.47408484528
gqa2	64x128x8s4k2	1	408270.53757285775	408270.53757285775
gqa2	64x128x8s4k4	1	238289.24813027211	238289.24813027211
gqa2	64x128x8s4k8	1	153370.51236170184	153370.51236170184
gqa2	64x128x8s4k16	1	111054.96238286198	111054.96238286198
gqa2	64x128x8s5k1	1	735832.00344445754	735832.00344445754
gqa2	64x128x8s5k2	1	410422.06693247007	410422.06693247007
gqa2	64x128x8s5k4	1	240440.77748988438	240440.77748988438
gqa2	64x128x8s5k8	1	155522.04172131413	155522.04172131413
gqa2	64x128x8s5k16	1	113206.49174247432	113206.49174247432
gqa2	64x128x16s2k1	1	733680.47408484528	733680.47408484528
gqa2	64x128x16s2k2	1	408270.53757285775	408270.53757285775
gqa2	64x128x16s2k4	1	238289.24813027211	238289.24813027211
gqa2	64x128x16s2k8	1	153370.51236170184	153370.51236170184
gqa2	64x128x16s2k16	1	111054.96238286198	111054.96238286198
gqa2	64x128x16s3k1	1	737983.53280407004	737983.53280407004
gqa2	64x128x16s3k2	1	412573.59629208239	412573.59629208239
gqa2	64x128x16s3k4	1	242592.30684949676	242592.30684949676
gqa2	64x128x16s3k8	1	157673.57108092646	157673.57108092646
gqa2	64x128x16s3k16	1	115358.02110208661	115358.02110208661
gqa2	64x128x16s4k1	1	742286.59152329469	742286.59152329469
gqa2	64x128x16s4k2	1	416876.6550113071	416876.6550113071
gqa2	64x128x16s4k4	1	246895.36556872138	246895.36556872138
gqa2	64x128x16s4k8	1	161976.62980015113	161976.62980015113
gqa2	64x128x16s4k16	1	119661.07982131132	119661.07982131132
gqa2	64x128x16s5k1	1	746542.77446251933	746542.77446251933
gqa2	64x128x16s5k2	1	421110.96258653171	421110.96258653171
gqa2	64x128x16s5k4	1	251129.67314394601	251129.67314394601
gqa2	64x128x16s5k8	1	166210.93737537583	166210.93737537583
gqa2	64x128x16s5k16	1	123895.38739653595	123895.38739653595
gqa2	64x128x32s2k1	1	742239.71574329468	742239.71574329468
gqa2	64x128x32s2k2	1	416807.90386730712	416807.90386730712
gqa2	64x128x32s2k4	1	246826.61442472137	246826.61442472137
gqa2	64x128x32s2k8	1	161907.87865615112	161907.87865615112
gqa2	64x128x32s2k16	1	119592.32867731131	119592.32867731131
gqa2	64x128x32s3k1	1	750845.83318174398	750845.83318174398
gqa2	64x128x32s3k2	1	425414.02130575647	425414.02130575647
gqa2	64x128x32s3k4	1	255432.73186317075	255432.73186317075
gqa2	64x128x32s3k8	1	170513.99609460044	170513.99609460044
gqa2	64x128x32s3k16	1	128198.4461157606	128198.4461157606
gqa2	64x128x32s4k1	1	759451.95062019315	759451.95062019315
gqa2	64x128x32s4k2	1	434020.13874420576	434020.13874420576
gqa2	64x128x32s4k4	1	264038.8493016201	264038.8493016201
gqa2	64x128x32s4k8	1	179120.11353304982	179120.11353304982
gqa2	64x128x32s4k16	1	136804.56355420995	136804.56355420995
gqa2	64x256x8s2k1	1	1192189.1207383559	1192189.1207383559
gqa2	64x256x8s2k2	1	640051.67053650087	640051.67053650087
gqa2	64x256x8s2k4	1	356717.56193098112	356717.56193098112
gqa2	64x256x8s2k8	1	215122.41658094397	215122.41658094397
gqa2	64x256x8s2k16	1	144468.66181137066	144468.66181137066
gqa2	64x256x8s3k1	1	1195775.003004377	1195775.003004377
gqa2	64x256x8s3k2	1	643637.55280252139	643637.55280252139
gqa2	64x256x8s3k4	1	360303.44419700163	360303.44419700163
gqa2	64x256x8s3k8	1	218708.29884696455	218708.29884696455
gqa2	64x256x8s3k16	1	148054.54407739124	148054.54407739124
gqa2	64x256x8s4k1	1	1199360.8852703974	1199360.8852703974
gqa2	64x256x8s4k2	1	647223.43506854202	647223.43506854202
gqa2	64x256x8s4k4	1	363889.32646302221	363889.32646302221
gqa2	64x256x8s4k8	1	222294.1811129851	222294.1811129851
gqa2	64x256x8s4k16	1	151640.42634341179	151640.42634341179
gqa2	64x256x8s5k1	1	1202946.7675364178	1202946.7675364178
gqa2	64x256x8s5k2	1	650809.31733456242	650809.31733456242
gqa2	64x256x8s5k4	1	367475.20872904279	367475.20872904279
gqa2	64x256x8s5k8	1	225880.06337900562	225880.06337900562
gqa2	64x256x8s5k16	1	155226.30860943237	155226.30860943237
gqa2	64x256x16s2k1	1	1199360.8852703974	1199360.8852703974
gqa2	64x256x16s2k2	1	647223.43506854202	647223.43506854202
gqa2	64x256x16s2k4	1	363889.32646302221	363889.32646302221
gqa2	64x256x16s2k8	1	222294.1811129851	222294.1811129851
gqa2	64x256x16s2k16	1	151640.42634341179	151640.42634341179
gqa2	64x256x16s3k1	1	1206532.6498024382	1206532.6498024382
gqa2	64x256x16s3k2	1	654395.19960058283	654395.19960058283
gqa2	64x256x16s3k4	1	371061.09099506336	371061.09099506336
gqa2	64x256x16s3k8	1	229465.94564502616	229465.94564502616
gqa2	64x256x16s3k16	1	158812.19087545286	158812.19087545286
gqa2	64x256x16s4k1	1	1213704.4143344795	1213704.4143344795
gqa2	64x256x16s4k2	1	661566.96413262433	661566.96413262433
gqa2	64x256x16s4k4	1	378232.85552710452	378232.85552710452
gqa2	64x256x16s4k8	1	236637.71017706732	236637.71017706732
gqa2	64x256x16s4k16	1	165983.95540749395	165983.95540749395
gqa2	64x256x32s2k1	1	1213704.4143344795	1213704.4143344795
gqa2	64x256x32s2k2	1	661566.96413262433	661566.96413262433
gqa2	64x256x32s2k4	1	378232.85552710452	378232.85552710452
gqa2	64x256x32s2k8	1	236637.71017706732	236637.71017706732
gqa2	64x256x32s2k16	1	165983.95540749395	165983.95540749395
gqa2	128x16x16s2k1	1	556565.76696469437	556565.76696469437
gqa2	128x16x16s2k2	1	316170.44482490735	316170.44482490735
gqa2	128x16x16s2k4	1	220576.94295799706	220576.94295799706
gqa2	128x16x16s2k8	1	206947.65938106467	206947.65938106467
gqa2	128x16x16s2k16	1	214892.18963811238	214892.18963811238
gqa2	128x16x16s3k1	1	559793.06100411294	559793.06100411294
gqa2	128x16x16s3k2	1	319397.7388643258	319397.7388643258
gqa2	128x16x16s3k4	1	223804.23699741552	223804.23699741552
gqa2	128x16x16s3k8	1	211097.03743174559	211097.03743174559
gqa2	128x16x16s3k16	1	222268.86172821178	222268.86172821178
gqa2	128x16x16s4k1	1	563020.35504353163	563020.35504353163
gqa2	128x16x16s4k2	1	322625.03290374443	322625.03290374443
gqa2	128x16x16s4k4	1	227031.53103683409	227031.53103683409
gqa2	128x16x16s4k8	1	215246.41548242653	215246.41548242653
gqa2	128x16x16s4k16	1	229645.53381831123	229645.53381831123
gqa2	128x16x16s5k1	1	566247.64908294985	566247.64908294985
gqa2	128x16x16s5k2	1	325852.32694316289	325852.32694316289
gqa2	128x16x16s5k4	1	230258.82507625254	230258.82507625254
gqa2	128x16x16s5k8	1	219395.79353310741	219395.79353310741
gqa2	128x16x16s5k16	1	237022.20590841063	237022.20590841063
gqa2	128x16x32s2k1	1	563020.35504353163	563020.35504353163
gqa2	128x16x32s2k2	1	322625.03290374443	322625.03290374443
gqa2	128x16x32s3k1	1	569428.06734236854	569428.06734236854
gqa2	128x16x32s3k2	1	329010.86983858136	329010.86983858136
gqa2	128x16x32s3k4	1	239320.78203094573	239320.78203094573
gqa2	128x16x32s3k8	1	244138.3696472497	244138.3696472497
gqa2	128x16x32s3k16	1	291557.43932870746	291557.43932870746
gqa2	128x16x32s4k1	1	575882.65542120545	575882.65542120545
gqa2	128x16x32s4k2	1	335465.45791741845	335465.45791741845
gqa2	128x16x32s4k4	1	247619.53813230759	247619.53813230759
gqa2	128x16x32s4k8	1	258891.71382744855	258891.71382744855
gqa2	128x16x32s4k16	1	321064.12768910511	321064.12768910511
gqa2	128x16x32s5k1	1	582337.24350004224	582337.24350004224
gqa2	128x16x32s5k2	1	341920.04599625536	341920.04599625536
gqa2	128x16x32s5k4	1	255918.29423366944	255918.29423366944
gqa2	128x16x32s5k8	1	273645.0580076474	273645.0580076474
gqa2	128x16x32s5k16	1	350570.81604950281	350570.81604950281
gqa2	128x32x8s2k1	1	612018.12040539086	612018.12040539086
gqa2	128x32x8s2k2	1	343284.59347487031	343284.59347487031
gqa2	128x32x8s2k4	1	201641.50882301808	201641.50882301808
gqa2	128x32x8s2k8	1	148603.25344402299	148603.25344402299
gqa2	128x32x8s2k16	1	141804.66934246966	141804.66934246966
gqa2	128x32x8s3k1	1	613811.06153840106	613811.06153840106
gqa2	128x32x8s3k2	1	345077.53460788046	345077.53460788046
gqa2	128x32x8s3k4	1	203434.44995602837	203434.44995602837
gqa2	128x32x8s3k8	1	150396.19457703328	150396.19457703328
gqa2	128x32x8s3k16	1	144109.87937062571	144109.87937062571
gqa2	128x32x8s4k1	1	615604.00267141126	615604.00267141126
gqa2	128x32x8s4k2	1	346870.47574089089	346870.47574089089
gqa2	128x32x8s4k4	1	205227.39108903866	205227.39108903866
gqa2	128x32x8s4k8	1	152189.13571004354	152189.13571004354
gqa2	128x32x8s4k16	1	146415.08939878177	146415.08939878177
gqa2	128x32x8s5k1	1	617396.94380442146	617396.94380442146
gqa2	128x32x8s5k2	1	348663.41687390109	348663.41687390109
gqa2	128x32x8s5k4	1	207020.33222204886	207020.33222204886
gqa2	128x32x8s5k8	1	153982.0768430538	153982.0768430538
gqa2	128x32x8s5k16	1	148720.29942693785	148720.29942693785
gqa2	128x32x16s2k1	1	615604.00267141126	615604.00267141126
gqa2	128x32x16s2k2	1	346870.47574089089	346870.47574089089
gqa2	128x32x16s2k4	1	205227.39108903866	205227.39108903866
gqa2	128x32x16s2k8	1	152189.13571004354	152189.13571004354
gqa2	128x32x16s2k16	1	146415.08939878177	146415.08939878177
gqa2	128x32x16s3k1	1	619189.88493743201	619189.88493743201
gqa2	128x32x16s3k2	1	350456.35800691141	350456.35800691141
gqa2	128x32x16s3k4	1	208813.27335505915	208813.27335505915
gqa2	128x32x16s3k8	1	155775.01797606406	155775.01797606406
gqa2	128x32x16s3k16	1	151025.50945509394	151025.50945509394
gqa2	128x32x16s4k1	1	622775.7672034523	622775.7672034523
gqa2	128x32x16s4k2	1	354042.24027293199	354042.24027293199
gqa2	128x32x16s4k4	1	212399.1556210797	212399.1556210797
gqa2	128x32x16s4k8	1	159360.90024208461	159360.90024208461
gqa2	128x32x16s4k16	1	155635.92951140608	155635.92951140608
gqa2	128x32x16s5k1	1	626314.77368947316	626314.77368947316
gqa2	128x32x16s5k2	1	357559.37139495258	357559.37139495258
gqa2	128x32x16s5k4	1	215916.28674310027	215916.28674310027
gqa2	128x32x16s5k8	1	168841.53021356204	168841.53021356204
gqa2	128x32x16s5k16	1	181049.84439681721	181049.84439681721
gqa2	128x32x32s2k1	1	622728.8914234523	622728.8914234523
gqa2	128x32x32s2k2	1	353973.48912893201	353973.48912893201
gqa2	128x32x32s2k4	1	212330.40447707969	212330.40447707969
gqa2	128x32x32s2k8	1	164231.1101572499	164231.1101572499
gqa2	128x32x32s2k16	1	172853.54207448452	172853.54207448452
gqa2	128x32x32s3k1	1	629900.65595549357	629900.65595549357
gqa2	128x32x32s3k2	1	361145.25366097299	361145.25366097299
gqa2	128x32x32s3k4	1	219502.16900912079	219502.16900912079
gqa2	128x32x32s3k8	1	173451.95026987419	173451.95026987419
gqa2	128x32x32s3k16	1	189246.1467191499	189246.1467191499
gqa2	128x32x32s4k1	1	637072.4204875346	637072.4204875346
gqa2	128x32x32s4k2	1	368317.01819301414	368317.01819301414
gqa2	128x32x32s4k4	1	226673.93354116191	226673.93354116191
gqa2	128x32x32s4k8	1	182672.7903824985	182672.7903824985
gqa2	128x32x32s4k16	1	205638.75136381527	205638.75136381527
gqa2	128x64x8s2k1	1	729377.41536562063	729377.41536562063
gqa2	128x64x8s2k2	1	403967.47885363316	403967.47885363316
gqa2	128x64x8s2k4	1	233986.18941104738	233986.18941104738
gqa2	128x64x8s2k8	1	149067.45364247716	149067.45364247716
gqa2	128x64x8s2k16	1	117378.73046016236	117378.73046016236
gqa2	128x64x8s3k1	1	731528.9447252329	731528.9447252329
gqa2	128x64x8s3k2	1	406119.00821324548	406119.00821324548
gqa2	128x64x8s3k4	1	236137.71877065973	236137.71877065973
gqa2	128x64x8s3k8	1	151218.98300208946	151218.98300208946
gqa2	128x64x8s3k16	1	119530.25981977468	119530.25981977468
gqa2	128x64x8s4k1	1	733680.47408484528	733680.47408484528
gqa2	128x64x8s4k2	1	408270.53757285775	408270.53757285775
gqa2	128x64x8s4k4	1	238289.24813027211	238289.24813027211
gqa2	128x64x8s4k8	1	153370.51236170184	153370.51236170184
gqa2	128x64x8s4k16	1	121681.78917938704	121681.78917938704
gqa2	128x64x8s5k1	1	735832.00344445754	735832.00344445754
gqa2	128x64x8s5k2	1	410422.06693247007	410422.06693247007
gqa2	128x64x8s5k4	1	240440.77748988438	240440.77748988438
gqa2	128x64x8s5k8	1	155522.04172131413	155522.04172131413
gqa2	128x64x8s5k16	1	123833.31853899936	123833.31853899936
gqa2	128x64x16s2k1	1	733680.47408484528	733680.47408484528
gqa2	128x64x16s2k2	1	408270.53757285775	408270.53757285775
gqa2	128x64x16s2k4	1	238289.24813027211	238289.24813027211
gqa2	128x64x16s2k8	1	153370.51236170184	153370.51236170184
gqa2	128x64x16s2k16	1	121681.78917938704	121681.78917938704
gqa2	128x64x16s3k1	1	737983.53280407004	737983.53280407004
gqa2	128x64x16s3k2	1	412573.59629208239	412573.59629208239
gqa2	128x64x16s3k4	1	242592.30684949676	242592.30684949676
gqa2	128x64x16s3k8	1	157673.57108092646	157673.57108092646
gqa2	128x64x16s3k16	1	125984.84789861168	125984.84789861168
gqa2	128x64x16s4k1	1	742286.59152329469	742286.59152329469
gqa2	128x64x16s4k2	1	416876.6550113071	416876.6550113071
gqa2	128x64x16s4k4	1	246895.36556872138	246895.36556872138
gqa2	128x64x16s4k8	1	161976.62980015113	161976.62980015113
gqa2	128x64x16s4k16	1	130287.90661783636	130287.90661783636
gqa2	128x64x16s5k1	1	746542.77446251933	746542.77446251933
gqa2	128x64x16s5k2	1	421110.96258653171	421110.96258653171
gqa2	128x64x16s5k4	1	251129.67314394601	251129.67314394601
gqa2	128x64x16s5k8	1	166210.93737537583	166210.93737537583
gqa2	128x64x16s5k16	1	142450.05064540711	142450.05064540711
gqa2	128x64x32s2k1	1	742239.71574329468	742239.71574329468
gqa2	128x64x32s2k2	1	416807.90386730712	416807.90386730712
gqa2	128x64x32s2k4	1	246826.61442472137	246826.61442472137
gqa2	128x64x32s2k8	1	161907.87865615112	161907.87865615112
gqa2	128x64x32s2k16	1	136917.54657783255	136917.54657783255
gqa2	128x64x32s3k1	1	750845.83318174398	750845.83318174398
gqa2	128x64x32s3k2	1	425414.02130575647	425414.02130575647
gqa2	128x64x32s3k4	1	255432.73186317075	255432.73186317075
gqa2	128x64x32s3k8	1	170513.99609460044	170513.99609460044
gqa2	128x64x32s3k16	1	147982.55471298166	147982.55471298166
gqa2	128x64x32s4k1	1	759451.95062019315	759451.95062019315
gqa2	128x64x32s4k2	1	434020.13874420576	434020.13874420576
gqa2	128x64x32s4k4	1	264038.8493016201	264038.8493016201
gqa2	128x64x32s4k8	1	179120.11353304982	179120.11353304982
gqa2	128x64x32s4k16	1	159047.56284813079	159047.56284813079
gqa2	128x128x8s2k1	1	964049.12950608018	964049.12950608018
gqa2	128x128x8s2k2	1	525264.49846715864	525264.49846715864
gqa2	128x128x8s2k4	1	298606.79944310605	298606.79944310605
gqa2	128x128x8s2k8	1	185349.85888380234	185349.85888380234
gqa2	128x128x8s2k16	1	128865.20650959571	128865.20650959571
gqa2	128x128x8s3k1	1	966917.83531889634	966917.83531889634
gqa2	128x128x8s3k2	1	528133.20427997503	528133.20427997503
gqa2	128x128x8s3k4	1	301475.50525592238	301475.50525592238
gqa2	128x128x8s3k8	1	188218.56469661879	188218.56469661879
gqa2	128x128x8s3k16	1	131733.91232241216	131733.91232241216
gqa2	128x128x8s4k1	1	969786.54113171308	969786.54113171308
gqa2	128x128x8s4k2	1	531001.91009279154	531001.91009279154
gqa2	128x128x8s4k4	1	304344.21106873889	304344.21106873889
gqa2	128x128x8s4k8	1	191087.27050943521	191087.27050943521
gqa2	128x128x8s4k16	1	134602.61813522858	134602.61813522858
gqa2	128x128x8s5k1	1	972655.24694452935	972655.24694452935
gqa2	128x128x8s5k2	1	533870.61590560805	533870.61590560805
gqa2	128x128x8s5k4	1	307212.91688155528	307212.91688155528
gqa2	128x128x8s5k8	1	193955.97632225163	193955.97632225163
gqa2	128x128x8s5k16	1	137471.32394804506	137471.32394804506
gqa2	128x128x16s2k1	1	969786.54113171308	969786.54113171308
gqa2	128x128x16s2k2	1	531001.91009279154	531001.91009279154
gqa2	128x128x16s2k4	1	304344.21106873889	304344.21106873889
gqa2	128x128x16s2k8	1	191087.27050943521	191087.27050943521
gqa2	128x128x16s2k16	1	134602.61813522858	134602.61813522858
gqa2	128x128x16s3k1	1	975523.95275734563	975523.95275734563
gqa2	128x128x16s3k2	1	536739.32171842456	536739.32171842456
gqa2	128x128x16s3k4	1	310081.62269437173	310081.62269437173
gqa2	128x128x16s3k8	1	196824.68213506808	196824.68213506808
gqa2	128x128x16s3k16	1	140340.02976086148	140340.02976086148
gqa2	128x128x16s4k1	1	981261.36438297853	981261.36438297853
gqa2	128x128x16s4k2	1	542476.73334405723	542476.73334405723
gqa2	128x128x16s4k4	1	315819.03432000463	315819.03432000463
gqa2	128x128x16s4k8	1	202562.09376070095	202562.09376070095
gqa2	128x128x16s4k16	1	146077.44138649438	146077.44138649438
gqa2	128x128x16s5k1	1	986998.77600861154	986998.77600861154
gqa2	128x128x16s5k2	1	548214.14496969036	548214.14496969036
gqa2	128x128x16s5k4	1	321556.44594563748	321556.44594563748
