model	config	input_equal	legacy_total	bound_cg_total
mha4	32x32x32s5k16	1	225275.18072746662	225275.18072746662
mha4	32x64x16s2k1	1	236203.90449469828	236203.90449469828
mha4	32x64x16s2k2	1	257640.38889532449	257640.38889532449
mha4	32x64x16s2k4	1	238048.155047254	238048.155047254
mha4	32x64x16s2k8	1	228402.14914382738	228402.14914382738
mha4	32x64x16s2k16	1	225110.13747469458	225110.13747469458
mha4	32x64x16s3k1	1	238357.75066708378	238357.75066708378
mha4	32x64x16s3k2	1	259794.2350677099	259794.2350677099
mha4	32x64x16s3k4	1	240202.00121963941	240202.00121963941
mha4	32x64x16s3k8	1	230555.99531621282	230555.99531621282
mha4	32x64x16s3k16	1	227263.98364708002	227263.98364708002
mha4	32x64x16s4k1	1	240511.59683946916	240511.59683946916
mha4	32x64x16s4k2	1	261948.08124009537	261948.08124009537
mha4	32x64x16s4k4	1	242355.84739202485	242355.84739202485
mha4	32x64x16s4k8	1	232709.84148859823	232709.84148859823
mha4	32x64x16s4k16	1	229417.82981946543	229417.82981946543
mha4	32x64x16s5k1	1	242665.4430118546	242665.4430118546
mha4	32x64x16s5k2	1	264101.92741248081	264101.92741248081
mha4	32x64x16s5k4	1	244509.69356441026	244509.69356441026
mha4	32x64x16s5k8	1	234863.68766098365	234863.68766098365
mha4	32x64x16s5k16	1	231571.67599185085	231571.67599185085
mha4	32x64x32s2k1	1	240504.09503946919	240504.09503946919
mha4	32x64x32s2k2	1	261937.07860009541	261937.07860009541
mha4	32x64x32s2k4	1	242344.84475202489	242344.84475202489
mha4	32x64x32s2k8	1	232698.83884859827	232698.83884859827
mha4	32x64x32s2k16	1	229406.82717946547	229406.82717946547
mha4	32x64x32s3k1	1	244811.78738424013	244811.78738424013
mha4	32x64x32s3k2	1	266244.77094486624	266244.77094486624
mha4	32x64x32s3k4	1	246652.53709679574	246652.53709679574
mha4	32x64x32s3k8	1	237006.53119336918	237006.53119336918
mha4	32x64x32s3k16	1	233714.51952423636	233714.51952423636
mha4	32x64x32s4k1	1	249119.4797290109	249119.4797290109
mha4	32x64x32s4k2	1	270552.46328963712	270552.46328963712
mha4	32x64x32s4k4	1	250960.22944156663	250960.22944156663
mha4	32x64x32s4k8	1	241314.22353814004	241314.22353814004
mha4	32x64x32s4k16	1	238022.21186900724	238022.21186900724
mha4	32x64x32s5k1	1	224049.67015378183	224049.67015378183
mha4	32x64x32s5k2	1	231773.15281840798	231773.15281840798
mha4	32x64x32s5k4	1	212180.91897033743	212180.91897033743
mha4	32x64x32s5k8	1	202534.91306691087	202534.91306691087
mha4	32x64x32s5k16	1	199242.90139777807	199242.90139777807
mha4	32x128x16s2k1	1	312562.26028745447	312562.26028745447
mha4	32x128x16s2k2	1	310610.62826218177	310610.62826218177
mha4	32x128x16s2k4	1	277890.18917290476	277890.18917290476
mha4	32x128x16s2k8	1	261680.08064887501	261680.08064887501
mha4	32x128x16s2k16	1	253875.24842807744	253875.24842807744
mha4	32x128x16s3k1	1	316152.00390809693	316152.00390809693
mha4	32x128x16s3k2	1	314200.37188282411	314200.37188282411
mha4	32x128x16s3k4	1	281479.93279354717	281479.93279354717
mha4	32x128x16s3k8	1	265269.82426951738	265269.82426951738
mha4	32x128x16s3k16	1	257464.9920487199	257464.9920487199
mha4	32x128x16s4k1	1	319741.74752873927	319741.74752873927
mha4	32x128x16s4k2	1	317790.11550346646	317790.11550346646
mha4	32x128x16s4k4	1	285069.67641418957	285069.67641418957
mha4	32x128x16s4k8	1	268859.56789015973	268859.56789015973
mha4	32x128x16s4k16	1	261054.73566936224	261054.73566936224
mha4	32x128x16s5k1	1	293953.98922938167	293953.98922938167
mha4	32x128x16s5k2	1	278292.85630810884	278292.85630810884
mha4	32x128x16s5k4	1	245572.41721883195	245572.41721883195
mha4	32x128x16s5k8	1	229362.30869480211	229362.30869480211
mha4	32x128x16s5k16	1	221557.47647400462	221557.47647400462
mha4	32x128x32s2k1	1	290364.24560873926	290364.24560873926
mha4	32x128x32s2k2	1	274703.11268746643	274703.11268746643
mha4	32x128x32s2k4	1	241982.67359818955	241982.67359818955
mha4	32x128x32s2k8	1	225772.56507415971	225772.56507415971
mha4	32x128x32s2k16	1	217967.73285336222	217967.73285336222
mha4	32x128x32s3k1	1	265604.98675002402	265604.98675002402
mha4	32x128x32s3k2	1	235039.10564875137	235039.10564875137
mha4	32x128x32s3k4	1	202318.66655947437	202318.66655947437
mha4	32x128x32s3k8	1	186108.55803544453	186108.55803544453
mha4	32x128x32s3k16	1	178303.72581464698	178303.72581464698
mha4	32x128x32s4k1	1	272784.47399130889	272784.47399130889
mha4	32x128x32s4k2	1	242218.59289003612	242218.59289003612
mha4	32x128x32s4k4	1	209498.15380075912	209498.15380075912
mha4	32x128x32s4k8	1	193288.04527672933	193288.04527672933
mha4	32x128x32s4k16	1	185483.21305593179	185483.21305593179
mha4	32x128x32s5k1	1	279862.70787259366	279862.70787259366
mha4	32x128x32s5k2	1	249249.57520332088	249249.57520332088
mha4	32x128x32s5k4	1	216529.13611404385	216529.13611404385
mha4	32x128x32s5k8	1	200319.02759001413	200319.02759001413
mha4	32x128x32s5k16	1	192514.19536921661	192514.19536921661
mha4	32x256x16s2k1	1	435916.47355296701	435916.47355296701
mha4	32x256x16s2k2	1	373486.10945989622	373486.10945989622
mha4	32x256x16s2k4	1	314509.25988820626	314509.25988820626
mha4	32x256x16s2k8	1	285170.94612297008	285170.94612297008
mha4	32x256x16s2k16	1	270802.01128156937	270802.01128156937
mha4	32x256x16s3k1	1	442378.01207012334	442378.01207012334
mha4	32x256x16s3k2	1	379947.64797705243	379947.64797705243
mha4	32x256x16s3k4	1	320970.79840536264	320970.79840536264
mha4	32x256x16s3k8	1	291632.48464012641	291632.48464012641
mha4	32x256x16s3k16	1	277263.54979872564	277263.54979872564
mha4	32x256x16s4k1	1	416900.80448727973	416900.80448727973
mha4	32x256x16s4k2	1	339565.69221420871	339565.69221420871
mha4	32x256x16s4k4	1	280588.84264251892	280588.84264251892
mha4	32x256x16s4k8	1	251250.52887728269	251250.52887728269
mha4	32x256x16s4k16	1	236881.59403588192	236881.59403588192
mha4	32x256x16s5k1	1	423362.34300443577	423362.34300443577
mha4	32x256x16s5k2	1	346027.2307313651	346027.2307313651
mha4	32x256x16s5k4	1	287050.38115967531	287050.38115967531
mha4	32x256x16s5k8	1	257712.0673944389	257712.0673944389
mha4	32x256x16s5k16	1	243343.13255303825	243343.13255303825
mha4	32x256x32s2k1	1	416900.80448727973	416900.80448727973
mha4	32x256x32s2k2	1	339565.69221420871	339565.69221420871
mha4	32x256x32s2k4	1	280588.84264251892	280588.84264251892
mha4	32x256x32s2k8	1	251250.52887728269	251250.52887728269
mha4	32x256x32s2k16	1	236881.59403588192	236881.59403588192
mha4	32x256x32s3k1	1	429722.62816159212	429722.62816159212
mha4	32x256x32s3k2	1	352340.26432052144	352340.26432052144
mha4	32x256x32s3k4	1	293363.41474883154	293363.41474883154
mha4	32x256x32s3k8	1	264025.10098359524	264025.10098359524
mha4	32x256x32s3k16	1	249656.16614219459	249656.16614219459
mha4	32x256x32s4k1	1	442645.70519590477	442645.70519590477
mha4	32x256x32s4k2	1	365263.34135483409	365263.34135483409
mha4	32x256x32s4k4	1	306286.49178314407	306286.49178314407
mha4	32x256x32s4k8	1	276948.17801790795	276948.17801790795
mha4	32x256x32s4k16	1	262579.24317650712	262579.24317650712
mha4	32x256x32s5k1	1	455568.78223021718	455568.78223021718
mha4	32x256x32s5k2	1	378186.41838914645	378186.41838914645
mha4	32x256x32s5k4	1	319209.56881745666	319209.56881745666
mha4	32x256x32s5k8	1	289871.25505222048	289871.25505222048
mha4	32x256x32s5k16	1	275502.32021081977	275502.32021081977
mha4	64x16x16s2k1	1	211867.12966365513	211867.12966365513
mha4	64x16x16s2k2	1	238431.81923662758	238431.81923662758
mha4	64x16x16s2k4	1	226224.20083673566	226224.20083673566
mha4	64x16x16s2k8	1	226424.34886421391	226424.34886421391
mha4	64x16x16s2k16	1	229357.1495410701	229357.1495410701
mha4	64x16x16s3k1	1	213662.00147397636	213662.00147397636
mha4	64x16x16s3k2	1	240226.69104694878	240226.69104694878
mha4	64x16x16s3k4	1	228019.07264705686	228019.07264705686
mha4	64x16x16s3k8	1	228219.22067453511	228219.22067453511
mha4	64x16x16s3k16	1	231664.8418686259	231664.8418686259
mha4	64x16x16s4k1	1	215456.87328429753	215456.87328429753
mha4	64x16x16s4k2	1	242021.56285726998	242021.56285726998
mha4	64x16x16s4k4	1	229813.94445737806	229813.94445737806
mha4	64x16x16s4k8	1	230014.09248485632	230014.09248485632
mha4	64x16x16s4k16	1	233972.53419618175	233972.53419618175
mha4	64x16x16s5k1	1	217251.74509461876	217251.74509461876
mha4	64x16x16s5k2	1	243816.43466759118	243816.43466759118
mha4	64x16x16s5k4	1	231608.81626769927	231608.81626769927
mha4	64x16x16s5k8	1	231808.96429517752	231808.96429517752
mha4	64x16x16s5k16	1	236280.2265237376	236280.2265237376
mha4	64x16x32s2k1	1	215449.37148429756	215449.37148429756
mha4	64x16x32s2k2	1	242010.56021727002	242010.56021727002
mha4	64x16x32s2k4	1	229802.9418173781	229802.9418173781
mha4	64x16x32s2k8	1	230003.08984485635	230003.08984485635
mha4	64x16x32s2k16	1	233961.53155618178	233961.53155618178
mha4	64x16x32s3k1	1	219046.61690493993	219046.61690493993
mha4	64x16x32s3k2	1	245611.30647791238	245611.30647791238
mha4	64x16x32s3k4	1	233403.68807802047	233403.68807802047
mha4	64x16x32s3k8	1	233603.83610549872	233603.83610549872
mha4	64x16x32s3k16	1	238587.91885129339	238587.91885129339
mha4	64x16x32s4k1	1	222628.85872558231	222628.85872558231
mha4	64x16x32s4k2	1	249190.04745855479	249190.04745855479
mha4	64x16x32s4k4	1	236982.42905866288	236982.42905866288
mha4	64x16x32s4k8	1	237182.57708614113	237182.57708614113
mha4	64x16x32s4k16	1	243192.30086640507	243192.30086640507
mha4	64x16x32s5k1	1	196841.10042622467	196841.10042622467
mha4	64x16x32s5k2	1	209692.78826319712	209692.78826319712
mha4	64x16x32s5k4	1	197485.16986330523	197485.16986330523
mha4	64x16x32s5k8	1	204320.38665056019	204320.38665056019
mha4	64x16x32s5k16	1	227943.42336473509	227943.42336473509
mha4	64x32x16s2k1	1	236203.90449469828	236203.90449469828
mha4	64x32x16s2k2	1	257640.38889532449	257640.38889532449
mha4	64x32x16s2k4	1	238048.155047254	238048.155047254
mha4	64x32x16s2k8	1	230863.68762655358	230863.68762655358
mha4	64x32x16s2k16	1	231263.98368151012	231263.98368151012
mha4	64x32x16s3k1	1	238357.75066708378	238357.75066708378
mha4	64x32x16s3k2	1	259794.2350677099	259794.2350677099
mha4	64x32x16s3k4	1	240202.00121963941	240202.00121963941
mha4	64x32x16s3k8	1	233017.53379893902	233017.53379893902
mha4	64x32x16s3k16	1	233417.82985389553	233417.82985389553
mha4	64x32x16s4k1	1	240511.59683946916	240511.59683946916
mha4	64x32x16s4k2	1	261948.08124009537	261948.08124009537
mha4	64x32x16s4k4	1	242355.84739202485	242355.84739202485
mha4	64x32x16s4k8	1	235171.37997132447	235171.37997132447
mha4	64x32x16s4k16	1	235571.67602628097	235571.67602628097
mha4	64x32x16s5k1	1	242665.4430118546	242665.4430118546
mha4	64x32x16s5k2	1	264101.92741248081	264101.92741248081
mha4	64x32x16s5k4	1	244509.69356441026	244509.69356441026
mha4	64x32x16s5k8	1	237325.22614370988	237325.22614370988
mha4	64x32x16s5k16	1	237725.52219866641	237725.52219866641
mha4	64x32x32s2k1	1	240504.09503946919	240504.09503946919
mha4	64x32x32s2k2	1	261937.07860009541	261937.07860009541
mha4	64x32x32s2k4	1	242344.84475202489	242344.84475202489
mha4	64x32x32s2k8	1	235160.3773313245	235160.3773313245
mha4	64x32x32s2k16	1	235560.67338628101	235560.67338628101
mha4	64x32x32s3k1	1	244811.78738424013	244811.78738424013
mha4	64x32x32s3k2	1	266244.77094486624	266244.77094486624
mha4	64x32x32s3k4	1	246652.53709679574	246652.53709679574
mha4	64x32x32s3k8	1	239468.06967609539	239468.06967609539
mha4	64x32x32s3k16	1	239868.36573105189	239868.36573105189
mha4	64x32x32s4k1	1	249119.4797290109	249119.4797290109
mha4	64x32x32s4k2	1	270552.46328963712	270552.46328963712
mha4	64x32x32s4k4	1	250960.22944156663	250960.22944156663
mha4	64x32x32s4k8	1	243775.76202086624	243775.76202086624
mha4	64x32x32s4k16	1	244176.05807582277	244176.05807582277
mha4	64x32x32s5k1	1	224049.67015378183	224049.67015378183
mha4	64x32x32s5k2	1	231773.15281840798	231773.15281840798
mha4	64x32x32s5k4	1	212180.91897033743	212180.91897033743
mha4	64x32x32s5k8	1	204996.45154963707	204996.45154963707
mha4	64x32x32s5k16	1	216465.03405997244	216465.03405997244
mha4	64x64x16s2k1	1	284869.95235678466	284869.95235678466
mha4	64x64x16s2k2	1	296046.52557271841	296046.52557271841
mha4	64x64x16s2k4	1	269890.18910404458	269890.18910404458
mha4	64x64x16s2k8	1	256962.13189031644	256962.13189031644
mha4	64x64x16s2k16	1	252439.35097982053	252439.35097982053
mha4	64x64x16s3k1	1	287741.74725329864	287741.74725329864
mha4	64x64x16s3k2	1	298918.32046923228	298918.32046923228
mha4	64x64x16s3k4	1	272761.98400055856	272761.98400055856
mha4	64x64x16s3k8	1	259833.9267868303	259833.9267868303
mha4	64x64x16s3k16	1	255311.1458763344	255311.1458763344
mha4	64x64x16s4k1	1	290613.54214981262	290613.54214981262
mha4	64x64x16s4k2	1	301790.1153657462	301790.1153657462
mha4	64x64x16s4k4	1	275633.77889707242	275633.77889707242
mha4	64x64x16s4k8	1	262705.72168334428	262705.72168334428
mha4	64x64x16s4k16	1	258182.94077284838	258182.94077284838
mha4	64x64x16s5k1	1	293485.33704632643	293485.33704632643
mha4	64x64x16s5k2	1	304661.91026226012	304661.91026226012
mha4	64x64x16s5k4	1	278505.57379358634	278505.57379358634
mha4	64x64x16s5k8	1	265577.51657985814	265577.51657985814
mha4	64x64x16s5k16	1	261054.73566936224	261054.73566936224
mha4	64x64x32s2k1	1	261236.04022981261	261236.04022981261
mha4	64x64x32s2k2	1	258703.11254974618	258703.11254974618
mha4	64x64x32s2k4	1	232546.7760810724	232546.7760810724
mha4	64x64x32s2k8	1	219618.71886734426	219618.71886734426
mha4	64x64x32s2k16	1	215095.93795684836	215095.93795684836
mha4	64x64x32s3k1	1	266979.63002284028	266979.63002284028
mha4	64x64x32s3k2	1	264446.70234277396	264446.70234277396
mha4	64x64x32s3k4	1	238290.36587410024	238290.36587410024
mha4	64x64x32s3k8	1	225362.30866037204	225362.30866037204
mha4	64x64x32s3k16	1	220839.52774987614	220839.52774987614
mha4	64x64x32s4k1	1	272723.21981586807	272723.21981586807
mha4	64x64x32s4k2	1	270190.29213580186	270190.29213580186
mha4	64x64x32s4k4	1	244033.955667128	244033.955667128
mha4	64x64x32s4k8	1	231105.89845339983	231105.89845339983
mha4	64x64x32s4k16	1	226583.11754290393	226583.11754290393
mha4	64x64x32s5k1	1	246528.06350889601	246528.06350889601
mha4	64x64x32s5k2	1	229090.38764882961	229090.38764882961
mha4	64x64x32s5k4	1	202934.05118015589	202934.05118015589
mha4	64x64x32s5k8	1	190005.99396642772	190005.99396642772
mha4	64x64x32s5k16	1	185483.21305593182	185483.21305593182
mha4	64x128x16s2k1	1	386202.42590694915	386202.42590694915
mha4	64x128x16s2k2	1	346475.23946450173	346475.23946450173
mha4	64x128x16s2k4	1	298849.97871812369	298849.97871812369
mha4	64x128x16s2k8	1	275187.45936554333	275187.45936554333
mha4	64x128x16s2k16	1	263656.42173047061	263656.42173047061
mha4	64x128x16s3k1	1	390510.11825171992	390510.11825171992
mha4	64x128x16s3k2	1	350782.93180927279	350782.93180927279
mha4	64x128x16s3k4	1	303157.67106289463	303157.67106289463
mha4	64x128x16s3k8	1	279495.15171031421	279495.15171031421
mha4	64x128x16s3k16	1	267964.11407524138	267964.11407524138
mha4	64x128x16s4k1	1	394817.81059649104	394817.81059649104
mha4	64x128x16s4k2	1	355090.62415404356	355090.62415404356
mha4	64x128x16s4k4	1	307465.3634076654	307465.3634076654
mha4	64x128x16s4k8	1	283802.84405508498	283802.84405508498
mha4	64x128x16s4k16	1	272271.80642001226	272271.80642001226
mha4	64x128x16s5k1	1	399125.5029412618	399125.5029412618
mha4	64x128x16s5k2	1	359398.31649881438	359398.31649881438
mha4	64x128x16s5k4	1	311773.05575243628	311773.05575243628
mha4	64x128x16s5k8	1	288110.53639985598	288110.53639985598
mha4	64x128x16s5k16	1	276579.49876478309	276579.49876478309
mha4	64x128x32s2k1	1	362879.06449649099	362879.06449649099
mha4	64x128x32s2k2	1	308247.12987404357	308247.12987404357
mha4	64x128x32s2k4	1	260621.86912766536	260621.86912766536
mha4	64x128x32s2k8	1	236959.34977508499	236959.34977508499
mha4	64x128x32s2k16	1	225428.31214001228	225428.31214001228
mha4	64x128x32s3k1	1	371494.44918603264	371494.44918603264
mha4	64x128x32s3k2	1	316862.51456358534	316862.51456358534
mha4	64x128x32s3k4	1	269237.25381720718	269237.25381720718
mha4	64x128x32s3k8	1	245574.73446462676	245574.73446462676
mha4	64x128x32s3k16	1	234043.69682955398	234043.69682955398
mha4	64x128x32s4k1	1	380109.83387557406	380109.83387557406
mha4	64x128x32s4k2	1	325477.89925312699	325477.89925312699
mha4	64x128x32s4k4	1	277852.63850674883	277852.63850674883
mha4	64x128x32s4k8	1	254190.11915416847	254190.11915416847
mha4	64x128x32s4k16	1	242659.08151909575	242659.08151909575
mha4	64x128x32s5k1	1	388623.96520511608	388623.96520511608
mha4	64x128x32s5k2	1	333944.77901466883	333944.77901466883
mha4	64x128x32s5k4	1	286319.51826829067	286319.51826829067
mha4	64x128x32s5k8	1	262656.9989157102	262656.9989157102
mha4	64x128x32s5k16	1	251125.96128063748	251125.96128063748
mha4	64x256x16s2k1	1	634833.5755661116	634833.5755661116
mha4	64x256x16s2k2	1	496238.15100948588	496238.15100948588
mha4	64x256x16s2k4	1	400887.55550299038	400887.55550299038
mha4	64x256x16s2k8	1	353362.3687703514	353362.3687703514
mha4	64x256x16s2k16	1	329899.99744524941	329899.99744524941
mha4	64x256x16s3k1	1	642013.06280739699	642013.06280739699
mha4	64x256x16s3k2	1	503417.63825077057	503417.63825077057
mha4	64x256x16s3k4	1	408067.04274427518	408067.04274427518
mha4	64x256x16s3k8	1	360541.85601163609	360541.85601163609
mha4	64x256x16s3k16	1	337079.48468653415	337079.48468653415
mha4	64x256x16s4k1	1	649192.55004868167	649192.55004868167
mha4	64x256x16s4k2	1	510597.12549205532	510597.12549205532
mha4	64x256x16s4k4	1	415246.52998555987	415246.52998555987
mha4	64x256x16s4k8	1	367721.34325292119	367721.34325292119
mha4	64x256x16s4k16	1	344258.9719278189	344258.9719278189
mha4	64x256x16s5k1	1	656270.78392996651	656270.78392996651
mha4	64x256x16s5k2	1	517628.10780534009	517628.10780534009
mha4	64x256x16s5k4	1	422277.51229884487	422277.51229884487
mha4	64x256x16s5k8	1	374752.32556620595	374752.32556620595
mha4	64x256x16s5k16	1	351289.95424110367	351289.95424110367
mha4	64x256x32s2k1	1	649192.55004868167	649192.55004868167
mha4	64x256x32s2k2	1	510597.12549205532	510597.12549205532
mha4	64x256x32s2k4	1	415246.52998555987	415246.52998555987
mha4	64x256x32s2k8	1	367721.34325292119	367721.34325292119
mha4	64x256x32s2k16	1	344258.9719278189	344258.9719278189
mha4	64x256x32s3k1	1	663450.27117125108	663450.27117125108
mha4	64x256x32s3k2	1	524807.59504662477	524807.59504662477
mha4	64x256x32s3k4	1	429456.99954012956	429456.99954012956
mha4	64x256x32s3k8	1	381931.8128074907	381931.8128074907
mha4	64x256x32s3k16	1	358469.44148238841	358469.44148238841
mha4	64x256x32s4k1	1	677809.24565382057	677809.24565382057
mha4	64x256x32s4k2	1	539166.5695291945	539166.5695291945
mha4	64x256x32s4k4	1	443815.97402269905	443815.97402269905
mha4	64x256x32s4k8	1	396290.78729006014	396290.78729006014
mha4	64x256x32s4k16	1	372828.4159649582	372828.4159649582
mha4	128x16x16s2k1	1	277742.36639070307	277742.36639070307
mha4	128x16x16s2k2	1	279486.54292951961	279486.54292951961
mha4	128x16x16s2k4	1	257432.77059872285	257432.77059872285
mha4	128x16x16s2k8	1	257632.91862620111	257632.91862620111
mha4	128x16x16s2k16	1	264793.80879176559	264793.80879176559
mha4	128x16x16s3k1	1	280973.1356492812	280973.1356492812
mha4	128x16x16s3k2	1	282717.31218809774	282717.31218809774
mha4	128x16x16s3k4	1	260663.53985730099	260663.53985730099
mha4	128x16x16s3k8	1	260863.68788477924	260863.68788477924
mha4	128x16x16s3k16	1	268947.65498136607	268947.65498136607
mha4	128x16x16s4k1	1	284203.9049078594	284203.9049078594
mha4	128x16x16s4k2	1	285948.08144667587	285948.08144667587
mha4	128x16x16s4k4	1	263894.30911587912	263894.30911587912
mha4	128x16x16s4k8	1	264094.45714335737	264094.45714335737
mha4	128x16x16s4k16	1	273101.50117096654	273101.50117096654
mha4	128x16x16s5k1	1	287427.17236643756	287427.17236643756
mha4	128x16x16s5k2	1	289167.84806525405	289167.84806525405
mha4	128x16x16s5k4	1	267114.07573445735	267114.07573445735
mha4	128x16x16s5k8	1	267314.2237619356	267314.2237619356
mha4	128x16x16s5k16	1	277244.34472056711	277244.34472056711
mha4	128x16x32s2k1	1	254818.90118785942	254818.90118785942
mha4	128x16x32s2k2	1	242850.07599067589	242850.07599067589
mha4	128x16x32s2k4	1	220796.30365987917	220796.30365987917
mha4	128x16x32s2k8	1	229603.19966001005	229603.19966001005
mha4	128x16x32s2k16	1	260127.11361925089	260127.11361925089
mha4	128x16x32s3k1	1	261280.43970501574	261280.43970501574
mha4	128x16x32s3k2	1	249311.61450783222	249311.61450783222
mha4	128x16x32s3k4	1	227257.84217703552	227257.84217703552
mha4	128x16x32s3k8	1	237910.89203921106	237910.89203921106
mha4	128x16x32s3k16	1	274896.34451560804	274896.34451560804
mha4	128x16x32s4k1	1	235803.23212217196	235803.23212217196
mha4	128x16x32s4k2	1	208929.65874498853	208929.65874498853
mha4	128x16x32s4k4	1	186875.88641419174	186875.88641419174
mha4	128x16x32s4k8	1	199375.09013841199	199375.09013841199
mha4	128x16x32s4k16	1	255121.1368287073	255121.1368287073
mha4	128x16x32s5k1	1	242264.77063932829	242264.77063932829
mha4	128x16x32s5k2	1	215391.19726214476	215391.19726214476
mha4	128x16x32s5k4	1	193337.42493134804	193337.42493134804
mha4	128x16x32s5k8	1	207682.78251761291	207682.78251761291
mha4	128x16x32s5k16	1	271736.52158710925	271736.52158710925
mha4	128x32x16s2k1	1	312562.26028745447	312562.26028745447
mha4	128x32x16s2k2	1	310610.62826218177	310610.62826218177
mha4	128x32x16s2k4	1	277890.18917290476	277890.18917290476
mha4	128x32x16s2k8	1	265782.644786752	265782.644786752
mha4	128x32x16s2k16	1	266182.94084170857	266182.94084170857
mha4	128x32x16s3k1	1	316152.00390809693	316152.00390809693
mha4	128x32x16s3k2	1	314200.37188282411	314200.37188282411
mha4	128x32x16s3k4	1	281479.93279354717	281479.93279354717
mha4	128x32x16s3k8	1	269372.38840739441	269372.38840739441
mha4	128x32x16s3k16	1	269772.68446235091	269772.68446235091
mha4	128x32x16s4k1	1	319741.74752873927	319741.74752873927
mha4	128x32x16s4k2	1	317790.11550346646	317790.11550346646
mha4	128x32x16s4k4	1	285069.67641418957	285069.67641418957
mha4	128x32x16s4k8	1	272962.13202803675	272962.13202803675
mha4	128x32x16s4k16	1	273362.42808299325	273362.42808299325
mha4	128x32x16s5k1	1	293953.98922938167	293953.98922938167
mha4	128x32x16s5k2	1	278292.85630810884	278292.85630810884
mha4	128x32x16s5k4	1	245572.41721883195	245572.41721883195
mha4	128x32x16s5k8	1	233464.87283267913	233464.87283267913
mha4	128x32x16s5k16	1	250722.96763081109	250722.96763081109
mha4	128x32x32s2k1	1	258425.49950873927	258425.49950873927
mha4	128x32x32s2k2	1	227859.61840746645	227859.61840746645
mha4	128x32x32s2k4	1	195139.17931818956	195139.17931818956
mha4	128x32x32s2k8	1	183031.63493203674	183031.63493203674
mha4	128x32x32s2k16	1	199264.08869569944	199264.08869569944
mha4	128x32x32s3k1	1	265604.98675002402	265604.98675002402
mha4	128x32x32s3k2	1	235039.10564875137	235039.10564875137
mha4	128x32x32s3k4	1	202318.66655947437	202318.66655947437
mha4	128x32x32s3k8	1	190211.12217332155	190211.12217332155
mha4	128x32x32s3k16	1	208494.85800592275	208494.85800592275
mha4	128x32x32s4k1	1	272784.47399130889	272784.47399130889
mha4	128x32x32s4k2	1	242218.59289003612	242218.59289003612
mha4	128x32x32s4k4	1	209498.15380075912	209498.15380075912
mha4	128x32x32s4k8	1	197390.60941460633	197390.60941460633
mha4	128x32x32s4k16	1	217725.62731614604	217725.62731614604
mha4	128x32x32s5k1	1	279862.70787259366	279862.70787259366
mha4	128x32x32s5k2	1	249249.57520332088	249249.57520332088
mha4	128x32x32s5k4	1	216529.13611404385	216529.13611404385
mha4	128x32x32s5k8	1	226407.59564341285	226407.59564341285
mha4	128x32x32s5k16	1	325744.90931821708	325744.90931821708
mha4	128x64x16s2k1	1	386202.42590694915	386202.42590694915
mha4	128x64x16s2k2	1	346475.23946450173	346475.23946450173
mha4	128x64x16s2k4	1	298849.97871812369	298849.97871812369
mha4	128x64x16s2k8	1	275187.45936554333	275187.45936554333
mha4	128x64x16s2k16	1	266639.25515297789	266639.25515297789
mha4	128x64x16s3k1	1	390510.11825171992	390510.11825171992
mha4	128x64x16s3k2	1	350782.93180927279	350782.93180927279
mha4	128x64x16s3k4	1	303157.67106289463	303157.67106289463
mha4	128x64x16s3k8	1	279495.15171031421	279495.15171031421
mha4	128x64x16s3k16	1	270946.94749774871	270946.94749774871
mha4	128x64x16s4k1	1	394817.81059649104	394817.81059649104
mha4	128x64x16s4k2	1	355090.62415404356	355090.62415404356
mha4	128x64x16s4k4	1	307465.3634076654	307465.3634076654
mha4	128x64x16s4k8	1	283802.84405508498	283802.84405508498
mha4	128x64x16s4k16	1	275254.63984251959	275254.63984251959
mha4	128x64x16s5k1	1	399125.5029412618	399125.5029412618
mha4	128x64x16s5k2	1	359398.31649881438	359398.31649881438
mha4	128x64x16s5k4	1	311773.05575243628	311773.05575243628
mha4	128x64x16s5k8	1	288110.53639985598	288110.53639985598
mha4	128x64x16s5k16	1	279562.33218729042	279562.33218729042
mha4	128x64x32s2k1	1	362879.06449649099	362879.06449649099
mha4	128x64x32s2k2	1	308247.12987404357	308247.12987404357
mha4	128x64x32s2k4	1	260621.86912766536	260621.86912766536
mha4	128x64x32s2k8	1	236959.34977508499	236959.34977508499
mha4	128x64x32s2k16	1	228411.14556251961	228411.14556251961
mha4	128x64x32s3k1	1	371494.44918603264	371494.44918603264
mha4	128x64x32s3k2	1	316862.51456358534	316862.51456358534
mha4	128x64x32s3k4	1	269237.25381720718	269237.25381720718
mha4	128x64x32s3k8	1	245574.73446462676	245574.73446462676
mha4	128x64x32s3k16	1	237026.53025206132	237026.53025206132
mha4	128x64x32s4k1	1	380109.83387557406	380109.83387557406
mha4	128x64x32s4k2	1	325477.89925312699	325477.89925312699
mha4	128x64x32s4k4	1	277852.63850674883	277852.63850674883
mha4	128x64x32s4k8	1	254190.11915416847	254190.11915416847
mha4	128x64x32s4k16	1	245641.91494160303	245641.91494160303
mha4	128x64x32s5k1	1	388623.96520511608	388623.96520511608
mha4	128x64x32s5k2	1	333944.77901466883	333944.77901466883
mha4	128x64x32s5k4	1	286319.51826829067	286319.51826829067
mha4	128x64x32s5k8	1	262656.9989157102	262656.9989157102
mha4	128x64x32s5k16	1	291776.38733213674	291776.38733213674
mha4	128x128x16s2k1	1	631961.78066959803	631961.78066959803
