candidate	placement	status	floor_ns	cp_ns	queue_lb_ns	predicted_ns	grid	kappa
32x16x16s2split4kappa1r1	wavefront	ok	16562.9	13669.8	16524.5	49906	128	1
32x16x16s2split4kappa1r1	rotate	ok	16971.5	13669.8	8447.95	52234.5	128	1
32x16x16s2split4kappa1r1	eft	ok	17551.9	13669.8	17551.9	47448.2	128	1
32x16x16s2split4kappa1r1	legacy_grid_stride	ok	18674.3	13669.8	18635.8	56023.4	128	1
32x16x16s2split4kappa1r1	chain	ok	21979.5	13669.8	7908.68	52485.7	128	1
32x16x16s2split4kappa1r1	balanced	ok	120847	13669.8	28831.4	150606	128	1
32x16x16s2split4kappa1r2	wavefront	ok	14402.9	13669.8	14364.5	47746	256	1
32x16x16s2split4kappa1r2	eft	ok	14565.8	13669.8	14565.8	45275.1	256	1
32x16x16s2split4kappa1r2	rotate	ok	14811.5	13669.8	5514.87	50392.7	256	1
32x16x16s2split4kappa1r2	chain	ok	16629.7	13669.8	5559.89	47713.4	256	1
32x16x16s2split4kappa1r2	legacy_grid_stride	ok	17234.3	13669.8	17195.8	54583.5	256	1
32x16x16s2split4kappa1r2	balanced	ok	110331	13669.8	24061.3	141849	256	1
32x16x16s2split4kappa1r3	rotate	ok	14389.8	13669.8	3929.47	47746	384	1
32x16x16s2split4kappa1r3	wavefront	ok	14402.9	13669.8	14364.5	47746	384	1
32x16x16s2split4kappa1r3	eft	ok	14565.8	13669.8	14565.8	45275.1	384	1
32x16x16s2split4kappa1r3	chain	ok	14960.7	13669.8	5559.89	45758	384	1
32x16x16s2split4kappa1r3	legacy_grid_stride	ok	17234.3	13669.8	17195.8	54583.5	384	1
32x16x16s2split4kappa1r3	balanced	ok	96567.3	13669.8	24417.4	126236	384	1
32x16x16s2split4kappa1r4	eft	ok	13669.8	13669.8	13669.8	44555.1	512	1
32x16x16s2split4kappa1r4	wavefront	ok	13682.9	13669.8	13644.5	47026	512	1
32x16x16s2split4kappa1r4	rotate	ok	14389.8	13669.8	3407.18	47746	512	1
32x16x16s2split4kappa1r4	chain	ok	14749.8	13669.8	5559.89	45635.1	512	1
32x16x16s2split4kappa1r4	legacy_grid_stride	ok	17234.3	13669.8	17195.8	54583.5	512	1
32x16x16s2split4kappa1r4	balanced	ok	96282.2	13669.8	24417.4	124809	512	1
32x16x16s2split4kappa1r5	eft	ok	13669.8	13669.8	13669.8	44555.1	640	1
32x16x16s2split4kappa1r5	rotate	ok	13669.8	13669.8	3640.02	47026	640	1
32x16x16s2split4kappa1r5	wavefront	ok	13682.9	13669.8	13644.5	47026	640	1
32x16x16s2split4kappa1r5	chain	ok	14029.8	13669.8	5559.89	44915.1	640	1
32x16x16s2split4kappa1r5	legacy_grid_stride	ok	17234.3	13669.8	17195.8	54583.5	640	1
32x16x16s2split4kappa1r5	balanced	ok	103960	13669.8	26612.2	131626	640	1
