candidate	work_lb_ns	cp_lb_ns	queue_lb_lb_ns	priority_ns
32x16x16s2split1kappa1	1362763.4665318469	7080492.6898217909	280666.71980252047	7080492.6898217909
32x16x16s2split1kappa2	1362763.4665318469	7080492.6898217909	280666.71980252047	7080492.6898217909
32x16x16s2split1kappa4	1362763.4665318469	7080492.6898217909	280666.71980252047	7080492.6898217909
32x16x16s2split2kappa1	1451366.6525135085	3970362.1573010837	274617.47511942679	3970362.1573010837
32x16x16s2split2kappa2	1451366.6525135085	3970362.1573010837	274617.47511942679	3970362.1573010837
32x16x16s2split2kappa4	1451366.6525135085	3970362.1573010837	274617.47511942679	3970362.1573010837
32x16x16s2split4kappa1	1578742.7411495198	2368271.5385881467	290975.22253780178	2368271.5385881467
32x16x16s2split4kappa2	1578742.7411495198	2368271.5385881467	290975.22253780178	2368271.5385881467
32x16x16s2split4kappa4	1578742.7411495198	2368271.5385881467	290975.22253780178	2368271.5385881467
32x16x16s2split8kappa1	1833494.918412271	1568642.3094578038	344815.13853758445	1833494.918412271
32x16x16s2split8kappa2	1833494.918412271	1568642.3094578038	344815.13853758445	1833494.918412271
32x16x16s2split8kappa4	1833494.918412271	1568642.3094578038	344815.13853758445	1833494.918412271
32x16x16s2split16kappa1	2342999.2729839697	1171659.8553448624	447970.02083177835	2342999.2729839697
32x16x16s2split16kappa2	2342999.2729839697	1171659.8553448624	447970.02083177835	2342999.2729839697
32x16x16s2split16kappa4	2342999.2729839697	1171659.8553448624	447970.02083177835	2342999.2729839697
32x16x16s2split32kappa1	3362007.9820067971	978832.94919286517	661176.08819091786	3362007.9820067971
32x16x16s2split32kappa2	3362007.9820067971	978832.94919286517	661176.08819091786	3362007.9820067971
32x16x16s2split32kappa4	3362007.9820067971	978832.94919286517	661176.08819091786	3362007.9820067971
32x16x32s2split1kappa1	743624.64423088182	4019420.5420163623	153876.74918336162	4019420.5420163623
32x16x32s2split1kappa2	743624.64423088182	4019420.5420163623	153876.74918336162	4019420.5420163623
32x16x32s2split1kappa4	743624.64423088182	4019420.5420163623	153876.74918336162	4019420.5420163623
32x16x32s2split2kappa1	832227.8302080757	2439826.0833983761	156883.930973065	2439826.0833983761
32x16x32s2split2kappa2	832227.8302080757	2439826.0833983761	156883.930973065	2439826.0833983761
32x16x32s2split2kappa4	832227.8302080757	2439826.0833983761	156883.930973065	2439826.0833983761
32x16x32s2split4kappa1	959603.91884154442	1603003.5016367929	177769.89162783849	1603003.5016367929
32x16x32s2split4kappa2	959603.91884154442	1603003.5016367929	177769.89162783849	1603003.5016367929
32x16x32s2split4kappa4	959603.91884154442	1603003.5016367929	177769.89162783849	1603003.5016367929
32x16x32s2split8kappa1	1214356.0961021928	1186008.2909821251	231609.80762762119	1214356.0961021928
32x16x32s2split8kappa2	1214356.0961021928	1186008.2909821251	231609.80762762119	1214356.0961021928
32x16x32s2split8kappa4	1214356.0961021928	1186008.2909821251	231609.80762762119	1214356.0961021928
32x16x32s2split16kappa1	1723860.4506130477	980342.84610702633	335896.74323091476	1723860.4506130477
32x16x32s2split16kappa2	1723860.4506130477	980342.84610702633	335896.74323091476	1723860.4506130477
32x16x32s2split16kappa4	1723860.4506130477	980342.84610702633	335896.74323091476	1723860.4506130477
32x16x32s2split32kappa1	2742869.1597052808	883174.44457394455	549102.81059005426	2742869.1597052808
32x16x32s2split32kappa2	2742869.1597052808	883174.44457394455	549102.81059005426	2742869.1597052808
32x16x32s2split32kappa4	2742869.1597052808	883174.44457394455	549102.81059005426	2742869.1597052808
32x16x64s2split1kappa1	612272.11010964366	3370003.0458759163	126977.79963908294	3370003.0458759163
32x16x64s2split1kappa2	612272.11010964366	3370003.0458759163	126977.79963908294	3370003.0458759163
32x16x64s2split1kappa4	612272.11010964366	3370003.0458759163	126977.79963908294	3370003.0458759163
32x16x64s2split2kappa1	700875.29608722159	2115117.3353281491	131906.33496766337	2115117.3353281491
32x16x64s2split2kappa2	700875.29608722159	2115117.3353281491	131906.33496766337	2115117.3353281491
32x16x64s2split2kappa4	700875.29608722159	2115117.3353281491	131906.33496766337	2115117.3353281491
32x16x64s2split4kappa1	828251.38472295471	1440649.1276016869	153752.97239187537	1440649.1276016869
32x16x64s2split4kappa2	828251.38472295471	1440649.1276016869	153752.97239187537	1440649.1276016869
32x16x64s2split4kappa4	828251.38472295471	1440649.1276016869	153752.97239187537	1440649.1276016869
32x16x64s2split8kappa1	1083003.561986946	1104831.1039645693	207592.88839165811	1104831.1039645693
32x16x64s2split8kappa2	1083003.561986946	1104831.1039645693	207592.88839165811	1104831.1039645693
32x16x64s2split8kappa4	1083003.561986946	1104831.1039645693	207592.88839165811	1104831.1039645693
32x16x64s2split16kappa1	1592507.9165105436	939754.25259824668	312119.99318731128	1592507.9165105436
32x16x64s2split16kappa2	1592507.9165105436	939754.25259824668	312119.99318731128	1592507.9165105436
32x16x64s2split16kappa4	1592507.9165105436	939754.25259824668	312119.99318731128	1592507.9165105436
32x16x64s2split32kappa1	2611516.6256054635	862880.14781955676	525326.0605464509	2611516.6256054635
32x16x64s2split32kappa2	2611516.6256054635	862880.14781955676	525326.0605464509	2611516.6256054635
32x16x64s2split32kappa4	2611516.6256054635	862880.14781955676	525326.0605464509	2611516.6256054635
64x128x16s2split1kappa1	292094.64102251851	11740256.745248467	196334.51061941081	11740256.745248467
64x128x16s2split1kappa2	292094.64102251851	11740256.745248467	196334.51061941081	11740256.745248467
64x128x16s2split1kappa4	292094.64102251851	11740256.745248467	196334.51061941081	11740256.745248467
64x128x16s2split2kappa1	312131.23301233159	6442610.4861810487	100417.97648300188	6442610.4861810487
64x128x16s2split2kappa2	312131.23301233159	6442610.4861810487	100417.97648300188	6442610.4861810487
64x128x16s2split2kappa4	312131.23301233159	6442610.4861810487	100417.97648300188	6442610.4861810487
64x128x16s2split4kappa1	345593.54105649923	3748513.8692114688	81950.125477311056	3748513.8692114688
64x128x16s2split4kappa2	345593.54105649923	3748513.8692114688	81950.125477311056	3748513.8692114688
64x128x16s2split4kappa4	345593.54105649923	3748513.8692114688	81950.125477311056	3748513.8692114688
64x128x16s2split8kappa1	412518.15714497137	2412794.2025356377	87461.408005722449	2412794.2025356377
64x128x16s2split8kappa2	412518.15714497137	2412794.2025356377	87461.408005722449	2412794.2025356377
64x128x16s2split8kappa4	412518.15714497137	2412794.2025356377	87461.408005722449	2412794.2025356377
64x128x16s2split16kappa1	546367.38932089612	1767591.6528155978	110473.53982959635	1767591.6528155978
64x128x16s2split16kappa2	546367.38932089612	1767591.6528155978	110473.53982959635	1767591.6528155978
64x128x16s2split16kappa4	546367.38932089612	1767591.6528155978	110473.53982959635	1767591.6528155978
64x128x16s2split32kappa1	814065.85367547174	1490304.9451913491	162492.58686086978	1490304.9451913491
64x128x16s2split32kappa2	814065.85367547174	1490304.9451913491	162492.58686086978	1490304.9451913491
64x128x16s2split32kappa4	814065.85367547174	1490304.9451913491	162492.58686086978	1490304.9451913491
128x128x16s3split1kappa1	417517.99654634017	16618619.112330645	280413.4716437672	16618619.112330645
128x128x16s3split1kappa2	417517.99654634017	16618619.112330645	280413.4716437672	16618619.112330645
128x128x16s3split1kappa4	417517.99654634017	16618619.112330645	280413.4716437672	16618619.112330645
128x128x16s3split2kappa1	446794.33966074022	9023288.504306674	143709.64137203427	9023288.504306674
128x128x16s3split2kappa2	446794.33966074022	9023288.504306674	143709.64137203427	9023288.504306674
128x128x16s3split2kappa4	446794.33966074022	9023288.504306674	143709.64137203427	9023288.504306674
128x128x16s3split4kappa1	498736.14995385957	5180349.7128588175	119159.13124902731	5180349.7128588175
128x128x16s3split4kappa2	498736.14995385957	5180349.7128588175	119159.13124902731	5180349.7128588175
128x128x16s3split4kappa4	498736.14995385957	5180349.7128588175	119159.13124902731	5180349.7128588175
128x128x16s3split8kappa1	602619.77054080879	3270208.9589438397	128784.57869395358	3270208.9589438397
128x128x16s3split8kappa2	602619.77054080879	3270208.9589438397	128784.57869395358	3270208.9589438397
128x128x16s3split8kappa4	602619.77054080879	3270208.9589438397	128784.57869395358	3270208.9589438397
128x128x16s3split16kappa1	810387.01171261107	2337795.8656042274	165123.45236777276	2337795.8656042274
128x128x16s3split16kappa2	810387.01171261107	2337795.8656042274	165123.45236777276	2337795.8656042274
128x128x16s3split16kappa4	810387.01171261107	2337795.8656042274	165123.45236777276	2337795.8656042274
128x128x16s3split32kappa1	1225921.4940565012	1916903.8861701891	246345.1891073944	1916903.8861701891
128x128x16s3split32kappa2	1225921.4940565012	1916903.8861701891	246345.1891073944	1916903.8861701891
128x128x16s3split32kappa4	1225921.4940565012	1916903.8861701891	246345.1891073944	1916903.8861701891
