seq	seed_seq	evaluations	rounds	wall_seconds	flow_ns	key
16	16	37637	4	2023.7623006819999	3565490.4351614616	32x32x64s5k1;32x16x64s3k1;32x16x64s3k1;32x64x16s2k1;32x16x64s3k1;32x256x16s2k1;kappa=1;residency=2
