slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles
0	1	0	0	0	1	0	1789561884611912704	47541529546238	1789561884611913728	47541529547582	1789561884611913728	47541529547582	1789561884611914752	47541529549830	1789561884611914752	47541529551684	1789561884611914752	47541529551814
1	0	32	16	64	1	6144	1789561884611916800	47541529556449	1789561884611917824	47541529558562	1789561884611917824	47541529559977	1789561884611921920	47541529572040	1789561884611922944	47541529573227	1789561884611922944	47541529573357
2	2	0	0	0	1	0	1789561884611924992	47541529578573	1789561884611924992	47541529579819	1789561884611924992	47541529579819	1789561884611926016	47541529581349	1789561884611926016	47541529581379	1789561884611926016	47541529581508
3	3	0	0	0	1	0	1789561884611927040	47541529584386	1789561884611927040	47541529585427	1789561884611927040	47541529585427	1789561884611927040	47541529586365	1789561884611927040	47541529586395	1789561884611927040	47541529586525
4	5	0	0	0	1	0	1789561884611929088	47541529591775	1789561884611930112	47541529593407	1789561884611930112	47541529593407	1789561884611933184	47541529601750	1789561884611933184	47541529601780	1789561884611933184	47541529601909
5	0	32	16	64	1	6144	1789561884611935232	47541529607020	1789561884611935232	47541529609156	1789561884611936256	47541529610249	1789561884611939328	47541529619363	1789561884611940352	47541529621243	1789561884611940352	47541529621373
6	1	0	0	0	1	0	1789561884611942400	47541529626479	1789561884611942400	47541529627761	1789561884611942400	47541529627761	1789561884611943424	47541529630112	1789561884611943424	47541529631920	1789561884611943424	47541529632051
7	0	32	16	64	1	6144	1789561884611945472	47541529636655	1789561884611946496	47541529638817	1789561884611946496	47541529639868	1789561884611949568	47541529648930	1789561884611950592	47541529649900	1789561884611950592	47541529650031
8	4	0	0	0	1	0	1789561884611952640	47541529657215	1789561884611953664	47541529658510	1789561884611953664	47541529658510	1789561884611955712	47541529664788	1789561884611955712	47541529664818	1789561884611955712	47541529664948
9	0	32	16	64	1	6144	1789561884611957760	47541529669850	1789561884611958784	47541529671994	1789561884611958784	47541529673469	1789561884611966976	47541529696867	1789561884611968000	47541529699022	1789561884611968000	47541529699151
10	1	0	0	0	1	0	1789561884611970048	47541529704434	1789561884611970048	47541529705694	1789561884611970048	47541529705694	1789561884611971072	47541529708064	1789561884611972096	47541529709808	1789561884611972096	47541529709939
11	0	32	16	64	1	6144	1789561884611973120	47541529714538	1789561884611974144	47541529716660	1789561884611975168	47541529717647	1789561884611979264	47541529729668	1789561884611979264	47541529730653	1789561884611979264	47541529730784
12	2	0	0	0	1	0	1789561884611981312	47541529736407	1789561884611982336	47541529737668	1789561884611982336	47541529737668	1789561884611982336	47541529739248	1789561884611982336	47541529739278	1789561884611982336	47541529739407
13	3	0	0	0	1	0	1789561884611983360	47541529742275	1789561884611984384	47541529743368	1789561884611984384	47541529743368	1789561884611984384	47541529744276	1789561884611984384	47541529744306	1789561884611984384	47541529744436
14	5	0	0	0	1	0	1789561884611986432	47541529749633	1789561884611986432	47541529751291	1789561884611986432	47541529751291	1789561884611989504	47541529759581	1789561884611989504	47541529759611	1789561884611989504	47541529759903
15	0	32	16	64	1	6144	1789561884611991552	47541529765336	1789561884611992576	47541529767514	1789561884611992576	47541529768527	1789561884611996672	47541529777632	1789561884611996672	47541529779051	1789561884611996672	47541529779182
16	1	0	0	0	1	0	1789561884611998720	47541529784324	1789561884611998720	47541529785585	1789561884611998720	47541529785585	1789561884611999744	47541529787922	1789561884612000768	47541529789667	1789561884612000768	47541529789798
17	0	32	16	64	1	6144	1789561884612002816	47541529795317	1789561884612003840	47541529797493	1789561884612003840	47541529798579	1789561884612006912	47541529808367	1789561884612007936	47541529810170	1789561884612007936	47541529810453
18	4	0	0	0	1	0	1789561884612009984	47541529815651	1789561884612009984	47541529816925	1789561884612009984	47541529816925	1789561884612013056	47541529823318	1789561884612013056	47541529823348	1789561884612013056	47541529823478
19	0	32	16	64	1	6144	1789561884612014080	47541529828401	1789561884612015104	47541529830576	1789561884612016128	47541529831657	1789561884612022272	47541529849694	1789561884612023296	47541529851642	1789561884612023296	47541529851772
20	1	0	0	0	1	0	1789561884611912704	47558203146901	1789561884611913728	47558203148270	1789561884611913728	47558203148270	1789561884611914752	47558203150624	1789561884611914752	47558203152437	1789561884611914752	47558203152568
21	0	32	16	64	1	6144	1789561884611916800	47558203157250	1789561884611917824	47558203159422	1789561884611917824	47558203160847	1789561884611921920	47558203172931	1789561884611922944	47558203174142	1789561884611922944	47558203174440
22	2	0	0	0	1	0	1789561884611924992	47558203179810	1789561884611924992	47558203181064	1789561884611924992	47558203181064	1789561884611926016	47558203182645	1789561884611926016	47558203182675	1789561884611926016	47558203182804
23	3	0	0	0	1	0	1789561884611927040	47558203185734	1789561884611927040	47558203186834	1789561884611927040	47558203186834	1789561884611928064	47558203187725	1789561884611928064	47558203187755	1789561884611928064	47558203187885
24	5	0	0	0	1	0	1789561884611930112	47558203193067	1789561884611930112	47558203194708	1789561884611930112	47558203194708	1789561884611933184	47558203202710	1789561884611933184	47558203202740	1789561884611933184	47558203202870
25	0	32	16	64	1	6144	1789561884611935232	47558203208241	1789561884611936256	47558203210421	1789561884611936256	47558203211515	1789561884611939328	47558203220565	1789561884611940352	47558203222481	1789561884611940352	47558203222611
26	1	0	0	0	1	0	1789561884611942400	47558203227803	1789561884611942400	47558203229074	1789561884611942400	47558203229074	1789561884611943424	47558203231348	1789561884611944448	47558203233105	1789561884611944448	47558203233236
