m	n	k	stages	split	kappa	residency	status	work_lb_ns	cp_lb_ns	priority_ns	estimated_work_ns	estimated_stage_cp_ns	register_seed	key
32	16	16	2	1	1	1	project	676782.725430303	0.0	21414872.000001	2741103616.0	3480209.6428571427	0	32x16x16s2k1_k1_r1
32	16	16	2	1	1	2	project	676782.725430303	0.0	10707436.000001	2741103616.0	3480209.6428571427	0	32x16x16s2k1_k1_r2
32	16	16	2	1	2	1	project	676782.725430303	0.0	21414872.000002	2741103616.0	3480209.6428571427	0	32x16x16s2k1_k2_r1
32	16	16	2	1	2	2	project	676782.725430303	0.0	10707436.000002	2741103616.0	3480209.6428571427	0	32x16x16s2k1_k2_r2
32	16	16	2	1	4	1	project	676782.725430303	0.0	21414872.000004	2741103616.0	3480209.6428571427	0	32x16x16s2k1_k4_r1
32	16	16	2	1	4	2	project	676782.725430303	0.0	10707436.000004	2741103616.0	3480209.6428571427	0	32x16x16s2k1_k4_r2
64	128	16	2	1	1	1	project	676782.725430303	0.0	13998161.600000998	1791764684.7999997	6669967.357142856	0	64x128x16s2k1_k1_r1
64	128	16	2	1	1	2	project	676782.725430303	0.0	6999080.800000999	1791764684.7999997	6669967.357142856	0	64x128x16s2k1_k1_r2
64	128	16	2	1	2	1	project	676782.725430303	0.0	13998161.600001998	1791764684.7999997	6669967.357142856	0	64x128x16s2k1_k2_r1
64	128	16	2	1	2	2	project	676782.725430303	0.0	6999080.800001998	1791764684.7999997	6669967.357142856	0	64x128x16s2k1_k2_r2
64	128	16	2	1	4	1	project	676782.725430303	0.0	13998161.600003997	1791764684.7999997	6669967.357142856	0	64x128x16s2k1_k4_r1
64	128	16	2	1	4	2	project	676782.725430303	0.0	6999080.800003999	1791764684.7999997	6669967.357142856	0	64x128x16s2k1_k4_r2
128	128	16	2	2	1	1	project	676782.725430303	0.0	13632945.280001	1745016995.84	6397271.4028571425	0	128x128x16s2k2_k1_r1
128	128	16	2	2	1	2	project	676782.725430303	0.0	6816472.640001	1745016995.84	6397271.4028571425	0	128x128x16s2k2_k1_r2
128	128	16	2	2	2	1	project	676782.725430303	0.0	13632945.280002	1745016995.84	6397271.4028571425	0	128x128x16s2k2_k2_r1
128	128	16	2	2	2	2	project	676782.725430303	0.0	6816472.640001999	1745016995.84	6397271.4028571425	0	128x128x16s2k2_k2_r2
128	128	16	2	2	4	1	project	676782.725430303	0.0	13632945.280003998	1745016995.84	6397271.4028571425	0	128x128x16s2k2_k4_r1
128	128	16	2	2	4	2	project	676782.725430303	0.0	6816472.640004	1745016995.84	6397271.4028571425	0	128x128x16s2k2_k4_r2
128	128	32	2	2	1	1	project	676782.725430303	0.0	13632945.280001	1745016995.84	6397271.4028571425	0	128x128x32s2k2_k1_r1
128	128	32	2	2	1	2	project	676782.725430303	0.0	6816472.640001	1745016995.84	6397271.4028571425	0	128x128x32s2k2_k1_r2
128	128	32	2	2	2	1	project	676782.725430303	0.0	13632945.280002	1745016995.84	6397271.4028571425	0	128x128x32s2k2_k2_r1
128	128	32	2	2	2	2	project	676782.725430303	0.0	6816472.640001999	1745016995.84	6397271.4028571425	0	128x128x32s2k2_k2_r2
128	128	32	2	2	4	1	project	676782.725430303	0.0	13632945.280003998	1745016995.84	6397271.4028571425	0	128x128x32s2k2_k4_r1
128	128	32	2	2	4	2	project	676782.725430303	0.0	6816472.640004	1745016995.84	6397271.4028571425	0	128x128x32s2k2_k4_r2
128	128	16	3	1	1	1	project	676782.725430303	0.0	13401984.000001	1715453952.0	9391827.92857143	0	128x128x16s3k1_k1_r1
128	128	16	3	1	1	2	project	676782.725430303	0.0	9391827.92857243	1715453952.0	9391827.92857143	0	128x128x16s3k1_k1_r2
128	128	16	3	1	2	1	project	676782.725430303	0.0	13401984.000002	1715453952.0	9391827.92857143	0	128x128x16s3k1_k2_r1
128	128	16	3	1	2	2	project	676782.725430303	0.0	9391827.92857343	1715453952.0	9391827.92857143	0	128x128x16s3k1_k2_r2
128	128	16	3	1	4	1	project	676782.725430303	0.0	13401984.000004	1715453952.0	9391827.92857143	0	128x128x16s3k1_k4_r1
128	128	16	3	1	4	2	project	676782.725430303	0.0	9391827.928575428	1715453952.0	9391827.92857143	0	128x128x16s3k1_k4_r2
