candidate	placement	status	floor_ns	cp_ns	queue_lb_ns	predicted_ns	grid	kappa
64x128x16s2split32kappa1r1	eft	ok	3.35279e+06	332836	3.35279e+06	3.9171e+06	128	1
64x128x16s2split32kappa1r1	wavefront	ok	3.35632e+06	332836	3.35612e+06	3.91634e+06	128	1
64x128x16s2split32kappa1r1	chain	ok	3.37648e+06	332836	3.28561e+06	3.94471e+06	128	1
64x128x16s2split32kappa1r1	rotate	ok	3.3909e+06	332836	3.25089e+06	3.99128e+06	128	1
64x128x16s2split32kappa1r1	legacy_grid_stride	ok	3.40149e+06	332836	3.40128e+06	4.01533e+06	128	1
64x128x16s2split32kappa1r1	balanced	ok	3.5022e+07	332836	5.8662e+06	3.92627e+07	128	1
64x128x16s2split32kappa1r2	eft	ok	2.51843e+06	522953	2.51843e+06	2.89588e+06	256	1
64x128x16s2split32kappa1r2	wavefront	ok	2.51843e+06	522953	2.51803e+06	2.90082e+06	256	1
64x128x16s2split32kappa1r2	chain	ok	2.58327e+06	522953	2.34192e+06	2.96501e+06	256	1
64x128x16s2split32kappa1r2	rotate	ok	2.62934e+06	522953	2.32168e+06	3.04926e+06	256	1
64x128x16s2split32kappa1r2	legacy_grid_stride	ok	2.64039e+06	522953	2.63999e+06	3.07378e+06	256	1
64x128x16s2split32kappa1r2	balanced	ok	3.83656e+07	522953	6.08961e+06	4.19336e+07	256	1
64x128x16s2split32kappa1r3	wavefront	ok	2.41276e+06	713069	2.41216e+06	2.74424e+06	384	1
64x128x16s2split32kappa1r3	eft	ok	2.41663e+06	713069	2.41663e+06	2.73823e+06	384	1
64x128x16s2split32kappa1r3	rotate	ok	2.52412e+06	713069	2.05922e+06	2.87488e+06	384	1
64x128x16s2split32kappa1r3	chain	ok	2.55719e+06	713069	2.06755e+06	2.88346e+06	384	1
64x128x16s2split32kappa1r3	legacy_grid_stride	ok	2.70647e+06	713069	2.70586e+06	3.0926e+06	384	1
64x128x16s2split32kappa1r3	balanced	ok	4.13443e+07	713069	6.8848e+06	4.4351e+07	384	1
64x128x16s2split32kappa2r1	eft	ok	3.35279e+06	332836	3.35279e+06	3.92204e+06	128	2
64x128x16s2split32kappa2r1	wavefront	ok	3.35632e+06	332836	3.35612e+06	3.93694e+06	128	2
64x128x16s2split32kappa2r1	chain	ok	3.37648e+06	332836	3.28561e+06	3.94965e+06	128	2
64x128x16s2split32kappa2r1	rotate	ok	3.3909e+06	332836	3.25089e+06	3.99128e+06	128	2
64x128x16s2split32kappa2r1	legacy_grid_stride	ok	3.40149e+06	332836	3.40128e+06	4.03098e+06	128	2
64x128x16s2split32kappa2r1	balanced	ok	3.5022e+07	332836	5.8662e+06	3.9212e+07	128	2
64x128x16s2split32kappa2r2	eft	ok	2.51843e+06	522953	2.51843e+06	2.90082e+06	256	2
64x128x16s2split32kappa2r2	wavefront	ok	2.51843e+06	522953	2.51803e+06	2.90082e+06	256	2
64x128x16s2split32kappa2r2	chain	ok	2.58327e+06	522953	2.34192e+06	2.96995e+06	256	2
64x128x16s2split32kappa2r2	rotate	ok	2.62934e+06	522953	2.32168e+06	3.04926e+06	256	2
64x128x16s2split32kappa2r2	legacy_grid_stride	ok	2.64039e+06	522953	2.63999e+06	3.08944e+06	256	2
64x128x16s2split32kappa2r2	balanced	ok	3.83656e+07	522953	6.08961e+06	4.18772e+07	256	2
64x128x16s2split32kappa2r3	wavefront	ok	2.41276e+06	713069	2.41216e+06	2.74424e+06	384	2
64x128x16s2split32kappa2r3	eft	ok	2.41663e+06	713069	2.41663e+06	2.74958e+06	384	2
64x128x16s2split32kappa2r3	rotate	ok	2.52412e+06	713069	2.05922e+06	2.87488e+06	384	2
64x128x16s2split32kappa2r3	chain	ok	2.55719e+06	713069	2.06755e+06	2.89198e+06	384	2
64x128x16s2split32kappa2r3	legacy_grid_stride	ok	2.70647e+06	713069	2.70586e+06	3.10825e+06	384	2
64x128x16s2split32kappa2r3	balanced	ok	4.13443e+07	713069	6.8848e+06	4.4134e+07	384	2
64x128x16s2split32kappa4r1	eft	ok	3.35279e+06	332836	3.35279e+06	3.92204e+06	128	4
64x128x16s2split32kappa4r1	wavefront	ok	3.35632e+06	332836	3.35612e+06	3.93694e+06	128	4
64x128x16s2split32kappa4r1	chain	ok	3.37648e+06	332836	3.28561e+06	3.94965e+06	128	4
64x128x16s2split32kappa4r1	rotate	ok	3.3909e+06	332836	3.25089e+06	3.99128e+06	128	4
64x128x16s2split32kappa4r1	legacy_grid_stride	ok	3.40149e+06	332836	3.40128e+06	4.03098e+06	128	4
64x128x16s2split32kappa4r1	balanced	ok	3.5022e+07	332836	5.8662e+06	3.91608e+07	128	4
64x128x16s2split32kappa4r2	eft	ok	2.51843e+06	522953	2.51843e+06	2.90082e+06	256	4
64x128x16s2split32kappa4r2	wavefront	ok	2.51843e+06	522953	2.51803e+06	2.90082e+06	256	4
64x128x16s2split32kappa4r2	chain	ok	2.58327e+06	522953	2.34192e+06	2.96995e+06	256	4
64x128x16s2split32kappa4r2	rotate	ok	2.62934e+06	522953	2.32168e+06	3.04926e+06	256	4
64x128x16s2split32kappa4r2	legacy_grid_stride	ok	2.64039e+06	522953	2.63999e+06	3.08944e+06	256	4
64x128x16s2split32kappa4r2	balanced	ok	3.83656e+07	522953	6.08961e+06	4.17025e+07	256	4
64x128x16s2split32kappa4r3	wavefront	ok	2.41276e+06	713069	2.41216e+06	2.74424e+06	384	4
64x128x16s2split32kappa4r3	eft	ok	2.41663e+06	713069	2.41663e+06	2.74958e+06	384	4
64x128x16s2split32kappa4r3	rotate	ok	2.52412e+06	713069	2.05922e+06	2.87488e+06	384	4
64x128x16s2split32kappa4r3	chain	ok	2.55719e+06	713069	2.06755e+06	2.89198e+06	384	4
64x128x16s2split32kappa4r3	legacy_grid_stride	ok	2.70647e+06	713069	2.70586e+06	3.10825e+06	384	4
64x128x16s2split32kappa4r3	balanced	ok	4.13453e+07	713069	6.8848e+06	4.40267e+07	384	4
32x16x64s2split4kappa1r1	rotate	ok	4.19894e+06	330047	4.14504e+06	4.95619e+06	128	1
32x16x64s2split4kappa1r1	wavefront	ok	4.20235e+06	330047	4.20215e+06	4.92814e+06	128	1
32x16x64s2split4kappa1r1	eft	ok	4.20235e+06	330047	4.20235e+06	4.93364e+06	128	1
32x16x64s2split4kappa1r1	legacy_grid_stride	ok	4.20952e+06	330047	4.20932e+06	4.95801e+06	128	1
32x16x64s2split4kappa1r1	chain	ok	4.23248e+06	330047	4.21799e+06	4.96591e+06	128	1
32x16x64s2split4kappa1r1	balanced	ok	5.36181e+07	330047	1.20882e+07	6.00193e+07	128	1
32x16x64s2split4kappa1r2	wavefront	ok	3.51239e+06	534801	3.51199e+06	3.96932e+06	256	1
32x16x64s2split4kappa1r2	rotate	ok	3.51265e+06	534801	3.42046e+06	3.97946e+06	256	1
32x16x64s2split4kappa1r2	eft	ok	3.52416e+06	534801	3.52416e+06	3.98295e+06	256	1
32x16x64s2split4kappa1r2	legacy_grid_stride	ok	3.52766e+06	534801	3.52726e+06	4.01436e+06	256	1
32x16x64s2split4kappa1r2	chain	ok	3.60292e+06	534801	3.45318e+06	4.11124e+06	256	1
32x16x64s2split4kappa1r2	balanced	ok	5.3445e+07	534801	1.09399e+07	5.70936e+07	256	1
32x16x64s2split4kappa1r3	eft	ok	3.45449e+06	739555	3.45449e+06	3.87784e+06	384	1
32x16x64s2split4kappa1r3	wavefront	ok	3.47105e+06	739555	3.47045e+06	3.843e+06	384	1
32x16x64s2split4kappa1r3	rotate	ok	3.5591e+06	739555	3.36978e+06	3.91905e+06	384	1
32x16x64s2split4kappa1r3	chain	ok	3.62145e+06	739555	3.39034e+06	4.04503e+06	384	1
32x16x64s2split4kappa1r3	legacy_grid_stride	ok	3.67532e+06	739555	3.67472e+06	4.09204e+06	384	1
32x16x64s2split4kappa1r3	balanced	ok	6.72269e+07	739555	1.32149e+07	7.0064e+07	384	1
32x16x64s2split4kappa1r4	wavefront	ok	3.22932e+06	944309	3.22852e+06	3.55555e+06	512	1
32x16x64s2split4kappa1r4	eft	ok	3.23937e+06	944309	3.23937e+06	3.56733e+06	512	1
32x16x64s2split4kappa1r4	rotate	ok	3.34743e+06	944309	3.18075e+06	3.68501e+06	512	1
32x16x64s2split4kappa1r4	legacy_grid_stride	ok	3.36398e+06	944309	3.36318e+06	3.71932e+06	512	1
32x16x64s2split4kappa1r4	chain	ok	3.56623e+06	944309	3.2362e+06	3.93671e+06	512	1
32x16x64s2split4kappa1r4	balanced	ok	6.42909e+07	944309	1.34007e+07	6.64188e+07	512	1
32x16x64s2split4kappa1r5	eft	ok	3.63016e+06	1.14906e+06	3.63016e+06	3.90237e+06	640	1
32x16x64s2split4kappa1r5	rotate	ok	3.63519e+06	1.14906e+06	3.37211e+06	3.91876e+06	640	1
32x16x64s2split4kappa1r5	wavefront	ok	3.64409e+06	1.14906e+06	3.64309e+06	3.94049e+06	640	1
32x16x64s2split4kappa1r5	legacy_grid_stride	ok	3.81018e+06	1.14906e+06	3.80918e+06	4.15693e+06	640	1
32x16x64s2split4kappa1r5	chain	ok	3.93286e+06	1.14906e+06	3.12863e+06	4.21702e+06	640	1
32x16x64s2split4kappa1r5	balanced	ok	7.94076e+07	1.14906e+06	1.59758e+07	8.12916e+07	640	1
32x16x64s2split4kappa2r1	rotate	ok	4.19894e+06	330047	4.14504e+06	4.95619e+06	128	2
32x16x64s2split4kappa2r1	eft	ok	4.20235e+06	330047	4.20235e+06	4.95614e+06	128	2
32x16x64s2split4kappa2r1	wavefront	ok	4.20235e+06	330047	4.20215e+06	4.96108e+06	128	2
32x16x64s2split4kappa2r1	legacy_grid_stride	ok	4.20952e+06	330047	4.20932e+06	4.98601e+06	128	2
32x16x64s2split4kappa2r1	chain	ok	4.23248e+06	330047	4.21799e+06	4.98664e+06	128	2
32x16x64s2split4kappa2r1	balanced	ok	5.36181e+07	330047	1.20882e+07	5.97297e+07	128	2
32x16x64s2split4kappa2r2	wavefront	ok	3.51239e+06	534801	3.51199e+06	3.96932e+06	256	2
32x16x64s2split4kappa2r2	rotate	ok	3.51265e+06	534801	3.42046e+06	3.97946e+06	256	2
32x16x64s2split4kappa2r2	eft	ok	3.52416e+06	534801	3.52416e+06	3.99431e+06	256	2
32x16x64s2split4kappa2r2	legacy_grid_stride	ok	3.52766e+06	534801	3.52726e+06	4.03001e+06	256	2
32x16x64s2split4kappa2r2	chain	ok	3.60292e+06	534801	3.45318e+06	4.1226e+06	256	2
32x16x64s2split4kappa2r2	balanced	ok	5.3445e+07	534801	1.09399e+07	5.68117e+07	256	2
32x16x64s2split4kappa2r3	eft	ok	3.45449e+06	739555	3.45449e+06	3.88239e+06	384	2
32x16x64s2split4kappa2r3	wavefront	ok	3.47105e+06	739555	3.47045e+06	3.843e+06	384	2
32x16x64s2split4kappa2r3	rotate	ok	3.5591e+06	739555	3.36978e+06	3.91905e+06	384	2
32x16x64s2split4kappa2r3	chain	ok	3.62145e+06	739555	3.39034e+06	4.04959e+06	384	2
32x16x64s2split4kappa2r3	legacy_grid_stride	ok	3.67532e+06	739555	3.67472e+06	4.10769e+06	384	2
