candidate	work_lb_ns	cp_lb_ns	queue_lb_lb_ns	priority_ns
32x16x16s2split1kappa1	673895.70294116333	2080482.8396131552	267745.13996257266	2080482.8396131552
32x16x16s2split1kappa2	673895.70294116333	2080482.8396131552	267745.13996257266	2080482.8396131552
32x16x16s2split1kappa4	673895.70294116333	2080482.8396131552	267745.13996257266	2080482.8396131552
32x16x16s2split2kappa1	695154.02093094762	1108174.2342966595	134949.36830128197	1108174.2342966595
32x16x16s2split2kappa2	695154.02093094762	1108174.2342966595	134949.36830128197	1108174.2342966595
32x16x16s2split2kappa4	695154.02093094762	1108174.2342966595	134949.36830128197	1108174.2342966595
32x16x16s2split4kappa1	725538.30178542354	615467.4890258807	68551.482470636634	725538.30178542354
32x16x16s2split4kappa2	725538.30178542354	615467.4890258807	68551.482470636634	725538.30178542354
32x16x16s2split4kappa4	725538.30178542354	615467.4890258807	68551.482470636634	725538.30178542354
32x16x16s2split8kappa1	786306.86349161807	369916.15488294314	70705.07911062795	786306.86349161807
32x16x16s2split8kappa2	786306.86349161807	369916.15488294314	70705.07911062795	786306.86349161807
32x16x16s2split8kappa4	786306.86349161807	369916.15488294314	70705.07911062795	786306.86349161807
32x16x16s2split16kappa1	907843.98690742627	248744.56479637703	68963.0277075169	907843.98690742627
32x16x16s2split16kappa2	907843.98690742627	248744.56479637703	68963.0277075169	907843.98690742627
32x16x16s2split16kappa4	907843.98690742627	248744.56479637703	68963.0277075169	907843.98690742627
32x16x16s2split32kappa1	1150918.2337327302	191366.92372289981	85974.044402058469	1150918.2337327302
32x16x16s2split32kappa2	1150918.2337327302	191366.92372289981	85974.044402058469	1150918.2337327302
32x16x16s2split32kappa4	1150918.2337327302	191366.92372289981	85974.044402058469	1150918.2337327302
32x16x32s2split1kappa1	359939.58521765005	1138614.4864422602	140955.16934341376	1138614.4864422602
32x16x32s2split1kappa2	359939.58521765005	1138614.4864422602	140955.16934341376	1138614.4864422602
32x16x32s2split1kappa4	359939.58521765005	1138614.4864422602	140955.16934341376	1138614.4864422602
32x16x32s2split2kappa1	381197.90320767037	637240.05771121243	71554.382991702529	637240.05771121243
32x16x32s2split2kappa2	381197.90320767037	637240.05771121243	71554.382991702529	637240.05771121243
32x16x32s2split2kappa4	381197.90320767037	637240.05771121243	71554.382991702529	637240.05771121243
32x16x32s2split4kappa1	411582.18406097032	380000.40073315712	36853.989815846922	411582.18406097032
32x16x32s2split4kappa2	411582.18406097032	380000.40073315712	36853.989815846922	411582.18406097032
32x16x32s2split4kappa4	411582.18406097032	380000.40073315712	36853.989815846922	411582.18406097032
32x16x32s2split8kappa1	472350.74576804641	252182.61073658123	39007.586455838231	472350.74576804641
32x16x32s2split8kappa2	472350.74576804641	252182.61073658123	39007.586455838231	472350.74576804641
32x16x32s2split8kappa4	472350.74576804641	252182.61073658123	39007.586455838231	472350.74576804641
32x16x32s2split16kappa1	593887.86918323208	189877.79272319609	46321.961525524239	593887.86918323208
32x16x32s2split16kappa2	593887.86918323208	189877.79272319609	46321.961525524239	593887.86918323208
32x16x32s2split16kappa4	593887.86918323208	189877.79272319609	46321.961525524239	593887.86918323208
32x16x32s2split32kappa1	836962.11600847787	161933.53768630937	64465.031529165455	836962.11600847787
32x16x32s2split32kappa2	836962.11600847787	161933.53768630937	64465.031529165455	836962.11600847787
32x16x32s2split32kappa4	836962.11600847787	161933.53768630937	64465.031529165455	836962.11600847787
32x16x64s2split1kappa1	293335.64491410245	938802.66553181445	114057.42422085369	938802.66553181445
32x16x64s2split1kappa2	293335.64491410245	938802.66553181445	114057.42422085369	938802.66553181445
32x16x64s2split1kappa4	293335.64491410245	938802.66553181445	114057.42422085369	938802.66553181445
32x16x64s2split2kappa1	314593.96290426498	537334.14725598937	58105.510430422502	537334.14725598937
32x16x64s2split2kappa2	314593.96290426498	537334.14725598937	58105.510430422502	537334.14725598937
32x16x64s2split2kappa4	314593.96290426498	537334.14725598937	58105.510430422502	537334.14725598937
32x16x64s2split4kappa1	344978.24375778908	330047.44550554571	30440.181544444436	344978.24375778908
32x16x64s2split4kappa2	344978.24375778908	330047.44550554571	30440.181544444436	344978.24375778908
32x16x64s2split4kappa4	344978.24375778908	330047.44550554571	30440.181544444436	344978.24375778908
32x16x64s2split8kappa1	405746.80546442902	227206.13312277538	32283.150175198214	405746.80546442902
32x16x64s2split8kappa2	405746.80546442902	227206.13312277538	32283.150175198214	405746.80546442902
32x16x64s2split8kappa4	405746.80546442902	227206.13312277538	32283.150175198214	405746.80546442902
32x16x64s2split16kappa1	527283.92887789756	177389.5539162932	41518.792753638518	527283.92887789756
32x16x64s2split16kappa2	527283.92887789756	177389.5539162932	41518.792753638518	527283.92887789756
32x16x64s2split16kappa4	527283.92887789756	177389.5539162932	41518.792753638518	527283.92887789756
32x16x64s2split32kappa1	770358.17570917401	155689.41828285798	59902.021195874026	770358.17570917401
32x16x64s2split32kappa2	770358.17570917401	155689.41828285798	59902.021195874026	770358.17570917401
32x16x64s2split32kappa4	770358.17570917401	155689.41828285798	59902.021195874026	770358.17570917401
64x128x16s2split1kappa1	143651.63443497056	3470224.9257823732	452116.75267004251	3470224.9257823732
64x128x16s2split1kappa2	143651.63443497056	3470224.9257823732	452116.75267004251	3470224.9257823732
64x128x16s2split1kappa4	143651.63443497056	3470224.9257823732	452116.75267004251	3470224.9257823732
64x128x16s2split2kappa1	148648.52621663513	1827333.4310560434	228309.0975083177	1827333.4310560434
64x128x16s2split2kappa2	148648.52621663513	1827333.4310560434	228309.0975083177	1827333.4310560434
64x128x16s2split2kappa4	148648.52621663513	1827333.4310560434	228309.0975083177	1827333.4310560434
64x128x16s2split4kappa1	156759.97821682013	1000325.3933674733	116405.26992745533	1000325.3933674733
64x128x16s2split4kappa2	156759.97821682013	1000325.3933674733	116405.26992745533	1000325.3933674733
64x128x16s2split4kappa4	156759.97821682013	1000325.3933674733	116405.26992745533	1000325.3933674733
64x128x16s2split8kappa1	172982.8822171872	593237.6824627996	60453.35613702413	593237.6824627996
64x128x16s2split8kappa2	172982.8822171872	593237.6824627996	60453.35613702413	593237.6824627996
64x128x16s2split8kappa4	172982.8822171872	593237.6824627996	60453.35613702413	593237.6824627996
64x128x16s2split16kappa1	205428.69021775495	402526.44288968632	32477.399241808533	402526.44288968632
64x128x16s2split16kappa2	205428.69021775495	402526.44288968632	32477.399241808533	402526.44288968632
64x128x16s2split16kappa4	205428.69021775495	402526.44288968632	32477.399241808533	402526.44288968632
64x128x16s2split32kappa1	270320.30621919065	332836.0548615763	25494.022852014066	332836.0548615763
64x128x16s2split32kappa2	270320.30621919065	332836.0548615763	25494.022852014066	332836.0548615763
64x128x16s2split32kappa4	270320.30621919065	332836.0548615763	25494.022852014066	332836.0548615763
128x128x16s3split1kappa1	204756.449212248	4924218.6366685396	644957.01903505495	4924218.6366685396
128x128x16s3split1kappa2	204756.449212248	4924218.6366685396	644957.01903505495	4924218.6366685396
128x128x16s3split1kappa4	204756.449212248	4924218.6366685396	644957.01903505495	4924218.6366685396
128x128x16s3split2kappa1	211944.66365341059	2574365.2365287924	325981.41506767814	2574365.2365287924
128x128x16s3split2kappa2	211944.66365341059	2574365.2365287924	325981.41506767814	2574365.2365287924
128x128x16s3split2kappa4	211944.66365341059	2574365.2365287924	325981.41506767814	2574365.2365287924
128x128x16s3split4kappa1	224438.76097258381	1393876.2461335151	166493.61308398974	1393876.2461335151
128x128x16s3split4kappa2	224438.76097258381	1393876.2461335151	166493.61308398974	1393876.2461335151
128x128x16s3split4kappa4	224438.76097258381	1393876.2461335151	166493.61308398974	1393876.2461335151
128x128x16s3split8kappa1	249426.9556108902	810048.058875488	86749.71209214555	810048.058875488
128x128x16s3split8kappa2	249426.9556108902	810048.058875488	86749.71209214555	810048.058875488
128x128x16s3split8kappa4	249426.9556108902	810048.058875488	86749.71209214555	810048.058875488
128x128x16s3split16kappa1	299403.34488759871	530966.58112569759	46877.761596223441	530966.58112569759
128x128x16s3split16kappa2	299403.34488759871	530966.58112569759	46877.761596223441	530966.58112569759
128x128x16s3split16kappa4	299403.34488759871	530966.58112569759	46877.761596223441	530966.58112569759
