dtype	model	ownership	seq	past	stage	op	tasks	read_elements	write_elements	depth	barriers	old_ns	new_ns	ratio
f32	gqa2	element	4	3	0	l0.s00.norm	4	4096	2048	3	9	657.43750154373788	1827.5428171583171	2.779797034496875
f32	gqa2	element	4	3	4	l0.s04.rope	4	2304	2048	2	0	329.14810877821299	374.84085953306027	1.1388212465338394
f32	gqa2	element	4	3	5	l0.s05.rope	2	1152	1024	2	0	329.14810877821299	374.84085953306027	1.1388212465338394
f32	gqa2	element	4	3	6	l0.s06.append	4	1792	1792	2	0	265.98371931457928	368.43749834373784	1.3851881584826866
f32	gqa2	element	4	3	7	l0.s07.append	4	1792	1792	2	0	265.98371931457928	368.43749834373784	1.3851881584826866
f32	gqa2	element	4	3	8	l0.s08.attn	16	27648	2048	3	2	966.51155753284434	828.84952833696207	0.85756814998955233
f32	gqa2	element	4	3	10	l0.s10.norm	4	4096	2048	3	9	657.43750154373788	1827.5428171583171	2.779797034496875
f32	gqa2	element	4	3	13	l0.s13.act	16	8192	4096	2	0	297.56591404639619	317.21060882915856	1.0660179605776332
f32	gqa2	element	4	3	15	l1.s15.norm	4	4096	2048	3	9	657.43750154373788	1827.5428171583171	2.779797034496875
f32	gqa2	element	4	3	19	l1.s19.rope	4	2304	2048	2	0	329.14810877821299	374.84085953306027	1.1388212465338394
f32	gqa2	element	4	3	20	l1.s20.rope	2	1152	1024	2	0	329.14810877821299	374.84085953306027	1.1388212465338394
f32	gqa2	element	4	3	21	l1.s21.append	4	1792	1792	2	0	265.98371931457928	368.43749834373784	1.3851881584826866
f32	gqa2	element	4	3	22	l1.s22.append	4	1792	1792	2	0	265.98371931457928	368.43749834373784	1.3851881584826866
f32	gqa2	element	4	3	23	l1.s23.attn	16	27648	2048	3	2	966.51155753284434	828.84952833696207	0.85756814998955233
f32	gqa2	element	4	3	25	l1.s25.norm	4	4096	2048	3	9	657.43750154373788	1827.5428171583171	2.779797034496875
f32	gqa2	element	4	3	28	l1.s28.act	16	8192	4096	2	0	297.56591404639619	317.21060882915856	1.0660179605776332
f32	gqa2	tile	4	3	0	l0.s00.norm	4	4096	2048	3	9	657.43750154373788	1827.5428171583171	2.779797034496875
f32	gqa2	tile	4	3	4	l0.s04.rope	16	3072	2048	2	0	329.14810877821299	259.58035812525685	0.78864301875775822
f32	gqa2	tile	4	3	5	l0.s05.rope	8	1536	1024	2	0	329.14810877821299	259.58035812525685	0.78864301875775822
f32	gqa2	tile	4	3	6	l0.s06.append	8	1024	1024	2	0	265.98371931457928	253.17699693593445	0.95185148018966415
f32	gqa2	tile	4	3	7	l0.s07.append	8	1024	1024	2	0	265.98371931457928	253.17699693593445	0.95185148018966415
f32	gqa2	tile	4	3	8	l0.s08.attn	16	27648	2048	3	2	966.51155753284434	828.84952833696207	0.85756814998955233
f32	gqa2	tile	4	3	10	l0.s10.norm	4	4096	2048	3	9	657.43750154373788	1827.5428171583171	2.779797034496875
f32	gqa2	tile	4	3	13	l0.s13.act	4	8192	4096	2	0	297.56591404639619	624.57194591663438	2.0989364588957984
f32	gqa2	tile	4	3	15	l1.s15.norm	4	4096	2048	3	9	657.43750154373788	1827.5428171583171	2.779797034496875
f32	gqa2	tile	4	3	19	l1.s19.rope	16	3072	2048	2	0	329.14810877821299	259.58035812525685	0.78864301875775822
f32	gqa2	tile	4	3	20	l1.s20.rope	8	1536	1024	2	0	329.14810877821299	259.58035812525685	0.78864301875775822
f32	gqa2	tile	4	3	21	l1.s21.append	8	1024	1024	2	0	265.98371931457928	253.17699693593445	0.95185148018966415
f32	gqa2	tile	4	3	22	l1.s22.append	8	1024	1024	2	0	265.98371931457928	253.17699693593445	0.95185148018966415
f32	gqa2	tile	4	3	23	l1.s23.attn	16	27648	2048	3	2	966.51155753284434	828.84952833696207	0.85756814998955233
f32	gqa2	tile	4	3	25	l1.s25.norm	4	4096	2048	3	9	657.43750154373788	1827.5428171583171	2.779797034496875
f32	gqa2	tile	4	3	28	l1.s28.act	4	8192	4096	2	0	297.56591404639619	624.57194591663438	2.0989364588957984
