cell	kernel_span_ns	kernel_span_ms	measured_l2_ms	hop_samples	hop_p50_ns	hop_p90_ns	hop_max_ns	hop_negative_count	hop_negative_slots	workers_used	grid	busy_total_ns	busy_max_worker_ns	busy_mean_worker_ns	idle_total_ns	idle_fraction_of_worker_time	wait_total_ns	publish_total_ns	hol_reclaimable_ns	hol_fraction_of_kernel	hol_worker_p50_ns	hol_worker_p90_ns	hol_worker_max_ns	hol_workers_nonzero	dag_same_worker_edges	dag_cross_worker_edges	dag_cross_worker_fraction	cp_reconstructed_ns	cp_reconstructed_ms	cp_nodes	cp_error_vs_l2_ms	cp_chain_span_ns	cp_split_task_ns	cp_split_wait_ns	cp_split_prerun_barrier_ns	cp_split_publish_ns	cp_split_gap_ns	cp_with_publish_ns	cp_with_publish_ms	cp_with_publish_error	work_lb_ns	work_lb_ms	queue_lb_ns	queue_lb_ms	cp_lb_nosync_ns	cp_lb_nosync_ms	cp_lb_sync_ns	cp_lb_sync_ms	hop_p50_used_ns	run_clk_p50_cycles	run_clk_max_cycles	run_globaltimer_zero_slots	run_globaltimer_zero_fraction	model	fixture	seq	past	placement	schedule_policy	stage_count	slot_count	event_count	traced_launch	globaltimer_resolution_ns	commit	l1_ms
gqa2_s128	618496	0.618496	0.626688	2728	1024	1024	54272	0	none	256	256	27780096	530432	108516.0	130554880	0.8245485823675497	95107072	6855680	83894272	0.5298530629139073	332800	343040	345088	256	1040	278932	0.9962853428199963	548864	0.548864	34	0.12418300653594772	618496	533504	48128	1024	52224	-16384	607232	0.607232	0.031045751633986974	108516.0	0.108516	530432	0.530432	196608	0.196608	206848	0.206848	1024	2548	134934	345	0.078125	gqa2	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/gqa2_s128_p3	128	3	0	critical_path	30	4416	3412	l2_forward_last_timed_sample	1024	11c0199f7372f571ca43206a9db2f2cf6179a5d1	0.568512
gqa2_s4	443392	0.443392	0.451584	156	1024	2048	46080	0	none	16	256	1779712	366592	111232.0	5314560	0.749133949191686	3736576	307200	1337344	0.18851039260969976	18432	270336	270336	8	48	1028	0.9553903345724907	386048	0.386048	30	0.14512471655328796	443392	370688	25600	3072	43008	1024	437248	0.437248	0.03174603174603166	6952.0	0.006952	366592	0.366592	143360	0.14336	153600	0.1536	1024	7404	106945	15	0.075	gqa2	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/gqa2_s4_p3	4	3	0	critical_path	30	200	188	l2_forward_last_timed_sample	1024	11c0199f7372f571ca43206a9db2f2cf6179a5d1	0.404640
mha4_s128	1270784	1.270784	1.277952	5584	1024	1024	54272	0	none	256	256	58149888	1075200	227148.0	267170816	0.8212536512892828	219475968	17183744	208130048	0.6397688356164384	827392	857088	865280	256	4144	1084692	0.9961941008563273	1123328	1.123328	79	0.12099358974358965	1270784	1091584	98304	2048	106496	-27648	1251328	1.251328	0.02083333333333332	227148.0	0.227148	1075200	1.0752	198656	0.198656	208896	0.208896	1024	2446	134841	1657	0.13901006711409397	mha4	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/mha4_s128_p3	128	3	0	critical_path	60	11920	7852	l2_forward_last_timed_sample	1024	11c0199f7372f571ca43206a9db2f2cf6179a5d1	1.134368
mha4_s4	894976	0.894976	0.902016	380	1024	7168	48128	0	none	16	256	3979264	748544	248704.0	10340352	0.7221109839816934	8212480	779264	8133632	0.5680062929061785	691200	696320	698368	16	176	3396	0.9507278835386338	782336	0.782336	56	0.1326805732936001	894976	748544	48128	3072	86016	9216	882688	0.882688	0.021427557826025272	15544.0	0.015544	748544	0.748544	144384	0.144384	154624	0.154624	1024	4883	107538	35	0.068359375	mha4	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/mha4_s4_p3	4	3	0	critical_path	60	512	412	l2_forward_last_timed_sample	1024	11c0199f7372f571ca43206a9db2f2cf6179a5d1	0.806912
