family	grid	seq	map
wavefront	256	1	/root/TileMega/docs/experiments/SYMBOLIC/bounded_certificates/real_s4/s1_16/wavefront_g256.pi_sigma.isl
wavefront	256	32	/root/TileMega/docs/experiments/SYMBOLIC/bounded_certificates/real_s4/s17_32/wavefront_g256.pi_sigma.isl
wavefront	256	64	/root/TileMega/docs/experiments/SYMBOLIC/bounded_certificates/real_s4/s49_64/wavefront_g256.pi_sigma.isl
wavefront	256	96	/root/TileMega/docs/experiments/SYMBOLIC/bounded_certificates/real_s4/s81_96/wavefront_g256.pi_sigma.isl
wavefront	256	128	/root/TileMega/docs/experiments/SYMBOLIC/bounded_certificates/real_s4/s113_128/wavefront_g256.pi_sigma.isl
