workers=256
worker	slot	stage	logical_task
0	0	0	0
0	1	1	0
0	2	1	256
0	3	3	0
0	4	2	0
0	5	7	0
0	6	9	0
0	7	11	0
0	8	12	0
0	9	12	256
0	10	13	0
0	11	14	0
0	12	15	0
0	13	15	256
0	14	15	512
0	15	15	768
0	16	15	1024
0	17	15	1280
0	18	15	1536
0	19	17	0
0	20	17	256
0	21	17	512
0	22	17	768
0	23	17	1024
0	24	17	1280
0	25	17	1536
0	26	16	0
0	27	19	0
0	28	20	0
0	29	20	256
0	30	21	0
0	31	22	0
0	32	23	0
0	33	23	256
0	34	25	0
0	35	24	0
0	36	29	0
0	37	31	0
0	38	33	0
0	39	34	0
0	40	34	256
0	41	35	0
0	42	36	0
0	43	37	0
0	44	37	256
0	45	37	512
0	46	37	768
0	47	37	1024
0	48	37	1280
0	49	37	1536
0	50	39	0
0	51	39	256
0	52	39	512
0	53	39	768
0	54	39	1024
0	55	39	1280
0	56	39	1536
0	57	38	0
0	58	41	0
0	59	42	0
0	60	42	256
0	61	43	0
0	62	44	0
0	63	45	0
0	64	45	256
0	65	47	0
0	66	46	0
0	67	51	0
0	68	53	0
0	69	55	0
0	70	56	0
0	71	56	256
0	72	57	0
0	73	58	0
0	74	59	0
0	75	59	256
0	76	59	512
0	77	59	768
0	78	59	1024
0	79	59	1280
0	80	59	1536
0	81	61	0
0	82	61	256
0	83	61	512
0	84	61	768
0	85	61	1024
0	86	61	1280
0	87	61	1536
0	88	60	0
0	89	63	0
0	90	64	0
0	91	64	256
0	92	65	0
0	93	66	0
0	94	67	0
0	95	67	256
0	96	69	0
0	97	68	0
0	98	73	0
0	99	75	0
0	100	77	0
0	101	78	0
0	102	78	256
0	103	79	0
0	104	80	0
0	105	81	0
0	106	81	256
0	107	81	512
0	108	81	768
0	109	81	1024
0	110	81	1280
0	111	81	1536
0	112	83	0
0	113	83	256
0	114	83	512
0	115	83	768
0	116	83	1024
0	117	83	1280
0	118	83	1536
0	119	82	0
0	120	85	0
0	121	86	0
0	122	86	256
0	123	87	0
1	0	1	1
1	1	1	257
1	2	3	1
1	3	2	1
1	4	7	1
1	5	9	1
1	6	11	1
1	7	12	1
1	8	12	257
1	9	13	1
1	10	15	1
1	11	15	257
1	12	15	513
1	13	15	769
1	14	15	1025
1	15	15	1281
1	16	15	1537
1	17	17	1
1	18	17	257
1	19	17	513
1	20	17	769
1	21	17	1025
1	22	17	1281
1	23	17	1537
1	24	16	1
1	25	20	1
1	26	20	257
1	27	21	1
1	28	23	1
1	29	23	257
1	30	25	1
1	31	24	1
1	32	29	1
1	33	31	1
1	34	33	1
1	35	34	1
1	36	34	257
1	37	35	1
1	38	37	1
1	39	37	257
1	40	37	513
1	41	37	769
1	42	37	1025
1	43	37	1281
1	44	37	1537
1	45	39	1
1	46	39	257
1	47	39	513
1	48	39	769
1	49	39	1025
1	50	39	1281
1	51	39	1537
1	52	38	1
1	53	42	1
1	54	42	257
1	55	43	1
1	56	45	1
1	57	45	257
1	58	47	1
1	59	46	1
1	60	51	1
1	61	53	1
1	62	55	1
1	63	56	1
1	64	56	257
1	65	57	1
1	66	59	1
1	67	59	257
1	68	59	513
1	69	59	769
1	70	59	1025
1	71	59	1281
1	72	59	1537
1	73	61	1
1	74	61	257
1	75	61	513
1	76	61	769
1	77	61	1025
1	78	61	1281
1	79	61	1537
1	80	60	1
1	81	64	1
1	82	64	257
1	83	65	1
1	84	67	1
1	85	67	257
1	86	69	1
1	87	68	1
1	88	73	1
1	89	75	1
1	90	77	1
1	91	78	1
1	92	78	257
1	93	79	1
1	94	81	1
1	95	81	257
1	96	81	513
1	97	81	769
1	98	81	1025
1	99	81	1281
1	100	81	1537
1	101	83	1
1	102	83	257
1	103	83	513
1	104	83	769
1	105	83	1025
1	106	83	1281
1	107	83	1537
1	108	82	1
1	109	86	1
1	110	86	257
1	111	87	1
2	0	1	2
2	1	1	258
2	2	3	2
2	3	2	2
2	4	7	2
2	5	9	2
2	6	11	2
2	7	12	2
2	8	12	258
2	9	13	2
2	10	15	2
2	11	15	258
2	12	15	514
2	13	15	770
2	14	15	1026
2	15	15	1282
2	16	15	1538
2	17	17	2
2	18	17	258
2	19	17	514
2	20	17	770
2	21	17	1026
2	22	17	1282
2	23	17	1538
2	24	16	2
2	25	20	2
2	26	20	258
2	27	21	2
2	28	23	2
2	29	23	258
2	30	25	2
2	31	24	2
2	32	29	2
2	33	31	2
2	34	33	2
2	35	34	2
2	36	34	258
2	37	35	2
2	38	37	2
2	39	37	258
2	40	37	514
2	41	37	770
2	42	37	1026
2	43	37	1282
2	44	37	1538
2	45	39	2
2	46	39	258
2	47	39	514
2	48	39	770
2	49	39	1026
2	50	39	1282
2	51	39	1538
2	52	38	2
2	53	42	2
2	54	42	258
2	55	43	2
2	56	45	2
2	57	45	258
2	58	47	2
2	59	46	2
2	60	51	2
2	61	53	2
2	62	55	2
2	63	56	2
2	64	56	258
2	65	57	2
2	66	59	2
2	67	59	258
2	68	59	514
2	69	59	770
2	70	59	1026
2	71	59	1282
2	72	59	1538
2	73	61	2
2	74	61	258
2	75	61	514
2	76	61	770
2	77	61	1026
2	78	61	1282
2	79	61	1538
2	80	60	2
2	81	64	2
2	82	64	258
2	83	65	2
2	84	67	2
2	85	67	258
2	86	69	2
2	87	68	2
2	88	73	2
2	89	75	2
2	90	77	2
2	91	78	2
2	92	78	258
2	93	79	2
2	94	81	2
2	95	81	258
2	96	81	514
2	97	81	770
2	98	81	1026
2	99	81	1282
2	100	81	1538
2	101	83	2
2	102	83	258
2	103	83	514
2	104	83	770
2	105	83	1026
2	106	83	1282
2	107	83	1538
2	108	82	2
2	109	86	2
2	110	86	258
2	111	87	2
3	0	1	3
3	1	1	259
3	2	3	3
3	3	2	3
3	4	7	3
3	5	9	3
3	6	11	3
3	7	12	3
3	8	12	259
3	9	13	3
3	10	15	3
3	11	15	259
3	12	15	515
3	13	15	771
3	14	15	1027
3	15	15	1283
3	16	15	1539
3	17	17	3
3	18	17	259
3	19	17	515
3	20	17	771
3	21	17	1027
3	22	17	1283
3	23	17	1539
3	24	16	3
3	25	20	3
3	26	20	259
3	27	21	3
3	28	23	3
3	29	23	259
3	30	25	3
3	31	24	3
3	32	29	3
3	33	31	3
3	34	33	3
3	35	34	3
3	36	34	259
3	37	35	3
3	38	37	3
3	39	37	259
3	40	37	515
3	41	37	771
3	42	37	1027
3	43	37	1283
3	44	37	1539
3	45	39	3
3	46	39	259
3	47	39	515
3	48	39	771
3	49	39	1027
3	50	39	1283
3	51	39	1539
3	52	38	3
3	53	42	3
3	54	42	259
3	55	43	3
3	56	45	3
3	57	45	259
3	58	47	3
3	59	46	3
3	60	51	3
3	61	53	3
3	62	55	3
3	63	56	3
3	64	56	259
3	65	57	3
3	66	59	3
3	67	59	259
3	68	59	515
3	69	59	771
3	70	59	1027
3	71	59	1283
3	72	59	1539
3	73	61	3
3	74	61	259
3	75	61	515
3	76	61	771
3	77	61	1027
3	78	61	1283
3	79	61	1539
3	80	60	3
3	81	64	3
3	82	64	259
3	83	65	3
3	84	67	3
3	85	67	259
3	86	69	3
3	87	68	3
3	88	73	3
3	89	75	3
3	90	77	3
3	91	78	3
3	92	78	259
3	93	79	3
3	94	81	3
3	95	81	259
3	96	81	515
3	97	81	771
3	98	81	1027
3	99	81	1283
3	100	81	1539
3	101	83	3
3	102	83	259
3	103	83	515
3	104	83	771
3	105	83	1027
3	106	83	1283
3	107	83	1539
3	108	82	3
3	109	86	3
3	110	86	259
3	111	87	3
4	0	1	4
4	1	1	260
4	2	3	4
4	3	2	4
4	4	7	4
4	5	9	4
4	6	11	4
4	7	12	4
4	8	12	260
4	9	13	4
4	10	15	4
4	11	15	260
4	12	15	516
4	13	15	772
4	14	15	1028
4	15	15	1284
4	16	15	1540
4	17	17	4
4	18	17	260
4	19	17	516
4	20	17	772
4	21	17	1028
4	22	17	1284
4	23	17	1540
4	24	16	4
4	25	20	4
4	26	20	260
4	27	21	4
4	28	23	4
4	29	23	260
4	30	25	4
4	31	24	4
4	32	29	4
4	33	31	4
4	34	33	4
4	35	34	4
4	36	34	260
4	37	35	4
4	38	37	4
4	39	37	260
4	40	37	516
4	41	37	772
4	42	37	1028
4	43	37	1284
4	44	37	1540
4	45	39	4
4	46	39	260
4	47	39	516
4	48	39	772
4	49	39	1028
4	50	39	1284
4	51	39	1540
4	52	38	4
4	53	42	4
4	54	42	260
4	55	43	4
4	56	45	4
4	57	45	260
4	58	47	4
4	59	46	4
4	60	51	4
4	61	53	4
4	62	55	4
4	63	56	4
4	64	56	260
4	65	57	4
4	66	59	4
4	67	59	260
4	68	59	516
4	69	59	772
4	70	59	1028
4	71	59	1284
4	72	59	1540
4	73	61	4
4	74	61	260
4	75	61	516
4	76	61	772
4	77	61	1028
4	78	61	1284
4	79	61	1540
4	80	60	4
4	81	64	4
4	82	64	260
4	83	65	4
4	84	67	4
4	85	67	260
4	86	69	4
4	87	68	4
4	88	73	4
4	89	75	4
4	90	77	4
4	91	78	4
4	92	78	260
4	93	79	4
4	94	81	4
4	95	81	260
4	96	81	516
4	97	81	772
4	98	81	1028
4	99	81	1284
4	100	81	1540
4	101	83	4
4	102	83	260
4	103	83	516
4	104	83	772
4	105	83	1028
4	106	83	1284
4	107	83	1540
4	108	82	4
4	109	86	4
4	110	86	260
4	111	87	4
5	0	1	5
5	1	1	261
5	2	3	5
5	3	2	5
5	4	7	5
5	5	9	5
5	6	11	5
5	7	12	5
5	8	12	261
5	9	13	5
5	10	15	5
5	11	15	261
5	12	15	517
5	13	15	773
5	14	15	1029
5	15	15	1285
5	16	15	1541
5	17	17	5
5	18	17	261
5	19	17	517
5	20	17	773
5	21	17	1029
5	22	17	1285
5	23	17	1541
5	24	16	5
5	25	20	5
5	26	20	261
5	27	21	5
5	28	23	5
5	29	23	261
5	30	25	5
5	31	24	5
5	32	29	5
5	33	31	5
5	34	33	5
5	35	34	5
5	36	34	261
5	37	35	5
5	38	37	5
5	39	37	261
5	40	37	517
5	41	37	773
5	42	37	1029
5	43	37	1285
5	44	37	1541
5	45	39	5
5	46	39	261
5	47	39	517
5	48	39	773
5	49	39	1029
5	50	39	1285
5	51	39	1541
5	52	38	5
5	53	42	5
5	54	42	261
5	55	43	5
5	56	45	5
5	57	45	261
5	58	47	5
5	59	46	5
5	60	51	5
5	61	53	5
5	62	55	5
5	63	56	5
5	64	56	261
5	65	57	5
5	66	59	5
5	67	59	261
5	68	59	517
5	69	59	773
5	70	59	1029
5	71	59	1285
5	72	59	1541
5	73	61	5
5	74	61	261
5	75	61	517
5	76	61	773
5	77	61	1029
5	78	61	1285
5	79	61	1541
5	80	60	5
5	81	64	5
5	82	64	261
5	83	65	5
5	84	67	5
5	85	67	261
5	86	69	5
5	87	68	5
5	88	73	5
5	89	75	5
5	90	77	5
5	91	78	5
5	92	78	261
5	93	79	5
5	94	81	5
5	95	81	261
5	96	81	517
5	97	81	773
5	98	81	1029
5	99	81	1285
5	100	81	1541
5	101	83	5
5	102	83	261
5	103	83	517
5	104	83	773
5	105	83	1029
5	106	83	1285
5	107	83	1541
5	108	82	5
5	109	86	5
5	110	86	261
5	111	87	5
6	0	1	6
6	1	1	262
6	2	3	6
6	3	2	6
6	4	7	6
6	5	9	6
6	6	11	6
6	7	12	6
6	8	12	262
6	9	13	6
6	10	15	6
6	11	15	262
6	12	15	518
6	13	15	774
6	14	15	1030
6	15	15	1286
6	16	15	1542
6	17	17	6
6	18	17	262
6	19	17	518
6	20	17	774
6	21	17	1030
6	22	17	1286
6	23	17	1542
6	24	16	6
6	25	20	6
6	26	20	262
6	27	21	6
6	28	23	6
6	29	23	262
6	30	25	6
6	31	24	6
6	32	29	6
6	33	31	6
6	34	33	6
6	35	34	6
6	36	34	262
6	37	35	6
6	38	37	6
6	39	37	262
6	40	37	518
6	41	37	774
6	42	37	1030
6	43	37	1286
6	44	37	1542
6	45	39	6
6	46	39	262
6	47	39	518
6	48	39	774
6	49	39	1030
6	50	39	1286
6	51	39	1542
6	52	38	6
6	53	42	6
6	54	42	262
6	55	43	6
6	56	45	6
6	57	45	262
6	58	47	6
6	59	46	6
6	60	51	6
6	61	53	6
6	62	55	6
6	63	56	6
6	64	56	262
6	65	57	6
6	66	59	6
6	67	59	262
6	68	59	518
6	69	59	774
6	70	59	1030
6	71	59	1286
6	72	59	1542
6	73	61	6
6	74	61	262
6	75	61	518
6	76	61	774
6	77	61	1030
6	78	61	1286
6	79	61	1542
6	80	60	6
6	81	64	6
6	82	64	262
6	83	65	6
6	84	67	6
6	85	67	262
6	86	69	6
6	87	68	6
6	88	73	6
6	89	75	6
6	90	77	6
6	91	78	6
6	92	78	262
6	93	79	6
6	94	81	6
6	95	81	262
6	96	81	518
6	97	81	774
6	98	81	1030
6	99	81	1286
6	100	81	1542
6	101	83	6
6	102	83	262
6	103	83	518
6	104	83	774
6	105	83	1030
6	106	83	1286
6	107	83	1542
6	108	82	6
6	109	86	6
6	110	86	262
6	111	87	6
7	0	1	7
7	1	1	263
7	2	3	7
7	3	2	7
7	4	7	7
7	5	9	7
7	6	11	7
7	7	12	7
7	8	12	263
7	9	13	7
7	10	15	7
7	11	15	263
7	12	15	519
7	13	15	775
7	14	15	1031
7	15	15	1287
7	16	15	1543
7	17	17	7
7	18	17	263
7	19	17	519
7	20	17	775
7	21	17	1031
7	22	17	1287
7	23	17	1543
7	24	16	7
