workers=340
worker	slot	stage	logical_task
0	0	0	0
0	1	1	116
0	2	6	8
0	3	7	188
0	4	11	16
0	5	12	100
0	6	15	56
0	7	15	396
0	8	17	96
0	9	17	436
0	10	20	72
0	11	25	28
0	12	23	208
0	13	30	68
0	14	32	24
0	15	33	108
0	16	34	192
0	17	37	148
0	18	37	488
0	19	39	188
0	20	40	16
0	21	42	164
1	0	0	1
1	1	1	117
1	2	6	9
1	3	7	189
1	4	11	17
1	5	12	101
1	6	15	57
1	7	15	397
1	8	17	97
1	9	17	437
1	10	20	73
1	11	25	29
1	12	23	209
1	13	30	69
1	14	32	25
1	15	33	109
1	16	34	193
1	17	37	149
1	18	37	489
1	19	39	189
1	20	40	17
1	21	42	165
2	0	0	2
2	1	1	118
2	2	6	10
2	3	7	190
2	4	11	18
2	5	12	102
2	6	15	58
2	7	15	398
2	8	17	98
2	9	17	438
2	10	20	74
2	11	25	30
2	12	23	210
2	13	30	70
2	14	32	26
2	15	33	110
2	16	34	194
2	17	37	150
2	18	37	490
2	19	39	190
2	20	40	18
2	21	42	166
3	0	0	3
3	1	1	119
3	2	6	11
3	3	7	191
3	4	11	19
3	5	12	103
3	6	15	59
3	7	15	399
3	8	17	99
3	9	17	439
3	10	20	75
3	11	25	31
3	12	23	211
3	13	30	71
3	14	32	27
3	15	33	111
3	16	34	195
3	17	37	151
3	18	37	491
3	19	39	191
3	20	40	19
3	21	42	167
4	0	0	4
4	1	1	120
4	2	6	12
4	3	7	192
4	4	11	20
4	5	12	104
4	6	15	60
4	7	15	400
4	8	17	100
4	9	17	440
4	10	20	76
4	11	25	32
4	12	23	212
4	13	30	72
4	14	32	28
4	15	33	112
4	16	34	196
4	17	37	152
4	18	37	492
4	19	39	192
4	20	40	20
4	21	42	168
5	0	0	5
5	1	1	121
5	2	6	13
5	3	7	193
5	4	11	21
5	5	12	105
5	6	15	61
5	7	15	401
5	8	17	101
5	9	17	441
5	10	20	77
5	11	25	33
5	12	23	213
5	13	30	73
5	14	32	29
5	15	33	113
5	16	34	197
5	17	37	153
5	18	37	493
5	19	39	193
5	20	40	21
5	21	42	169
6	0	0	6
6	1	1	122
6	2	6	14
6	3	7	194
6	4	11	22
6	5	12	106
6	6	15	62
6	7	15	402
6	8	17	102
6	9	17	442
6	10	20	78
6	11	25	34
6	12	23	214
6	13	30	74
6	14	32	30
6	15	33	114
6	16	34	198
6	17	37	154
6	18	37	494
6	19	39	194
6	20	40	22
6	21	42	170
