workers=340
worker	slot	stage	logical_task
0	0	0	0
0	1	3	0
0	2	4	0
0	3	1	0
0	4	2	0
0	5	5	0
0	6	6	0
0	7	8	0
0	8	7	0
0	9	10	0
0	10	9	0
0	11	11	0
0	12	12	0
0	13	13	0
0	14	14	0
0	15	15	0
0	16	16	0
0	17	17	0
0	18	18	0
0	19	19	0
0	20	20	0
0	21	21	0
0	22	22	0
0	23	25	0
0	24	26	0
0	25	23	0
0	26	24	0
0	27	27	0
0	28	28	0
0	29	30	0
0	30	29	0
0	31	32	0
0	32	31	0
0	33	33	0
0	34	34	0
0	35	35	0
0	36	36	0
0	37	37	0
0	38	38	0
0	39	39	0
0	40	40	0
0	41	41	0
0	42	42	0
0	43	43	0
1	0	3	1
1	1	4	1
1	2	1	1
1	3	2	1
1	4	5	1
1	5	6	1
1	6	8	1
1	7	7	1
1	8	10	1
1	9	9	1
1	10	11	1
1	11	12	1
1	12	13	1
1	13	15	1
1	14	16	1
1	15	17	1
1	16	18	1
1	17	20	1
1	18	21	1
1	19	25	1
1	20	26	1
1	21	23	1
1	22	24	1
1	23	27	1
1	24	28	1
1	25	30	1
1	26	29	1
1	27	32	1
1	28	31	1
1	29	33	1
1	30	34	1
1	31	35	1
1	32	37	1
1	33	38	1
1	34	39	1
1	35	40	1
1	36	42	1
1	37	43	1
2	0	3	2
2	1	4	2
2	2	1	2
2	3	2	2
2	4	5	2
2	5	6	2
2	6	7	2
2	7	11	2
2	8	12	2
2	9	13	2
2	10	15	2
2	11	16	2
2	12	17	2
2	13	18	2
2	14	20	2
2	15	21	2
2	16	25	2
2	17	26	2
2	18	23	2
2	19	24	2
2	20	27	2
2	21	28	2
2	22	29	2
2	23	33	2
2	24	34	2
2	25	35	2
2	26	37	2
2	27	38	2
2	28	39	2
2	29	40	2
2	30	42	2
2	31	43	2
3	0	3	3
3	1	4	3
3	2	1	3
3	3	2	3
3	4	5	3
3	5	6	3
3	6	7	3
3	7	11	3
3	8	12	3
3	9	13	3
3	10	15	3
3	11	16	3
3	12	17	3
3	13	18	3
3	14	20	3
3	15	21	3
3	16	25	3
3	17	26	3
3	18	23	3
3	19	24	3
3	20	27	3
3	21	28	3
3	22	29	3
3	23	33	3
3	24	34	3
3	25	35	3
3	26	37	3
3	27	38	3
3	28	39	3
3	29	40	3
3	30	42	3
3	31	43	3
4	0	3	4
4	1	4	4
4	2	1	4
4	3	2	4
4	4	5	4
4	5	6	4
4	6	12	4
4	7	13	4
4	8	15	4
4	9	16	4
4	10	17	4
4	11	18	4
4	12	20	4
4	13	21	4
4	14	25	4
4	15	26	4
4	16	23	4
4	17	24	4
4	18	27	4
4	19	28	4
4	20	34	4
4	21	35	4
4	22	37	4
4	23	38	4
4	24	39	4
