workers=256
worker	slot	stage	logical_task
0	0	0	0
0	1	5	15
0	2	15	16
0	3	16	16
0	4	17	208
0	5	21	15
0	6	24	30
0	7	36	0
0	8	37	255
0	9	39	191
0	10	42	126
1	0	3	0
1	1	5	16
1	2	15	17
1	3	16	17
1	4	17	209
1	5	21	16
1	6	24	31
1	7	37	0
1	8	38	0
1	9	39	192
1	10	42	127
2	0	3	1
2	1	5	17
2	2	15	18
2	3	16	18
2	4	17	210
2	5	21	17
2	6	27	0
2	7	37	1
2	8	38	1
2	9	39	193
2	10	43	0
3	0	3	2
3	1	5	18
3	2	15	19
3	3	16	19
3	4	17	211
3	5	21	18
3	6	27	1
3	7	37	2
3	8	38	2
3	9	39	194
3	10	43	1
4	0	3	3
4	1	5	19
4	2	15	20
4	3	16	20
4	4	17	212
4	5	21	19
4	6	27	2
4	7	37	3
4	8	38	3
4	9	39	195
4	10	43	2
5	0	3	4
5	1	5	20
5	2	15	21
5	3	16	21
5	4	17	213
5	5	21	20
5	6	27	3
5	7	37	4
5	8	38	4
5	9	39	196
5	10	43	3
6	0	3	5
6	1	5	21
6	2	15	22
6	3	16	22
6	4	17	214
6	5	21	21
6	6	27	4
6	7	37	5
6	8	38	5
6	9	39	197
6	10	43	4
7	0	3	6
7	1	5	22
7	2	15	23
7	3	16	23
7	4	17	215
7	5	21	22
7	6	27	5
7	7	37	6
7	8	38	6
7	9	39	198
7	10	43	5
8	0	3	7
8	1	5	23
8	2	15	24
8	3	16	24
8	4	17	216
8	5	21	23
8	6	27	6
8	7	37	7
8	8	38	7
8	9	39	199
8	10	43	6
9	0	3	8
9	1	5	24
9	2	15	25
9	3	16	25
9	4	17	217
9	5	21	24
9	6	27	7
9	7	37	8
9	8	38	8
9	9	39	200
9	10	43	7
10	0	3	9
10	1	5	25
10	2	15	26
10	3	16	26
10	4	17	218
10	5	21	25
10	6	27	8
10	7	37	9
10	8	38	9
10	9	39	201
10	10	43	8
11	0	3	10
11	1	5	26
11	2	15	27
11	3	16	27
11	4	17	219
11	5	21	26
11	6	27	9
11	7	37	10
11	8	38	10
11	9	39	202
11	10	43	9
12	0	3	11
12	1	5	27
12	2	15	28
12	3	16	28
12	4	17	220
12	5	21	27
12	6	27	10
12	7	37	11
12	8	38	11
12	9	39	203
12	10	43	10
13	0	3	12
13	1	5	28
13	2	15	29
13	3	16	29
13	4	17	221
13	5	21	28
13	6	27	11
13	7	37	12
13	8	38	12
13	9	39	204
13	10	43	11
14	0	3	13
14	1	5	29
14	2	15	30
14	3	16	30
14	4	17	222
14	5	21	29
14	6	27	12
14	7	37	13
14	8	38	13
14	9	39	205
14	10	43	12
15	0	3	14
15	1	5	30
15	2	15	31
15	3	16	31
15	4	17	223
15	5	21	30
15	6	27	13
15	7	37	14
15	8	38	14
15	9	39	206
15	10	43	13
16	0	3	15
16	1	5	31
16	2	15	32
16	3	16	32
16	4	17	224
16	5	21	31
16	6	27	14
16	7	37	15
16	8	38	15
16	9	39	207
16	10	43	14
17	0	3	16
17	1	5	32
17	2	15	33
17	3	16	33
17	4	17	225
17	5	22	0
17	6	27	15
17	7	37	16
17	8	38	16
17	9	39	208
17	10	43	15
18	0	3	17
18	1	5	33
18	2	15	34
18	3	16	34
18	4	17	226
18	5	25	0
18	6	27	16
18	7	37	17
18	8	38	17
18	9	39	209
18	10	43	16
19	0	3	18
19	1	5	34
19	2	15	35
19	3	16	35
19	4	17	227
19	5	25	1
19	6	27	17
19	7	37	18
19	8	38	18
19	9	39	210
19	10	43	17
20	0	3	19
20	1	5	35
20	2	15	36
20	3	16	36
20	4	17	228
20	5	25	2
20	6	27	18
20	7	37	19
20	8	38	19
20	9	39	211
20	10	43	18
21	0	3	20
21	1	5	36
21	2	15	37
21	3	16	37
21	4	17	229
21	5	25	3
21	6	27	19
21	7	37	20
21	8	38	20
21	9	39	212
21	10	43	19
22	0	3	21
22	1	5	37
22	2	15	38
22	3	16	38
22	4	17	230
22	5	25	4
22	6	27	20
22	7	37	21
22	8	38	21
22	9	39	213
22	10	43	20
23	0	3	22
23	1	5	38
23	2	15	39
23	3	16	39
23	4	17	231
23	5	25	5
23	6	27	21
23	7	37	22
23	8	38	22
23	9	39	214
23	10	43	21
24	0	3	23
24	1	5	39
24	2	15	40
24	3	16	40
24	4	17	232
24	5	25	6
24	6	27	22
24	7	37	23
24	8	38	23
24	9	39	215
24	10	43	22
25	0	3	24
25	1	5	40
25	2	15	41
25	3	16	41
25	4	17	233
25	5	25	7
25	6	27	23
25	7	37	24
25	8	38	24
25	9	39	216
25	10	43	23
26	0	3	25
26	1	5	41
26	2	15	42
26	3	16	42
26	4	17	234
26	5	25	8
26	6	27	24
26	7	37	25
26	8	38	25
26	9	39	217
26	10	43	24
27	0	3	26
27	1	5	42
27	2	15	43
27	3	16	43
27	4	17	235
27	5	25	9
27	6	27	25
27	7	37	26
27	8	38	26
27	9	39	218
27	10	43	25
28	0	3	27
28	1	5	43
28	2	15	44
28	3	16	44
28	4	17	236
28	5	25	10
28	6	27	26
28	7	37	27
28	8	38	27
28	9	39	219
28	10	43	26
29	0	3	28
29	1	5	44
29	2	15	45
29	3	16	45
29	4	17	237
29	5	25	11
29	6	27	27
29	7	37	28
29	8	38	28
29	9	39	220
29	10	43	27
30	0	3	29
30	1	5	45
30	2	15	46
30	3	16	46
30	4	17	238
30	5	25	12
30	6	27	28
30	7	37	29
30	8	38	29
30	9	39	221
30	10	43	28
31	0	3	30
31	1	5	46
31	2	15	47
31	3	16	47
31	4	17	239
31	5	25	13
31	6	27	29
31	7	37	30
31	8	38	30
31	9	39	222
31	10	43	29
32	0	3	31
32	1	5	47
32	2	15	48
32	3	16	48
32	4	17	240
