workers=256
worker	slot	stage	logical_task
0	0	0	0
0	1	1	32
0	2	2	32
0	3	8	64
0	4	7	192
0	5	9	64
0	6	11	192
0	7	12	192
0	8	15	64
0	9	15	320
0	10	16	64
0	11	17	192
0	12	17	448
0	13	20	0
0	14	21	0
0	15	26	0
0	16	23	224
0	17	30	0
0	18	29	128
0	19	31	0
0	20	33	128
0	21	34	128
0	22	37	0
0	23	37	256
0	24	38	0
0	25	39	128
0	26	39	384
0	27	41	0
0	28	42	192
1	0	0	1
1	1	1	33
1	2	2	33
1	3	8	65
1	4	7	193
1	5	9	65
1	6	11	193
1	7	12	193
1	8	15	65
1	9	15	321
1	10	16	65
1	11	17	193
1	12	17	449
1	13	20	1
1	14	21	1
1	15	26	1
1	16	23	225
1	17	30	1
1	18	29	129
1	19	31	1
1	20	33	129
1	21	34	129
1	22	37	1
1	23	37	257
1	24	38	1
1	25	39	129
1	26	39	385
1	27	41	1
1	28	42	193
2	0	0	2
2	1	1	34
2	2	2	34
2	3	8	66
2	4	7	194
2	5	9	66
2	6	11	194
2	7	12	194
2	8	15	66
2	9	15	322
2	10	16	66
2	11	17	194
2	12	17	450
2	13	20	2
2	14	21	2
2	15	26	2
2	16	23	226
2	17	30	2
2	18	29	130
2	19	31	2
2	20	33	130
2	21	34	130
2	22	37	2
2	23	37	258
2	24	38	2
2	25	39	130
2	26	39	386
2	27	41	2
2	28	42	194
3	0	0	3
3	1	1	35
3	2	2	35
3	3	8	67
3	4	7	195
3	5	9	67
3	6	11	195
3	7	12	195
3	8	15	67
3	9	15	323
3	10	16	67
3	11	17	195
3	12	17	451
3	13	20	3
3	14	21	3
3	15	26	3
3	16	23	227
3	17	30	3
3	18	29	131
3	19	31	3
3	20	33	131
3	21	34	131
3	22	37	3
3	23	37	259
3	24	38	3
3	25	39	131
3	26	39	387
3	27	41	3
3	28	42	195
4	0	0	4
4	1	1	36
4	2	2	36
4	3	8	68
4	4	7	196
4	5	9	68
4	6	11	196
4	7	12	196
4	8	15	68
4	9	15	324
4	10	16	68
4	11	17	196
4	12	17	452
4	13	20	4
4	14	21	4
4	15	26	4
4	16	23	228
4	17	30	4
4	18	29	132
4	19	31	4
4	20	33	132
4	21	34	132
4	22	37	4
4	23	37	260
4	24	38	4
4	25	39	132
4	26	39	388
4	27	41	4
4	28	42	196
5	0	0	5
5	1	1	37
5	2	2	37
5	3	8	69
5	4	7	197
5	5	9	69
5	6	11	197
5	7	12	197
5	8	15	69
5	9	15	325
5	10	16	69
5	11	17	197
5	12	17	453
5	13	20	5
5	14	21	5
5	15	26	5
5	16	23	229
5	17	30	5
5	18	29	133
5	19	31	5
5	20	33	133
5	21	34	133
5	22	37	5
5	23	37	261
5	24	38	5
5	25	39	133
5	26	39	389
5	27	41	5
5	28	42	197
6	0	0	6
6	1	1	38
6	2	2	38
6	3	8	70
6	4	7	198
6	5	9	70
6	6	11	198
6	7	12	198
6	8	15	70
6	9	15	326
6	10	16	70
6	11	17	198
6	12	17	454
6	13	20	6
6	14	21	6
6	15	26	6
6	16	23	230
6	17	30	6
6	18	29	134
6	19	31	6
6	20	33	134
6	21	34	134
6	22	37	6
6	23	37	262
6	24	38	6
6	25	39	134
6	26	39	390
6	27	41	6
6	28	42	198
7	0	0	7
7	1	1	39
7	2	2	39
7	3	8	71
7	4	7	199
7	5	9	71
7	6	11	199
7	7	12	199
7	8	15	71
7	9	15	327
7	10	16	71
7	11	17	199
7	12	17	455
7	13	20	7
7	14	21	7
7	15	26	7
7	16	23	231
7	17	30	7
7	18	29	135
7	19	31	7
7	20	33	135
7	21	34	135
7	22	37	7
7	23	37	263
7	24	38	7
7	25	39	135
7	26	39	391
7	27	41	7
7	28	42	199
8	0	0	8
8	1	1	40
8	2	2	40
8	3	8	72
8	4	7	200
8	5	9	72
8	6	11	200
8	7	12	200
8	8	15	72
8	9	15	328
8	10	16	72
8	11	17	200
8	12	17	456
8	13	20	8
8	14	21	8
8	15	26	8
8	16	23	232
8	17	30	8
8	18	29	136
8	19	31	8
8	20	33	136
8	21	34	136
8	22	37	8
8	23	37	264
8	24	38	8
8	25	39	136
8	26	39	392
8	27	41	8
8	28	42	200
9	0	0	9
9	1	1	41
9	2	2	41
9	3	8	73
9	4	7	201
9	5	9	73
9	6	11	201
9	7	12	201
9	8	15	73
9	9	15	329
9	10	16	73
9	11	17	201
9	12	17	457
9	13	20	9
9	14	21	9
9	15	26	9
9	16	23	233
9	17	30	9
9	18	29	137
9	19	31	9
9	20	33	137
9	21	34	137
9	22	37	9
9	23	37	265
9	24	38	9
9	25	39	137
9	26	39	393
9	27	41	9
9	28	42	201
10	0	0	10
10	1	1	42
10	2	2	42
10	3	8	74
10	4	7	202
10	5	9	74
10	6	11	202
10	7	12	202
10	8	15	74
10	9	15	330
10	10	16	74
10	11	17	202
10	12	17	458
10	13	20	10
10	14	21	10
10	15	26	10
10	16	23	234
10	17	30	10
10	18	29	138
10	19	31	10
10	20	33	138
10	21	34	138
10	22	37	10
10	23	37	266
10	24	38	10
10	25	39	138
10	26	39	394
10	27	41	10
10	28	42	202
11	0	0	11
11	1	1	43
11	2	2	43
11	3	8	75
11	4	7	203
11	5	9	75
11	6	11	203
11	7	12	203
11	8	15	75
11	9	15	331
11	10	16	75
11	11	17	203
11	12	17	459
11	13	20	11
11	14	21	11
11	15	26	11
11	16	23	235
11	17	30	11
11	18	29	139
11	19	31	11
11	20	33	139
11	21	34	139
11	22	37	11
11	23	37	267
