workers=340
worker	slot	stage	logical_task
0	0	0	0
0	1	1	0
0	2	2	0
0	3	7	0
0	4	9	0
0	5	11	0
0	6	12	0
0	7	13	0
0	8	14	0
0	9	15	0
0	10	17	84
0	11	16	0
0	12	19	0
0	13	20	0
0	14	21	0
0	15	22	0
0	16	23	0
0	17	24	0
0	18	29	0
0	19	31	0
0	20	33	0
0	21	34	0
0	22	35	0
0	23	36	0
0	24	37	0
0	25	39	84
0	26	38	0
0	27	41	0
0	28	42	0
0	29	43	0
1	0	0	1
1	1	1	1
1	2	2	1
1	3	7	1
1	4	9	1
1	5	11	1
1	6	12	1
1	7	13	1
1	8	14	1
1	9	15	1
1	10	17	85
1	11	16	1
1	12	19	1
1	13	20	1
1	14	21	1
1	15	22	1
1	16	23	1
1	17	24	1
1	18	29	1
1	19	31	1
1	20	33	1
1	21	34	1
1	22	35	1
1	23	36	1
1	24	37	1
1	25	39	85
1	26	38	1
1	27	41	1
1	28	42	1
1	29	43	1
2	0	0	2
2	1	1	2
2	2	2	2
2	3	7	2
2	4	9	2
2	5	11	2
2	6	12	2
2	7	13	2
2	8	14	2
2	9	15	2
2	10	17	86
2	11	16	2
2	12	19	2
2	13	20	2
2	14	21	2
2	15	22	2
2	16	23	2
2	17	24	2
2	18	29	2
2	19	31	2
2	20	33	2
2	21	34	2
2	22	35	2
2	23	36	2
2	24	37	2
2	25	39	86
2	26	38	2
2	27	41	2
2	28	42	2
2	29	43	2
3	0	0	3
3	1	1	3
3	2	2	3
3	3	7	3
3	4	9	3
3	5	11	3
3	6	12	3
3	7	13	3
3	8	14	3
3	9	15	3
3	10	17	87
3	11	16	3
3	12	19	3
3	13	20	3
3	14	21	3
3	15	22	3
3	16	23	3
3	17	24	3
3	18	29	3
3	19	31	3
3	20	33	3
3	21	34	3
3	22	35	3
3	23	36	3
3	24	37	3
3	25	39	87
3	26	38	3
3	27	41	3
3	28	42	3
3	29	43	3
4	0	0	4
4	1	1	4
4	2	2	4
4	3	7	4
4	4	9	4
4	5	11	4
4	6	12	4
4	7	13	4
4	8	14	4
4	9	15	4
4	10	17	88
4	11	16	4
4	12	19	4
4	13	20	4
4	14	21	4
4	15	22	4
4	16	23	4
4	17	24	4
4	18	29	4
4	19	31	4
4	20	33	4
4	21	34	4
4	22	35	4
4	23	36	4
4	24	37	4
4	25	39	88
4	26	38	4
4	27	41	4
4	28	42	4
4	29	43	4
5	0	0	5
5	1	1	5
5	2	2	5
5	3	7	5
5	4	9	5
5	5	11	5
5	6	12	5
5	7	13	5
5	8	14	5
5	9	15	5
5	10	17	89
5	11	16	5
5	12	19	5
5	13	20	5
5	14	21	5
5	15	22	5
5	16	23	5
5	17	24	5
5	18	29	5
5	19	31	5
5	20	33	5
5	21	34	5
5	22	35	5
5	23	36	5
5	24	37	5
5	25	39	89
5	26	38	5
5	27	41	5
5	28	42	5
5	29	43	5
6	0	0	6
6	1	1	6
6	2	2	6
6	3	7	6
6	4	9	6
6	5	11	6
6	6	12	6
6	7	13	6
6	8	14	6
6	9	15	6
6	10	17	90
6	11	16	6
6	12	19	6
6	13	20	6
6	14	21	6
6	15	22	6
6	16	23	6
6	17	24	6
6	18	29	6
6	19	31	6
6	20	33	6
6	21	34	6
6	22	35	6
6	23	36	6
6	24	37	6
6	25	39	90
6	26	38	6
6	27	41	6
6	28	42	6
6	29	43	6
7	0	0	7
7	1	1	7
7	2	2	7
7	3	7	7
7	4	9	7
7	5	11	7
7	6	12	7
7	7	13	7
7	8	14	7
7	9	15	7
7	10	17	91
7	11	16	7
7	12	19	7
7	13	20	7
7	14	21	7
7	15	22	7
7	16	23	7
7	17	24	7
7	18	29	7
7	19	31	7
7	20	33	7
7	21	34	7
7	22	35	7
7	23	36	7
7	24	37	7
7	25	39	91
7	26	38	7
7	27	41	7
7	28	42	7
7	29	43	7
8	0	0	8
8	1	1	8
8	2	2	8
8	3	7	8
8	4	9	8
8	5	11	8
8	6	12	8
8	7	13	8
8	8	14	8
8	9	15	8
8	10	17	92
8	11	16	8
8	12	19	8
8	13	20	8
8	14	21	8
8	15	22	8
8	16	23	8
8	17	24	8
8	18	29	8
8	19	31	8
8	20	33	8
8	21	34	8
8	22	35	8
8	23	36	8
8	24	37	8
8	25	39	92
8	26	38	8
8	27	41	8
8	28	42	8
8	29	43	8
9	0	0	9
9	1	1	9
9	2	2	9
9	3	7	9
9	4	9	9
9	5	11	9
9	6	12	9
9	7	13	9
9	8	14	9
9	9	15	9
9	10	17	93
9	11	16	9
9	12	19	9
9	13	20	9
9	14	21	9
9	15	22	9
9	16	23	9
9	17	24	9
9	18	29	9
9	19	31	9
9	20	33	9
9	21	34	9
9	22	35	9
9	23	36	9
9	24	37	9
9	25	39	93
9	26	38	9
9	27	41	9
9	28	42	9
9	29	43	9
10	0	0	10
10	1	1	10
10	2	2	10
10	3	7	10
10	4	9	10
10	5	11	10
10	6	12	10
10	7	13	10
10	8	14	10
10	9	15	10
10	10	17	94
10	11	16	10
10	12	19	10
10	13	20	10
10	14	21	10
10	15	22	10
10	16	23	10
10	17	24	10
10	18	29	10
10	19	31	10
10	20	33	10
10	21	34	10
10	22	35	10
10	23	36	10
10	24	37	10
10	25	39	94
10	26	38	10
10	27	41	10
10	28	42	10
10	29	43	10
11	0	0	11
11	1	1	11
11	2	2	11
11	3	7	11
11	4	9	11
11	5	11	11
11	6	12	11
11	7	13	11
11	8	14	11
11	9	15	11
11	10	17	95
11	11	16	11
11	12	19	11
11	13	20	11
11	14	21	11
11	15	22	11
11	16	23	11
11	17	24	11
11	18	29	11
11	19	31	11
11	20	33	11
11	21	34	11
11	22	35	11
11	23	36	11
11	24	37	11
11	25	39	95
11	26	38	11
11	27	41	11
11	28	42	11
11	29	43	11
12	0	0	12
12	1	1	12
12	2	2	12
12	3	7	12
12	4	9	12
12	5	11	12
12	6	12	12
12	7	13	12
12	8	14	12
12	9	15	12
12	10	17	96
12	11	16	12
12	12	19	12
12	13	20	12
12	14	21	12
12	15	22	12
12	16	23	12
12	17	24	12
12	18	29	12
12	19	31	12
12	20	33	12
12	21	34	12
12	22	35	12
12	23	36	12
12	24	37	12
12	25	39	96
12	26	38	12
12	27	41	12
12	28	42	12
12	29	43	12
13	0	0	13
13	1	1	13
13	2	2	13
13	3	7	13
13	4	9	13
13	5	11	13
13	6	12	13
13	7	13	13
13	8	14	13
13	9	15	13
13	10	17	97
13	11	16	13
13	12	19	13
13	13	20	13
13	14	21	13
13	15	22	13
13	16	23	13
13	17	24	13
13	18	29	13
13	19	31	13
13	20	33	13
13	21	34	13
13	22	35	13
13	23	36	13
13	24	37	13
13	25	39	97
13	26	38	13
13	27	41	13
13	28	42	13
13	29	43	13
14	0	0	14
14	1	1	14
14	2	2	14
14	3	7	14
14	4	9	14
14	5	11	14
14	6	12	14
14	7	13	14
14	8	14	14
14	9	15	14
14	10	17	98
14	11	16	14
14	12	19	14
14	13	20	14
14	14	21	14
14	15	22	14
14	16	23	14
14	17	24	14
14	18	29	14
14	19	31	14
14	20	33	14
14	21	34	14
14	22	35	14
14	23	36	14
14	24	37	14
14	25	39	98
14	26	38	14
14	27	41	14
14	28	42	14
14	29	43	14
15	0	0	15
15	1	1	15
15	2	2	15
15	3	7	15
15	4	9	15
15	5	11	15
15	6	12	15
15	7	13	15
15	8	14	15
15	9	15	15
15	10	17	99
15	11	16	15
15	12	19	15
15	13	20	15
15	14	21	15
15	15	22	15
15	16	23	15
15	17	24	15
15	18	29	15
15	19	31	15
15	20	33	15
15	21	34	15
15	22	35	15
15	23	36	15
15	24	37	15
15	25	39	99
15	26	38	15
15	27	41	15
15	28	42	15
15	29	43	15
16	0	0	16
16	1	1	16
16	2	2	16
16	3	7	16
16	4	9	16
16	5	11	16
16	6	12	16
16	7	13	16
16	8	14	16
16	9	15	16
16	10	17	100
16	11	16	16
16	12	19	16
16	13	20	16
16	14	21	16
16	15	22	16
16	16	23	16
16	17	24	16
16	18	29	16
16	19	31	16
16	20	33	16
16	21	34	16
16	22	35	16
16	23	36	16
16	24	37	16
16	25	39	100
16	26	38	16
16	27	41	16
16	28	42	16
16	29	43	16
17	0	0	17
17	1	1	17
17	2	2	17
17	3	7	17
17	4	9	17
17	5	11	17
17	6	12	17
17	7	13	17
17	8	14	17
17	9	15	17
17	10	17	101
17	11	16	17
17	12	19	17
17	13	20	17
17	14	21	17
17	15	22	17
17	16	23	17
17	17	24	17
17	18	29	17
17	19	31	17
17	20	33	17
17	21	34	17
17	22	35	17
17	23	36	17
17	24	37	17
17	25	39	101
17	26	38	17
17	27	41	17
17	28	42	17
17	29	43	17
18	0	0	18
18	1	1	18
18	2	2	18
18	3	7	18
18	4	9	18
18	5	11	18
18	6	12	18
18	7	13	18
18	8	14	18
18	9	15	18
18	10	17	102
18	11	16	18
18	12	19	18
18	13	20	18
18	14	21	18
18	15	22	18
18	16	23	18
18	17	24	18
18	18	29	18
18	19	31	18
18	20	33	18
18	21	34	18
18	22	35	18
18	23	36	18
18	24	37	18
18	25	39	102
18	26	38	18
18	27	41	18
18	28	42	18
18	29	43	18
19	0	0	19
19	1	1	19
19	2	2	19
19	3	7	19
19	4	9	19
19	5	11	19
19	6	12	19
19	7	13	19
19	8	14	19
19	9	15	19
19	10	17	103
19	11	16	19
19	12	19	19
19	13	20	19
19	14	21	19
19	15	22	19
19	16	23	19
19	17	24	19
19	18	29	19
19	19	31	19
19	20	33	19
19	21	34	19
19	22	35	19
19	23	36	19
19	24	37	19
19	25	39	103
19	26	38	19
19	27	41	19
19	28	42	19
19	29	43	19
20	0	0	20
20	1	1	20
20	2	2	20
20	3	7	20
20	4	9	20
20	5	11	20
20	6	12	20
20	7	13	20
20	8	14	20
20	9	15	20
20	10	17	104
20	11	16	20
20	12	19	20
20	13	20	20
20	14	21	20
20	15	22	20
20	16	23	20
20	17	24	20
20	18	29	20
20	19	31	20
20	20	33	20
20	21	34	20
20	22	35	20
20	23	36	20
20	24	37	20
20	25	39	104
20	26	38	20
20	27	41	20
20	28	42	20
20	29	43	20
21	0	0	21
21	1	1	21
21	2	2	21
21	3	7	21
21	4	9	21
21	5	11	21
21	6	12	21
21	7	13	21
21	8	14	21
21	9	15	21
21	10	17	105
21	11	16	21
21	12	19	21
21	13	20	21
21	14	21	21
21	15	22	21
21	16	23	21
21	17	24	21
21	18	29	21
21	19	31	21
21	20	33	21
21	21	34	21
21	22	35	21
21	23	36	21
21	24	37	21
21	25	39	105
21	26	38	21
21	27	41	21
21	28	42	21
21	29	43	21
22	0	0	22
22	1	1	22
22	2	2	22
22	3	7	22
22	4	9	22
22	5	11	22
22	6	12	22
22	7	13	22
22	8	14	22
22	9	15	22
22	10	17	106
22	11	16	22
22	12	19	22
22	13	20	22
22	14	21	22
22	15	22	22
22	16	23	22
22	17	24	22
22	18	29	22
22	19	31	22
22	20	33	22
22	21	34	22
22	22	35	22
22	23	36	22
22	24	37	22
22	25	39	106
22	26	38	22
22	27	41	22
22	28	42	22
22	29	43	22
23	0	0	23
23	1	1	23
23	2	2	23
23	3	7	23
23	4	9	23
23	5	11	23
23	6	12	23
23	7	13	23
23	8	14	23
23	9	15	23
23	10	17	107
23	11	16	23
23	12	19	23
23	13	20	23
23	14	21	23
23	15	22	23
23	16	23	23
23	17	24	23
23	18	29	23
23	19	31	23
23	20	33	23
23	21	34	23
23	22	35	23
23	23	36	23
23	24	37	23
23	25	39	107
23	26	38	23
23	27	41	23
23	28	42	23
23	29	43	23
24	0	0	24
24	1	1	24
24	2	2	24
24	3	7	24
24	4	9	24
24	5	11	24
24	6	12	24
24	7	13	24
24	8	14	24
24	9	15	24
24	10	17	108
24	11	16	24
24	12	19	24
24	13	20	24
24	14	21	24
24	15	22	24
24	16	23	24
24	17	24	24
24	18	29	24
24	19	31	24
24	20	33	24
24	21	34	24
24	22	35	24
24	23	36	24
24	24	37	24
24	25	39	108
24	26	38	24
24	27	41	24
24	28	42	24
24	29	43	24
25	0	0	25
25	1	1	25
25	2	2	25
25	3	7	25
25	4	9	25
25	5	11	25
25	6	12	25
25	7	13	25
25	8	14	25
25	9	15	25
25	10	17	109
25	11	16	25
25	12	19	25
25	13	20	25
25	14	21	25
25	15	22	25
25	16	23	25
25	17	24	25
25	18	29	25
25	19	31	25
25	20	33	25
25	21	34	25
25	22	35	25
25	23	36	25
25	24	37	25
25	25	39	109
25	26	38	25
25	27	41	25
25	28	42	25
25	29	43	25
26	0	0	26
26	1	1	26
26	2	2	26
26	3	7	26
26	4	9	26
26	5	11	26
26	6	12	26
26	7	13	26
26	8	14	26
26	9	15	26
26	10	17	110
26	11	16	26
26	12	19	26
26	13	20	26
26	14	21	26
26	15	22	26
26	16	23	26
26	17	24	26
26	18	29	26
26	19	31	26
26	20	33	26
26	21	34	26
26	22	35	26
26	23	36	26
26	24	37	26
26	25	39	110
26	26	38	26
26	27	41	26
26	28	42	26
26	29	43	26
27	0	0	27
27	1	1	27
27	2	2	27
27	3	7	27
27	4	9	27
27	5	11	27
27	6	12	27
27	7	13	27
27	8	14	27
27	9	15	27
27	10	17	111
27	11	16	27
27	12	19	27
27	13	20	27
27	14	21	27
27	15	22	27
27	16	23	27
27	17	24	27
27	18	29	27
27	19	31	27
27	20	33	27
27	21	34	27
27	22	35	27
27	23	36	27
27	24	37	27
27	25	39	111
27	26	38	27
27	27	41	27
27	28	42	27
27	29	43	27
28	0	0	28
28	1	1	28
