workers=256
worker	slot	stage	logical_task
0	0	0	0
0	1	2	16
0	2	7	96
0	3	11	96
0	4	15	32
0	5	16	32
0	6	17	224
0	7	21	0
0	8	23	112
0	9	29	64
0	10	33	64
0	11	37	0
0	12	38	0
0	13	39	192
0	14	42	96
1	0	0	1
1	1	2	17
1	2	7	97
1	3	11	97
1	4	15	33
1	5	16	33
1	6	17	225
1	7	21	1
1	8	23	113
1	9	29	65
1	10	33	65
1	11	37	1
1	12	38	1
1	13	39	193
1	14	42	97
2	0	0	2
2	1	2	18
2	2	7	98
2	3	11	98
2	4	15	34
2	5	16	34
2	6	17	226
2	7	21	2
2	8	23	114
2	9	29	66
2	10	33	66
2	11	37	2
2	12	38	2
2	13	39	194
2	14	42	98
3	0	0	3
3	1	2	19
3	2	7	99
3	3	11	99
3	4	15	35
3	5	16	35
3	6	17	227
3	7	21	3
3	8	23	115
3	9	29	67
3	10	33	67
3	11	37	3
3	12	38	3
3	13	39	195
3	14	42	99
4	0	0	4
4	1	2	20
4	2	7	100
4	3	11	100
4	4	15	36
4	5	16	36
4	6	17	228
4	7	21	4
4	8	23	116
4	9	29	68
4	10	33	68
4	11	37	4
4	12	38	4
4	13	39	196
4	14	42	100
5	0	0	5
5	1	2	21
5	2	7	101
5	3	11	101
5	4	15	37
5	5	16	37
5	6	17	229
5	7	21	5
5	8	23	117
5	9	29	69
5	10	33	69
5	11	37	5
5	12	38	5
5	13	39	197
5	14	42	101
6	0	0	6
6	1	2	22
6	2	7	102
6	3	11	102
6	4	15	38
6	5	16	38
6	6	17	230
6	7	21	6
6	8	23	118
6	9	29	70
6	10	33	70
6	11	37	6
6	12	38	6
6	13	39	198
6	14	42	102
7	0	0	7
7	1	2	23
7	2	7	103
7	3	11	103
7	4	15	39
7	5	16	39
7	6	17	231
7	7	21	7
7	8	23	119
7	9	29	71
7	10	33	71
7	11	37	7
7	12	38	7
7	13	39	199
7	14	42	103
8	0	0	8
8	1	2	24
8	2	7	104
8	3	11	104
8	4	15	40
8	5	16	40
8	6	17	232
8	7	21	8
8	8	23	120
8	9	29	72
8	10	33	72
8	11	37	8
8	12	38	8
8	13	39	200
8	14	42	104
9	0	0	9
9	1	2	25
9	2	7	105
9	3	11	105
9	4	15	41
9	5	16	41
9	6	17	233
9	7	21	9
9	8	23	121
9	9	29	73
9	10	33	73
9	11	37	9
9	12	38	9
9	13	39	201
9	14	42	105
10	0	0	10
10	1	2	26
10	2	7	106
10	3	11	106
10	4	15	42
10	5	16	42
10	6	17	234
10	7	21	10
10	8	23	122
10	9	29	74
10	10	33	74
10	11	37	10
10	12	38	10
10	13	39	202
10	14	42	106
11	0	0	11
11	1	2	27
11	2	7	107
11	3	11	107
11	4	15	43
11	5	16	43
11	6	17	235
11	7	21	11
11	8	23	123
11	9	29	75
11	10	33	75
11	11	37	11
11	12	38	11
11	13	39	203
11	14	42	107
12	0	0	12
12	1	2	28
12	2	7	108
12	3	11	108
12	4	15	44
12	5	16	44
12	6	17	236
12	7	21	12
12	8	23	124
12	9	29	76
12	10	33	76
12	11	37	12
12	12	38	12
12	13	39	204
12	14	42	108
13	0	0	13
13	1	2	29
13	2	7	109
13	3	11	109
13	4	15	45
13	5	16	45
13	6	17	237
13	7	21	13
13	8	23	125
13	9	29	77
13	10	33	77
13	11	37	13
13	12	38	13
13	13	39	205
13	14	42	109
14	0	0	14
14	1	2	30
14	2	7	110
14	3	11	110
14	4	15	46
14	5	16	46
14	6	17	238
14	7	21	14
14	8	23	126
14	9	29	78
14	10	33	78
14	11	37	14
14	12	38	14
14	13	39	206
14	14	42	110
15	0	0	15
15	1	2	31
15	2	7	111
15	3	11	111
15	4	15	47
15	5	16	47
15	6	17	239
15	7	21	15
15	8	23	127
15	9	29	79
15	10	33	79
15	11	37	15
15	12	38	15
15	13	39	207
15	14	42	111
16	0	0	16
16	1	5	0
16	2	7	112
16	3	11	112
16	4	15	48
16	5	16	48
16	6	17	240
16	7	21	16
16	8	24	0
16	9	29	80
16	10	33	80
16	11	37	16
16	12	38	16
16	13	39	208
16	14	42	112
17	0	0	17
17	1	5	1
17	2	7	113
17	3	11	113
17	4	15	49
17	5	16	49
17	6	17	241
17	7	21	17
17	8	24	1
17	9	29	81
17	10	33	81
17	11	37	17
17	12	38	17
17	13	39	209
17	14	42	113
18	0	0	18
18	1	5	2
18	2	7	114
18	3	11	114
18	4	15	50
18	5	16	50
18	6	17	242
18	7	21	18
18	8	24	2
18	9	29	82
18	10	33	82
18	11	37	18
18	12	38	18
18	13	39	210
18	14	42	114
19	0	0	19
19	1	5	3
19	2	7	115
19	3	11	115
19	4	15	51
19	5	16	51
19	6	17	243
19	7	21	19
19	8	24	3
19	9	29	83
19	10	33	83
19	11	37	19
19	12	38	19
19	13	39	211
19	14	42	115
20	0	0	20
20	1	5	4
20	2	7	116
20	3	11	116
20	4	15	52
20	5	16	52
20	6	17	244
20	7	21	20
20	8	24	4
20	9	29	84
20	10	33	84
20	11	37	20
20	12	38	20
20	13	39	212
20	14	42	116
21	0	0	21
21	1	5	5
21	2	7	117
21	3	11	117
21	4	15	53
21	5	16	53
21	6	17	245
21	7	21	21
21	8	24	5
21	9	29	85
21	10	33	85
21	11	37	21
21	12	38	21
21	13	39	213
21	14	42	117
22	0	0	22
22	1	5	6
22	2	7	118
22	3	11	118
22	4	15	54
22	5	16	54
22	6	17	246
22	7	21	22
22	8	24	6
22	9	29	86
22	10	33	86
22	11	37	22
22	12	38	22
22	13	39	214
22	14	42	118
23	0	0	23
23	1	5	7
23	2	7	119
23	3	11	119
23	4	15	55
23	5	16	55
23	6	17	247
23	7	21	23
23	8	24	7
23	9	29	87
23	10	33	87
23	11	37	23
23	12	38	23
23	13	39	215
23	14	42	119
24	0	0	24
24	1	5	8
24	2	7	120
24	3	11	120
24	4	15	56
24	5	16	56
24	6	17	248
24	7	21	24
24	8	24	8
24	9	29	88
24	10	33	88
24	11	37	24
24	12	38	24
24	13	39	216
24	14	42	120
25	0	0	25
25	1	5	9
25	2	7	121
25	3	11	121
25	4	15	57
25	5	16	57
25	6	17	249
25	7	21	25
25	8	24	9
25	9	29	89
25	10	33	89
25	11	37	25
25	12	38	25
25	13	39	217
25	14	42	121
26	0	0	26
26	1	5	10
26	2	7	122
26	3	11	122
26	4	15	58
26	5	16	58
26	6	17	250
26	7	21	26
26	8	24	10
26	9	29	90
26	10	33	90
26	11	37	26
26	12	38	26
26	13	39	218
26	14	42	122
27	0	0	27
27	1	5	11
27	2	7	123
27	3	11	123
27	4	15	59
27	5	16	59
27	6	17	251
27	7	21	27
27	8	24	11
27	9	29	91
27	10	33	91
27	11	37	27
27	12	38	27
27	13	39	219
27	14	42	123
28	0	0	28
28	1	5	12
28	2	7	124
28	3	11	124
28	4	15	60
28	5	16	60
28	6	17	252
28	7	21	28
28	8	24	12
28	9	29	92
28	10	33	92
28	11	37	28
28	12	38	28
28	13	39	220
28	14	42	124
29	0	0	29
29	1	5	13
29	2	7	125
29	3	11	125
29	4	15	61
29	5	16	61
29	6	17	253
29	7	21	29
29	8	24	13
29	9	29	93
29	10	33	93
29	11	37	29
29	12	38	29
29	13	39	221
29	14	42	125
30	0	0	30
30	1	5	14
30	2	7	126
30	3	11	126
30	4	15	62
30	5	16	62
30	6	17	254
30	7	21	30
30	8	24	14
30	9	29	94
30	10	33	94
30	11	37	30
30	12	38	30
30	13	39	222
30	14	42	126
31	0	0	31
31	1	5	15
