workers=256
worker	slot	stage	logical_task
0	0	0	0
0	1	1	0
0	2	2	0
0	3	7	0
0	4	9	0
0	5	11	0
0	6	12	0
0	7	13	0
0	8	14	0
0	9	15	0
0	10	17	0
0	11	16	0
0	12	19	0
0	13	20	0
0	14	21	0
0	15	22	0
0	16	23	0
0	17	24	0
0	18	29	0
0	19	31	0
0	20	33	0
0	21	34	0
0	22	35	0
0	23	36	0
0	24	37	0
0	25	39	0
0	26	38	0
0	27	41	0
0	28	42	0
0	29	43	0
1	0	1	1
1	1	2	1
1	2	7	1
1	3	9	1
1	4	11	1
1	5	12	1
1	6	13	1
1	7	15	1
1	8	17	1
1	9	16	1
1	10	20	1
1	11	21	1
1	12	23	1
1	13	24	1
1	14	29	1
1	15	31	1
1	16	33	1
1	17	34	1
1	18	35	1
1	19	37	1
1	20	39	1
1	21	38	1
1	22	42	1
1	23	43	1
2	0	1	2
2	1	2	2
2	2	7	2
2	3	11	2
2	4	12	2
2	5	13	2
2	6	15	2
2	7	17	2
2	8	16	2
2	9	20	2
2	10	21	2
2	11	23	2
2	12	24	2
2	13	29	2
2	14	33	2
2	15	34	2
2	16	35	2
2	17	37	2
2	18	39	2
2	19	38	2
2	20	42	2
2	21	43	2
3	0	1	3
3	1	2	3
3	2	7	3
3	3	11	3
3	4	12	3
3	5	13	3
3	6	15	3
3	7	17	3
3	8	16	3
3	9	20	3
3	10	21	3
3	11	23	3
3	12	24	3
3	13	29	3
3	14	33	3
3	15	34	3
3	16	35	3
3	17	37	3
3	18	39	3
3	19	38	3
3	20	42	3
3	21	43	3
4	0	1	4
4	1	2	4
4	2	8	0
4	3	12	4
4	4	13	4
4	5	15	4
4	6	17	4
4	7	16	4
4	8	20	4
4	9	21	4
4	10	23	4
4	11	24	4
4	12	30	0
4	13	34	4
4	14	35	4
4	15	37	4
4	16	39	4
4	17	38	4
4	18	42	4
4	19	43	4
5	0	1	5
5	1	2	5
5	2	8	1
5	3	12	5
5	4	13	5
5	5	15	5
5	6	17	5
5	7	16	5
5	8	20	5
5	9	21	5
5	10	23	5
5	11	24	5
5	12	30	1
5	13	34	5
5	14	35	5
5	15	37	5
5	16	39	5
5	17	38	5
5	18	42	5
5	19	43	5
6	0	1	6
6	1	2	6
6	2	10	0
6	3	12	6
6	4	13	6
6	5	15	6
6	6	17	6
6	7	16	6
6	8	20	6
6	9	21	6
6	10	23	6
6	11	24	6
6	12	32	0
6	13	34	6
6	14	35	6
6	15	37	6
6	16	39	6
6	17	38	6
6	18	42	6
6	19	43	6
7	0	1	7
7	1	2	7
7	2	10	1
7	3	12	7
7	4	13	7
7	5	15	7
7	6	17	7
7	7	16	7
7	8	20	7
7	9	21	7
7	10	23	7
7	11	24	7
7	12	32	1
7	13	34	7
7	14	35	7
7	15	37	7
7	16	39	7
7	17	38	7
7	18	42	7
7	19	43	7
8	0	1	8
8	1	2	8
8	2	12	8
8	3	13	8
8	4	15	8
8	5	17	8
8	6	16	8
8	7	20	8
8	8	21	8
8	9	23	8
8	10	24	8
8	11	34	8
8	12	35	8
8	13	37	8
8	14	39	8
8	15	38	8
8	16	42	8
8	17	43	8
9	0	1	9
9	1	2	9
9	2	12	9
9	3	13	9
9	4	15	9
9	5	17	9
9	6	16	9
9	7	20	9
9	8	21	9
9	9	23	9
9	10	24	9
9	11	34	9
9	12	35	9
9	13	37	9
9	14	39	9
9	15	38	9
9	16	42	9
9	17	43	9
10	0	1	10
10	1	2	10
10	2	12	10
10	3	13	10
10	4	15	10
10	5	17	10
10	6	16	10
10	7	20	10
10	8	21	10
10	9	23	10
10	10	24	10
10	11	34	10
10	12	35	10
10	13	37	10
10	14	39	10
10	15	38	10
10	16	42	10
10	17	43	10
11	0	1	11
11	1	2	11
11	2	12	11
11	3	13	11
11	4	15	11
11	5	17	11
11	6	16	11
11	7	20	11
11	8	21	11
11	9	23	11
11	10	24	11
11	11	34	11
11	12	35	11
11	13	37	11
11	14	39	11
11	15	38	11
11	16	42	11
11	17	43	11
12	0	1	12
12	1	2	12
12	2	12	12
12	3	13	12
12	4	15	12
12	5	17	12
12	6	16	12
12	7	20	12
12	8	21	12
12	9	23	12
12	10	24	12
12	11	34	12
12	12	35	12
12	13	37	12
12	14	39	12
12	15	38	12
12	16	42	12
12	17	43	12
13	0	1	13
13	1	2	13
13	2	12	13
13	3	13	13
13	4	15	13
13	5	17	13
13	6	16	13
13	7	20	13
13	8	21	13
13	9	23	13
13	10	24	13
13	11	34	13
13	12	35	13
13	13	37	13
13	14	39	13
13	15	38	13
13	16	42	13
13	17	43	13
14	0	1	14
14	1	2	14
14	2	12	14
14	3	13	14
14	4	15	14
14	5	17	14
14	6	16	14
14	7	20	14
14	8	21	14
14	9	23	14
14	10	24	14
14	11	34	14
14	12	35	14
14	13	37	14
14	14	39	14
14	15	38	14
14	16	42	14
14	17	43	14
15	0	1	15
15	1	2	15
15	2	12	15
15	3	13	15
15	4	15	15
15	5	17	15
15	6	16	15
15	7	20	15
15	8	21	15
15	9	23	15
15	10	24	15
15	11	34	15
15	12	35	15
15	13	37	15
15	14	39	15
15	15	38	15
15	16	42	15
15	17	43	15
16	0	1	16
16	1	2	16
16	2	12	16
16	3	13	16
16	4	15	16
16	5	17	16
16	6	16	16
16	7	20	16
16	8	21	16
16	9	23	16
16	10	24	16
16	11	34	16
16	12	35	16
16	13	37	16
16	14	39	16
16	15	38	16
16	16	42	16
16	17	43	16
17	0	1	17
17	1	2	17
17	2	12	17
17	3	13	17
17	4	15	17
17	5	17	17
17	6	16	17
17	7	20	17
17	8	21	17
17	9	23	17
17	10	24	17
17	11	34	17
17	12	35	17
17	13	37	17
17	14	39	17
17	15	38	17
17	16	42	17
17	17	43	17
18	0	1	18
18	1	2	18
18	2	12	18
18	3	13	18
18	4	15	18
18	5	17	18
18	6	16	18
18	7	20	18
18	8	21	18
18	9	23	18
18	10	24	18
18	11	34	18
18	12	35	18
18	13	37	18
18	14	39	18
18	15	38	18
18	16	42	18
18	17	43	18
19	0	1	19
19	1	2	19
19	2	12	19
19	3	13	19
19	4	15	19
19	5	17	19
19	6	16	19
19	7	20	19
19	8	21	19
19	9	23	19
19	10	24	19
19	11	34	19
19	12	35	19
19	13	37	19
19	14	39	19
19	15	38	19
19	16	42	19
19	17	43	19
20	0	1	20
20	1	2	20
20	2	12	20
20	3	13	20
20	4	15	20
20	5	17	20
20	6	16	20
20	7	20	20
20	8	21	20
20	9	23	20
20	10	24	20
20	11	34	20
20	12	35	20
20	13	37	20
20	14	39	20
20	15	38	20
20	16	42	20
20	17	43	20
21	0	1	21
21	1	2	21
21	2	12	21
21	3	13	21
21	4	15	21
21	5	17	21
21	6	16	21
21	7	20	21
21	8	21	21
21	9	23	21
21	10	24	21
21	11	34	21
21	12	35	21
21	13	37	21
21	14	39	21
21	15	38	21
21	16	42	21
21	17	43	21
22	0	1	22
22	1	2	22
22	2	12	22
22	3	13	22
22	4	15	22
22	5	17	22
22	6	16	22
22	7	20	22
22	8	21	22
22	9	23	22
22	10	24	22
22	11	34	22
22	12	35	22
22	13	37	22
22	14	39	22
22	15	38	22
22	16	42	22
22	17	43	22
23	0	1	23
23	1	2	23
23	2	12	23
23	3	13	23
23	4	15	23
23	5	17	23
23	6	16	23
23	7	20	23
23	8	21	23
23	9	23	23
23	10	24	23
23	11	34	23
23	12	35	23
23	13	37	23
23	14	39	23
23	15	38	23
23	16	42	23
23	17	43	23
24	0	1	24
24	1	2	24
24	2	12	24
24	3	13	24
24	4	15	24
24	5	17	24
24	6	16	24
24	7	20	24
24	8	21	24
24	9	23	24
24	10	24	24
24	11	34	24
24	12	35	24
24	13	37	24
24	14	39	24
24	15	38	24
24	16	42	24
24	17	43	24
25	0	1	25
25	1	2	25
25	2	12	25
25	3	13	25
25	4	15	25
25	5	17	25
25	6	16	25
25	7	20	25
25	8	21	25
25	9	23	25
25	10	24	25
25	11	34	25
25	12	35	25
25	13	37	25
25	14	39	25
25	15	38	25
25	16	42	25
25	17	43	25
26	0	1	26
26	1	2	26
26	2	12	26
26	3	13	26
26	4	15	26
26	5	17	26
26	6	16	26
26	7	20	26
26	8	21	26
26	9	23	26
26	10	24	26
26	11	34	26
26	12	35	26
26	13	37	26
26	14	39	26
26	15	38	26
26	16	42	26
26	17	43	26
27	0	1	27
27	1	2	27
27	2	12	27
27	3	13	27
27	4	15	27
27	5	17	27
27	6	16	27
27	7	20	27
27	8	21	27
27	9	23	27
27	10	24	27
27	11	34	27
27	12	35	27
27	13	37	27
27	14	39	27
27	15	38	27
27	16	42	27
27	17	43	27
28	0	1	28
28	1	2	28
28	2	12	28
28	3	13	28
28	4	15	28
28	5	17	28
28	6	16	28
28	7	20	28
28	8	21	28
28	9	23	28
28	10	24	28
28	11	34	28
28	12	35	28
28	13	37	28
28	14	39	28
28	15	38	28
28	16	42	28
28	17	43	28
29	0	1	29
29	1	2	29
29	2	12	29
29	3	13	29
29	4	15	29
29	5	17	29
29	6	16	29
29	7	20	29
29	8	21	29
29	9	23	29
29	10	24	29
29	11	34	29
29	12	35	29
29	13	37	29
29	14	39	29
29	15	38	29
29	16	42	29
29	17	43	29
30	0	1	30
30	1	2	30
30	2	12	30
30	3	13	30
30	4	15	30
30	5	17	30
30	6	16	30
30	7	20	30
30	8	21	30
30	9	23	30
30	10	24	30
30	11	34	30
30	12	35	30
30	13	37	30
30	14	39	30
30	15	38	30
30	16	42	30
30	17	43	30
31	0	1	31
31	1	2	31
31	2	12	31
31	3	13	31
31	4	15	31
31	5	17	31
31	6	16	31
31	7	20	31
31	8	21	31
31	9	23	31
31	10	24	31
31	11	34	31
31	12	35	31
31	13	37	31
31	14	39	31
31	15	38	31
31	16	42	31
31	17	43	31
32	0	1	32
32	1	4	0
32	2	12	32
32	3	15	32
32	4	17	32
32	5	16	32
32	6	20	32
32	7	23	32
32	8	26	0
32	9	34	32
32	10	37	32
32	11	39	32
32	12	38	32
32	13	42	32
33	0	1	33
33	1	4	1
33	2	12	33
33	3	15	33
33	4	17	33
33	5	16	33
33	6	20	33
33	7	23	33
33	8	26	1
33	9	34	33
33	10	37	33
33	11	39	33
33	12	38	33
33	13	42	33
34	0	1	34
34	1	4	2
34	2	12	34
34	3	15	34
34	4	17	34
34	5	16	34
34	6	20	34
34	7	23	34
34	8	26	2
34	9	34	34
34	10	37	34
34	11	39	34
34	12	38	34
34	13	42	34
35	0	1	35
35	1	4	3
35	2	12	35
35	3	15	35
35	4	17	35
35	5	16	35
35	6	20	35
35	7	23	35
35	8	26	3
35	9	34	35
35	10	37	35
35	11	39	35
35	12	38	35
35	13	42	35
36	0	1	36
36	1	4	4
36	2	12	36
36	3	15	36
36	4	17	36
36	5	16	36
36	6	20	36
36	7	23	36
36	8	26	4
36	9	34	36
36	10	37	36
36	11	39	36
36	12	38	36
36	13	42	36
37	0	1	37
37	1	4	5
37	2	12	37
37	3	15	37
37	4	17	37
37	5	16	37
37	6	20	37
37	7	23	37
37	8	26	5
37	9	34	37
37	10	37	37
37	11	39	37
37	12	38	37
37	13	42	37
38	0	1	38
38	1	4	6
38	2	12	38
38	3	15	38
38	4	17	38
38	5	16	38
38	6	20	38
38	7	23	38
38	8	26	6
38	9	34	38
38	10	37	38
38	11	39	38
38	12	38	38
38	13	42	38
39	0	1	39
39	1	4	7
39	2	12	39
39	3	15	39
39	4	17	39
39	5	16	39
39	6	20	39
39	7	23	39
39	8	26	7
39	9	34	39
39	10	37	39
39	11	39	39
39	12	38	39
39	13	42	39
40	0	1	40
40	1	4	8
40	2	12	40
40	3	15	40
40	4	17	40
40	5	16	40
40	6	20	40
40	7	23	40
40	8	26	8
40	9	34	40
40	10	37	40
40	11	39	40
40	12	38	40
40	13	42	40
41	0	1	41
41	1	4	9
41	2	12	41
41	3	15	41
41	4	17	41
41	5	16	41
41	6	20	41
41	7	23	41
41	8	26	9
41	9	34	41
41	10	37	41
41	11	39	41
41	12	38	41
41	13	42	41
42	0	1	42
42	1	4	10
42	2	12	42
42	3	15	42
42	4	17	42
42	5	16	42
42	6	20	42
42	7	23	42
42	8	26	10
42	9	34	42
42	10	37	42
42	11	39	42
42	12	38	42
42	13	42	42
43	0	1	43
43	1	4	11
43	2	12	43
43	3	15	43
43	4	17	43
43	5	16	43
43	6	20	43
43	7	23	43
43	8	26	11
43	9	34	43
43	10	37	43
43	11	39	43
43	12	38	43
43	13	42	43
44	0	1	44
44	1	4	12
44	2	12	44
44	3	15	44
44	4	17	44
44	5	16	44
44	6	20	44
44	7	23	44
44	8	26	12
44	9	34	44
44	10	37	44
44	11	39	44
44	12	38	44
44	13	42	44
45	0	1	45
45	1	4	13
45	2	12	45
45	3	15	45
45	4	17	45
45	5	16	45
45	6	20	45
45	7	23	45
45	8	26	13
45	9	34	45
45	10	37	45
45	11	39	45
45	12	38	45
45	13	42	45
46	0	1	46
46	1	4	14
46	2	12	46
46	3	15	46
46	4	17	46
46	5	16	46
46	6	20	46
46	7	23	46
46	8	26	14
46	9	34	46
46	10	37	46
46	11	39	46
46	12	38	46
46	13	42	46
47	0	1	47
47	1	4	15
47	2	12	47
47	3	15	47
47	4	17	47
47	5	16	47
47	6	20	47
47	7	23	47
47	8	26	15
47	9	34	47
47	10	37	47
47	11	39	47
47	12	38	47
47	13	42	47
48	0	1	48
48	1	6	0
48	2	12	48
48	3	15	48
48	4	17	48
48	5	16	48
48	6	20	48
48	7	23	48
