slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations
0	1	0	0	0	1	0	1789572167353570304	52702116872086	1789572167353570304	52702116873438	1789572167353570304	52702116873438	1789572167353571328	52702116875749	1789572167353572352	52702116877588	1789572167353572352	52702116877704	0	0	0	0
1	0	32	16	16	1	1536	1789572167353574400	52702116882417	1789572167353575424	52702116884599	1789572167353575424	52702116885108	1789572167353581568	52702116901055	1789572167353582592	52702116902005	1789572167353582592	52702116902272	52702116885118	52702116900961	9909	32
2	2	0	0	0	1	0	1789572167353584640	52702116907602	1789572167353584640	52702116908882	1789572167353584640	52702116908882	1789572167353585664	52702116910744	1789572167353585664	52702116910774	1789572167353585664	52702116911145	0	0	0	0
3	3	0	0	0	1	0	1789572167353586688	52702116913812	1789572167353587712	52702116914923	1789572167353587712	52702116914923	1789572167353587712	52702116916152	1789572167353587712	52702116916182	1789572167353587712	52702116916298	0	0	0	0
4	5	0	0	0	1	0	1789572167353589760	52702116921943	1789572167353590784	52702116923625	1789572167353590784	52702116923625	1789572167353593856	52702116931867	1789572167353593856	52702116931897	1789572167353593856	52702116932013	0	0	0	0
5	0	32	16	16	1	1536	1789572167353595904	52702116937091	1789572167353596928	52702116939295	1789572167353596928	52702116939779	1789572167353603072	52702116955740	1789572167353604096	52702116957343	1789572167353604096	52702116957461	52702116939816	52702116955646	9817	32
6	1	0	0	0	1	0	1789572167353606144	52702116962585	1789572167353607168	52702116963929	1789572167353607168	52702116963929	1789572167353608192	52702116966435	1789572167353608192	52702116968258	1789572167353608192	52702116968374	0	0	0	0
7	0	32	16	16	1	1536	1789572167353610240	52702116973025	1789572167353611264	52702116975225	1789572167353611264	52702116975743	1789572167353617408	52702116991668	1789572167353618432	52702116992614	1789572167353618432	52702116992732	52702116975753	52702116991574	9911	32
8	4	0	0	0	1	0	1789572167353620480	52702116997872	1789572167353620480	52702116999178	1789572167353620480	52702116999178	1789572167353623552	52702117005688	1789572167353623552	52702117005718	1789572167353623552	52702117005834	0	0	0	0
9	0	32	16	16	1	1536	1789572167353625600	52702117010546	1789572167353626624	52702117012725	1789572167353626624	52702117013242	1789572167353638912	52702117045533	1789572167353639936	52702117047624	1789572167353639936	52702117047740	52702117013252	52702117045439	20073	64
