wait_index	producer	group
0	0	1
1	0	2
2	2	4294967295
3	4	8
4	6	4294967295
5	7	4294967295
6	8	0
7	8	1
8	8	2
9	8	3
10	8	4
11	8	5
12	8	6
13	8	7
14	8	9
15	8	10
16	8	11
17	9	1
18	9	2
19	9	3
20	9	4
21	9	5
22	9	6
23	9	7
24	9	8
25	9	9
26	9	10
27	9	11
28	9	12
29	9	13
30	9	14
31	9	15
32	9	16
33	9	17
34	9	18
35	9	19
36	9	20
37	9	21
38	9	22
39	9	23
40	9	24
41	9	25
42	9	26
43	9	27
44	9	28
45	9	29
46	9	30
47	9	31
48	10	1
49	10	2
50	11	1
51	11	2
52	11	3
53	11	4
54	11	5
55	11	6
56	11	7
57	11	8
58	11	9
59	11	10
60	11	11
61	11	12
62	11	13
63	11	14
64	11	15
65	11	16
66	11	17
67	11	18
68	11	19
69	11	20
70	11	21
71	11	22
72	11	23
73	11	24
74	11	25
75	11	26
76	11	27
77	11	28
78	11	29
79	11	30
80	11	31
81	11	32
82	11	33
83	11	34
84	11	35
85	11	36
86	11	37
87	11	38
88	11	39
89	11	40
90	11	41
91	11	42
92	11	43
93	11	44
94	11	45
95	11	46
96	11	47
97	11	48
98	11	49
99	11	50
100	11	51
101	11	52
102	11	53
103	11	54
104	11	55
105	11	56
106	11	57
107	11	58
108	11	59
109	11	60
110	11	61
111	11	62
112	11	63
113	12	0
114	12	1
115	12	2
116	12	3
117	12	4
118	12	5
119	12	6
120	12	7
121	12	8
122	12	9
123	12	10
124	12	11
125	12	12
126	12	13
127	12	14
128	12	15
129	12	16
130	12	17
131	12	18
132	12	19
133	12	20
134	12	21
135	12	22
136	12	23
137	12	24
138	12	25
139	12	26
140	12	27
141	12	28
142	12	29
143	12	30
144	12	31
145	12	32
146	12	33
147	12	34
148	12	35
149	12	36
150	12	37
151	12	38
152	12	39
153	12	40
154	12	41
155	12	42
156	12	43
157	12	44
158	12	45
159	12	46
160	12	47
161	12	48
162	12	49
163	12	50
164	12	51
165	12	52
166	12	53
167	12	54
168	12	55
169	12	56
170	12	57
171	12	58
172	12	59
173	12	60
174	12	61
175	12	62
176	12	63
177	13	1
178	13	2
179	14	1
180	14	2
181	14	3
182	14	4
183	14	5
184	14	6
185	14	7
186	14	8
187	14	9
188	14	10
189	14	11
190	14	12
191	14	13
192	14	14
193	14	15
194	14	16
195	14	17
196	14	18
197	14	19
198	14	20
199	14	21
200	14	22
201	14	23
202	14	24
203	14	25
204	14	26
205	14	27
206	14	28
207	14	29
208	14	30
209	14	31
210	15	1
211	15	2
212	17	4294967295
213	19	8
214	21	4294967295
215	22	4294967295
216	23	0
217	23	1
218	23	2
219	23	3
220	23	4
221	23	5
222	23	6
223	23	7
224	23	9
225	23	10
226	23	11
227	24	1
228	24	2
229	24	3
230	24	4
231	24	5
232	24	6
233	24	7
234	24	8
235	24	9
236	24	10
237	24	11
238	24	12
239	24	13
240	24	14
241	24	15
242	24	16
243	24	17
244	24	18
245	24	19
246	24	20
