candidate	work_lb_ns	cp_lb_ns	queue_lb_lb_ns	priority_ns
128x128x16s3split4kappa4	355300.75656430935	3315843.6721245581	98141.697948123299	3315843.6721245581
128x128x16s3split8kappa1	427636.16749388602	2037237.935050495	110386.78173767449	2037237.935050495
128x128x16s3split8kappa2	427636.16749388602	2037237.935050495	110386.78173767449	2037237.935050495
128x128x16s3split8kappa4	427636.16749388602	2037237.935050495	110386.78173767449	2037237.935050495
128x128x16s3split16kappa1	572306.98935179843	1410968.0634905926	139719.84431119231	1410968.0634905926
128x128x16s3split16kappa2	572306.98935179843	1410968.0634905926	139719.84431119231	1410968.0634905926
128x128x16s3split16kappa4	572306.98935179843	1410968.0634905926	139719.84431119231	1410968.0634905926
128x128x16s3split32kappa1	861648.63306789764	1123899.1216649038	206929.95885021129	1123899.1216649038
128x128x16s3split32kappa2	861648.63306789764	1123899.1216649038	206929.95885021129	1123899.1216649038
128x128x16s3split32kappa4	861648.63306789764	1123899.1216649038	206929.95885021129	1123899.1216649038
