candidate	work_lb_ns	cp_lb_ns	queue_lb_lb_ns	priority_ns
32x16x16s2split1kappa1	976861.23808387399	4648153.2893707315	240571.47411644613	4648153.2893707315
32x16x16s2split1kappa2	976861.23808387399	4648153.2893707315	240571.47411644613	4648153.2893707315
32x16x16s2split1kappa4	976861.23808387399	4648153.2893707315	240571.47411644613	4648153.2893707315
32x16x16s2split2kappa1	1038555.4816537102	2559635.7195401643	232368.63279336115	2559635.7195401643
32x16x16s2split2kappa2	1038555.4816537102	2559635.7195401643	232368.63279336115	2559635.7195401643
32x16x16s2split2kappa4	1038555.4816537102	2559635.7195401643	232368.63279336115	2559635.7195401643
32x16x16s2split4kappa1	1127248.9789546325	1488327.1755290297	244419.18693175347	1488327.1755290297
32x16x16s2split4kappa2	1127248.9789546325	1488327.1755290297	244419.18693175347	1488327.1755290297
32x16x16s2split4kappa4	1127248.9789546325	1488327.1755290297	244419.18693175347	1488327.1755290297
32x16x16s2split8kappa1	1304635.9735598727	953487.46583453624	289644.71637157095	1304635.9735598727
32x16x16s2split8kappa2	1304635.9735598727	953487.46583453624	289644.71637157095	1304635.9735598727
32x16x16s2split8kappa4	1304635.9735598727	953487.46583453624	289644.71637157095	1304635.9735598727
32x16x16s2split16kappa1	1659409.9627651137	687696.73560942977	380095.77525120589	1659409.9627651137
32x16x16s2split16kappa2	1659409.9627651137	687696.73560942977	380095.77525120589	1659409.9627651137
32x16x16s2split16kappa4	1659409.9627651137	687696.73560942977	380095.77525120589	1659409.9627651137
32x16x16s2split32kappa1	2368957.9411893296	558059.61974115844	557658.61983779445	2368957.9411893296
32x16x16s2split32kappa2	2368957.9411893296	558059.61974115844	557658.61983779445	2368957.9411893296
32x16x16s2split32kappa4	2368957.9411893296	558059.61974115844	557658.61983779445	2368957.9411893296
32x16x32s2split1kappa1	532152.96315963019	2601400.9065185948	131894.3564428814	2601400.9065185948
32x16x32s2split1kappa2	532152.96315963019	2601400.9065185948	131894.3564428814	2601400.9065185948
32x16x32s2split1kappa4	532152.96315963019	2601400.9065185948	131894.3564428814	2601400.9065185948
32x16x32s2split2kappa1	593847.20672782615	1536259.5281140965	132747.94159259347	1536259.5281140965
32x16x32s2split2kappa2	593847.20672782615	1536259.5281140965	132747.94159259347	1536259.5281140965
32x16x32s2split2kappa4	593847.20672782615	1536259.5281140965	132747.94159259347	1536259.5281140965
32x16x32s2split4kappa1	682540.70402952074	976639.07981599693	149326.70896738433	976639.07981599693
32x16x32s2split4kappa2	682540.70402952074	976639.07981599693	149326.70896738433	976639.07981599693
32x16x32s2split4kappa4	682540.70402952074	976639.07981599693	149326.70896738433	976639.07981599693
32x16x32s2split8kappa1	859927.6986254541	697643.41797801887	194552.2384072018	859927.6986254541
32x16x32s2split8kappa2	859927.6986254541	697643.41797801887	194552.2384072018	859927.6986254541
32x16x32s2split8kappa4	859927.6986254541	697643.41797801887	194552.2384072018	859927.6986254541
32x16x32s2split16kappa1	1214701.6878138196	559774.71168117085	285003.29728683678	1214701.6878138196
32x16x32s2split16kappa2	1214701.6878138196	559774.71168117085	285003.29728683678	1214701.6878138196
32x16x32s2split16kappa4	1214701.6878138196	559774.71168117085	285003.29728683678	1214701.6878138196
32x16x32s2split32kappa1	1924249.6662257675	494098.60777702893	463132.1685279751	1924249.6662257675
32x16x32s2split32kappa2	1924249.6662257675	494098.60777702893	463132.1685279751	1924249.6662257675
32x16x32s2split32kappa4	1924249.6662257675	494098.60777702893	463132.1685279751	1924249.6662257675
32x16x64s2split1kappa1	437807.61618377623	2167180.1496279985	108838.3870504603	2167180.1496279985
32x16x64s2split1kappa2	437807.61618377623	2167180.1496279985	108838.3870504603	2167180.1496279985
32x16x64s2split1kappa4	437807.61618377623	2167180.1496279985	108838.3870504603	2167180.1496279985
32x16x64s2split2kappa1	499501.85975289688	1319149.1496687967	111613.30298287413	1319149.1496687967
32x16x64s2split2kappa2	499501.85975289688	1319149.1496687967	111613.30298287413	1319149.1496687967
32x16x64s2split2kappa4	499501.85975289688	1319149.1496687967	111613.30298287413	1319149.1496687967
32x16x64s2split4kappa1	588195.35705483484	868083.89059334772	129152.73574901586	868083.89059334772
32x16x64s2split4kappa2	588195.35705483484	868083.89059334772	129152.73574901586	868083.89059334772
32x16x64s2split4kappa4	588195.35705483484	868083.89059334772	129152.73574901586	868083.89059334772
32x16x64s2split8kappa1	765582.35165231873	643365.82336669439	174378.26518883335	765582.35165231873
32x16x64s2split8kappa2	765582.35165231873	643365.82336669439	174378.26518883335	765582.35165231873
32x16x64s2split8kappa4	765582.35165231873	643365.82336669439	174378.26518883335	765582.35165231873
32x16x64s2split16kappa1	1120356.340849699	532635.91437550855	264829.3240684683	1120356.340849699
32x16x64s2split16kappa2	1120356.340849699	532635.91437550855	264829.3240684683	1120356.340849699
32x16x64s2split16kappa4	1120356.340849699	532635.91437550855	264829.3240684683	1120356.340849699
32x16x64s2split32kappa1	1829904.3192686073	480529.20912419847	443078.2784835255	1829904.3192686073
32x16x64s2split32kappa2	1829904.3192686073	480529.20912419847	443078.2784835255	1829904.3192686073
32x16x64s2split32kappa4	1829904.3192686073	480529.20912419847	443078.2784835255	1829904.3192686073
64x128x16s2split1kappa1	208864.51720921366	7739089.7279510638	260279.59490795943	7739089.7279510638
64x128x16s2split1kappa2	208864.51720921366	7739089.7279510638	260279.59490795943	7739089.7279510638
64x128x16s2split1kappa4	208864.51720921366	7739089.7279510638	260279.59490795943	7739089.7279510638
64x128x16s2split2kappa1	222815.01984234937	4186992.9722861373	132390.51862727618	4186992.9722861373
64x128x16s2split2kappa2	222815.01984234937	4186992.9722861373	132390.51862727618	4186992.9722861373
64x128x16s2split2kappa4	222815.01984234937	4186992.9722861373	132390.51862727618	4186992.9722861373
64x128x16s2split4kappa1	246115.22647615612	2384904.1021471913	68445.980486934568	2384904.1021471913
64x128x16s2split4kappa2	246115.22647615612	2384904.1021471913	68445.980486934568	2384904.1021471913
64x128x16s2split4kappa4	246115.22647615612	2384904.1021471913	68445.980486934568	2384904.1021471913
64x128x16s2split8kappa1	292715.63974340179	1490376.1655662875	74967.057684813844	1490376.1655662875
64x128x16s2split8kappa2	292715.63974340179	1490376.1655662875	74967.057684813844	1490376.1655662875
64x128x16s2split8kappa4	292715.63974340179	1490376.1655662875	74967.057684813844	1490376.1655662875
64x128x16s2split16kappa1	385916.46627841418	1056145.1942529657	93477.735784007178	1056145.1942529657
64x128x16s2split16kappa2	385916.46627841418	1056145.1942529657	93477.735784007178	1056145.1942529657
64x128x16s2split16kappa4	385916.46627841418	1056145.1942529657	93477.735784007178	1056145.1942529657
64x128x16s2split32kappa1	572318.11934702704	865095.70255056582	136493.8924330509	865095.70255056582
64x128x16s2split32kappa2	572318.11934702704	865095.70255056582	136493.8924330509	865095.70255056582
64x128x16s2split32kappa4	572318.11934702704	865095.70255056582	136493.8924330509	865095.70255056582
128x128x16s3split1kappa1	298748.79905112443	10974496.100887371	371549.35849158914	10974496.100887371
128x128x16s3split1kappa2	298748.79905112443	10974496.100887371	371549.35849158914	10974496.100887371
128x128x16s3split1kappa4	298748.79905112443	10974496.100887371	371549.35849158914	10974496.100887371
128x128x16s3split2kappa1	319133.05109973816	5886088.1432498181	189277.58479594524	5886088.1432498181
128x128x16s3split2kappa2	319133.05109973816	5886088.1432498181	189277.58479594524	5886088.1432498181
128x128x16s3split2kappa4	319133.05109973816	5886088.1432498181	189277.58479594524	5886088.1432498181
128x128x16s3split4kappa1	355300.75656430935	3315843.6721245581	98141.697948123299	3315843.6721245581
128x128x16s3split4kappa2	355300.75656430935	3315843.6721245581	98141.697948123299	3315843.6721245581
