candidate	work_lb_ns	cp_lb_ns	queue_lb_lb_ns	priority_ns
32x16x16s2split1kappa1	9775.0213090924717	258219.33782176781	21124.421163032832	258219.33782176781
32x16x16s2split1kappa2	9775.0213090924717	258219.33782176781	21124.421163032832	258219.33782176781
32x16x16s2split1kappa4	9775.0213090924717	258219.33782176781	21124.421163032832	258219.33782176781
32x16x16s2split2kappa1	12032.728517228274	177086.33442128942	11639.00890151207	177086.33442128942
32x16x16s2split2kappa2	12032.728517228274	177086.33442128942	11639.00890151207	177086.33442128942
32x16x16s2split2kappa4	12032.728517228274	177086.33442128942	11639.00890151207	177086.33442128942
32x16x16s2split4kappa1	15272.738861912163	129864.4013205793	6896.3027707516894	129864.4013205793
32x16x16s2split4kappa2	15272.738861912163	129864.4013205793	6896.3027707516894	129864.4013205793
32x16x16s2split4kappa4	15272.738861912163	129864.4013205793	6896.3027707516894	129864.4013205793
32x16x16s2split8kappa1	21752.759551280349	106561.12708056517	4524.9497053714986	106561.12708056517
32x16x16s2split8kappa2	21752.759551280349	106561.12708056517	4524.9497053714986	106561.12708056517
32x16x16s2split8kappa4	21752.759551280349	106561.12708056517	4524.9497053714986	106561.12708056517
32x16x16s2split16kappa1	34712.800930018355	95524.874581239623	3339.2731726814036	95524.874581239623
32x16x16s2split16kappa2	34712.800930018355	95524.874581239623	3339.2731726814036	95524.874581239623
32x16x16s2split16kappa4	34712.800930018355	95524.874581239623	3339.2731726814036	95524.874581239623
32x16x16s2split32kappa1	60632.883687474212	91237.51757293992	4900.0315463276647	91237.51757293992
32x16x16s2split32kappa2	60632.883687474212	91237.51757293992	4900.0315463276647	91237.51757293992
32x16x16s2split32kappa4	60632.883687474212	91237.51757293992	4900.0315463276647	91237.51757293992
32x16x32s2split1kappa1	6001.5102787601418	167655.07309379708	12067.99469023577	167655.07309379708
32x16x32s2split1kappa2	6001.5102787601418	167655.07309379708	12067.99469023577	167655.07309379708
32x16x32s2split1kappa4	6001.5102787601418	167655.07309379708	12067.99469023577	167655.07309379708
32x16x32s2split2kappa1	8259.21748689575	131804.20205730395	7110.7956651135391	131804.20205730395
32x16x32s2split2kappa2	8259.21748689575	131804.20205730395	7110.7956651135391	131804.20205730395
32x16x32s2split2kappa4	8259.21748689575	131804.20205730395	7110.7956651135391	131804.20205730395
32x16x32s2split4kappa1	11499.227831580856	107223.33513858667	4632.1961525524239	107223.33513858667
32x16x32s2split4kappa2	11499.227831580856	107223.33513858667	4632.1961525524239	107223.33513858667
32x16x32s2split4kappa4	11499.227831580856	107223.33513858667	4632.1961525524239	107223.33513858667
32x16x32s2split8kappa1	17979.248520949932	95240.593989568835	3392.8963962718663	95240.593989568835
32x16x32s2split8kappa2	17979.248520949932	95240.593989568835	3392.8963962718663	95240.593989568835
32x16x32s2split8kappa4	17979.248520949932	95240.593989568835	3392.8963962718663	95240.593989568835
32x16x32s2split16kappa1	30939.289899703155	89864.608035741461	2773.2465181315874	89864.608035741461
32x16x32s2split16kappa2	30939.289899703155	89864.608035741461	2773.2465181315874	89864.608035741461
32x16x32s2split16kappa4	30939.289899703155	89864.608035741461	2773.2465181315874	89864.608035741461
32x16x32s2split32kappa1	33819.299094980073	89035.564693248598	2463.421579061448	89035.564693248598
32x16x32s2split32kappa2	33819.299094980073	89035.564693248598	2463.421579061448	89035.564693248598
32x16x32s2split32kappa4	33819.299094980073	89035.564693248598	2463.421579061448	89035.564693248598
32x16x64s2split1kappa1	4114.7547635942456	122372.94072981176	7539.7814538372404	122372.94072981176
32x16x64s2split1kappa2	4114.7547635942456	122372.94072981176	7539.7814538372404	122372.94072981176
32x16x64s2split1kappa4	4114.7547635942456	122372.94072981176	7539.7814538372404	122372.94072981176
32x16x64s2split2kappa1	6372.461971729942	109163.13587531132	4846.6890469142745	109163.13587531132
32x16x64s2split2kappa2	6372.461971729942	109163.13587531132	4846.6890469142745	109163.13587531132
32x16x64s2split2kappa4	6372.461971729942	109163.13587531132	4846.6890469142745	109163.13587531132
32x16x64s2split4kappa1	9612.4723164156694	95902.802047590361	3500.1428434527916	95902.802047590361
