wait_index	producer	group
238	13	3
239	14	0
240	14	2
241	14	3
242	15	0
243	15	2
244	15	3
245	17	4294967295
246	16	4294967295
247	18	4294967295
248	21	4294967295
249	22	4294967295
250	23	0
251	23	2
252	23	3
253	23	4
254	23	5
255	23	6
256	23	7
257	23	8
258	23	9
259	23	10
260	23	11
261	23	12
262	23	13
263	23	14
264	23	15
265	24	0
266	24	2
267	24	3
268	25	0
269	25	2
270	25	3
271	26	0
272	26	2
273	26	3
274	26	4
275	26	5
276	26	6
277	26	7
278	27	0
279	27	2
280	27	3
281	27	4
282	27	5
283	27	6
284	27	7
285	28	0
286	28	2
287	28	3
288	29	0
289	29	2
290	29	3
291	30	0
292	30	2
293	30	3
294	32	4294967295
295	31	4294967295
296	33	4294967295
297	36	4294967295
298	37	4294967295
299	38	0
300	38	2
301	38	3
302	38	4
303	38	5
304	38	6
305	38	7
306	38	8
307	38	9
308	38	10
309	38	11
310	38	12
311	38	13
312	38	14
313	38	15
314	39	0
315	39	2
316	39	3
317	40	0
318	40	2
319	40	3
320	41	0
321	41	2
322	41	3
323	41	4
324	41	5
325	41	6
326	41	7
327	42	0
328	42	2
329	42	3
330	42	4
331	42	5
332	42	6
333	42	7
334	43	0
335	43	2
336	43	3
337	44	0
338	44	2
339	44	3
340	45	0
341	45	2
342	45	3
343	47	4294967295
344	46	4294967295
345	48	4294967295
346	51	4294967295
347	52	4294967295
348	53	0
349	53	2
350	53	3
351	53	4
352	53	5
353	53	6
354	53	7
355	53	8
356	53	9
357	53	10
358	53	11
359	53	12
360	53	13
361	53	14
362	53	15
363	54	0
364	54	2
365	54	3
366	55	0
367	55	2
368	55	3
369	56	0
370	56	2
371	56	3
372	56	4
373	56	5
374	56	6
375	56	7
376	57	0
377	57	2
378	57	3
379	57	4
380	57	5
381	57	6
382	57	7
383	58	0
384	58	2
385	58	3
386	0	0
387	0	1
388	0	3
389	2	4294967295
390	1	4294967295
391	3	4294967295
392	6	4294967295
393	7	4294967295
394	8	0
395	8	1
396	8	3
397	8	4
398	8	5
399	8	6
400	8	7
401	8	8
402	8	9
403	8	10
404	8	11
405	8	12
406	8	13
407	8	14
408	8	15
409	9	0
410	9	1
411	9	3
412	10	0
413	10	1
414	10	3
415	11	0
416	11	1
417	11	3
418	11	4
419	11	5
420	11	6
421	11	7
422	12	0
423	12	1
424	12	3
425	12	4
426	12	5
427	12	6
428	12	7
429	13	0
430	13	1
431	13	3
432	14	0
433	14	1
434	14	3
435	15	0
436	15	1
437	15	3
438	17	4294967295
439	16	4294967295
440	18	4294967295
441	21	4294967295
442	22	4294967295
443	23	0
444	23	1
445	23	3
446	23	4
447	23	5
448	23	6
449	23	7
450	23	8
451	23	9
452	23	10
453	23	11
454	23	12
455	23	13
456	23	14
457	23	15
458	24	0
459	24	1
460	24	3
461	25	0
462	25	1
463	25	3
464	26	0
465	26	1
466	26	3
467	26	4
468	26	5
469	26	6
470	26	7
471	27	0
472	27	1
473	27	3
474	27	4
475	27	5
476	27	6
477	27	7
478	28	0
479	28	1
480	28	3
481	29	0
482	29	1
483	29	3
484	30	0
485	30	1
486	30	3
487	32	4294967295
488	31	4294967295
489	33	4294967295
490	36	4294967295
491	37	4294967295
492	38	0
493	38	1
494	38	3
495	38	4
496	38	5
497	38	6
498	38	7
499	38	8
500	38	9
501	38	10
502	38	11
503	38	12
504	38	13
505	38	14
506	38	15
507	39	0
508	39	1
509	39	3
510	40	0
511	40	1
512	40	3
513	41	0
514	41	1
515	41	3
516	41	4
517	41	5
518	41	6
519	41	7
520	42	0
521	42	1
522	42	3
523	42	4
524	42	5
525	42	6
526	42	7
527	43	0
528	43	1
529	43	3
530	44	0
531	44	1
532	44	3
533	45	0
534	45	1
535	45	3
536	47	4294967295
537	46	4294967295
538	48	4294967295
539	51	4294967295
540	52	4294967295
541	53	0
542	53	1
543	53	3
544	53	4
545	53	5
546	53	6
547	53	7
548	53	8
549	53	9
550	53	10
551	53	11
552	53	12
553	53	13
554	53	14
555	53	15
556	54	0
557	54	1
558	54	3
559	55	0
560	55	1
561	55	3
562	56	0
563	56	1
564	56	3
565	56	4
566	56	5
567	56	6
568	56	7
569	57	0
570	57	1
571	57	3
572	57	4
573	57	5
574	57	6
575	57	7
576	58	0
577	58	1
578	58	3
579	0	0
580	0	1
581	0	2
582	2	4294967295
583	1	4294967295
584	3	4294967295
585	6	4294967295
586	7	4294967295
587	8	0
588	8	1
589	8	2
590	8	4
591	8	5
592	8	6
593	8	7
594	8	8
595	8	9
596	8	10
597	8	11
598	8	12
599	8	13
600	8	14
601	8	15
602	9	0
603	9	1
604	9	2
605	10	0
606	10	1
607	10	2
608	11	0
609	11	1
610	11	2
611	11	4
612	11	5
613	11	6
614	11	7
615	12	0
616	12	1
617	12	2
618	12	4
619	12	5
620	12	6
621	12	7
622	13	0
623	13	1
624	13	2
625	14	0
626	14	1
627	14	2
628	15	0
629	15	1
630	15	2
631	17	4294967295
632	16	4294967295
633	18	4294967295
634	21	4294967295
635	22	4294967295
636	23	0
637	23	1
638	23	2
639	23	4
640	23	5
641	23	6
642	23	7
643	23	8
644	23	9
645	23	10
646	23	11
647	23	12
648	23	13
649	23	14
650	23	15
651	24	0
652	24	1
653	24	2
654	25	0
655	25	1
656	25	2
657	26	0
658	26	1
659	26	2
660	26	4
661	26	5
662	26	6
663	26	7
664	27	0
665	27	1
666	27	2
667	27	4
668	27	5
669	27	6
670	27	7
671	28	0
672	28	1
673	28	2
674	29	0
675	29	1
676	29	2
677	30	0
678	30	1
679	30	2
680	32	4294967295
681	31	4294967295
682	33	4294967295
683	36	4294967295
684	37	4294967295
685	38	0
686	38	1
687	38	2
688	38	4
689	38	5
690	38	6
691	38	7
692	38	8
693	38	9
694	38	10
695	38	11
696	38	12
697	38	13
698	38	14
699	38	15
700	39	0
701	39	1
702	39	2
703	40	0
704	40	1
705	40	2
706	41	0
707	41	1
708	41	2
709	41	4
710	41	5
711	41	6
712	41	7
713	42	0
714	42	1
715	42	2
716	42	4
717	42	5
718	42	6
719	42	7
720	43	0
721	43	1
722	43	2
723	44	0
724	44	1
725	44	2
726	45	0
727	45	1
728	45	2
729	47	4294967295
730	46	4294967295
731	48	4294967295
732	51	4294967295
733	52	4294967295
734	53	0
735	53	1
736	53	2
737	53	4
738	53	5
739	53	6
740	53	7
741	53	8
742	53	9
743	53	10
744	53	11
745	53	12
746	53	13
747	53	14
748	53	15
749	54	0
750	54	1
751	54	2
752	55	0
753	55	1
754	55	2
755	56	0
756	56	1
757	56	2
758	56	4
759	56	5
760	56	6
761	56	7
762	57	0
763	57	1
764	57	2
765	57	4
766	57	5
767	57	6
768	57	7
769	58	0
770	58	1
771	58	2
772	2	4294967295
773	1	4294967295
774	3	4294967295
775	6	4294967295
776	7	4294967295
777	10	0
778	10	1
779	10	2
780	10	3
781	17	4294967295
782	16	4294967295
783	18	4294967295
784	21	4294967295
785	22	4294967295
786	25	0
787	25	1
788	25	2
789	25	3
790	32	4294967295
791	31	4294967295
792	33	4294967295
793	36	4294967295
794	37	4294967295
795	40	0
796	40	1
797	40	2
798	40	3
799	47	4294967295
800	46	4294967295
801	48	4294967295
802	51	4294967295
803	52	4294967295
804	55	0
805	55	1
806	55	2
807	55	3
808	2	4294967295
809	1	4294967295
810	3	4294967295
811	6	4294967295
812	7	4294967295
813	10	0
814	10	1
815	10	2
816	10	3
817	17	4294967295
818	16	4294967295
819	18	4294967295
820	21	4294967295
821	22	4294967295
822	25	0
823	25	1
824	25	2
825	25	3
826	32	4294967295
827	31	4294967295
828	33	4294967295
829	36	4294967295
830	37	4294967295
831	40	0
832	40	1
833	40	2
834	40	3
835	47	4294967295
836	46	4294967295
837	48	4294967295
838	51	4294967295
839	52	4294967295
840	55	0
841	55	1
842	55	2
843	55	3
844	2	4294967295
845	1	4294967295
846	3	4294967295
847	6	4294967295
848	7	4294967295
849	10	0
850	10	1
851	10	2
852	10	3
853	17	4294967295
854	16	4294967295
855	18	4294967295
856	21	4294967295
857	22	4294967295
858	25	0
859	25	1
860	25	2
861	25	3
862	32	4294967295
863	31	4294967295
864	33	4294967295
865	36	4294967295
866	37	4294967295
867	40	0
868	40	1
869	40	2
870	40	3
871	47	4294967295
872	46	4294967295
873	48	4294967295
874	51	4294967295
875	52	4294967295
876	55	0
877	55	1
878	55	2
879	55	3
880	2	4294967295
881	1	4294967295
882	3	4294967295
883	6	4294967295
884	7	4294967295
885	10	0
886	10	1
887	10	2
888	10	3
889	17	4294967295
890	16	4294967295
891	18	4294967295
892	21	4294967295
893	22	4294967295
894	25	0
895	25	1
896	25	2
897	25	3
898	32	4294967295
899	31	4294967295
900	33	4294967295
901	36	4294967295
902	37	4294967295
903	40	0
904	40	1
905	40	2
906	40	3
907	47	4294967295
908	46	4294967295
909	48	4294967295
910	51	4294967295
911	52	4294967295
912	55	0
913	55	1
914	55	2
915	55	3
916	2	4294967295
917	1	4294967295
918	3	4294967295
919	6	4294967295
920	7	4294967295
921	17	4294967295
922	16	4294967295
923	18	4294967295
924	21	4294967295
925	22	4294967295
926	32	4294967295
927	31	4294967295
928	33	4294967295
929	36	4294967295
930	37	4294967295
931	47	4294967295
932	46	4294967295
933	48	4294967295
934	51	4294967295
935	52	4294967295
936	2	4294967295
937	1	4294967295
938	3	4294967295
939	6	4294967295
940	7	4294967295
941	17	4294967295
942	16	4294967295
943	18	4294967295
944	21	4294967295
945	22	4294967295
946	32	4294967295
947	31	4294967295
948	33	4294967295
949	36	4294967295
950	37	4294967295
951	47	4294967295
952	46	4294967295
953	48	4294967295
954	51	4294967295
955	52	4294967295
956	2	4294967295
957	1	4294967295
958	3	4294967295
959	6	4294967295
960	7	4294967295
961	17	4294967295
962	16	4294967295
963	18	4294967295
964	21	4294967295
965	22	4294967295
966	32	4294967295
967	31	4294967295
968	33	4294967295
969	36	4294967295
970	37	4294967295
971	47	4294967295
972	46	4294967295
973	48	4294967295
974	51	4294967295
975	52	4294967295
976	2	4294967295
977	1	4294967295
978	3	4294967295
979	6	4294967295
980	7	4294967295
981	17	4294967295
982	16	4294967295
983	18	4294967295
984	21	4294967295
985	22	4294967295
986	32	4294967295
987	31	4294967295
988	33	4294967295
989	36	4294967295
990	37	4294967295
991	47	4294967295
992	46	4294967295
993	48	4294967295
994	51	4294967295
995	52	4294967295
996	2	4294967295
997	1	4294967295
998	3	4294967295
999	6	4294967295
1000	7	4294967295
1001	17	4294967295
1002	16	4294967295
1003	18	4294967295
1004	21	4294967295
1005	22	4294967295
1006	32	4294967295
1007	31	4294967295
1008	33	4294967295
1009	36	4294967295
1010	37	4294967295
1011	47	4294967295
1012	46	4294967295
1013	48	4294967295
1014	51	4294967295
1015	52	4294967295
1016	2	4294967295
1017	1	4294967295
1018	3	4294967295
1019	6	4294967295
1020	7	4294967295
1021	17	4294967295
1022	16	4294967295
1023	18	4294967295
1024	21	4294967295
1025	22	4294967295
1026	32	4294967295
1027	31	4294967295
1028	33	4294967295
1029	36	4294967295
1030	37	4294967295
1031	47	4294967295
1032	46	4294967295
1033	48	4294967295
1034	51	4294967295
1035	52	4294967295
1036	2	4294967295
1037	1	4294967295
1038	3	4294967295
1039	6	4294967295
1040	7	4294967295
1041	17	4294967295
1042	16	4294967295
1043	18	4294967295
1044	21	4294967295
1045	22	4294967295
1046	32	4294967295
1047	31	4294967295
1048	33	4294967295
1049	36	4294967295
1050	37	4294967295
1051	47	4294967295
1052	46	4294967295
1053	48	4294967295
1054	51	4294967295
1055	52	4294967295
1056	2	4294967295
1057	1	4294967295
1058	3	4294967295
1059	6	4294967295
1060	7	4294967295
1061	17	4294967295
1062	16	4294967295
1063	18	4294967295
1064	21	4294967295
1065	22	4294967295
1066	32	4294967295
1067	31	4294967295
1068	33	4294967295
1069	36	4294967295
1070	37	4294967295
1071	47	4294967295
1072	46	4294967295
1073	48	4294967295
1074	51	4294967295
1075	52	4294967295
