tile_m	tile_n	tile_k	stages	split_k	l05_ms	l1_ms	l2_ms	status	l05_hash	smem	ctas_per_sm	grid
128	128	16	3	1	2.189312	2.158592	2.228224	25/25	fd15fa2e89cdb915	49536	1	128
16	64	16	2	16	0.322560	0.322560	0.359424	25/25	472fe4e8596656af	10496	2	256
16	64	16	3	16	0.322560	0.322240	0.358624	25/25	472fe4e8596656af	15744	2	256
16	64	16	5	16	0.324928	0.322816	0.366592	25/25	472fe4e8596656af	26240	2	256
16	64	32	4	16	0.339040	0.313632	0.371712	25/25	472fe4e8596656af	41984	2	256
16	64	32	5	16	0.349184	0.315392	0.380160	25/25	472fe4e8596656af	52480	1	128
32	32	16	2	8	0.353056	0.321536	0.385024	25/25	118f8e253b29f694	8448	2	256
32	32	16	3	8	0.354304	0.321824	0.385024	25/25	118f8e253b29f694	12672	2	256
32	32	32	2	8	0.353568	0.322912	0.384224	25/25	118f8e253b29f694	16896	2	256
