index	stage	logical_task	begin_ns	end_ns	wall_ns	task_fixed_plus_mainloop_ns	publish_ns	wait_hop_ns	barrier_ns	idle_ns	category	name
99	194	497	1790328487628175360	1790328487628187648	12288	7168	4096	0	0	1024	proj	l0.s138.proj
100	207	369	1790328487628187648	1790328487628231680	44032	11264	2048	29696	0	1024	proj	l0.s148.proj
101	210	369	1790328487628231680	1790328487628274688	43008	11264	2048	29696	0	0	proj	l0.s150.proj
102	210	753	1790328487628274688	1790328487628285952	11264	6144	5120	0	0	0	proj	l0.s150.proj
103	210	1137	1790328487628285952	1790328487628296192	10240	7168	2048	0	0	1024	proj	l0.s150.proj
104	210	1521	1790328487628296192	1790328487628304384	8192	5120	2048	0	1024	0	proj	l0.s150.proj
105	212	369	1790328487628304384	1790328487628314624	10240	7168	2048	0	0	1024	proj	l0.s151.proj
106	212	753	1790328487628314624	1790328487628323840	9216	6144	2048	0	0	1024	proj	l0.s151.proj
107	212	1137	1790328487628323840	1790328487628332032	8192	5120	2048	0	0	1024	proj	l0.s151.proj
108	212	1521	1790328487628332032	1790328487628339200	7168	5120	2048	0	0	0	proj	l0.s151.proj
109	215	369	1790328487628339200	1790328487628398592	59392	25600	2048	31744	0	0	proj	l0.s153.proj
110	218	113	1790328487628398592	1790328487628446720	48128	12288	1024	33792	0	1024	proj	l0.s155.proj
111	218	497	1790328487628446720	1790328487628457984	11264	6144	4096	1024	0	0	proj	l0.s155.proj
112	231	369	1790328487628457984	1790328487628504064	46080	12288	3072	30720	0	0	proj	l0.s165.proj
113	234	369	1790328487628504064	1790328487628546048	41984	11264	1024	28672	0	1024	proj	l0.s167.proj
114	234	753	1790328487628546048	1790328487628557312	11264	5120	5120	0	0	1024	proj	l0.s167.proj
115	234	1137	1790328487628557312	1790328487628566528	9216	5120	3072	0	0	1024	proj	l0.s167.proj
116	234	1521	1790328487628566528	1790328487628574720	8192	5120	2048	0	0	1024	proj	l0.s167.proj
117	236	369	1790328487628574720	1790328487628582912	8192	5120	2048	0	1024	0	proj	l0.s168.proj
118	236	753	1790328487628582912	1790328487628591104	8192	6144	1024	0	0	1024	proj	l0.s168.proj
119	236	1137	1790328487628591104	1790328487628599296	8192	5120	2048	0	0	1024	proj	l0.s168.proj
120	236	1521	1790328487628599296	1790328487628607488	8192	5120	3072	0	0	0	proj	l0.s168.proj
121	239	369	1790328487628607488	1790328487628664832	57344	25600	1024	30720	0	0	proj	l0.s170.proj
122	242	113	1790328487628664832	1790328487628710912	46080	11264	1024	32768	0	1024	proj	l0.s172.proj
123	242	497	1790328487628710912	1790328487628721152	10240	5120	4096	0	0	1024	proj	l0.s172.proj
124	255	369	1790328487628721152	1790328487628767232	46080	11264	4096	30720	0	0	proj	l0.s182.proj
125	258	369	1790328487628767232	1790328487628809216	41984	11264	2048	28672	0	0	proj	l0.s184.proj
126	258	753	1790328487628809216	1790328487628820480	11264	5120	5120	1024	0	0	proj	l0.s184.proj
127	258	1137	1790328487628820480	1790328487628829696	9216	6144	2048	0	0	1024	proj	l0.s184.proj
128	258	1521	1790328487628829696	1790328487628838912	9216	6144	3072	0	0	0	proj	l0.s184.proj
129	260	369	1790328487628838912	1790328487628847104	8192	6144	2048	0	0	0	proj	l0.s185.proj
130	260	753	1790328487628847104	1790328487628856320	9216	5120	3072	0	1024	0	proj	l0.s185.proj
131	260	1137	1790328487628856320	1790328487628865536	9216	6144	2048	0	0	1024	proj	l0.s185.proj
132	260	1521	1790328487628865536	1790328487628872704	7168	5120	2048	0	0	0	proj	l0.s185.proj
133	263	369	1790328487628872704	1790328487628930048	57344	24576	1024	31744	0	0	proj	l0.s187.proj
134	266	113	1790328487628930048	1790328487628979200	49152	12288	2048	34816	0	0	proj	l0.s189.proj
135	266	497	1790328487628979200	1790328487628989440	10240	6144	4096	0	0	0	proj	l0.s189.proj
136	279	369	1790328487628989440	1790328487629033472	44032	11264	2048	30720	0	0	proj	l0.s199.proj
137	282	369	1790328487629033472	1790328487629076480	43008	11264	1024	29696	0	1024	proj	l0.s201.proj
138	282	753	1790328487629076480	1790328487629086720	10240	4096	5120	0	1024	0	proj	l0.s201.proj
139	282	1137	1790328487629086720	1790328487629095936	9216	6144	3072	0	0	0	proj	l0.s201.proj
140	282	1521	1790328487629095936	1790328487629105152	9216	6144	3072	0	0	0	proj	l0.s201.proj
141	284	369	1790328487629105152	1790328487629114368	9216	6144	3072	0	0	0	proj	l0.s202.proj
142	284	753	1790328487629114368	1790328487629124608	10240	7168	2048	1024	0	0	proj	l0.s202.proj
143	284	1137	1790328487629124608	1790328487629132800	8192	6144	1024	1024	0	0	proj	l0.s202.proj
144	284	1521	1790328487629132800	1790328487629140992	8192	6144	2048	0	0	0	proj	l0.s202.proj
145	287	369	1790328487629140992	1790328487629198336	57344	25600	1024	30720	0	0	proj	l0.s204.proj
146	290	113	1790328487629198336	1790328487629246464	48128	12288	1024	33792	0	1024	proj	l0.s206.proj
147	290	497	1790328487629246464	1790328487629257728	11264	7168	4096	0	0	0	proj	l0.s206.proj
148	303	369	1790328487629257728	1790328487629301760	44032	11264	1024	30720	0	1024	proj	l0.s216.proj
149	306	369	1790328487629301760	1790328487629343744	41984	11264	2048	27648	0	1024	proj	l0.s218.proj
150	306	753	1790328487629343744	1790328487629353984	10240	5120	2048	0	0	3072	proj	l0.s218.proj
151	306	1137	1790328487629353984	1790328487629364224	10240	5120	4096	1024	0	0	proj	l0.s218.proj
152	306	1521	1790328487629364224	1790328487629372416	8192	5120	3072	0	0	0	proj	l0.s218.proj
153	308	369	1790328487629372416	1790328487629380608	8192	5120	3072	0	0	0	proj	l0.s219.proj
154	308	753	1790328487629380608	1790328487629390848	10240	7168	3072	0	0	0	proj	l0.s219.proj
155	308	1137	1790328487629390848	1790328487629400064	9216	7168	1024	0	0	1024	proj	l0.s219.proj
156	308	1521	1790328487629400064	1790328487629407232	7168	5120	1024	0	0	1024	proj	l0.s219.proj
157	311	369	1790328487629407232	1790328487629464576	57344	25600	1024	30720	0	0	proj	l0.s221.proj
158	314	113	1790328487629464576	1790328487629511680	47104	11264	2048	33792	0	0	proj	l0.s223.proj
159	314	497	1790328487629511680	1790328487629523968	12288	6144	5120	1024	0	0	proj	l0.s223.proj
160	327	369	1790328487629523968	1790328487629568000	44032	11264	2048	30720	0	0	proj	l0.s233.proj
161	330	369	1790328487629568000	1790328487629612032	44032	12288	2048	28672	0	1024	proj	l0.s235.proj
162	330	753	1790328487629612032	1790328487629623296	11264	6144	4096	0	1024	0	proj	l0.s235.proj
163	330	1137	1790328487629623296	1790328487629632512	9216	6144	2048	0	1024	0	proj	l0.s235.proj
164	330	1521	1790328487629632512	1790328487629640704	8192	6144	2048	0	0	0	proj	l0.s235.proj
165	332	369	1790328487629640704	1790328487629648896	8192	6144	2048	0	0	0	proj	l0.s236.proj
166	332	753	1790328487629648896	1790328487629659136	10240	7168	2048	0	0	1024	proj	l0.s236.proj
167	332	1137	1790328487629659136	1790328487629666304	7168	5120	2048	0	0	0	proj	l0.s236.proj
168	332	1521	1790328487629666304	1790328487629674496	8192	5120	2048	0	0	1024	proj	l0.s236.proj
169	335	369	1790328487629674496	1790328487629732864	58368	25600	1024	30720	0	1024	proj	l0.s238.proj
170	338	113	1790328487629732864	1790328487629779968	47104	11264	1024	33792	0	1024	proj	l0.s240.proj
171	338	497	1790328487629779968	1790328487629792256	12288	7168	5120	0	0	0	proj	l0.s240.proj
172	351	369	1790328487629792256	1790328487629836288	44032	11264	2048	30720	0	0	proj	l0.s250.proj
173	354	369	1790328487629836288	1790328487629878272	41984	11264	2048	28672	0	0	proj	l0.s252.proj
174	354	753	1790328487629878272	1790328487629889536	11264	6144	4096	1024	0	0	proj	l0.s252.proj
175	354	1137	1790328487629889536	1790328487629898752	9216	6144	3072	0	0	0	proj	l0.s252.proj
176	354	1521	1790328487629898752	1790328487629907968	9216	6144	3072	0	0	0	proj	l0.s252.proj
177	356	369	1790328487629907968	1790328487629917184	9216	6144	2048	0	1024	0	proj	l0.s253.proj
178	356	753	1790328487629917184	1790328487629925376	8192	6144	2048	0	0	0	proj	l0.s253.proj
179	356	1137	1790328487629925376	1790328487629934592	9216	6144	2048	0	0	1024	proj	l0.s253.proj
180	356	1521	1790328487629934592	1790328487629942784	8192	5120	2048	0	0	1024	proj	l0.s253.proj
181	359	369	1790328487629942784	1790328487629999104	56320	25600	1024	29696	0	0	proj	l0.s255.proj
182	362	113	1790328487629999104	1790328487630047232	48128	12288	2048	33792	0	0	proj	l0.s257.proj
183	362	497	1790328487630047232	1790328487630057472	10240	6144	3072	1024	0	0	proj	l0.s257.proj
184	375	369	1790328487630057472	1790328487630102528	45056	11264	2048	30720	0	1024	proj	l0.s267.proj
185	378	369	1790328487630102528	1790328487630145536	43008	11264	2048	28672	0	1024	proj	l0.s269.proj
186	378	753	1790328487630145536	1790328487630155776	10240	4096	5120	0	1024	0	proj	l0.s269.proj
187	378	1137	1790328487630155776	1790328487630166016	10240	6144	3072	0	0	1024	proj	l0.s269.proj
188	378	1521	1790328487630166016	1790328487630174208	8192	5120	2048	0	0	1024	proj	l0.s269.proj
189	380	369	1790328487630174208	1790328487630183424	9216	6144	3072	0	0	0	proj	l0.s270.proj
190	380	753	1790328487630183424	1790328487630191616	8192	6144	2048	0	0	0	proj	l0.s270.proj
191	380	1137	1790328487630191616	1790328487630199808	8192	5120	3072	0	0	0	proj	l0.s270.proj
192	380	1521	1790328487630199808	1790328487630209024	9216	5120	4096	0	0	0	proj	l0.s270.proj
193	383	369	1790328487630209024	1790328487630267392	58368	25600	2048	30720	0	0	proj	l0.s272.proj
194	386	113	1790328487630267392	1790328487630315520	48128	11264	2048	33792	0	1024	proj	l0.s274.proj
195	386	497	1790328487630315520	1790328487630325760	10240	5120	5120	0	0	0	proj	l0.s274.proj
196	399	369	1790328487630325760	1790328487630372864	47104	12288	3072	30720	0	1024	proj	l0.s284.proj
197	402	369	1790328487630372864	1790328487630414848	41984	12288	1024	27648	0	1024	proj	l0.s286.proj
198	402	753	1790328487630414848	1790328487630426112	11264	7168	4096	0	0	0	proj	l0.s286.proj
199	402	1137	1790328487630426112	1790328487630435328	9216	6144	2048	1024	0	0	proj	l0.s286.proj
200	402	1521	1790328487630435328	1790328487630444544	9216	7168	2048	0	0	0	proj	l0.s286.proj
201	404	369	1790328487630444544	1790328487630452736	8192	5120	2048	0	0	1024	proj	l0.s287.proj
202	404	753	1790328487630452736	1790328487630461952	9216	5120	2048	0	0	2048	proj	l0.s287.proj
203	404	1137	1790328487630461952	1790328487630471168	9216	5120	2048	0	0	2048	proj	l0.s287.proj
204	404	1521	1790328487630471168	1790328487630478336	7168	4096	2048	1024	0	0	proj	l0.s287.proj
205	407	369	1790328487630478336	1790328487630534656	56320	25600	2048	28672	0	0	proj	l0.s289.proj
206	410	113	1790328487630534656	1790328487630581760	47104	12288	1024	33792	0	0	proj	l0.s291.proj
207	410	497	1790328487630581760	1790328487630594048	12288	7168	5120	0	0	0	proj	l0.s291.proj
208	423	369	1790328487630594048	1790328487630638080	44032	11264	3072	29696	0	0	proj	l0.s301.proj
209	426	369	1790328487630638080	1790328487630681088	43008	11264	2048	28672	0	1024	proj	l0.s303.proj
210	426	753	1790328487630681088	1790328487630690304	9216	4096	1024	0	0	4096	proj	l0.s303.proj
211	426	1137	1790328487630690304	1790328487630700544	10240	6144	4096	0	0	0	proj	l0.s303.proj
212	426	1521	1790328487630700544	1790328487630710784	10240	6144	3072	0	0	1024	proj	l0.s303.proj
213	428	369	1790328487630710784	1790328487630721024	10240	7168	2048	1024	0	0	proj	l0.s304.proj
214	428	753	1790328487630721024	1790328487630729216	8192	6144	2048	0	0	0	proj	l0.s304.proj
215	428	1137	1790328487630729216	1790328487630738432	9216	6144	2048	0	1024	0	proj	l0.s304.proj
216	428	1521	1790328487630738432	1790328487630745600	7168	5120	2048	0	0	0	proj	l0.s304.proj
217	431	369	1790328487630745600	1790328487630801920	56320	23552	1024	31744	0	0	proj	l0.s306.proj
218	434	113	1790328487630801920	1790328487630851072	49152	11264	2048	35840	0	0	proj	l0.s308.proj
219	434	497	1790328487630851072	1790328487630862336	11264	6144	4096	0	0	1024	proj	l0.s308.proj
220	447	369	1790328487630862336	1790328487630907392	45056	11264	2048	30720	0	1024	proj	l0.s318.proj
221	450	369	1790328487630907392	1790328487630950400	43008	12288	2048	28672	0	0	proj	l0.s320.proj
222	450	753	1790328487630950400	1790328487630961664	11264	6144	4096	0	0	1024	proj	l0.s320.proj
223	450	1137	1790328487630961664	1790328487630969856	8192	5120	3072	0	0	0	proj	l0.s320.proj
224	450	1521	1790328487630969856	1790328487630978048	8192	5120	3072	0	0	0	proj	l0.s320.proj
225	452	369	1790328487630978048	1790328487630986240	8192	5120	2048	0	0	1024	proj	l0.s321.proj
226	452	753	1790328487630986240	1790328487630995456	9216	7168	2048	0	0	0	proj	l0.s321.proj
227	452	1137	1790328487630995456	1790328487631002624	7168	5120	1024	0	1024	0	proj	l0.s321.proj
228	452	1521	1790328487631002624	1790328487631012864	10240	7168	3072	0	0	0	proj	l0.s321.proj
229	455	369	1790328487631012864	1790328487631069184	56320	25600	2048	28672	0	0	proj	l0.s323.proj
230	458	113	1790328487631069184	1790328487631116288	47104	11264	1024	33792	0	1024	proj	l0.s325.proj
231	458	497	1790328487631116288	1790328487631128576	12288	6144	5120	0	0	1024	proj	l0.s325.proj
232	471	369	1790328487631128576	1790328487631172608	44032	11264	2048	30720	0	0	proj	l0.s335.proj
233	474	369	1790328487631172608	1790328487631215616	43008	11264	2048	28672	0	1024	proj	l0.s337.proj
234	474	753	1790328487631215616	1790328487631226880	11264	5120	5120	0	0	1024	proj	l0.s337.proj
235	474	1137	1790328487631226880	1790328487631237120	10240	7168	2048	0	1024	0	proj	l0.s337.proj
236	474	1521	1790328487631237120	1790328487631245312	8192	5120	2048	1024	0	0	proj	l0.s337.proj
237	476	369	1790328487631245312	1790328487631254528	9216	7168	2048	0	0	0	proj	l0.s338.proj
238	476	753	1790328487631254528	1790328487631263744	9216	7168	1024	0	0	1024	proj	l0.s338.proj
239	476	1137	1790328487631263744	1790328487631271936	8192	6144	1024	0	0	1024	proj	l0.s338.proj
240	476	1521	1790328487631271936	1790328487631280128	8192	5120	2048	1024	0	0	proj	l0.s338.proj
241	479	369	1790328487631280128	1790328487631338496	58368	25600	2048	30720	0	0	proj	l0.s340.proj
242	482	113	1790328487631338496	1790328487631385600	47104	12288	2048	32768	0	0	proj	l0.s342.proj
243	482	497	1790328487631385600	1790328487631397888	12288	7168	4096	0	0	1024	proj	l0.s342.proj
244	495	369	1790328487631397888	1790328487631441920	44032	11264	2048	30720	0	0	proj	l0.s352.proj
245	498	369	1790328487631441920	1790328487631484928	43008	11264	1024	29696	0	1024	proj	l0.s354.proj
246	498	753	1790328487631484928	1790328487631496192	11264	5120	4096	0	0	2048	proj	l0.s354.proj
247	498	1137	1790328487631496192	1790328487631506432	10240	6144	3072	0	1024	0	proj	l0.s354.proj
248	498	1521	1790328487631506432	1790328487631513600	7168	5120	1024	0	0	1024	proj	l0.s354.proj
249	500	369	1790328487631513600	1790328487631521792	8192	5120	2048	0	0	1024	proj	l0.s355.proj
250	500	753	1790328487631521792	1790328487631531008	9216	6144	3072	0	0	0	proj	l0.s355.proj
251	500	1137	1790328487631531008	1790328487631540224	9216	6144	3072	0	0	0	proj	l0.s355.proj
252	500	1521	1790328487631540224	1790328487631547392	7168	4096	2048	0	0	1024	proj	l0.s355.proj
253	503	369	1790328487631547392	1790328487631607808	60416	25600	2048	32768	0	0	proj	l0.s357.proj
254	506	113	1790328487631607808	1790328487631655936	48128	12288	2048	33792	0	0	proj	l0.s359.proj
255	506	497	1790328487631655936	1790328487631667200	11264	6144	5120	0	0	0	proj	l0.s359.proj
256	519	369	1790328487631667200	1790328487631713280	46080	12288	2048	31744	0	0	proj	l0.s369.proj
257	522	369	1790328487631713280	1790328487631755264	41984	11264	1024	28672	0	1024	proj	l0.s371.proj
258	522	753	1790328487631755264	1790328487631766528	11264	5120	5120	0	0	1024	proj	l0.s371.proj
259	522	1137	1790328487631766528	1790328487631775744	9216	5120	2048	0	0	2048	proj	l0.s371.proj
260	522	1521	1790328487631775744	1790328487631784960	9216	5120	3072	1024	0	0	proj	l0.s371.proj
261	524	369	1790328487631784960	1790328487631794176	9216	6144	2048	0	0	1024	proj	l0.s372.proj
262	524	753	1790328487631794176	1790328487631803392	9216	6144	2048	1024	0	0	proj	l0.s372.proj
263	524	1137	1790328487631803392	1790328487631812608	9216	7168	2048	0	0	0	proj	l0.s372.proj
264	524	1521	1790328487631812608	1790328487631820800	8192	6144	2048	0	0	0	proj	l0.s372.proj
265	527	369	1790328487631820800	1790328487631879168	58368	25600	1024	30720	0	1024	proj	l0.s374.proj
266	530	113	1790328487631879168	1790328487631925248	46080	11264	1024	32768	0	1024	proj	l0.s376.proj
267	530	497	1790328487631925248	1790328487631936512	11264	6144	4096	0	0	1024	proj	l0.s376.proj
268	543	369	1790328487631936512	1790328487631981568	45056	11264	2048	30720	0	1024	proj	l0.s386.proj
269	546	369	1790328487631981568	1790328487632024576	43008	12288	2048	28672	0	0	proj	l0.s388.proj
270	546	753	1790328487632024576	1790328487632036864	12288	7168	5120	0	0	0	proj	l0.s388.proj
271	546	1137	1790328487632036864	1790328487632046080	9216	6144	2048	0	0	1024	proj	l0.s388.proj
272	546	1521	1790328487632046080	1790328487632054272	8192	6144	2048	0	0	0	proj	l0.s388.proj
273	548	369	1790328487632054272	1790328487632062464	8192	6144	2048	0	0	0	proj	l0.s389.proj
274	548	753	1790328487632062464	1790328487632071680	9216	6144	2048	1024	0	0	proj	l0.s389.proj
