config	arm	round	started_ns	l05_ms	l1_ms	l2_ms	log
rotate	nofence	13	1789708923918857565	6.64576	6.532096	6.355872	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__nofence/r13.log
rotate	nowait	13	1789708937409567145	6.644576	6.674432	5.279744	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__nowait/r13.log
rotate	neither	13	1789708271500960864	6.640672	6.669312	5.389344	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__neither/r13.log
rotate	l1nosync	13	1789708284872047722	6.323072	6.111232	6.343424	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__l1nosync/r13.log
rotate	full	14	1789709574892336455	6.647136	6.673536	6.67216	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__full/r14.log
rotate	nofence	14	1789709588486051838	6.648832	6.666464	6.2392	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__nofence/r14.log
rotate	nowait	14	1789709602088696895	6.6488	6.672096	5.521408	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__nowait/r14.log
rotate	neither	14	1789709615673082333	6.648832	6.676672	5.413888	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__neither/r14.log
rotate	l1nosync	14	1789708950704066444	6.319104	6.100832	6.336512	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__l1nosync/r14.log
rotate	full	15	1789710234761677933	6.648768	6.674272	6.66128	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__full/r15.log
rotate	nofence	15	1789710248266572524	6.643712	6.66624	6.464512	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__nofence/r15.log
rotate	nowait	15	1789710262184826420	6.644736	6.667424	5.506048	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__nowait/r15.log
rotate	neither	15	1789710275652114342	6.643904	6.664192	5.267456	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__neither/r15.log
rotate	l1nosync	15	1789710289025684353	6.644736	6.366944	6.339584	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__l1nosync/r15.log
rotate	full	16	1789710890884442852	6.647808	6.673664	6.672128	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__full/r16.log
rotate	nofence	16	1789710904355904786	6.646784	6.673632	6.46928	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__nofence/r16.log
rotate	nowait	16	1789710918044852672	6.651904	6.671584	5.520192	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__nowait/r16.log
rotate	neither	16	1789710931611077754	6.654752	6.672576	5.37328	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__neither/r16.log
rotate	l1nosync	16	1789710945420081450	6.65088	6.391744	6.666496	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__l1nosync/r16.log
rotate	full	17	1789711550324318596	6.652928	6.673568	6.667264	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__full/r17.log
rotate	nofence	17	1789711563937031795	6.319392	6.34048	6.159232	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__nofence/r17.log
rotate	nowait	17	1789711577437691739	6.317984	6.332416	5.285888	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__nowait/r17.log
rotate	neither	17	1789711589225812098	6.646048	6.590656	5.233568	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__neither/r17.log
rotate	l1nosync	17	1789711602600077899	6.643712	6.390944	6.340224	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__l1nosync/r17.log
rotate	full	18	1789712211315389940	6.647808	6.67136	6.670336	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__full/r18.log
rotate	nofence	18	1789712224888983190	6.649856	6.674432	6.467584	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__nofence/r18.log
rotate	nowait	18	1789712238265070075	6.6552	6.67648	5.512192	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__nowait/r18.log
rotate	neither	18	1789712251840562832	6.326272	6.335488	5.1568	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__neither/r18.log
rotate	l1nosync	18	1789712264931908532	6.313984	6.110208	6.342656	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__l1nosync/r18.log
rotate	full	19	1789712894571975237	6.317056	6.336576	6.341632	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__full/r19.log
rotate	nofence	19	1789712906839844082	6.318816	6.336512	6.157152	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__nofence/r19.log
rotate	nowait	19	1789712919231508451	6.321152	6.340608	5.268672	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__nowait/r19.log
rotate	neither	19	1789712933123680140	6.436608	6.33728	5.153728	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__neither/r19.log
rotate	l1nosync	19	1789712947296382958	6.3232	6.0416	6.34256	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__l1nosync/r19.log
rotate	full	20	1789713577021362524	6.434464	6.33936	6.336512	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__full/r20.log
rotate	nofence	20	1789713591200089220	6.639616	6.664192	6.1696	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__nofence/r20.log
rotate	nowait	20	1789713604684794970	6.65072	6.672384	5.52224	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__nowait/r20.log
rotate	neither	20	1789713618053234043	6.477664	6.398976	5.16096	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__neither/r20.log
rotate	l1nosync	20	1789713632130078937	6.646784	6.369632	6.657792	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__l1nosync/r20.log
rotate	full	21	1789714275411155417	6.653952	6.67968	6.668288	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__full/r21.log
rotate	nofence	21	1789714290488946213	6.656	6.675648	6.47168	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__nofence/r21.log
rotate	nowait	21	1789714303981693158	6.656	6.67568	5.499904	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__nowait/r21.log
rotate	neither	21	1789714318265683985	6.646784	6.664448	5.412864	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__neither/r21.log
rotate	l1nosync	21	1789714332649468968	6.647808	6.383616	6.672096	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__l1nosync/r21.log
rotate	full	22	1789714968136578475	6.324864	6.334464	6.333408	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__full/r22.log
rotate	nofence	22	1789714980731651813	6.648832	6.541312	6.156288	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__nofence/r22.log
rotate	nowait	22	1789714995856659610	6.6048	6.499328	5.432224	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__nowait/r22.log
rotate	neither	22	1789715010166427389	6.647904	6.620384	5.398336	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__neither/r22.log
rotate	l1nosync	22	1789715024572729689	6.513664	6.154176	6.612864	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__l1nosync/r22.log
rotate	full	23	1789715677037948838	6.3232	6.335488	6.335488	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__full/r23.log
rotate	nofence	23	1789715689516165643	6.394816	6.333568	6.152864	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__nofence/r23.log
rotate	nowait	23	1789715703697653102	6.515712	6.340608	5.293056	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__nowait/r23.log
rotate	neither	23	1789715717875793691	6.63872	6.503424	5.396416	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__neither/r23.log
rotate	l1nosync	23	1789715732251735656	6.319872	6.10816	6.32832	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__l1nosync/r23.log
rotate	full	24	1789716377376260308	6.649696	6.675456	6.675456	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__full/r24.log
rotate	nofence	24	1789716391669887747	6.65088	6.674432	6.46656	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__nofence/r24.log
rotate	nowait	24	1789716405828944520	6.325248	6.339584	5.295104	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__nowait/r24.log
rotate	neither	24	1789716419909299381	6.646432	6.666464	5.390336	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__neither/r24.log
rotate	l1nosync	24	1789716433985118808	6.646784	6.384576	6.66624	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__l1nosync/r24.log
chain	full	0	1789690004605616626	6.324416	6.339584	6.678528	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__full/r0.log
chain	nofence	0	1789690044387967871	6.642592	6.66624	6.843168	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nofence/r0.log
chain	nowait	0	1789690084977529586	6.64816	6.667264	6.204416	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nowait/r0.log
chain	neither	0	1789690124833581307	6.651008	6.673632	6.070272	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__neither/r0.log
chain	l1nosync	0	1789690164547628368	6.551552	6.321344	6.829056	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__l1nosync/r0.log
chain	full	1	1789691997129210375	6.648832	6.672608	7.023296	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__full/r1.log
chain	nofence	1	1789692037280441167	6.37344	6.334528	6.49216	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nofence/r1.log
chain	nowait	1	1789692076496963059	6.647808	6.67216	6.203392	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nowait/r1.log
chain	neither	1	1789692116593728869	6.644736	6.675232	6.046464	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__neither/r1.log
chain	l1nosync	1	1789692155699992249	6.652928	6.23216	6.651904	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__l1nosync/r1.log
chain	full	2	1789693943834269068	6.647808	6.671584	7.030496	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__full/r2.log
chain	nofence	2	1789693977055213716	6.648768	6.670368	6.833856	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nofence/r2.log
chain	nowait	2	1789694010458719996	6.64576	6.670528	6.199296	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nowait/r2.log
chain	neither	2	1789694042126438533	6.646592	6.668288	6.074368	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__neither/r2.log
chain	l1nosync	2	1789694074741155208	6.64256	6.361088	6.851264	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__l1nosync/r2.log
chain	full	3	1789695575729738323	6.652928	6.67664	6.757376	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__full/r3.log
chain	nofence	3	1789695603690869296	6.650784	6.677376	6.839296	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nofence/r3.log
chain	nowait	3	1789695631808196207	6.646752	6.597376	6.122496	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nowait/r3.log
chain	neither	3	1789695658932796243	6.646432	6.667424	6.081344	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__neither/r3.log
chain	l1nosync	3	1789695686371019332	6.64752	6.366176	6.899712	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__l1nosync/r3.log
chain	full	4	1789696928277590420	6.64976	6.673312	7.031968	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__full/r4.log
chain	nofence	4	1789696956403795118	6.646464	6.665472	6.83008	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nofence/r4.log
chain	nowait	4	1789696983549542125	6.649856	6.66752	6.202336	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nowait/r4.log
chain	neither	4	1789697010436738615	6.647808	6.666976	6.07232	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__neither/r4.log
chain	l1nosync	4	1789697037284771251	6.645632	6.378496	6.823008	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__l1nosync/r4.log
chain	full	5	1789698276614001689	6.320128	6.339488	6.6744	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__full/r5.log
chain	nofence	5	1789698304454060102	6.653952	6.671616	6.839424	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nofence/r5.log
chain	nowait	5	1789698333098704237	6.644672	6.67136	6.13376	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nowait/r5.log
chain	neither	5	1789698361226161849	6.654112	6.675456	6.069184	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__neither/r5.log
chain	l1nosync	5	1789698389430920111	6.653984	6.389632	7.018624	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__l1nosync/r5.log
chain	full	6	1789699670900993504	6.657024	6.677408	7.011232	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__full/r6.log
chain	nofence	6	1789699699706808572	6.644736	6.669088	6.829056	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nofence/r6.log
chain	nowait	6	1789699728274249582	6.325184	6.33856	5.956672	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nowait/r6.log
chain	neither	6	1789699755924840505	6.643712	6.33856	5.83168	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__neither/r6.log
chain	l1nosync	6	1789699783153768763	6.65088	6.406144	7.015392	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__l1nosync/r6.log
chain	full	7	1789701031247895822	6.646784	6.674368	7.032832	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__full/r7.log
chain	nofence	7	1789701058621745912	6.653952	6.669504	6.836992	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nofence/r7.log
chain	nowait	7	1789701086012423939	6.643424	6.668448	6.193152	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nowait/r7.log
chain	neither	7	1789701113316275221	6.327296	6.3376	5.83184	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__neither/r7.log
chain	l1nosync	7	1789701139761452931	6.649856	6.4	7.0144	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__l1nosync/r7.log
chain	full	8	1789702375878868324	6.643712	6.670336	7.033632	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__full/r8.log
chain	nofence	8	1789702403790347196	6.324224	6.334272	6.495904	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nofence/r8.log
chain	nowait	8	1789702430869910121	6.644544	6.668096	6.207616	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nowait/r8.log
chain	neither	8	1789702459314159091	6.344864	6.340608	5.860352	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__neither/r8.log
chain	l1nosync	8	1789702486590039356	6.650496	6.40688	7.020256	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__l1nosync/r8.log
chain	full	9	1789703743109723627	6.643712	6.670336	7.027712	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__full/r9.log
chain	nofence	9	1789703770499539760	6.647456	6.668224	6.831104	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nofence/r9.log
chain	nowait	9	1789703797588132579	6.644576	6.67136	6.20032	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nowait/r9.log
chain	neither	9	1789703825643786088	6.644736	6.670496	6.070272	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__neither/r9.log
chain	l1nosync	9	1789703853607736416	6.651904	6.386688	7.0184	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__l1nosync/r9.log
chain	full	10	1789705071274542545	6.647648	6.670336	7.02976	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__full/r10.log
chain	nofence	10	1789705098451210619	6.648832	6.668288	6.838272	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nofence/r10.log
chain	nowait	10	1789705125197352330	6.64608	6.666976	6.198016	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nowait/r10.log
chain	neither	10	1789705151872124969	6.647872	6.668192	6.076704	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__neither/r10.log
chain	l1nosync	10	1789705178322162010	6.647552	6.392832	7.01712	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__l1nosync/r10.log
chain	full	11	1789706386237121863	6.65088	6.675456	6.904736	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__full/r11.log
chain	nofence	11	1789706411700116335	6.641664	6.59456	6.799136	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nofence/r11.log
chain	nowait	11	1789706437048997091	6.64576	6.668192	6.200608	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nowait/r11.log
chain	neither	11	1789706462307518441	6.324192	6.33952	5.838848	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__neither/r11.log
chain	l1nosync	11	1789706486894392327	6.647584	6.357984	6.985728	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__l1nosync/r11.log
chain	full	12	1789707634437808373	6.65008	6.372384	6.656	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__full/r12.log
chain	nofence	12	1789707647707893919	6.648896	6.39184	6.505472	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nofence/r12.log
chain	nowait	12	1789707661077404357	6.64576	6.672384	6.213376	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nowait/r12.log
chain	neither	12	1789707674967625372	6.653696	6.673568	6.054592	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__neither/r12.log
chain	l1nosync	12	1789707688452812573	6.647808	6.3488	7.02464	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__l1nosync/r12.log
chain	full	13	1789708297049886028	6.320128	6.336288	6.673408	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__full/r13.log
chain	nofence	13	1789708309228086466	6.648672	6.66848	6.848512	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nofence/r13.log
chain	nowait	13	1789708322940919277	6.413632	6.369376	6.065152	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nowait/r13.log
chain	neither	13	1789708336509041611	6.65056	6.671008	6.075392	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__neither/r13.log
chain	l1nosync	13	1789708349881377634	6.651904	6.401888	7.015424	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__l1nosync/r13.log
chain	full	14	1789708962914185469	6.647808	6.67136	7.024576	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__full/r14.log
chain	nofence	14	1789708976292306165	6.642464	6.665216	6.842272	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nofence/r14.log
chain	nowait	14	1789708989869391453	6.64064	6.668288	6.201344	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nowait/r14.log
chain	neither	14	1789709003464898100	6.639264	6.664352	6.063104	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__neither/r14.log
chain	l1nosync	14	1789709017036331087	6.64464	6.335296	6.767616	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__l1nosync/r14.log
chain	full	15	1789709629244495206	6.65088	6.673408	6.665376	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__full/r15.log
chain	nofence	15	1789709642736540377	6.647808	6.67136	6.846432	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nofence/r15.log
chain	nowait	15	1789709656218548550	6.647808	6.669536	6.203328	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nowait/r15.log
chain	neither	15	1789709669815760614	6.646784	6.667232	6.06208	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__neither/r15.log
chain	l1nosync	15	1789709683193461749	6.646784	6.361088	7.032832	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__l1nosync/r15.log
chain	full	16	1789710959024799160	6.648832	6.675456	7.01936	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__full/r16.log
chain	nofence	16	1789710302292121368	6.64768	6.672192	6.674144	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nofence/r16.log
chain	nowait	16	1789710315667788668	6.646848	6.673344	6.212352	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nowait/r16.log
chain	neither	16	1789710329262039149	6.644736	6.675456	6.071136	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__neither/r16.log
chain	l1nosync	16	1789710342645543802	6.318016	6.120448	6.652928	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__l1nosync/r16.log
chain	full	17	1789711616084151087	6.642848	6.672384	7.027712	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__full/r17.log
chain	nofence	17	1789711629452552687	6.656896	6.674432	6.812672	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nofence/r17.log
chain	nowait	17	1789710972508723886	6.320128	6.341504	5.9392	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nowait/r17.log
chain	neither	17	1789710986931643961	6.320096	6.33632	5.839872	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__neither/r17.log
chain	l1nosync	17	1789710999124882913	6.651008	6.234112	6.91904	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__l1nosync/r17.log
chain	full	18	1789712277109646939	6.322368	6.335264	6.675296	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__full/r18.log
chain	nofence	18	1789712289876881995	6.317056	6.337536	6.502368	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nofence/r18.log
chain	nowait	18	1789712303556885662	6.318208	6.335584	5.947104	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nowait/r18.log
chain	neither	18	1789711642828181845	6.647808	6.673408	6.003712	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__neither/r18.log
chain	l1nosync	18	1789711656216453860	6.321152	6.05696	6.667264	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__l1nosync/r18.log
chain	full	19	1789712961164022818	6.647968	6.674432	7.022912	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__full/r19.log
chain	nofence	19	1789712974641169431	6.327296	6.340608	6.504448	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nofence/r19.log
chain	nowait	19	1789712988525097213	6.329344	6.339712	5.951488	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nowait/r19.log
chain	neither	19	1789713002412053015	6.331392	6.338656	5.839872	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__neither/r19.log
chain	l1nosync	19	1789712317169390642	6.315008	6.084608	6.67136	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__l1nosync/r19.log
chain	full	20	1789713646402023951	6.403072	6.333504	6.672384	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__full/r20.log
chain	nofence	20	1789713660172238001	6.419136	6.34944	6.536192	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nofence/r20.log
chain	nowait	20	1789713673745476001	6.539264	6.339584	5.987136	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nowait/r20.log
chain	neither	20	1789713688053389843	6.646784	6.67056	6.070272	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__neither/r20.log
chain	l1nosync	20	1789713701340838015	6.646976	6.332416	7.028736	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__l1nosync/r20.log
chain	full	21	1789714346115663764	6.567936	6.395968	6.648832	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__full/r21.log
chain	nofence	21	1789714360402211237	6.370976	6.334592	6.505472	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nofence/r21.log
chain	nowait	21	1789714374685657894	6.64576	6.672384	6.207488	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nowait/r21.log
chain	neither	21	1789714388281052366	6.50752	6.336512	5.86112	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__neither/r21.log
chain	l1nosync	21	1789714402468366237	6.334432	6.069248	6.669312	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__l1nosync/r21.log
chain	full	22	1789715038858168212	6.653632	6.677504	7.010144	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__full/r22.log
chain	nofence	22	1789715053129445778	6.65088	6.675456	6.658048	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nofence/r22.log
chain	nowait	22	1789715066640947467	6.647584	6.668288	6.202368	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nowait/r22.log
chain	neither	22	1789715080313976147	6.654976	6.673632	6.055712	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__neither/r22.log
chain	l1nosync	22	1789715093784155529	6.650592	6.389984	7.013312	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__l1nosync/r22.log
chain	full	23	1789715744716491550	6.341632	6.336352	6.672352	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__full/r23.log
chain	nofence	23	1789715757500641562	6.611712	6.529792	6.574048	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/chain__nofence/r23.log
