slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations	simt_wait_cycles	simt_barriers
0	1	0	0	0	1	0	1789794408253449216	1089370105058	1789794408253450240	1089370106410	1789794408253450240	1089370106410	1789794408253451264	1089370109224	1789794408253452288	1089370111059	1789794408253452288	1089370111189	0	0	0	0	89	8
1	0	32	16	64	1	6144	1789794408253453312	1089370115903	1789794408253454336	1089370118063	1789794408253455360	1089370119160	1789794408253458432	1089370128504	1789794408253459456	1089370129686	1789794408253459456	1089370129815	1089370119195	1089370128410	1603	8	0	0
2	2	0	0	0	1	0	1789794408253461504	1089370134823	1789794408253461504	1089370136115	1789794408253461504	1089370136115	1789794408253462528	1089370137656	1789794408253462528	1089370137686	1789794408253462528	1089370137815	0	0	0	0	0	0
3	3	0	0	0	1	0	1789794408253463552	1089370141509	1789794408253464576	1089370142635	1789794408253464576	1089370142635	1789794408253464576	1089370143620	1789794408253464576	1089370143650	1789794408253464576	1089370143780	0	0	0	0	0	0
4	5	0	0	0	1	0	1789794408253466624	1089370149080	1789794408253467648	1089370150771	1789794408253467648	1089370150771	1789794408253470720	1089370158899	1789794408253470720	1089370158929	1789794408253470720	1089370159058	0	0	0	0	52	2
5	0	32	16	64	1	6144	1789794408253472768	1089370164398	1789794408253473792	1089370166584	1789794408253473792	1089370167586	1789794408253477888	1089370176968	1789794408253478912	1089370178591	1789794408253478912	1089370178721	1089370167704	1089370176874	1380	8	0	0
6	1	0	0	0	1	0	1789794408253480960	1089370184303	1789794408253480960	1089370185584	1789794408253480960	1089370185584	1789794408253483008	1089370188493	1789794408253483008	1089370190306	1789794408253483008	1089370190437	0	0	0	0	89	8
7	0	32	16	64	1	6144	1789794408253485056	1089370195180	1789794408253486080	1089370197354	1789794408253486080	1089370198451	1789794408253490176	1089370207794	1789794408253490176	1089370208736	1789794408253491200	1089370208867	1089370198477	1089370207700	2460	8	0	0
8	4	0	0	0	1	0	1789794408253492224	1089370213977	1789794408253493248	1089370215289	1789794408253493248	1089370215289	1789794408253495296	1089370221551	1789794408253495296	1089370221581	1789794408253495296	1089370221711	0	0	0	0	0	0
9	0	32	16	64	1	6144	1789794408253497344	1089370226684	1789794408253498368	1089370228843	1789794408253499392	1089370229879	1789794408253506560	1089370248164	1789794408253507584	1089370250285	1789794408253507584	1089370250414	1089370229990	1089370248070	3132	16	0	0
