slot	stage	logical_task	kind	on_cp	tile_m	tile_n	tile_k	split_k	operand_bytes	setup_ns	load_wait_ns	mainloop_ns	epilogue_ns	body_epilogue_ns	harness_tail_ns	run_ns	setup_cycles	load_wait_cycles	mainloop_cycles	epilogue_cycles	body_epilogue_cycles	harness_tail_cycles	run_cycles	kind_name	simt_barriers	seg_setup	seg_wait	seg_compute	seg_epilogue
0	0	0	1	1	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1313	0	2812	1847	1715	132	5972	rmsnorm	8	1313	89	2723	1847
1	2	0	0	1	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2130	993	9532	1344	1214	130	13999	gemm	0	2130	2476	8049	1344
2	5	0	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1240	0	1525	159	30	129	2924	rope	0	1240	0	1525	159
3	6	0	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1114	0	929	159	30	129	2202	kvappend	0	1114	0	929	159
4	8	0	5	1	0	0	0	1	0	1024	0	3072	0	0	0	4096	1637	0	8441	159	30	129	10237	attention	2	1637	52	8389	159
5	9	0	0	1	32	16	64	1	6144	1024	0	4096	1024	1024	0	6144	2154	1105	9368	2288	2159	129	14915	gemm	0	2154	2883	7590	2288
6	10	0	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1242	0	2914	1847	1716	131	6003	rmsnorm	8	1242	89	2825	1847
7	11	0	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2108	1102	9310	1104	974	130	13624	gemm	0	2108	3625	6787	1104
8	13	0	4	1	0	0	0	1	0	1024	0	2048	0	0	0	3072	1273	0	6383	160	30	130	7816	elementwise	0	1273	0	6383	160
9	14	0	0	1	32	16	64	1	6144	1024	1024	7168	1024	1024	0	10240	2161	1100	18297	2351	2222	129	23909	gemm	0	2161	4378	15019	2351
10	15	0	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1249	0	2908	1837	1706	131	5994	rmsnorm	8	1249	89	2819	1837
11	17	0	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2158	1115	9315	1786	1524	262	14374	gemm	0	2158	2901	7529	1786
12	20	0	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1235	0	1524	159	30	129	2918	rope	0	1235	0	1524	159
13	21	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1136	0	921	159	30	129	2216	kvappend	0	1136	0	921	159
14	23	0	5	1	0	0	0	1	0	0	0	4096	0	0	0	4096	1624	0	8615	159	30	129	10398	attention	2	1624	52	8563	159
15	24	0	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2184	1108	9341	1556	1427	129	14189	gemm	0	2184	2677	7772	1556
16	25	0	1	1	0	0	0	1	0	1024	0	1024	1024	0	1024	3072	1290	0	2910	1856	1725	131	6056	rmsnorm	8	1290	89	2821	1856
17	26	0	0	1	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2159	1095	9343	1356	1226	130	13953	gemm	0	2159	2791	7647	1356
18	28	0	4	1	0	0	0	1	0	0	0	2048	1024	1024	0	3072	1250	0	6364	160	30	130	7774	elementwise	0	1250	0	6364	160
19	29	0	0	1	32	16	64	1	6144	1024	1024	7168	1024	1024	0	10240	2165	1108	18280	2087	1958	129	23640	gemm	0	2165	4380	15008	2087
20	30	0	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1232	0	2912	1972	1840	132	6116	rmsnorm	8	1232	89	2823	1972
21	32	0	0	1	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2160	1114	9326	1924	1794	130	14524	gemm	0	2160	3066	7374	1924
22	35	0	2	1	0	0	0	1	0	1024	0	0	1024	0	1024	2048	1227	0	1517	159	30	129	2903	rope	0	1227	0	1517	159
23	36	0	3	1	0	0	0	1	0	0	0	1024	0	0	0	1024	1150	0	856	159	30	129	2165	kvappend	0	1150	0	856	159
24	38	0	5	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1632	0	8044	159	30	129	9835	attention	2	1632	52	7992	159
25	39	0	0	1	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2139	1006	9346	1548	1418	130	14039	gemm	0	2139	2411	7941	1548
26	40	0	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1224	0	2794	1929	1799	130	5947	rmsnorm	8	1224	89	2705	1929
27	41	0	0	1	32	16	64	1	6144	1024	0	5120	0	0	0	6144	2134	1100	10611	1071	940	131	14916	gemm	0	2134	4306	7405	1071
28	43	0	4	1	0	0	0	1	0	0	0	3072	0	0	0	3072	1275	0	6472	160	30	130	7907	elementwise	0	1275	0	6472	160
29	44	0	0	1	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2091	1114	18246	1984	1855	129	23435	gemm	0	2091	4463	14897	1984
30	45	0	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1244	0	2801	1940	1809	131	5985	rmsnorm	8	1244	89	2712	1940
31	47	0	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2125	1121	9273	1089	959	130	13608	gemm	0	2125	3529	6865	1089
32	50	0	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1242	0	1544	159	30	129	2945	rope	0	1242	0	1544	159
33	51	0	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1117	0	943	160	30	130	2220	kvappend	0	1117	0	943	160
34	53	0	5	1	0	0	0	1	0	0	0	4096	0	0	0	4096	1630	0	8528	160	30	130	10318	attention	2	1630	52	8476	160
35	54	0	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2119	1089	9323	1542	1412	130	14073	gemm	0	2119	2762	7650	1542
36	55	0	1	1	0	0	0	1	0	1024	0	1024	1024	0	1024	3072	1320	0	2801	1934	1804	130	6055	rmsnorm	8	1320	89	2712	1934
37	56	0	0	0	32	16	64	1	6144	0	1024	4096	0	0	0	5120	2104	1108	9447	1322	1192	130	13981	gemm	0	2104	2934	7621	1322
38	58	0	4	1	0	0	0	1	0	1024	0	2048	0	0	0	3072	1268	0	6354	160	30	130	7782	elementwise	0	1268	0	6354	160
39	59	0	0	0	32	16	64	1	6144	1024	1024	7168	0	0	0	9216	2124	1126	18294	2254	2122	132	23798	gemm	0	2124	4380	15040	2254
40	0	1	1	0	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1349	0	2901	1865	1735	130	6115	rmsnorm	8	1349	89	2812	1865
41	2	1	0	0	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2194	1070	9482	1340	1210	130	14086	gemm	0	2194	2759	7793	1340
42	5	1	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1273	0	1529	159	30	129	2961	rope	0	1273	0	1529	159
43	6	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1129	0	937	160	30	130	2226	kvappend	0	1129	0	937	160
44	8	1	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1672	0	8110	159	30	129	9941	attention	2	1672	52	8058	159
45	9	1	0	0	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2174	1016	9481	2275	2145	130	14946	gemm	0	2174	2577	7920	2275
46	10	1	1	1	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1287	0	2857	1874	1743	131	6018	rmsnorm	8	1287	89	2768	1874
47	11	1	0	1	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2197	1112	9352	1083	952	131	13744	gemm	0	2197	2572	7892	1083
48	13	1	4	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1317	0	6404	159	30	129	7880	elementwise	0	1317	0	6404	159
49	14	1	0	0	32	16	64	1	6144	0	1024	7168	1024	1024	0	9216	2183	1016	18372	2255	2125	130	23826	gemm	0	2183	4128	15260	2255
50	15	1	1	0	0	0	0	1	0	0	0	2048	0	0	0	2048	1275	0	2847	1874	1744	130	5996	rmsnorm	8	1275	89	2758	1874
51	17	1	0	1	32	16	64	1	6144	1024	0	4096	1024	1024	0	6144	2159	1439	9424	1583	1453	130	14605	gemm	0	2159	3180	7683	1583
52	20	1	2	1	0	0	0	1	0	0	0	1024	0	0	0	1024	1257	0	1541	159	30	129	2957	rope	0	1257	0	1541	159
53	21	1	3	1	0	0	0	1	0	1024	0	0	0	0	0	1024	1089	0	962	160	30	130	2211	kvappend	0	1089	0	962	160
54	23	1	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1637	0	8198	159	30	129	9994	attention	2	1637	52	8146	159
55	24	1	0	1	32	16	64	1	6144	1024	0	4096	1024	1024	0	6144	2170	1016	9442	1506	1376	130	14134	gemm	0	2170	2522	7936	1506
56	25	1	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1330	0	2878	1860	1729	131	6068	rmsnorm	8	1330	89	2789	1860
57	26	1	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2180	1025	9456	1510	1211	299	14171	gemm	0	2180	3058	7423	1510
58	28	1	4	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1290	0	6423	159	30	129	7872	elementwise	0	1290	0	6423	159
59	29	1	0	0	32	16	64	1	6144	0	1024	7168	1024	1024	0	9216	2176	1068	18254	2044	1914	130	23542	gemm	0	2176	4192	15130	2044
60	30	1	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1248	0	2892	1934	1804	130	6074	rmsnorm	8	1248	89	2803	1934
61	32	1	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2167	1022	9466	1338	1207	131	13993	gemm	0	2167	3148	7340	1338
62	35	1	2	0	0	0	0	1	0	1024	0	0	1024	0	1024	2048	1270	0	1527	160	30	130	2957	rope	0	1270	0	1527	160
63	36	1	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1120	0	937	160	30	130	2217	kvappend	0	1120	0	937	160
64	38	1	5	1	0	0	0	1	0	0	0	4096	0	0	0	4096	1674	0	8249	160	30	130	10083	attention	2	1674	52	8197	160
65	39	1	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2174	1019	9411	1510	1380	130	14114	gemm	0	2174	2542	7888	1510
66	40	1	1	1	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1270	0	2850	1866	1735	131	5986	rmsnorm	8	1270	89	2761	1866
67	41	1	0	0	32	16	64	1	6144	1024	1024	4096	0	0	0	6144	2175	1014	10487	1229	939	290	14905	gemm	0	2175	3931	7570	1229
68	43	1	4	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1329	0	6373	164	30	134	7866	elementwise	0	1329	0	6373	164
69	44	1	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2152	1028	18277	1978	1849	129	23435	gemm	0	2152	4161	15144	1978
70	45	1	1	1	0	0	0	1	0	1024	0	1024	1024	0	1024	3072	1381	0	2866	1903	1772	131	6150	rmsnorm	8	1381	89	2777	1903
71	47	1	0	1	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2170	1012	9427	1091	960	131	13700	gemm	0	2170	2525	7914	1091
72	50	1	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1285	0	1557	159	30	129	3001	rope	0	1285	0	1557	159
73	51	1	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1127	0	951	160	30	130	2238	kvappend	0	1127	0	951	160
74	53	1	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1681	0	8178	160	30	130	10019	attention	2	1681	52	8126	160
75	54	1	0	1	32	16	64	1	6144	1024	0	4096	1024	1024	0	6144	2162	1056	9490	1528	1397	131	14236	gemm	0	2162	2536	8010	1528
76	55	1	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1344	0	2836	1897	1766	131	6077	rmsnorm	8	1344	89	2747	1897
77	56	1	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2161	1113	9768	1075	944	131	14117	gemm	0	2161	3776	7105	1075
78	58	1	4	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1298	0	6415	160	30	130	7873	elementwise	0	1298	0	6415	160
79	59	1	0	1	32	16	64	1	6144	1024	1024	7168	1024	1024	0	10240	2183	1018	18273	2315	2186	129	23789	gemm	0	2183	4184	15107	2315
80	0	2	1	0	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1292	0	2776	1810	1679	131	5878	rmsnorm	8	1292	89	2687	1810
81	2	2	0	0	32	16	64	1	6144	1024	0	4096	1024	1024	0	6144	2136	989	9288	1319	1189	130	13732	gemm	0	2136	2756	7521	1319
82	5	2	2	1	0	0	0	1	0	1024	0	1024	0	0	0	2048	1236	0	1506	159	30	129	2901	rope	0	1236	0	1506	159
83	6	2	3	1	0	0	0	1	0	0	0	1024	0	0	0	1024	1106	0	929	160	30	130	2195	kvappend	0	1106	0	929	160
84	8	2	5	0	0	0	0	1	0	0	0	4096	0	0	0	4096	1632	0	8240	159	30	129	10031	attention	2	1632	52	8188	159
85	9	2	0	0	32	16	64	1	6144	1024	0	4096	1024	1024	0	6144	2118	997	9422	2219	2089	130	14756	gemm	0	2118	2238	8181	2219
86	10	2	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1251	0	2846	1831	1701	130	5928	rmsnorm	8	1251	89	2757	1831
87	11	2	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2125	1055	9747	1072	941	131	13999	gemm	0	2125	3589	7213	1072
88	13	2	4	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1280	0	6191	163	30	133	7634	elementwise	0	1280	0	6191	163
89	14	2	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2119	994	18296	2196	2066	130	23605	gemm	0	2119	3671	15619	2196
90	15	2	1	1	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1235	0	2791	1823	1693	130	5849	rmsnorm	8	1235	89	2702	1823
91	17	2	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2098	1043	9342	1694	1418	276	14177	gemm	0	2098	2900	7485	1694
92	20	2	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1212	0	1517	160	30	130	2889	rope	0	1212	0	1517	160
93	21	2	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1096	0	913	160	30	130	2169	kvappend	0	1096	0	913	160
94	23	2	5	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1602	0	8187	160	30	130	9949	attention	2	1602	52	8135	160
95	24	2	0	0	32	16	64	1	6144	0	1024	3072	1024	1024	0	5120	2112	1016	9241	1485	1355	130	13854	gemm	0	2112	2344	7913	1485
96	25	2	1	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1270	0	2818	1811	1681	130	5899	rmsnorm	8	1270	89	2729	1811
97	26	2	0	0	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2118	997	9500	1315	1184	131	13930	gemm	0	2118	3448	7049	1315
98	28	2	4	0	0	0	0	1	0	0	0	2048	0	0	0	2048	1256	0	6182	160	30	130	7598	elementwise	0	1256	0	6182	160
99	29	2	0	0	32	16	64	1	6144	1024	1024	7168	0	0	0	9216	2118	991	18057	1977	1847	130	23143	gemm	0	2118	3888	15160	1977
100	30	2	1	1	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1239	0	2809	1884	1754	130	5932	rmsnorm	8	1239	89	2720	1884
101	32	2	0	0	32	16	64	1	6144	0	1024	3072	1024	1024	0	5120	2104	997	9439	1465	1176	289	14005	gemm	0	2104	3020	7416	1465
102	35	2	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1230	0	1493	159	30	129	2882	rope	0	1230	0	1493	159
103	36	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1091	0	907	160	30	130	2158	kvappend	0	1091	0	907	160
104	38	2	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1632	0	8303	159	30	129	10094	attention	2	1632	52	8251	159
105	39	2	0	0	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2105	1012	9218	1486	1357	129	13821	gemm	0	2105	2354	7876	1486
106	40	2	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1233	0	2785	1827	1697	130	5845	rmsnorm	8	1233	89	2696	1827
107	41	2	0	0	32	16	64	1	6144	1024	0	4096	1024	0	1024	6144	2102	1065	10022	1203	926	277	14392	gemm	0	2102	4154	6933	1203
108	43	2	4	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1284	0	6181	159	30	129	7624	elementwise	0	1284	0	6181	159
109	44	2	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2085	1031	18022	1929	1799	130	23067	gemm	0	2085	3970	15083	1929
110	45	2	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1232	0	2811	1845	1714	131	5888	rmsnorm	8	1232	89	2722	1845
111	47	2	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2105	1034	9362	1080	949	131	13581	gemm	0	2105	3049	7347	1080
112	50	2	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1243	0	1527	159	30	129	2929	rope	0	1243	0	1527	159
113	51	2	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1118	0	942	160	30	130	2220	kvappend	0	1118	0	942	160
114	53	2	5	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1635	0	7920	160	30	130	9715	attention	2	1635	52	7868	160
115	54	2	0	0	32	16	64	1	6144	0	1024	3072	1024	1024	0	5120	2106	1002	9281	1504	1375	129	13893	gemm	0	2106	2397	7886	1504
116	55	2	1	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1307	0	2809	1847	1716	131	5963	rmsnorm	8	1307	89	2720	1847
117	56	2	0	0	32	16	64	1	6144	0	1024	4096	0	0	0	5120	2101	999	9428	1283	1153	130	13811	gemm	0	2101	3067	7360	1283
118	58	2	4	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1262	0	6205	160	30	130	7627	elementwise	0	1262	0	6205	160
119	59	2	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2120	998	18215	2248	2119	129	23581	gemm	0	2120	3764	15449	2248
120	0	3	1	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1275	0	2705	1774	1644	130	5754	rmsnorm	8	1275	89	2616	1774
121	2	3	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2060	1038	9137	1287	1157	130	13522	gemm	0	2060	2985	7190	1287
122	5	3	2	0	0	0	0	1	0	1024	0	0	1024	1024	0	2048	1198	0	1478	159	30	129	2835	rope	0	1198	0	1478	159
123	6	3	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1060	0	911	160	30	130	2131	kvappend	0	1060	0	911	160
124	8	3	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1590	0	7752	160	30	130	9502	attention	2	1590	52	7700	160
125	9	3	0	0	32	16	64	1	6144	1024	0	4096	1024	0	1024	6144	2048	978	9348	2146	2017	129	14520	gemm	0	2048	2241	8085	2146
126	10	3	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1204	0	2697	1763	1632	131	5664	rmsnorm	8	1204	89	2608	1763
127	11	3	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2043	1097	9330	1197	924	273	13667	gemm	0	2043	2307	8120	1197
128	13	3	4	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1231	0	5990	160	30	130	7381	elementwise	0	1231	0	5990	160
129	14	3	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2048	985	18242	2112	1982	130	23387	gemm	0	2048	3668	15559	2112
130	15	3	1	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1190	0	2701	1771	1641	130	5662	rmsnorm	8	1190	89	2612	1771
131	17	3	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2049	984	9253	1437	1160	277	13723	gemm	0	2049	2565	7672	1437
132	20	3	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1192	0	1484	159	30	129	2835	rope	0	1192	0	1484	159
133	21	3	3	0	0	0	0	1	0	0	0	0	1024	0	1024	1024	1063	0	927	159	30	129	2149	kvappend	0	1063	0	927	159
134	23	3	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1585	0	7842	159	30	129	9586	attention	2	1585	52	7790	159
135	24	3	0	0	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2057	986	9252	1461	1332	129	13756	gemm	0	2057	2266	7972	1461
136	25	3	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1268	0	2731	1770	1640	130	5769	rmsnorm	8	1268	89	2642	1770
137	26	3	0	0	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2066	984	9289	1447	1165	282	13786	gemm	0	2066	2973	7300	1447
138	28	3	4	0	0	0	0	1	0	0	0	2048	0	0	0	2048	1236	0	6010	164	30	134	7410	elementwise	0	1236	0	6010	164
139	29	3	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2065	1031	17992	1948	1819	129	23036	gemm	0	2065	3659	15364	1948
140	30	3	1	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1195	0	2721	1802	1671	131	5718	rmsnorm	8	1195	89	2632	1802
141	32	3	0	0	32	16	64	1	6144	0	1024	3072	1024	1024	0	5120	2047	986	9317	1297	1166	131	13647	gemm	0	2047	2786	7517	1297
142	35	3	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1216	0	1450	159	30	129	2825	rope	0	1216	0	1450	159
143	36	3	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1086	0	896	160	30	130	2142	kvappend	0	1086	0	896	160
144	38	3	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1613	0	7817	159	30	129	9589	attention	2	1613	52	7765	159
145	39	3	0	0	32	16	64	1	6144	1024	0	4096	1024	1024	0	6144	2067	1031	9209	1464	1335	129	13771	gemm	0	2067	2358	7882	1464
146	40	3	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1200	0	2743	1772	1641	131	5715	rmsnorm	8	1200	89	2654	1772
147	41	3	0	0	32	16	64	1	6144	1024	0	5120	0	0	0	6144	2051	1071	11012	1189	916	273	15323	gemm	0	2051	4511	7572	1189
148	43	3	4	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1245	0	5944	159	30	129	7348	elementwise	0	1245	0	5944	159
149	44	3	0	0	32	16	64	1	6144	0	1024	7168	0	0	0	8192	2043	979	18149	1668	1539	129	22839	gemm	0	2043	3737	15391	1668
150	45	3	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1188	0	2751	1803	1672	131	5742	rmsnorm	8	1188	89	2662	1803
151	47	3	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2046	986	9256	1060	929	131	13348	gemm	0	2046	2590	7652	1060
152	50	3	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1201	0	1491	159	30	129	2851	rope	0	1201	0	1491	159
153	51	3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1088	0	903	160	30	130	2151	kvappend	0	1088	0	903	160
154	53	3	5	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1600	0	7809	282	30	252	9691	attention	2	1600	52	7757	282
155	54	3	0	0	32	16	64	1	6144	0	1024	4096	0	0	0	5120	2045	1003	9393	1471	1342	129	13912	gemm	0	2045	2328	8068	1471
156	55	3	1	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1265	0	2748	1800	1670	130	5813	rmsnorm	8	1265	89	2659	1800
157	56	3	0	0	32	16	64	1	6144	0	1024	3072	1024	1024	0	5120	2061	1027	9637	1054	923	131	13779	gemm	0	2061	2498	8166	1054
158	58	3	4	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1222	0	5963	160	30	130	7345	elementwise	0	1222	0	5963	160
159	59	3	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2065	983	18260	2171	2042	129	23479	gemm	0	2065	3717	15526	2171
160	2	4	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2127	1057	9241	1077	946	131	13502	gemm	0	2127	2960	7338	1077
161	5	4	2	0	0	0	0	1	0	1024	0	0	1024	0	1024	2048	1229	0	1520	159	30	129	2908	rope	0	1229	0	1520	159
162	6	4	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1097	0	852	160	30	130	2109	kvappend	0	1097	0	852	160
163	8	4	5	0	0	0	0	1	0	0	0	4096	0	0	0	4096	1631	0	7940	160	30	130	9731	attention	2	1631	52	7888	160
164	9	4	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2110	994	9294	2191	2061	130	14589	gemm	0	2110	2472	7816	2191
165	11	4	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2118	1002	9390	1066	935	131	13576	gemm	0	2118	3700	6692	1066
166	14	4	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2114	996	18100	2164	2034	130	23374	gemm	0	2114	3912	15184	2164
167	17	4	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2098	1026	9247	1076	945	131	13447	gemm	0	2098	2647	7626	1076
168	20	4	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1237	0	1522	159	30	129	2918	rope	0	1237	0	1522	159
169	21	4	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1098	0	855	160	30	130	2113	kvappend	0	1098	0	855	160
170	23	4	5	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1625	0	8030	161	32	129	9816	attention	2	1625	52	7978	161
171	24	4	0	0	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2118	1075	9214	2186	2052	134	14593	gemm	0	2118	2640	7649	2186
172	26	4	0	0	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2146	996	9432	1579	1448	131	14153	gemm	0	2146	2427	8001	1579
173	29	4	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2134	1032	18042	1986	1856	130	23194	gemm	0	2134	3851	15223	1986
174	32	4	0	0	32	16	64	1	6144	0	1024	3072	1024	1024	0	5120	2116	995	9341	1722	1427	295	14174	gemm	0	2116	2746	7590	1722
175	35	4	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1257	0	1492	159	30	129	2908	rope	0	1257	0	1492	159
176	36	4	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1077	0	890	160	30	130	2127	kvappend	0	1077	0	890	160
177	38	4	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1655	0	7698	159	30	129	9512	attention	2	1655	52	7646	159
178	39	4	0	0	32	16	64	1	6144	1024	1024	3072	0	0	0	5120	2128	1070	8849	1490	1361	129	13537	gemm	0	2128	2355	7564	1490
179	41	4	0	0	32	16	64	1	6144	1024	0	4096	1024	1024	0	6144	2114	994	10450	1217	930	287	14775	gemm	0	2114	4272	7172	1217
180	44	4	0	0	32	16	64	1	6144	0	1024	7168	0	0	0	8192	2104	1039	18011	1943	1814	129	23097	gemm	0	2104	3959	15091	1943
181	47	4	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2114	995	9274	1074	943	131	13457	gemm	0	2114	2757	7512	1074
182	50	4	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1241	0	1533	159	30	129	2933	rope	0	1241	0	1533	159
183	51	4	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1073	0	903	160	30	130	2136	kvappend	0	1073	0	903	160
