logical_stage	op	tensor	no_producer_read_bytes	external_write_bytes
186	l0.s186.rope	l12.k_rot	0	0
187	l0.s187.append	l12.full_k	0	65536
187	l0.s187.append	l12.k_rot	0	0
188	l0.s188.append	l12.full_v	0	65536
188	l0.s188.append	l12.v	0	0
189	l0.s189.attn	l12.context	0	0
189	l0.s189.attn	l12.full_k	3072	0
189	l0.s189.attn	l12.full_v	3072	0
189	l0.s189.attn	l12.q_rot	0	0
190	l0.s190.proj	l0.s190.proj	0	0
190	l0.s190.proj	l12.context	0	0
190	l0.s190.proj	p_layers_12_o_proj_weight	8388608	0
190	l0.s190.add	l0.s190.proj	0	0
190	l0.s190.add	l11.hidden	0	0
190	l0.s190.add	l12.hidden	0	0
191	l0.s191.norm	l12.hidden	0	0
191	l0.s191.norm	l12.norm	0	0
191	l0.s191.norm	p_layers_12_post_norm_weight	4096	0
192	l0.s192.proj	l12.gate	0	0
192	l0.s192.proj	l12.norm	0	0
192	l0.s192.proj	p_layers_12_gate_proj_weight	33554432	0
193	l0.s193.proj	l12.norm	0	0
193	l0.s193.proj	l12.up	0	0
193	l0.s193.proj	p_layers_12_up_proj_weight	33554432	0
194	l0.s194.act	l12.gate	0	0
194	l0.s194.act	l12.up	0	0
195	l0.s195.proj	l0.s195.proj	0	0
195	l0.s195.proj	l12.gate	0	0
195	l0.s195.proj	p_layers_12_down_proj_weight	33554432	0
195	l0.s195.add	l0.s195.proj	0	0
195	l0.s195.add	l12.hidden	0	0
196	l0.s196.norm	l12.hidden	0	0
196	l0.s196.norm	l13.norm	0	0
196	l0.s196.norm	p_layers_13_input_norm_weight	4096	0
197	l0.s197.proj	l13.norm	0	0
197	l0.s197.proj	l13.q	0	0
197	l0.s197.proj	p_layers_13_q_proj_weight	8388608	0
198	l0.s198.proj	l13.k	0	0
198	l0.s198.proj	l13.norm	0	0
198	l0.s198.proj	p_layers_13_k_proj_weight	2097152	0
199	l0.s199.proj	l13.norm	0	0
199	l0.s199.proj	l13.v	0	0
199	l0.s199.proj	p_layers_13_v_proj_weight	2097152	0
200	l0.s200.rope	b_inv_freq	64	0
200	l0.s200.rope	l13.q	0	0
200	l0.s200.rope	l13.q_rot	0	0
201	l0.s201.rope	b_inv_freq	64	0
201	l0.s201.rope	l13.k	0	0
201	l0.s201.rope	l13.k_rot	0	0
202	l0.s202.append	l13.full_k	0	65536
202	l0.s202.append	l13.k_rot	0	0
203	l0.s203.append	l13.full_v	0	65536
203	l0.s203.append	l13.v	0	0
204	l0.s204.attn	l13.context	0	0
204	l0.s204.attn	l13.full_k	3072	0
204	l0.s204.attn	l13.full_v	3072	0
204	l0.s204.attn	l13.q_rot	0	0
205	l0.s205.proj	l0.s205.proj	0	0
205	l0.s205.proj	l13.context	0	0
205	l0.s205.proj	p_layers_13_o_proj_weight	8388608	0
205	l0.s205.add	l0.s205.proj	0	0
205	l0.s205.add	l12.hidden	0	0
205	l0.s205.add	l13.hidden	0	0
206	l0.s206.norm	l13.hidden	0	0
206	l0.s206.norm	l13.norm	0	0
206	l0.s206.norm	p_layers_13_post_norm_weight	4096	0
207	l0.s207.proj	l13.gate	0	0
207	l0.s207.proj	l13.norm	0	0
207	l0.s207.proj	p_layers_13_gate_proj_weight	33554432	0
208	l0.s208.proj	l13.norm	0	0
208	l0.s208.proj	l13.up	0	0
208	l0.s208.proj	p_layers_13_up_proj_weight	33554432	0
209	l0.s209.act	l13.gate	0	0
209	l0.s209.act	l13.up	0	0
210	l0.s210.proj	l0.s210.proj	0	0
210	l0.s210.proj	l13.gate	0	0
210	l0.s210.proj	p_layers_13_down_proj_weight	33554432	0
210	l0.s210.add	l0.s210.proj	0	0
210	l0.s210.add	l13.hidden	0	0
211	l0.s211.norm	l13.hidden	0	0
211	l0.s211.norm	l14.norm	0	0
211	l0.s211.norm	p_layers_14_input_norm_weight	4096	0
212	l0.s212.proj	l14.norm	0	0
212	l0.s212.proj	l14.q	0	0
212	l0.s212.proj	p_layers_14_q_proj_weight	8388608	0
213	l0.s213.proj	l14.k	0	0
213	l0.s213.proj	l14.norm	0	0
213	l0.s213.proj	p_layers_14_k_proj_weight	2097152	0
214	l0.s214.proj	l14.norm	0	0
214	l0.s214.proj	l14.v	0	0
214	l0.s214.proj	p_layers_14_v_proj_weight	2097152	0
215	l0.s215.rope	b_inv_freq	64	0
215	l0.s215.rope	l14.q	0	0
215	l0.s215.rope	l14.q_rot	0	0
216	l0.s216.rope	b_inv_freq	64	0
216	l0.s216.rope	l14.k	0	0
216	l0.s216.rope	l14.k_rot	0	0
217	l0.s217.append	l14.full_k	0	65536
217	l0.s217.append	l14.k_rot	0	0
218	l0.s218.append	l14.full_v	0	65536
218	l0.s218.append	l14.v	0	0
219	l0.s219.attn	l14.context	0	0
219	l0.s219.attn	l14.full_k	3072	0
219	l0.s219.attn	l14.full_v	3072	0
219	l0.s219.attn	l14.q_rot	0	0
220	l0.s220.proj	l0.s220.proj	0	0
220	l0.s220.proj	l14.context	0	0
220	l0.s220.proj	p_layers_14_o_proj_weight	8388608	0
220	l0.s220.add	l0.s220.proj	0	0
220	l0.s220.add	l13.hidden	0	0
220	l0.s220.add	l14.hidden	0	0
221	l0.s221.norm	l14.hidden	0	0
221	l0.s221.norm	l14.norm	0	0
221	l0.s221.norm	p_layers_14_post_norm_weight	4096	0
222	l0.s222.proj	l14.gate	0	0
222	l0.s222.proj	l14.norm	0	0
222	l0.s222.proj	p_layers_14_gate_proj_weight	33554432	0
223	l0.s223.proj	l14.norm	0	0
223	l0.s223.proj	l14.up	0	0
223	l0.s223.proj	p_layers_14_up_proj_weight	33554432	0
224	l0.s224.act	l14.gate	0	0
224	l0.s224.act	l14.up	0	0
225	l0.s225.proj	l0.s225.proj	0	0
225	l0.s225.proj	l14.gate	0	0
225	l0.s225.proj	p_layers_14_down_proj_weight	33554432	0
225	l0.s225.add	l0.s225.proj	0	0
225	l0.s225.add	l14.hidden	0	0
226	l0.s226.norm	l14.hidden	0	0
226	l0.s226.norm	l15.norm	0	0
226	l0.s226.norm	p_layers_15_input_norm_weight	4096	0
227	l0.s227.proj	l15.norm	0	0
227	l0.s227.proj	l15.q	0	0
227	l0.s227.proj	p_layers_15_q_proj_weight	8388608	0
228	l0.s228.proj	l15.k	0	0
228	l0.s228.proj	l15.norm	0	0
228	l0.s228.proj	p_layers_15_k_proj_weight	2097152	0
229	l0.s229.proj	l15.norm	0	0
229	l0.s229.proj	l15.v	0	0
229	l0.s229.proj	p_layers_15_v_proj_weight	2097152	0
230	l0.s230.rope	b_inv_freq	64	0
230	l0.s230.rope	l15.q	0	0
230	l0.s230.rope	l15.q_rot	0	0
231	l0.s231.rope	b_inv_freq	64	0
231	l0.s231.rope	l15.k	0	0
231	l0.s231.rope	l15.k_rot	0	0
232	l0.s232.append	l15.full_k	0	65536
232	l0.s232.append	l15.k_rot	0	0
233	l0.s233.append	l15.full_v	0	65536
233	l0.s233.append	l15.v	0	0
234	l0.s234.attn	l15.context	0	0
234	l0.s234.attn	l15.full_k	3072	0
234	l0.s234.attn	l15.full_v	3072	0
234	l0.s234.attn	l15.q_rot	0	0
235	l0.s235.proj	l0.s235.proj	0	0
235	l0.s235.proj	l15.context	0	0
235	l0.s235.proj	p_layers_15_o_proj_weight	8388608	0
235	l0.s235.add	l0.s235.proj	0	0
235	l0.s235.add	l14.hidden	0	0
235	l0.s235.add	l15.hidden	0	0
236	l0.s236.norm	l15.hidden	0	0
236	l0.s236.norm	l15.norm	0	0
236	l0.s236.norm	p_layers_15_post_norm_weight	4096	0
237	l0.s237.proj	l15.gate	0	0
237	l0.s237.proj	l15.norm	0	0
237	l0.s237.proj	p_layers_15_gate_proj_weight	33554432	0
238	l0.s238.proj	l15.norm	0	0
238	l0.s238.proj	l15.up	0	0
238	l0.s238.proj	p_layers_15_up_proj_weight	33554432	0
239	l0.s239.act	l15.gate	0	0
239	l0.s239.act	l15.up	0	0
240	l0.s240.proj	l0.s240.proj	0	0
240	l0.s240.proj	l15.gate	0	0
240	l0.s240.proj	p_layers_15_down_proj_weight	33554432	0
240	l0.s240.add	l0.s240.proj	0	0
240	l0.s240.add	l15.hidden	0	0
241	l0.s241.norm	final.norm	0	0
241	l0.s241.norm	l15.hidden	0	0
241	l0.s241.norm	p_final_norm_weight	4096	0
242	l0.s242.proj	final.logits	0	16416768
242	l0.s242.proj	final.norm	0	0
242	l0.s242.proj	p_lm_head_weight	525336576	0
