slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations
0	1	0	0	0	1	0	1789818063505748992	6273323831578	1789818063505748992	6273323832979	1789818063505748992	6273323832979	1789818063505750016	6273323835396	1789818063505751040	6273323837196	1789818063505751040	6273323837325	0	0	0	0
1	0	32	16	64	1	6144	1789818063505752064	6273323842221	1789818063505753088	6273323844461	1789818063505754112	6273323845581	1789818063505757184	6273323855133	1789818063505757184	6273323856112	1789818063505757184	6273323856241	6273323845607	6273323855039	1878	8
2	2	0	0	0	1	0	1789818063505759232	6273323861619	1789818063505760256	6273323862949	1789818063505760256	6273323862949	1789818063505760256	6273323864599	1789818063505760256	6273323864629	1789818063505760256	6273323864758	0	0	0	0
3	3	0	0	0	1	0	1789818063505762304	6273323868387	1789818063505762304	6273323869530	1789818063505762304	6273323869530	1789818063505762304	6273323870795	1789818063505762304	6273323870825	1789818063505762304	6273323870954	0	0	0	0
4	5	0	0	0	1	0	1789818063505765376	6273323876815	1789818063505765376	6273323878520	1789818063505765376	6273323878520	1789818063505768448	6273323886864	1789818063505768448	6273323886894	1789818063505768448	6273323887211	0	0	0	0
5	0	32	16	64	1	6144	1789818063505770496	6273323892854	1789818063505771520	6273323895090	1789818063505771520	6273323896195	1789818063505775616	6273323905682	1789818063505775616	6273323907374	1789818063505775616	6273323907503	6273323896221	6273323905588	1339	8
6	1	0	0	0	1	0	1789818063505777664	6273323912906	1789818063505778688	6273323914290	1789818063505778688	6273323914290	1789818063505779712	6273323916579	1789818063505779712	6273323918375	1789818063505779712	6273323918504	0	0	0	0
7	0	32	16	64	1	6144	1789818063505781760	6273323923392	1789818063505782784	6273323925602	1789818063505782784	6273323926878	1789818063505786880	6273323936238	1789818063505786880	6273323937446	1789818063505786880	6273323937575	6273323926904	6273323936144	2294	8
8	4	0	0	0	1	0	1789818063505788928	6273323942837	1789818063505788928	6273323944170	1789818063505788928	6273323944170	1789818063505792000	6273323950604	1789818063505792000	6273323950634	1789818063505792000	6273323950764	0	0	0	0
9	0	32	16	64	1	6144	1789818063505794048	6273323955959	1789818063505794048	6273323958164	1789818063505795072	6273323959269	1789818063505801216	6273323977566	1789818063505802240	6273323979662	1789818063505802240	6273323979791	6273323959295	6273323977472	3053	16
10	1	0	0	0	1	0	1789818063505804288	6273323985406	1789818063505804288	6273323986733	1789818063505804288	6273323986733	1789818063505805312	6273323989024	1789818063505806336	6273323990828	1789818063505806336	6273323990957	0	0	0	0
11	0	32	16	64	1	6144	1789818063505808384	6273323995869	1789818063505808384	6273323998080	1789818063505809408	6273323999177	1789818063505812480	6273324008518	1789818063505813504	6273324009980	1789818063505813504	6273324010296	6273323999203	6273324008424	1941	8
12	2	0	0	0	1	0	1789818063505815552	6273324015837	1789818063505815552	6273324017144	1789818063505815552	6273324017144	1789818063505816576	6273324018782	1789818063505816576	6273324018812	1789818063505816576	6273324018941	0	0	0	0
13	3	0	0	0	1	0	1789818063505817600	6273324022554	1789818063505817600	6273324023677	1789818063505817600	6273324023677	1789818063505818624	6273324024649	1789818063505818624	6273324024679	1789818063505818624	6273324024809	0	0	0	0
14	5	0	0	0	1	0	1789818063505820672	6273324030207	1789818063505820672	6273324031912	1789818063505820672	6273324031912	1789818063505823744	6273324040190	1789818063505823744	6273324040220	1789818063505823744	6273324040352	0	0	0	0
15	0	32	16	64	1	6144	1789818063505825792	6273324045977	1789818063505826816	6273324048207	1789818063505826816	6273324049315	1789818063505830912	6273324058600	1789818063505830912	6273324059981	1789818063505830912	6273324060110	6273324049341	6273324058506	1305	8
16	1	0	0	0	1	0	1789818063505832960	6273324065459	1789818063505833984	6273324066849	1789818063505833984	6273324066849	1789818063505833984	6273324069216	1789818063505835008	6273324070993	1789818063505835008	6273324071122	0	0	0	0
17	0	32	16	64	1	6144	1789818063505837056	6273324076034	1789818063505838080	6273324078236	1789818063505838080	6273324079320	1789818063505842176	6273324089204	1789818063505842176	6273324090425	1789818063505842176	6273324090555	6273324079376	6273324089110	1900	8
18	4	0	0	0	1	0	1789818063505844224	6273324095819	1789818063505844224	6273324097160	1789818063505844224	6273324097160	1789818063505847296	6273324103616	1789818063505847296	6273324103646	1789818063505847296	6273324103776	0	0	0	0
19	0	32	16	64	1	6144	1789818063505849344	6273324109026	1789818063505849344	6273324111218	1789818063505850368	6273324112336	1789818063505856512	6273324130570	1789818063505857536	6273324132212	1789818063505857536	6273324132344	6273324112362	6273324130476	3334	16
20	1	0	0	0	1	0	1789818063505859584	6273324137654	1789818063505859584	6273324138969	1789818063505859584	6273324138969	1789818063505860608	6273324141324	1789818063505861632	6273324143068	1789818063505861632	6273324143198	0	0	0	0
21	0	32	16	64	1	6144	1789818063505862656	6273324148098	1789818063505863680	6273324150300	1789818063505864704	6273324151406	1789818063505867776	6273324160948	1789818063505867776	6273324162629	1789818063505868800	6273324162944	6273324151432	6273324160854	1743	8
22	2	0	0	0	1	0	1789818063505870848	6273324168516	1789818063505870848	6273324169837	1789818063505870848	6273324169837	1789818063505871872	6273324171460	1789818063505871872	6273324171490	1789818063505871872	6273324171619	0	0	0	0
23	3	0	0	0	1	0	1789818063505872896	6273324175244	1789818063505872896	6273324176374	1789818063505872896	6273324176374	1789818063505873920	6273324177379	1789818063505873920	6273324177409	1789818063505873920	6273324177539	0	0	0	0
24	5	0	0	0	1	0	1789818063505875968	6273324182709	1789818063505875968	6273324184422	1789818063505875968	6273324184422	1789818063505879040	6273324192718	1789818063505879040	6273324192748	1789818063505879040	6273324192877	0	0	0	0
25	0	32	16	64	1	6144	1789818063505881088	6273324198239	1789818063505882112	6273324200449	1789818063505882112	6273324201569	1789818063505885184	6273324210818	1789818063505886208	6273324212196	1789818063505886208	6273324212326	6273324201595	6273324210724	1257	8
26	1	0	0	0	1	0	1789818063505888256	6273324217821	1789818063505888256	6273324219188	1789818063505888256	6273324219188	1789818063505889280	6273324221677	1789818063505890304	6273324223404	1789818063505890304	6273324223533	0	0	0	0
27	0	32	16	64	1	6144	1789818063505892352	6273324228560	1789818063505892352	6273324230785	1789818063505893376	6273324231899	1789818063505896448	6273324241489	1789818063505897472	6273324242968	1789818063505897472	6273324243098	6273324231925	6273324241395	2735	8
28	4	0	0	0	1	0	1789818063505899520	6273324248852	1789818063505899520	6273324250179	1789818063505899520	6273324250179	1789818063505902592	6273324256656	1789818063505902592	6273324256686	1789818063505902592	6273324256816	0	0	0	0
29	0	32	16	64	1	6144	1789818063505904640	6273324262023	1789818063505904640	6273324264254	1789818063505905664	6273324265347	1789818063505911808	6273324283551	1789818063505912832	6273324285502	1789818063505912832	6273324285631	6273324265373	6273324283457	3366	16
30	1	0	0	0	1	0	1789818063505914880	6273324291363	1789818063505914880	6273324292676	1789818063505914880	6273324292676	1789818063505915904	6273324295094	1789818063505916928	6273324296802	1789818063505916928	6273324296931	0	0	0	0
31	0	32	16	64	1	6144	1789818063505918976	6273324301794	1789818063505918976	6273324304044	1789818063505920000	6273324305140	1789818063505923072	6273324314482	1789818063505924096	6273324316278	1789818063505924096	6273324316408	6273324305166	6273324314388	1613	8
32	2	0	0	0	1	0	1789818063505926144	6273324321901	1789818063505926144	6273324323200	1789818063505926144	6273324323200	1789818063505927168	6273324324863	1789818063505927168	6273324324893	1789818063505927168	6273324325022	0	0	0	0
33	3	0	0	0	1	0	1789818063505928192	6273324328868	1789818063505929216	6273324329982	1789818063505929216	6273324329982	1789818063505929216	6273324331256	1789818063505929216	6273324331286	1789818063505929216	6273324331415	0	0	0	0
34	5	0	0	0	1	0	1789818063505931264	6273324337163	1789818063505932288	6273324338844	1789818063505932288	6273324338844	1789818063505935360	6273324347215	1789818063505935360	6273324347245	1789818063505935360	6273324347377	0	0	0	0
35	0	32	16	64	1	6144	1789818063505937408	6273324352888	1789818063505937408	6273324355119	1789818063505938432	6273324356235	1789818063505941504	6273324365541	1789818063505942528	6273324367497	1789818063505942528	6273324367626	6273324356261	6273324365447	1301	8
36	1	0	0	0	1	0	1789818063505944576	6273324373188	1789818063505944576	6273324374565	1789818063505944576	6273324374565	1789818063505945600	6273324376982	1789818063505946624	6273324378690	1789818063505946624	6273324378819	0	0	0	0
37	0	32	16	64	1	6144	1789818063505947648	6273324383737	1789818063505948672	6273324385974	1789818063505949696	6273324387083	1789818063505952768	6273324396697	1789818063505952768	6273324397682	1789818063505952768	6273324397811	6273324387109	6273324396603	1783	8
38	4	0	0	0	1	0	1789818063505954816	6273324403570	1789818063505955840	6273324404905	1789818063505955840	6273324404905	1789818063505957888	6273324411352	1789818063505957888	6273324411382	1789818063505957888	6273324411512	0	0	0	0
39	0	32	16	64	1	6144	1789818063505959936	6273324416694	1789818063505960960	6273324418938	1789818063505960960	6273324420044	1789818063505968128	6273324438266	1789818063505968128	6273324440204	1789818063505968128	6273324440333	6273324420070	6273324438172	3223	16
40	1	0	0	0	1	0	1789818063505748992	6276944248749	1789818063505748992	6276944250095	1789818063505748992	6276944250095	1789818063505750016	6276944252443	1789818063505750016	6276944254201	1789818063505751040	6276944254330	0	0	0	0
41	0	32	16	64	1	6144	1789818063505752064	6276944259052	1789818063505753088	6276944261217	1789818063505753088	6276944262267	1789818063505757184	6276944271563	1789818063505757184	6276944272766	1789818063505757184	6276944273071	6276944262331	6276944271469	1467	8
42	2	0	0	0	1	0	1789818063505759232	6276944278417	1789818063505759232	6276944279694	1789818063505759232	6276944279694	1789818063505760256	6276944281585	1789818063505760256	6276944281615	1789818063505760256	6276944282008	0	0	0	0
43	3	0	0	0	1	0	1789818063505761280	6276944285235	1789818063505762304	6276944286347	1789818063505762304	6276944286347	1789818063505762304	6276944287302	1789818063505762304	6276944287332	1789818063505762304	6276944287461	0	0	0	0
