candidate	work_lb_ns	cp_lb_ns	queue_lb_lb_ns	priority_ns
32x16x16s2split1kappa1	2035901.4099983089	4664995.8958063163	441047.70254681789	4664995.8958063163
32x16x16s2split1kappa2	2035901.4099983089	4664995.8958063163	441047.70254681789	4664995.8958063163
32x16x16s2split1kappa4	2035901.4099983089	4664995.8958063163	441047.70254681789	4664995.8958063163
32x16x16s2split2kappa1	2173963.1385925012	2601207.6725666961	443612.84442368947	2601207.6725666961
32x16x16s2split2kappa2	2173963.1385925012	2601207.6725666961	443612.84442368947	2601207.6725666961
32x16x16s2split2kappa4	2173963.1385925012	2601207.6725666961	443612.84442368947	2601207.6725666961
32x16x16s2split4kappa1	2361995.6579130585	1546733.4099095291	488838.37386350695	2361995.6579130585
32x16x16s2split4kappa2	2361995.6579130585	1546733.4099095291	488838.37386350695	2361995.6579130585
32x16x16s2split4kappa4	2361995.6579130585	1546733.4099095291	488838.37386350695	2361995.6579130585
32x16x16s2split8kappa1	2738060.6965260198	1045562.262922974	579289.43274314189	2738060.6965260198
32x16x16s2split8kappa2	2738060.6965260198	1045562.262922974	579289.43274314189	2738060.6965260198
32x16x16s2split8kappa4	2738060.6965260198	1045562.262922974	579289.43274314189	2738060.6965260198
32x16x16s2split16kappa1	3490190.7738141823	847108.65811374586	755666.60079704027	3490190.7738141823
32x16x16s2split16kappa2	3490190.7738141823	847108.65811374586	755666.60079704027	3490190.7738141823
32x16x16s2split16kappa4	3490190.7738141823	847108.65811374586	755666.60079704027	3490190.7738141823
32x16x16s2split32kappa1	4994450.9281967292	852145.79307723395	1115317.2396755889	4994450.9281967292
32x16x16s2split32kappa2	4994450.9281967292	852145.79307723395	1115317.2396755889	4994450.9281967292
32x16x16s2split32kappa4	4994450.9281967292	852145.79307723395	1115317.2396755889	4994450.9281967292
32x16x32s2split1kappa1	1146484.8601510192	2618243.5129541778	241806.32014528255	2618243.5129541778
32x16x32s2split1kappa2	1146484.8601510192	2618243.5129541778	241806.32014528255	2618243.5129541778
32x16x32s2split1kappa4	1146484.8601510192	2618243.5129541778	241806.32014528255	2618243.5129541778
32x16x32s2split2kappa1	1284546.5887380561	1577831.4811406282	253427.88849495116	1577831.4811406282
32x16x32s2split2kappa2	1284546.5887380561	1577831.4811406282	253427.88849495116	1577831.4811406282
32x16x32s2split2kappa4	1284546.5887380561	1577831.4811406282	253427.88849495116	1577831.4811406282
32x16x32s2split4kappa1	1472579.1080516689	1035045.3141964951	298653.41793476866	1472579.1080516689
32x16x32s2split4kappa2	1472579.1080516689	1035045.3141964951	298653.41793476866	1472579.1080516689
32x16x32s2split4kappa4	1472579.1080516689	1035045.3141964951	298653.41793476866	1472579.1080516689
32x16x32s2split8kappa1	1848644.1466906338	789718.21506645763	389104.47681440361	1848644.1466906338
32x16x32s2split8kappa2	1848644.1466906338	789718.21506645763	389104.47681440361	1848644.1466906338
32x16x32s2split8kappa4	1848644.1466906338	789718.21506645763	389104.47681440361	1848644.1466906338
32x16x32s2split16kappa1	2600774.2238971172	719186.63418548787	566613.69817740167	2600774.2238971172
32x16x32s2split16kappa2	2600774.2238971172	719186.63418548787	566613.69817740167	2600774.2238971172
32x16x32s2split16kappa4	2600774.2238971172	719186.63418548787	566613.69817740167	2600774.2238971172
32x16x32s2split32kappa1	4105034.3784810654	788184.7811131035	926264.33705595019	4105034.3784810654
32x16x32s2split32kappa2	4105034.3784810654	788184.7811131035	926264.33705595019	4105034.3784810654
32x16x32s2split32kappa4	4105034.3784810654	788184.7811131035	926264.33705595019	4105034.3784810654
32x16x64s2split1kappa1	957793.93382962281	2184022.2213275107	199536.99087189007	2184022.2213275107
32x16x64s2split1kappa2	957793.93382962281	2184022.2213275107	199536.99087189007	2184022.2213275107
32x16x64s2split1kappa4	957793.93382962281	2184022.2213275107	199536.99087189007	2184022.2213275107
32x16x64s2split2kappa1	1095855.6624222756	1360720.8353272928	213079.89237034926	1360720.8353272928
32x16x64s2split2kappa2	1095855.6624222756	1360720.8353272928	213079.89237034926	1360720.8353272928
32x16x64s2split2kappa4	1095855.6624222756	1360720.8353272928	213079.89237034926	1360720.8353272928
32x16x64s2split4kappa1	1283888.1817414139	926489.99128982797	258305.42181016674	1283888.1817414139
32x16x64s2split4kappa2	1283888.1817414139	926489.99128982797	258305.42181016674	1283888.1817414139
32x16x64s2split4kappa4	1283888.1817414139	926489.99128982797	258305.42181016674	1283888.1817414139
32x16x64s2split8kappa1	1659953.2203839056	735440.5536131243	348756.48068980168	1659953.2203839056
32x16x64s2split8kappa2	1659953.2203839056	735440.5536131243	348756.48068980168	1659953.2203839056
32x16x64s2split8kappa4	1659953.2203839056	735440.5536131243	348756.48068980168	1659953.2203839056
32x16x64s2split16kappa1	2412083.2976064654	692047.80345882126	526505.86869639857	2412083.2976064654
32x16x64s2split16kappa2	2412083.2976064654	692047.80345882126	526505.86869639857	2412083.2976064654
32x16x64s2split16kappa4	2412083.2976064654	692047.80345882126	526505.86869639857	2412083.2976064654
32x16x64s2split32kappa1	3916343.4523405363	774615.36574977031	886156.50757494709	3916343.4523405363
32x16x64s2split32kappa2	3916343.4523405363	774615.36574977031	886156.50757494709	3916343.4523405363
32x16x64s2split32kappa4	3916343.4523405363	774615.36574977031	886156.50757494709	3916343.4523405363
64x128x16s2split1kappa1	292097.20423779171	7755930.1954423469	260279.51919311754	7755930.1954423469
64x128x16s2split1kappa2	292097.20423779171	7755930.1954423469	260279.51919311754	7755930.1954423469
64x128x16s2split1kappa4	292097.20423779171	7755930.1954423469	260279.51919311754	7755930.1954423469
64x128x16s2split2kappa1	320957.61359453952	4605885.8238376519	132390.48076985523	4605885.8238376519
64x128x16s2split2kappa2	320957.61359453952	4605885.8238376519	132390.48076985523	4605885.8238376519
64x128x16s2split2kappa4	320957.61359453952	4605885.8238376519	132390.48076985523	4605885.8238376519
64x128x16s2split4kappa1	355075.04702049767	3077490.3224240039	68445.961558224095	3077490.3224240039
64x128x16s2split4kappa2	355075.04702049767	3077490.3224240039	68445.961558224095	3077490.3224240039
64x128x16s2split4kappa4	355075.04702049767	3077490.3224240039	68445.961558224095	3077490.3224240039
64x128x16s2split8kappa1	423309.9138719386	2730348.3211895772	74967.043488280993	2730348.3211895772
64x128x16s2split8kappa2	423309.9138719386	2730348.3211895772	74967.043488280993	2730348.3211895772
64x128x16s2split8kappa4	423309.9138719386	2730348.3211895772	74967.043488280993	2730348.3211895772
64x128x16s2split16kappa1	559779.64757615863	3390888.8195171687	93477.722770518725	3390888.8195171687
64x128x16s2split16kappa2	559779.64757615863	3390888.8195171687	93477.722770518725	3390888.8195171687
64x128x16s2split16kappa4	559779.64757615863	3390888.8195171687	93477.722770518725	3390888.8195171687
64x128x16s2split32kappa1	832719.11498067051	5389382.0665705595	136493.88001108464	5389382.0665705595
64x128x16s2split32kappa2	832719.11498067051	5389382.0665705595	136493.88001108464	5389382.0665705595
64x128x16s2split32kappa4	832719.11498067051	5389382.0665705595	136493.88001108464	5389382.0665705595
128x128x16s3split1kappa1	381981.54417201248	10991338.70732295	371549.35849158914	10991338.70732295
128x128x16s3split1kappa2	381981.54417201248	10991338.70732295	371549.35849158914	10991338.70732295
128x128x16s3split1kappa4	381981.54417201248	10991338.70732295	371549.35849158914	10991338.70732295
128x128x16s3split2kappa1	417275.7029443846	6304982.0642734738	189277.58479594524	6304982.0642734738
128x128x16s3split2kappa2	417275.7029443846	6304982.0642734738	189277.58479594524	6304982.0642734738
128x128x16s3split2kappa4	417275.7029443846	6304982.0642734738	189277.58479594524	6304982.0642734738
128x128x16s3split4kappa1	464260.63520101976	4008430.427137441	98141.697948123299	4008430.427137441
128x128x16s3split4kappa2	464260.63520101976	4008430.427137441	98141.697948123299	4008430.427137441
128x128x16s3split4kappa4	464260.63520101976	4008430.427137441	98141.697948123299	4008430.427137441
128x128x16s3split8kappa1	558230.49971507478	3277210.3580418201	110386.78173767449	3277210.3580418201
128x128x16s3split8kappa2	558230.49971507478	3277210.3580418201	110386.78173767449	3277210.3580418201
128x128x16s3split8kappa4	558230.49971507478	3277210.3580418201	110386.78173767449	3277210.3580418201
128x128x16s3split16kappa1	746170.22874133626	3745711.8224388133	139719.84431119231	3745711.8224388133
128x128x16s3split16kappa2	746170.22874133626	3745711.8224388133	139719.84431119231	3745711.8224388133
128x128x16s3split16kappa4	746170.22874133626	3745711.8224388133	139719.84431119231	3745711.8224388133
128x128x16s3split32kappa1	1122049.6867934803	5648185.5525269061	206929.95885021129	5648185.5525269061
128x128x16s3split32kappa2	1122049.6867934803	5648185.5525269061	206929.95885021129	5648185.5525269061
128x128x16s3split32kappa4	1122049.6867934803	5648185.5525269061	206929.95885021129	5648185.5525269061
