candidate	placement	status	floor_ns	cp_ns	queue_lb_ns	predicted_ns	grid	kappa
32x16x64s2split4kappa1r1	eft	ok	1.54939e+07	926490	1.54939e+07	2.05377e+07	128	1
32x16x64s2split4kappa1r1	wavefront	ok	1.5497e+07	926490	1.54913e+07	1.98499e+07	128	1
32x16x64s2split4kappa1r1	legacy_grid_stride	ok	1.55205e+07	926490	1.55147e+07	1.99583e+07	128	1
32x16x64s2split4kappa1r1	rotate	ok	1.55205e+07	926490	1.54081e+07	1.99878e+07	128	1
32x16x64s2split4kappa1r1	chain	ok	1.55352e+07	926490	1.54616e+07	2.0653e+07	128	1
32x16x64s2split4kappa1r1	balanced	ok	3.9172e+08	926490	2.4425e+07	4.92371e+08	128	1
32x16x64s2split4kappa1r2	eft	ok	1.1973e+07	1.42736e+06	1.1973e+07	1.48956e+07	256	1
32x16x64s2split4kappa1r2	wavefront	ok	1.19877e+07	1.42736e+06	1.19748e+07	1.45023e+07	256	1
32x16x64s2split4kappa1r2	legacy_grid_stride	ok	1.20207e+07	1.42736e+06	1.20079e+07	1.46585e+07	256	1
32x16x64s2split4kappa1r2	rotate	ok	1.20207e+07	1.42736e+06	1.17733e+07	1.46615e+07	256	1
32x16x64s2split4kappa1r2	chain	ok	1.2033e+07	1.42736e+06	1.18607e+07	1.50266e+07	256	1
32x16x64s2split4kappa1r2	balanced	ok	4.5583e+08	1.42736e+06	2.5579e+07	5.24223e+08	256	1
32x16x64s2split4kappa1r3	eft	ok	1.09163e+07	1.92823e+06	1.07008e+07	1.3119e+07	384	1
32x16x64s2split4kappa1r3	chain	ok	1.12294e+07	1.92823e+06	1.06391e+07	1.34465e+07	384	1
32x16x64s2split4kappa1r3	wavefront	ok	1.13809e+07	1.92823e+06	1.13761e+07	1.34333e+07	384	1
32x16x64s2split4kappa1r3	rotate	ok	1.1391e+07	1.92823e+06	1.07611e+07	1.32309e+07	384	1
32x16x64s2split4kappa1r3	legacy_grid_stride	ok	1.1696e+07	1.92823e+06	1.16912e+07	1.3858e+07	384	1
32x16x64s2split4kappa1r3	balanced	ok	4.52382e+08	1.92823e+06	2.98585e+07	4.96602e+08	384	1
32x16x64s2split4kappa1r4	eft	ok	1.039e+07	2.42909e+06	1.03891e+07	1.2135e+07	512	1
32x16x64s2split4kappa1r4	wavefront	ok	1.04082e+07	2.42909e+06	1.03782e+07	1.20281e+07	512	1
32x16x64s2split4kappa1r4	chain	ok	1.0531e+07	2.42909e+06	1.00996e+07	1.23522e+07	512	1
