round	execution_index	model	seq	state	l05_ms	l1_ms	l2_ms	resource_json	schedule_json	hash_json
38	6	mha4	4	0	0.791552	0.799872	0.884544	"{""block"": ""128"", ""reg"": ""212"", ""smem"": ""24576"", ""task_smem"": ""24576"", ""occupancy_smem"": ""24576"", ""static_smem"": ""0"", ""regs_per_sm"": ""65536"", ""smem_per_sm"": ""102400"", ""threads_per_sm"": ""1536"", ""gemm_union"": ""24576"", ""variant_count"": ""1"", ""ctas_per_sm"": ""2"", ""num_sms"": ""128"", ""grid"": ""256"", ""l1_reg"": ""210"", ""l05_reg"": ""208"", ""l1_ctas"": ""2"", ""l2_ctas"": ""2"", ""min_blocks"": ""1"", ""warp_size"": ""32"", ""resident_formula"": ""ctas_per_sm*num_sms""}"	"{""workers"": ""256"", ""variant_stages"": ""60"", ""task_refs"": ""560"", ""task_ref_bytes"": ""15680"", ""waits"": ""1140"", ""wait_bytes"": ""9120"", ""raw_polls"": ""1348"", ""lifted_polls"": ""208"", ""waiting_tasks"": ""492"", ""normalization_dummies_lb"": ""648"", ""max_span"": ""10"", ""generated_max_span"": ""10"", ""max_worker_span"": ""31"", ""resident_limit"": ""256"", ""global_fanin"": ""1"", ""i3_current"": ""pass"", ""i3_overresident"": ""reject"", ""max_worker_task_refs"": ""60""}"	"{""l05"": ""9f91d43bd2f0b35f"", ""l1"": ""9f91d43bd2f0b35f"", ""l2"": ""9f91d43bd2f0b35f""}"
38	7	mha4	4	1	0.783360	0.791552	0.876448	"{""block"": ""128"", ""reg"": ""212"", ""smem"": ""24576"", ""task_smem"": ""24576"", ""occupancy_smem"": ""24576"", ""static_smem"": ""0"", ""regs_per_sm"": ""65536"", ""smem_per_sm"": ""102400"", ""threads_per_sm"": ""1536"", ""gemm_union"": ""24576"", ""variant_count"": ""1"", ""ctas_per_sm"": ""2"", ""num_sms"": ""128"", ""grid"": ""256"", ""l1_reg"": ""210"", ""l05_reg"": ""208"", ""l1_ctas"": ""2"", ""l2_ctas"": ""2"", ""min_blocks"": ""1"", ""warp_size"": ""32"", ""resident_formula"": ""ctas_per_sm*num_sms""}"	"{""workers"": ""256"", ""variant_stages"": ""56"", ""task_refs"": ""528"", ""task_ref_bytes"": ""14784"", ""waits"": ""1108"", ""wait_bytes"": ""8864"", ""raw_polls"": ""1316"", ""lifted_polls"": ""208"", ""waiting_tasks"": ""460"", ""normalization_dummies_lb"": ""648"", ""max_span"": ""9"", ""generated_max_span"": ""9"", ""max_worker_span"": ""31"", ""resident_limit"": ""256"", ""global_fanin"": ""1"", ""i3_current"": ""pass"", ""i3_overresident"": ""reject"", ""max_worker_task_refs"": ""56""}"	"{""l05"": ""9f91d43bd2f0b35f"", ""l1"": ""9f91d43bd2f0b35f"", ""l2"": ""9f91d43bd2f0b35f""}"
39	0	mha4	128	1	1.115136	1.125632	1.255424	"{""block"": ""128"", ""reg"": ""212"", ""smem"": ""24576"", ""task_smem"": ""24576"", ""occupancy_smem"": ""24576"", ""static_smem"": ""0"", ""regs_per_sm"": ""65536"", ""smem_per_sm"": ""102400"", ""threads_per_sm"": ""1536"", ""gemm_union"": ""24576"", ""variant_count"": ""1"", ""ctas_per_sm"": ""2"", ""num_sms"": ""128"", ""grid"": ""256"", ""l1_reg"": ""210"", ""l05_reg"": ""208"", ""l1_ctas"": ""2"", ""l2_ctas"": ""2"", ""min_blocks"": ""1"", ""warp_size"": ""32"", ""resident_formula"": ""ctas_per_sm*num_sms""}"	"{""workers"": ""256"", ""variant_stages"": ""56"", ""task_refs"": ""12432"", ""task_ref_bytes"": ""348096"", ""waits"": ""26020"", ""wait_bytes"": ""208160"", ""raw_polls"": ""45412"", ""lifted_polls"": ""19392"", ""waiting_tasks"": ""6096"", ""normalization_dummies_lb"": ""19924"", ""max_span"": ""9"", ""generated_max_span"": ""9"", ""max_worker_span"": ""255"", ""resident_limit"": ""256"", ""global_fanin"": ""1"", ""i3_current"": ""pass"", ""i3_overresident"": ""reject"", ""max_worker_task_refs"": ""80""}"	"{""l05"": ""64b3d2b8927afe03"", ""l1"": ""64b3d2b8927afe03"", ""l2"": ""64b3d2b8927afe03""}"
39	1	gqa2	4	0	0.376832	0.375968	0.420864	"{""block"": ""128"", ""reg"": ""212"", ""smem"": ""24576"", ""task_smem"": ""24576"", ""occupancy_smem"": ""24576"", ""static_smem"": ""0"", ""regs_per_sm"": ""65536"", ""smem_per_sm"": ""102400"", ""threads_per_sm"": ""1536"", ""gemm_union"": ""24576"", ""variant_count"": ""1"", ""ctas_per_sm"": ""2"", ""num_sms"": ""128"", ""grid"": ""256"", ""l1_reg"": ""210"", ""l05_reg"": ""208"", ""l1_ctas"": ""2"", ""l2_ctas"": ""2"", ""min_blocks"": ""1"", ""warp_size"": ""32"", ""resident_formula"": ""ctas_per_sm*num_sms""}"	"{""workers"": ""256"", ""variant_stages"": ""30"", ""task_refs"": ""232"", ""task_ref_bytes"": ""6496"", ""waits"": ""524"", ""wait_bytes"": ""4192"", ""raw_polls"": ""604"", ""lifted_polls"": ""80"", ""waiting_tasks"": ""204"", ""normalization_dummies_lb"": ""320"", ""max_span"": ""10"", ""generated_max_span"": ""10"", ""max_worker_span"": ""31"", ""resident_limit"": ""256"", ""global_fanin"": ""1"", ""i3_current"": ""pass"", ""i3_overresident"": ""reject"", ""max_worker_task_refs"": ""30""}"	"{""l05"": ""4c544373c0add101"", ""l1"": ""4c544373c0add101"", ""l2"": ""4c544373c0add101""}"
39	2	gqa2	4	1	0.371744	0.373920	0.416768	"{""block"": ""128"", ""reg"": ""212"", ""smem"": ""24576"", ""task_smem"": ""24576"", ""occupancy_smem"": ""24576"", ""static_smem"": ""0"", ""regs_per_sm"": ""65536"", ""smem_per_sm"": ""102400"", ""threads_per_sm"": ""1536"", ""gemm_union"": ""24576"", ""variant_count"": ""1"", ""ctas_per_sm"": ""2"", ""num_sms"": ""128"", ""grid"": ""256"", ""l1_reg"": ""210"", ""l05_reg"": ""208"", ""l1_ctas"": ""2"", ""l2_ctas"": ""2"", ""min_blocks"": ""1"", ""warp_size"": ""32"", ""resident_formula"": ""ctas_per_sm*num_sms""}"	"{""workers"": ""256"", ""variant_stages"": ""28"", ""task_refs"": ""224"", ""task_ref_bytes"": ""6272"", ""waits"": ""516"", ""wait_bytes"": ""4128"", ""raw_polls"": ""596"", ""lifted_polls"": ""80"", ""waiting_tasks"": ""196"", ""normalization_dummies_lb"": ""320"", ""max_span"": ""9"", ""generated_max_span"": ""9"", ""max_worker_span"": ""31"", ""resident_limit"": ""256"", ""global_fanin"": ""1"", ""i3_current"": ""pass"", ""i3_overresident"": ""reject"", ""max_worker_task_refs"": ""28""}"	"{""l05"": ""4c544373c0add101"", ""l1"": ""4c544373c0add101"", ""l2"": ""4c544373c0add101""}"
39	3	gqa2	128	0	0.531232	0.530560	0.584704	"{""block"": ""128"", ""reg"": ""212"", ""smem"": ""24576"", ""task_smem"": ""24576"", ""occupancy_smem"": ""24576"", ""static_smem"": ""0"", ""regs_per_sm"": ""65536"", ""smem_per_sm"": ""102400"", ""threads_per_sm"": ""1536"", ""gemm_union"": ""24576"", ""variant_count"": ""1"", ""ctas_per_sm"": ""2"", ""num_sms"": ""128"", ""grid"": ""256"", ""l1_reg"": ""210"", ""l05_reg"": ""208"", ""l1_ctas"": ""2"", ""l2_ctas"": ""2"", ""min_blocks"": ""1"", ""warp_size"": ""32"", ""resident_formula"": ""ctas_per_sm*num_sms""}"	"{""workers"": ""256"", ""variant_stages"": ""30"", ""task_refs"": ""5440"", ""task_ref_bytes"": ""152320"", ""waits"": ""13012"", ""wait_bytes"": ""104096"", ""raw_polls"": ""20668"", ""lifted_polls"": ""7656"", ""waiting_tasks"": ""3240"", ""normalization_dummies_lb"": ""9772"", ""max_span"": ""10"", ""generated_max_span"": ""10"", ""max_worker_span"": ""255"", ""resident_limit"": ""256"", ""global_fanin"": ""1"", ""i3_current"": ""pass"", ""i3_overresident"": ""reject"", ""max_worker_task_refs"": ""38""}"	"{""l05"": ""03f67925c71ded7e"", ""l1"": ""03f67925c71ded7e"", ""l2"": ""03f67925c71ded7e""}"
39	4	gqa2	128	1	0.553984	0.563168	0.616448	"{""block"": ""128"", ""reg"": ""212"", ""smem"": ""24576"", ""task_smem"": ""24576"", ""occupancy_smem"": ""24576"", ""static_smem"": ""0"", ""regs_per_sm"": ""65536"", ""smem_per_sm"": ""102400"", ""threads_per_sm"": ""1536"", ""gemm_union"": ""24576"", ""variant_count"": ""1"", ""ctas_per_sm"": ""2"", ""num_sms"": ""128"", ""grid"": ""256"", ""l1_reg"": ""210"", ""l05_reg"": ""208"", ""l1_ctas"": ""2"", ""l2_ctas"": ""2"", ""min_blocks"": ""1"", ""warp_size"": ""32"", ""resident_formula"": ""ctas_per_sm*num_sms""}"	"{""workers"": ""256"", ""variant_stages"": ""28"", ""task_refs"": ""5184"", ""task_ref_bytes"": ""145152"", ""waits"": ""12756"", ""wait_bytes"": ""102048"", ""raw_polls"": ""20412"", ""lifted_polls"": ""7656"", ""waiting_tasks"": ""2984"", ""normalization_dummies_lb"": ""9772"", ""max_span"": ""9"", ""generated_max_span"": ""9"", ""max_worker_span"": ""255"", ""resident_limit"": ""256"", ""global_fanin"": ""1"", ""i3_current"": ""pass"", ""i3_overresident"": ""reject"", ""max_worker_task_refs"": ""36""}"	"{""l05"": ""03f67925c71ded7e"", ""l1"": ""03f67925c71ded7e"", ""l2"": ""03f67925c71ded7e""}"
39	5	mha4	4	0	0.792576	0.801568	0.887808	"{""block"": ""128"", ""reg"": ""212"", ""smem"": ""24576"", ""task_smem"": ""24576"", ""occupancy_smem"": ""24576"", ""static_smem"": ""0"", ""regs_per_sm"": ""65536"", ""smem_per_sm"": ""102400"", ""threads_per_sm"": ""1536"", ""gemm_union"": ""24576"", ""variant_count"": ""1"", ""ctas_per_sm"": ""2"", ""num_sms"": ""128"", ""grid"": ""256"", ""l1_reg"": ""210"", ""l05_reg"": ""208"", ""l1_ctas"": ""2"", ""l2_ctas"": ""2"", ""min_blocks"": ""1"", ""warp_size"": ""32"", ""resident_formula"": ""ctas_per_sm*num_sms""}"	"{""workers"": ""256"", ""variant_stages"": ""60"", ""task_refs"": ""560"", ""task_ref_bytes"": ""15680"", ""waits"": ""1140"", ""wait_bytes"": ""9120"", ""raw_polls"": ""1348"", ""lifted_polls"": ""208"", ""waiting_tasks"": ""492"", ""normalization_dummies_lb"": ""648"", ""max_span"": ""10"", ""generated_max_span"": ""10"", ""max_worker_span"": ""31"", ""resident_limit"": ""256"", ""global_fanin"": ""1"", ""i3_current"": ""pass"", ""i3_overresident"": ""reject"", ""max_worker_task_refs"": ""60""}"	"{""l05"": ""9f91d43bd2f0b35f"", ""l1"": ""9f91d43bd2f0b35f"", ""l2"": ""9f91d43bd2f0b35f""}"
39	6	mha4	4	1	0.783296	0.790720	0.874368	"{""block"": ""128"", ""reg"": ""212"", ""smem"": ""24576"", ""task_smem"": ""24576"", ""occupancy_smem"": ""24576"", ""static_smem"": ""0"", ""regs_per_sm"": ""65536"", ""smem_per_sm"": ""102400"", ""threads_per_sm"": ""1536"", ""gemm_union"": ""24576"", ""variant_count"": ""1"", ""ctas_per_sm"": ""2"", ""num_sms"": ""128"", ""grid"": ""256"", ""l1_reg"": ""210"", ""l05_reg"": ""208"", ""l1_ctas"": ""2"", ""l2_ctas"": ""2"", ""min_blocks"": ""1"", ""warp_size"": ""32"", ""resident_formula"": ""ctas_per_sm*num_sms""}"	"{""workers"": ""256"", ""variant_stages"": ""56"", ""task_refs"": ""528"", ""task_ref_bytes"": ""14784"", ""waits"": ""1108"", ""wait_bytes"": ""8864"", ""raw_polls"": ""1316"", ""lifted_polls"": ""208"", ""waiting_tasks"": ""460"", ""normalization_dummies_lb"": ""648"", ""max_span"": ""9"", ""generated_max_span"": ""9"", ""max_worker_span"": ""31"", ""resident_limit"": ""256"", ""global_fanin"": ""1"", ""i3_current"": ""pass"", ""i3_overresident"": ""reject"", ""max_worker_task_refs"": ""56""}"	"{""l05"": ""9f91d43bd2f0b35f"", ""l1"": ""9f91d43bd2f0b35f"", ""l2"": ""9f91d43bd2f0b35f""}"
39	7	mha4	128	0	1.123328	1.132736	1.262368	"{""block"": ""128"", ""reg"": ""212"", ""smem"": ""24576"", ""task_smem"": ""24576"", ""occupancy_smem"": ""24576"", ""static_smem"": ""0"", ""regs_per_sm"": ""65536"", ""smem_per_sm"": ""102400"", ""threads_per_sm"": ""1536"", ""gemm_union"": ""24576"", ""variant_count"": ""1"", ""ctas_per_sm"": ""2"", ""num_sms"": ""128"", ""grid"": ""256"", ""l1_reg"": ""210"", ""l05_reg"": ""208"", ""l1_ctas"": ""2"", ""l2_ctas"": ""2"", ""min_blocks"": ""1"", ""warp_size"": ""32"", ""resident_formula"": ""ctas_per_sm*num_sms""}"	"{""workers"": ""256"", ""variant_stages"": ""60"", ""task_refs"": ""13456"", ""task_ref_bytes"": ""376768"", ""waits"": ""27044"", ""wait_bytes"": ""216352"", ""raw_polls"": ""46436"", ""lifted_polls"": ""19392"", ""waiting_tasks"": ""7120"", ""normalization_dummies_lb"": ""19924"", ""max_span"": ""10"", ""generated_max_span"": ""10"", ""max_worker_span"": ""255"", ""resident_limit"": ""256"", ""global_fanin"": ""1"", ""i3_current"": ""pass"", ""i3_overresident"": ""reject"", ""max_worker_task_refs"": ""84""}"	"{""l05"": ""64b3d2b8927afe03"", ""l1"": ""64b3d2b8927afe03"", ""l2"": ""64b3d2b8927afe03""}"
40	0	gqa2	4	0	0.398336	0.403648	0.445440	"{""block"": ""128"", ""reg"": ""212"", ""smem"": ""24576"", ""task_smem"": ""24576"", ""occupancy_smem"": ""24576"", ""static_smem"": ""0"", ""regs_per_sm"": ""65536"", ""smem_per_sm"": ""102400"", ""threads_per_sm"": ""1536"", ""gemm_union"": ""24576"", ""variant_count"": ""1"", ""ctas_per_sm"": ""2"", ""num_sms"": ""128"", ""grid"": ""256"", ""l1_reg"": ""210"", ""l05_reg"": ""208"", ""l1_ctas"": ""2"", ""l2_ctas"": ""2"", ""min_blocks"": ""1"", ""warp_size"": ""32"", ""resident_formula"": ""ctas_per_sm*num_sms""}"	"{""workers"": ""256"", ""variant_stages"": ""30"", ""task_refs"": ""232"", ""task_ref_bytes"": ""6496"", ""waits"": ""524"", ""wait_bytes"": ""4192"", ""raw_polls"": ""604"", ""lifted_polls"": ""80"", ""waiting_tasks"": ""204"", ""normalization_dummies_lb"": ""320"", ""max_span"": ""10"", ""generated_max_span"": ""10"", ""max_worker_span"": ""31"", ""resident_limit"": ""256"", ""global_fanin"": ""1"", ""i3_current"": ""pass"", ""i3_overresident"": ""reject"", ""max_worker_task_refs"": ""30""}"	"{""l05"": ""4c544373c0add101"", ""l1"": ""4c544373c0add101"", ""l2"": ""4c544373c0add101""}"
40	1	gqa2	4	1	0.393216	0.395264	0.439296	"{""block"": ""128"", ""reg"": ""212"", ""smem"": ""24576"", ""task_smem"": ""24576"", ""occupancy_smem"": ""24576"", ""static_smem"": ""0"", ""regs_per_sm"": ""65536"", ""smem_per_sm"": ""102400"", ""threads_per_sm"": ""1536"", ""gemm_union"": ""24576"", ""variant_count"": ""1"", ""ctas_per_sm"": ""2"", ""num_sms"": ""128"", ""grid"": ""256"", ""l1_reg"": ""210"", ""l05_reg"": ""208"", ""l1_ctas"": ""2"", ""l2_ctas"": ""2"", ""min_blocks"": ""1"", ""warp_size"": ""32"", ""resident_formula"": ""ctas_per_sm*num_sms""}"	"{""workers"": ""256"", ""variant_stages"": ""28"", ""task_refs"": ""224"", ""task_ref_bytes"": ""6272"", ""waits"": ""516"", ""wait_bytes"": ""4128"", ""raw_polls"": ""596"", ""lifted_polls"": ""80"", ""waiting_tasks"": ""196"", ""normalization_dummies_lb"": ""320"", ""max_span"": ""9"", ""generated_max_span"": ""9"", ""max_worker_span"": ""31"", ""resident_limit"": ""256"", ""global_fanin"": ""1"", ""i3_current"": ""pass"", ""i3_overresident"": ""reject"", ""max_worker_task_refs"": ""28""}"	"{""l05"": ""4c544373c0add101"", ""l1"": ""4c544373c0add101"", ""l2"": ""4c544373c0add101""}"
40	2	gqa2	128	0	0.562976	0.566432	0.620288	"{""block"": ""128"", ""reg"": ""212"", ""smem"": ""24576"", ""task_smem"": ""24576"", ""occupancy_smem"": ""24576"", ""static_smem"": ""0"", ""regs_per_sm"": ""65536"", ""smem_per_sm"": ""102400"", ""threads_per_sm"": ""1536"", ""gemm_union"": ""24576"", ""variant_count"": ""1"", ""ctas_per_sm"": ""2"", ""num_sms"": ""128"", ""grid"": ""256"", ""l1_reg"": ""210"", ""l05_reg"": ""208"", ""l1_ctas"": ""2"", ""l2_ctas"": ""2"", ""min_blocks"": ""1"", ""warp_size"": ""32"", ""resident_formula"": ""ctas_per_sm*num_sms""}"	"{""workers"": ""256"", ""variant_stages"": ""30"", ""task_refs"": ""5440"", ""task_ref_bytes"": ""152320"", ""waits"": ""13012"", ""wait_bytes"": ""104096"", ""raw_polls"": ""20668"", ""lifted_polls"": ""7656"", ""waiting_tasks"": ""3240"", ""normalization_dummies_lb"": ""9772"", ""max_span"": ""10"", ""generated_max_span"": ""10"", ""max_worker_span"": ""255"", ""resident_limit"": ""256"", ""global_fanin"": ""1"", ""i3_current"": ""pass"", ""i3_overresident"": ""reject"", ""max_worker_task_refs"": ""38""}"	"{""l05"": ""03f67925c71ded7e"", ""l1"": ""03f67925c71ded7e"", ""l2"": ""03f67925c71ded7e""}"
40	3	gqa2	128	1	0.552960	0.561376	0.616448	"{""block"": ""128"", ""reg"": ""212"", ""smem"": ""24576"", ""task_smem"": ""24576"", ""occupancy_smem"": ""24576"", ""static_smem"": ""0"", ""regs_per_sm"": ""65536"", ""smem_per_sm"": ""102400"", ""threads_per_sm"": ""1536"", ""gemm_union"": ""24576"", ""variant_count"": ""1"", ""ctas_per_sm"": ""2"", ""num_sms"": ""128"", ""grid"": ""256"", ""l1_reg"": ""210"", ""l05_reg"": ""208"", ""l1_ctas"": ""2"", ""l2_ctas"": ""2"", ""min_blocks"": ""1"", ""warp_size"": ""32"", ""resident_formula"": ""ctas_per_sm*num_sms""}"	"{""workers"": ""256"", ""variant_stages"": ""28"", ""task_refs"": ""5184"", ""task_ref_bytes"": ""145152"", ""waits"": ""12756"", ""wait_bytes"": ""102048"", ""raw_polls"": ""20412"", ""lifted_polls"": ""7656"", ""waiting_tasks"": ""2984"", ""normalization_dummies_lb"": ""9772"", ""max_span"": ""9"", ""generated_max_span"": ""9"", ""max_worker_span"": ""255"", ""resident_limit"": ""256"", ""global_fanin"": ""1"", ""i3_current"": ""pass"", ""i3_overresident"": ""reject"", ""max_worker_task_refs"": ""36""}"	"{""l05"": ""03f67925c71ded7e"", ""l1"": ""03f67925c71ded7e"", ""l2"": ""03f67925c71ded7e""}"
40	4	mha4	4	0	0.791552	0.797920	0.883712	"{""block"": ""128"", ""reg"": ""212"", ""smem"": ""24576"", ""task_smem"": ""24576"", ""occupancy_smem"": ""24576"", ""static_smem"": ""0"", ""regs_per_sm"": ""65536"", ""smem_per_sm"": ""102400"", ""threads_per_sm"": ""1536"", ""gemm_union"": ""24576"", ""variant_count"": ""1"", ""ctas_per_sm"": ""2"", ""num_sms"": ""128"", ""grid"": ""256"", ""l1_reg"": ""210"", ""l05_reg"": ""208"", ""l1_ctas"": ""2"", ""l2_ctas"": ""2"", ""min_blocks"": ""1"", ""warp_size"": ""32"", ""resident_formula"": ""ctas_per_sm*num_sms""}"	"{""workers"": ""256"", ""variant_stages"": ""60"", ""task_refs"": ""560"", ""task_ref_bytes"": ""15680"", ""waits"": ""1140"", ""wait_bytes"": ""9120"", ""raw_polls"": ""1348"", ""lifted_polls"": ""208"", ""waiting_tasks"": ""492"", ""normalization_dummies_lb"": ""648"", ""max_span"": ""10"", ""generated_max_span"": ""10"", ""max_worker_span"": ""31"", ""resident_limit"": ""256"", ""global_fanin"": ""1"", ""i3_current"": ""pass"", ""i3_overresident"": ""reject"", ""max_worker_task_refs"": ""60""}"	"{""l05"": ""9f91d43bd2f0b35f"", ""l1"": ""9f91d43bd2f0b35f"", ""l2"": ""9f91d43bd2f0b35f""}"
40	5	mha4	4	1	0.782336	0.793600	0.877568	"{""block"": ""128"", ""reg"": ""212"", ""smem"": ""24576"", ""task_smem"": ""24576"", ""occupancy_smem"": ""24576"", ""static_smem"": ""0"", ""regs_per_sm"": ""65536"", ""smem_per_sm"": ""102400"", ""threads_per_sm"": ""1536"", ""gemm_union"": ""24576"", ""variant_count"": ""1"", ""ctas_per_sm"": ""2"", ""num_sms"": ""128"", ""grid"": ""256"", ""l1_reg"": ""210"", ""l05_reg"": ""208"", ""l1_ctas"": ""2"", ""l2_ctas"": ""2"", ""min_blocks"": ""1"", ""warp_size"": ""32"", ""resident_formula"": ""ctas_per_sm*num_sms""}"	"{""workers"": ""256"", ""variant_stages"": ""56"", ""task_refs"": ""528"", ""task_ref_bytes"": ""14784"", ""waits"": ""1108"", ""wait_bytes"": ""8864"", ""raw_polls"": ""1316"", ""lifted_polls"": ""208"", ""waiting_tasks"": ""460"", ""normalization_dummies_lb"": ""648"", ""max_span"": ""9"", ""generated_max_span"": ""9"", ""max_worker_span"": ""31"", ""resident_limit"": ""256"", ""global_fanin"": ""1"", ""i3_current"": ""pass"", ""i3_overresident"": ""reject"", ""max_worker_task_refs"": ""56""}"	"{""l05"": ""9f91d43bd2f0b35f"", ""l1"": ""9f91d43bd2f0b35f"", ""l2"": ""9f91d43bd2f0b35f""}"
40	6	mha4	128	0	1.121280	1.131520	1.259360	"{""block"": ""128"", ""reg"": ""212"", ""smem"": ""24576"", ""task_smem"": ""24576"", ""occupancy_smem"": ""24576"", ""static_smem"": ""0"", ""regs_per_sm"": ""65536"", ""smem_per_sm"": ""102400"", ""threads_per_sm"": ""1536"", ""gemm_union"": ""24576"", ""variant_count"": ""1"", ""ctas_per_sm"": ""2"", ""num_sms"": ""128"", ""grid"": ""256"", ""l1_reg"": ""210"", ""l05_reg"": ""208"", ""l1_ctas"": ""2"", ""l2_ctas"": ""2"", ""min_blocks"": ""1"", ""warp_size"": ""32"", ""resident_formula"": ""ctas_per_sm*num_sms""}"	"{""workers"": ""256"", ""variant_stages"": ""60"", ""task_refs"": ""13456"", ""task_ref_bytes"": ""376768"", ""waits"": ""27044"", ""wait_bytes"": ""216352"", ""raw_polls"": ""46436"", ""lifted_polls"": ""19392"", ""waiting_tasks"": ""7120"", ""normalization_dummies_lb"": ""19924"", ""max_span"": ""10"", ""generated_max_span"": ""10"", ""max_worker_span"": ""255"", ""resident_limit"": ""256"", ""global_fanin"": ""1"", ""i3_current"": ""pass"", ""i3_overresident"": ""reject"", ""max_worker_task_refs"": ""84""}"	"{""l05"": ""64b3d2b8927afe03"", ""l1"": ""64b3d2b8927afe03"", ""l2"": ""64b3d2b8927afe03""}"
40	7	mha4	128	1	1.112096	1.123328	1.253280	"{""block"": ""128"", ""reg"": ""212"", ""smem"": ""24576"", ""task_smem"": ""24576"", ""occupancy_smem"": ""24576"", ""static_smem"": ""0"", ""regs_per_sm"": ""65536"", ""smem_per_sm"": ""102400"", ""threads_per_sm"": ""1536"", ""gemm_union"": ""24576"", ""variant_count"": ""1"", ""ctas_per_sm"": ""2"", ""num_sms"": ""128"", ""grid"": ""256"", ""l1_reg"": ""210"", ""l05_reg"": ""208"", ""l1_ctas"": ""2"", ""l2_ctas"": ""2"", ""min_blocks"": ""1"", ""warp_size"": ""32"", ""resident_formula"": ""ctas_per_sm*num_sms""}"	"{""workers"": ""256"", ""variant_stages"": ""56"", ""task_refs"": ""12432"", ""task_ref_bytes"": ""348096"", ""waits"": ""26020"", ""wait_bytes"": ""208160"", ""raw_polls"": ""45412"", ""lifted_polls"": ""19392"", ""waiting_tasks"": ""6096"", ""normalization_dummies_lb"": ""19924"", ""max_span"": ""9"", ""generated_max_span"": ""9"", ""max_worker_span"": ""255"", ""resident_limit"": ""256"", ""global_fanin"": ""1"", ""i3_current"": ""pass"", ""i3_overresident"": ""reject"", ""max_worker_task_refs"": ""80""}"	"{""l05"": ""64b3d2b8927afe03"", ""l1"": ""64b3d2b8927afe03"", ""l2"": ""64b3d2b8927afe03""}"
41	0	gqa2	4	1	0.356480	0.357408	0.398336	"{""block"": ""128"", ""reg"": ""212"", ""smem"": ""24576"", ""task_smem"": ""24576"", ""occupancy_smem"": ""24576"", ""static_smem"": ""0"", ""regs_per_sm"": ""65536"", ""smem_per_sm"": ""102400"", ""threads_per_sm"": ""1536"", ""gemm_union"": ""24576"", ""variant_count"": ""1"", ""ctas_per_sm"": ""2"", ""num_sms"": ""128"", ""grid"": ""256"", ""l1_reg"": ""210"", ""l05_reg"": ""208"", ""l1_ctas"": ""2"", ""l2_ctas"": ""2"", ""min_blocks"": ""1"", ""warp_size"": ""32"", ""resident_formula"": ""ctas_per_sm*num_sms""}"	"{""workers"": ""256"", ""variant_stages"": ""28"", ""task_refs"": ""224"", ""task_ref_bytes"": ""6272"", ""waits"": ""516"", ""wait_bytes"": ""4128"", ""raw_polls"": ""596"", ""lifted_polls"": ""80"", ""waiting_tasks"": ""196"", ""normalization_dummies_lb"": ""320"", ""max_span"": ""9"", ""generated_max_span"": ""9"", ""max_worker_span"": ""31"", ""resident_limit"": ""256"", ""global_fanin"": ""1"", ""i3_current"": ""pass"", ""i3_overresident"": ""reject"", ""max_worker_task_refs"": ""28""}"	"{""l05"": ""4c544373c0add101"", ""l1"": ""4c544373c0add101"", ""l2"": ""4c544373c0add101""}"
41	1	gqa2	128	0	0.512000	0.515072	0.565216	"{""block"": ""128"", ""reg"": ""212"", ""smem"": ""24576"", ""task_smem"": ""24576"", ""occupancy_smem"": ""24576"", ""static_smem"": ""0"", ""regs_per_sm"": ""65536"", ""smem_per_sm"": ""102400"", ""threads_per_sm"": ""1536"", ""gemm_union"": ""24576"", ""variant_count"": ""1"", ""ctas_per_sm"": ""2"", ""num_sms"": ""128"", ""grid"": ""256"", ""l1_reg"": ""210"", ""l05_reg"": ""208"", ""l1_ctas"": ""2"", ""l2_ctas"": ""2"", ""min_blocks"": ""1"", ""warp_size"": ""32"", ""resident_formula"": ""ctas_per_sm*num_sms""}"	"{""workers"": ""256"", ""variant_stages"": ""30"", ""task_refs"": ""5440"", ""task_ref_bytes"": ""152320"", ""waits"": ""13012"", ""wait_bytes"": ""104096"", ""raw_polls"": ""20668"", ""lifted_polls"": ""7656"", ""waiting_tasks"": ""3240"", ""normalization_dummies_lb"": ""9772"", ""max_span"": ""10"", ""generated_max_span"": ""10"", ""max_worker_span"": ""255"", ""resident_limit"": ""256"", ""global_fanin"": ""1"", ""i3_current"": ""pass"", ""i3_overresident"": ""reject"", ""max_worker_task_refs"": ""38""}"	"{""l05"": ""03f67925c71ded7e"", ""l1"": ""03f67925c71ded7e"", ""l2"": ""03f67925c71ded7e""}"
