rank	key	placement	tile_m	tile_n	tile_k	stages	split_k	kappa	residency	floor_ns	predicted_ns	source	cg
1	64x128x16s2split4kappa1r2	eft	64	128	16	2	4	1	2	4.4245e+06	4.9284e+06	/root/TileMega/docs/experiments/E2E_REAL/topk/real_s128/auto.cu.top1.cu	/root/TileMega/docs/experiments/E2E_REAL/topk/real_s128/auto.cu.top1.mlir
2	64x128x16s2split4kappa2r2	eft	64	128	16	2	4	2	2	4.4245e+06	4.95411e+06	/root/TileMega/docs/experiments/E2E_REAL/topk/real_s128/auto.cu.top2.cu	/root/TileMega/docs/experiments/E2E_REAL/topk/real_s128/auto.cu.top2.mlir
3	64x128x16s2split4kappa4r2	eft	64	128	16	2	4	4	2	4.4245e+06	4.95411e+06	/root/TileMega/docs/experiments/E2E_REAL/topk/real_s128/auto.cu.top3.cu	/root/TileMega/docs/experiments/E2E_REAL/topk/real_s128/auto.cu.top3.mlir
