slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations	simt_wait_cycles	simt_barriers
0	1	0	0	0	1	0	1789794408658288640	1089820500275	1789794408658288640	1089820501624	1789794408658288640	1089820501624	1789794408658289664	1089820504447	1789794408658290688	1089820506274	1789794408658290688	1089820506405	0	0	0	0	89	8
1	0	32	16	64	1	6144	1789794408658292736	1089820511121	1789794408658293760	1089820513279	1789794408658293760	1089820514331	1789794408658297856	1089820523700	1789794408658297856	1089820524646	1789794408658297856	1089820524945	1089820514425	1089820523606	1589	8	0	0
2	2	0	0	0	1	0	1789794408658299904	1089820530316	1789794408658300928	1089820531607	1789794408658300928	1089820531607	1789794408658300928	1089820533149	1789794408658300928	1089820533179	1789794408658300928	1089820533308	0	0	0	0	0	0
3	3	0	0	0	1	0	1789794408658302976	1089820537002	1789794408658302976	1089820538131	1789794408658302976	1089820538131	1789794408658304000	1089820539119	1789794408658304000	1089820539149	1789794408658304000	1089820539279	0	0	0	0	0	0
4	5	0	0	0	1	0	1789794408658306048	1089820544581	1789794408658306048	1089820546272	1789794408658306048	1089820546272	1789794408658310144	1089820554394	1789794408658310144	1089820554424	1789794408658310144	1089820554554	0	0	0	0	52	2
5	0	32	16	64	1	6144	1789794408658312192	1089820559896	1789794408658313216	1089820562081	1789794408658313216	1089820563078	1789794408658317312	1089820572446	1789794408658317312	1089820574316	1789794408658317312	1089820574446	1089820563199	1089820572352	1316	8	0	0
6	1	0	0	0	1	0	1789794408658319360	1089820579596	1789794408658320384	1089820580882	1789794408658320384	1089820580882	1789794408658321408	1089820583796	1789794408658322432	1089820585604	1789794408658322432	1089820585735	0	0	0	0	89	8
7	0	32	16	64	1	6144	1789794408658323456	1089820590427	1789794408658324480	1089820592612	1789794408658325504	1089820593711	1789794408658329600	1089820603264	1789794408658329600	1089820604205	1789794408658329600	1089820604501	1089820593737	1089820603170	2023	8	0	0
8	4	0	0	0	1	0	1789794408658331648	1089820610264	1789794408658332672	1089820611577	1789794408658332672	1089820611577	1789794408658334720	1089820617839	1789794408658334720	1089820617869	1789794408658334720	1089820617999	0	0	0	0	0	0
9	0	32	16	64	1	6144	1789794408658336768	1089820622971	1789794408658337792	1089820625132	1789794408658337792	1089820626158	1789794408658345984	1089820644543	1789794408658345984	1089820646654	1789794408658345984	1089820646783	1089820626280	1089820644449	3229	16	0	0
10	1	0	0	0	1	0	1789794408658348032	1089820652148	1789794408658349056	1089820653441	1789794408658349056	1089820653441	1789794408658350080	1089820656352	1789794408658351104	1089820658055	1789794408658351104	1089820658186	0	0	0	0	89	8
11	0	32	16	64	1	6144	1789794408658353152	1089820662910	1789794408658353152	1089820665068	1789794408658354176	1089820666085	1789794408658357248	1089820675438	1789794408658358272	1089820676368	1789794408658358272	1089820676667	1089820666175	1089820675344	1442	8	0	0
12	2	0	0	0	1	0	1789794408658360320	1089820682004	1789794408658361344	1089820683290	1789794408658361344	1089820683290	1789794408658361344	1089820684874	1789794408658361344	1089820684904	1789794408658361344	1089820685033	0	0	0	0	0	0
13	3	0	0	0	1	0	1789794408658363392	1089820688725	1789794408658363392	1089820689853	1789794408658363392	1089820689853	1789794408658363392	1089820690787	1789794408658363392	1089820690817	1789794408658363392	1089820690947	0	0	0	0	0	0
14	5	0	0	0	1	0	1789794408658366464	1089820696278	1789794408658366464	1089820697958	1789794408658366464	1089820697958	1789794408658369536	1089820706353	1789794408658369536	1089820706383	1789794408658370560	1089820706512	0	0	0	0	52	2
15	0	32	16	64	1	6144	1789794408658372608	1089820711872	1789794408658372608	1089820714094	1789794408658373632	1089820715113	1789794408658377728	1089820724565	1789794408658377728	1089820725967	1789794408658377728	1089820726098	1089820715215	1089820724471	1504	8	0	0
16	1	0	0	0	1	0	1789794408658379776	1089820731490	1789794408658380800	1089820732861	1789794408658380800	1089820732861	1789794408658381824	1089820735759	1789794408658382848	1089820737491	1789794408658382848	1089820737621	0	0	0	0	89	8
17	0	32	16	64	1	6144	1789794408658383872	1089820742336	1789794408658384896	1089820744569	1789794408658385920	1089820745904	1789794408658388992	1089820755166	1789794408658390016	1089820756416	1789794408658390016	1089820756547	1089820745930	1089820755072	1480	8	0	0
