step	node	stage	worker	sm	chain	task_ns	start_ns	end_ns	stretch	block_ns	edge_to_next
0	11916	59	0	0	-1	30235.10336	406881.9126	437117.0159	1	1234.48139	h
1	11789	58	1	2	-1	419.8411039	405227.5901	405647.4312	1	1232.606859	h
2	11772	56	0	0	-1	18303.76967	385691.2135	403994.9832	1	1233.77393	h
3	11645	55	1	2	-1	1584.633492	382872.8061	384457.4396	1	1232.606859	h
4	11640	54	0	0	-1	18303.76967	363336.4296	381640.1993	1	1234.48139	h
5	11385	53	1	2	-1	1496.684749	359108.5787	362101.9482	2	0	q
6	11129	53	1	2	-1	1496.684749	356115.2092	359108.5787	2	1236.354083	h
7	10360	51	0	0	-1	233.9436664	354415.5153	354883.4026	2	0	q
8	10104	51	0	0	-1	233.9436664	353947.628	354415.5153	2	0	q
9	10872	52	0	0	-1	233.9436664	353479.7406	353947.628	2	0	q
10	10616	52	0	0	-1	233.9436664	353011.8533	353479.7406	2	0	q
11	9848	50	0	0	-1	237.1487946	352537.5557	353011.8533	2	0	q
12	9592	50	0	0	-1	237.1487946	352063.2581	352537.5557	2	0	q
13	9336	49	0	0	-1	237.1487946	351588.9605	352063.2581	2	0	q
14	9080	49	0	0	-1	237.1487946	351114.6629	351588.9605	2	1229.533948	h
15	9069	46	1	2	-1	18303.76967	331581.3593	349885.129	1	1233.929013	h
16	8940	45	0	0	-1	1584.633492	328762.7968	330347.4303	1	1232.606859	h
17	8937	44	1	2	-1	30235.10336	297295.0866	327530.19	1	1234.48139	h
18	8808	43	0	0	-1	419.8411039	295640.7641	296060.6052	1	1232.606859	h
19	8793	41	1	2	-1	18303.76967	276104.3876	294408.1572	1	1233.77393	h
20	8664	40	0	0	-1	1584.633492	273285.9801	274870.6136	1	1232.606859	h
21	8661	39	1	2	-1	18303.76967	253749.6036	272053.3733	1	1234.48139	h
22	8404	38	0	0	-1	1496.684749	249521.7527	252515.1222	2	0	q
23	8148	38	0	0	-1	1496.684749	246528.3832	249521.7527	2	1231.806577	h
24	7382	36	2	4	-1	233.9436664	244828.6893	245296.5767	2	0	q
25	7126	36	2	4	-1	233.9436664	244360.802	244828.6893	2	0	q
26	7894	37	2	4	-1	233.9436664	243892.9147	244360.802	2	0	q
27	7638	37	2	4	-1	233.9436664	243425.0273	243892.9147	2	0	q
28	6870	35	2	4	-1	237.1487946	242950.7297	243425.0273	2	0	q
29	6614	35	2	4	-1	237.1487946	242476.4321	242950.7297	2	0	q
30	6358	34	2	4	-1	237.1487946	242002.1346	242476.4321	2	0	q
31	6102	34	2	4	-1	237.1487946	241527.837	242002.1346	2	1229.533948	h
32	6088	31	0	0	-1	18303.76967	221994.5333	240298.303	1	1233.929013	h
33	5961	30	1	2	-1	1584.633492	219175.9708	220760.6043	1	1232.606859	h
34	5956	29	0	0	-1	30235.10336	187708.2606	217943.364	1	1234.48139	h
35	5829	28	1	2	-1	419.8411039	186053.9381	186473.7792	1	1232.606859	h
36	5812	26	0	0	-1	18303.76967	166517.5616	184821.3313	1	1233.77393	h
37	5685	25	1	2	-1	1584.633492	163699.1542	165283.7877	1	1232.606859	h
38	5680	24	0	0	-1	18303.76967	144162.7776	162466.5473	1	1234.48139	h
39	5425	23	1	2	-1	1496.684749	139934.9268	142928.2963	2	0	q
40	5169	23	1	2	-1	1496.684749	136941.5573	139934.9268	2	1236.354083	h
41	4400	21	0	0	-1	233.9436664	135241.8634	135709.7507	2	0	q
42	4144	21	0	0	-1	233.9436664	134773.976	135241.8634	2	0	q
43	4912	22	0	0	-1	233.9436664	134306.0887	134773.976	2	0	q
44	4656	22	0	0	-1	233.9436664	133838.2014	134306.0887	2	0	q
45	3888	20	0	0	-1	237.1487946	133363.9038	133838.2014	2	0	q
46	3632	20	0	0	-1	237.1487946	132889.6062	133363.9038	2	0	q
47	3376	19	0	0	-1	237.1487946	132415.3086	132889.6062	2	0	q
48	3120	19	0	0	-1	237.1487946	131941.011	132415.3086	2	1229.533948	h
49	3109	16	1	2	-1	18303.76967	112407.7074	130711.477	1	1233.929013	h
50	2980	15	0	0	-1	1584.633492	109589.1449	111173.7784	1	1232.606859	h
51	2977	14	1	2	-1	30235.10336	78121.43465	108356.538	1	1234.48139	h
52	2848	13	0	0	-1	419.8411039	76467.11216	76886.95326	1	1232.606859	h
53	2833	11	1	2	-1	18303.76967	56930.73563	75234.5053	1	1233.77393	h
54	2704	10	0	0	-1	1584.633492	54112.32821	55696.9617	1	1232.606859	h
55	2701	9	1	2	-1	18303.76967	34575.95168	52879.72135	1	1234.48139	h
56	2444	8	0	0	-1	1496.684749	30348.10079	33341.47029	2	0	q
57	2188	8	0	0	-1	1496.684749	27354.73129	30348.10079	2	1231.806577	h
58	1421	6	1	2	-1	233.9436664	25655.03738	26122.92471	2	0	q
59	1165	6	1	2	-1	233.9436664	25187.15005	25655.03738	2	0	q
60	1933	7	1	2	-1	233.9436664	24719.26272	25187.15005	2	0	q
61	1677	7	1	2	-1	233.9436664	24251.37538	24719.26272	2	0	q
62	909	5	1	2	-1	237.1487946	23777.07779	24251.37538	2	0	q
63	653	5	1	2	-1	237.1487946	23302.7802	23777.07779	2	0	q
64	397	4	1	2	-1	237.1487946	22828.48261	23302.7802	2	0	q
65	141	4	1	2	-1	237.1487946	22354.18503	22828.48261	2	1231.806577	h
66	128	1	0	0	-1	18303.76967	2818.608777	21122.37845	1	1233.975285	h
67	1	0	1	2	-1	1584.633492	0	1584.633492	1	0	-
