key	T	T_floor	T_dram	T_s	T_sf	T_sf_infinite	T_np0	synchronization	fixed	contention	chain_delay	pg_upper_bound	chain_depth	bubble_ns	colocated_edges	sync_omitted_edges
32x32x64s3k1;32x16x64s2k1;32x16x64s3k1;32x128x32s2k1;32x16x64s3k1;32x256x16s2k1;kappa=1;residency=1	3410016.9561034916	2518402.1584694986	2518402.1584694986	2855195.8335030777	2553229.4586612638	2553229.4586612638	2406737.7571538854	554821.12260041386	301966.37484181393	0	34827.300191765185	891614.79763399297	163	5470.0294333373804	64	64
