placement	simulated	makespan_ns	floor_ns	cp_ns	queue_lb_ns	nodes	grid	kappa	grouping_model	status
eft	1	294856.443049	225600	225600	225600	200	128	1	projected_events_and_sigma_lifting	ok
chain	1	294856.443049	225600	225600	38912	200	128	1	projected_events_and_sigma_lifting	ok
rotate	1	303004.259878	225600	225600	61440	200	128	1	projected_events_and_sigma_lifting	ok
wavefront	1	303004.259878	225600	225600	225344	200	128	1	projected_events_and_sigma_lifting	ok
balanced	0	260352	260352	225600	260352	200	128	1	projected_events_and_sigma_lifting	ok
legacy_grid_stride	0	346688	346688	225600	346688	200	128	1	projected_events_and_sigma_lifting	ok
