key	placement	status	simulated	makespan_ns	floor_ns
128x128x16s2k2_k1_r2	wavefront	ok	1	10782409.8647	10462429.1886
128x128x32s2k2_k1_r2	wavefront	ok	1	10782409.8647	10462429.1886
128x128x16s2k2_k1_r2	rotate	ok	1	10842801.5372	9181070.65143
128x128x32s2k2_k1_r2	rotate	ok	1	10842801.5372	9181070.65143
128x128x16s2k2_k2_r2	wavefront	ok	1	11002432.1209	10462429.1886
128x128x32s2k2_k2_r2	wavefront	ok	1	11002432.1209	10462429.1886
128x128x16s2k2_k4_r2	wavefront	ok	1	11002432.1209	10462429.1886
128x128x32s2k2_k4_r2	wavefront	ok	1	11002432.1209	10462429.1886
128x128x16s2k2_k2_r2	rotate	ok	1	11062823.7935	9181070.65143
128x128x32s2k2_k2_r2	rotate	ok	1	11062823.7935	9181070.65143
128x128x16s2k2_k4_r2	rotate	ok	1	11062823.7935	9181070.65143
128x128x32s2k2_k4_r2	rotate	ok	1	11062823.7935	9181070.65143
64x128x16s2k1_k1_r2	wavefront	ok	1	11063490.636	10805853.2571
64x128x16s2k1_k1_r2	rotate	ok	1	11065267.436	9614102.85714
64x128x16s2k1_k2_r2	wavefront	ok	1	11283512.8923	10805853.2571
64x128x16s2k1_k4_r2	wavefront	ok	1	11283512.8923	10805853.2571
64x128x16s2k1_k2_r2	rotate	ok	1	11285289.6923	9614102.85714
64x128x16s2k1_k4_r2	rotate	ok	1	11285289.6923	9614102.85714
32x16x16s2k1_k1_r2	wavefront	ok	1	12455987.0215	11983500
32x16x16s2k1_k1_r2	rotate	ok	1	12459693.2569	11859020
32x16x16s2k1_k1_r2	legacy_grid_stride	ok	1	12459693.2569	11983500
32x16x16s2k1_k2_r2	wavefront	ok	1	12676009.2778	11983500
32x16x16s2k1_k4_r2	wavefront	ok	1	12676009.2778	11983500
32x16x16s2k1_k2_r2	rotate	ok	1	12679715.5132	11859020
32x16x16s2k1_k2_r2	legacy_grid_stride	ok	1	12679715.5132	11983500
32x16x16s2k1_k4_r2	rotate	ok	1	12679715.5132	11859020
32x16x16s2k1_k4_r2	legacy_grid_stride	ok	1	12679715.5132	11983500
128x128x16s3k1_k1_r2	wavefront	ok	1	13153584.4682	12840773.1429
128x128x16s3k1_k1_r2	rotate	ok	1	13155952.4682	9391827.92857
128x128x16s3k1_k2_r2	wavefront	ok	1	13373606.7245	12840773.1429
128x128x16s3k1_k4_r2	wavefront	ok	1	13373606.7245	12840773.1429
128x128x16s3k1_k2_r2	rotate	ok	1	13375974.7245	9391827.92857
128x128x16s3k1_k4_r2	rotate	ok	1	13375974.7245	9391827.92857
64x128x16s2k1_k1_r2	chain	ok	1	13601743.0726	10218111.3071
128x128x16s3k1_k1_r2	chain	ok	1	13707269.7352	9822989.57143
64x128x16s2k1_k2_r2	chain	ok	1	13726636.9236	10218111.3071
64x128x16s2k1_k4_r2	chain	ok	1	13726636.9236	10218111.3071
128x128x16s3k1_k2_r2	chain	ok	1	13800094.8088	9822989.57143
128x128x16s3k1_k4_r2	chain	ok	1	13800094.8088	9822989.57143
128x128x16s2k2_k1_r2	chain	ok	1	13993847.3422	9427605.57571
128x128x32s2k2_k1_r2	chain	ok	1	13993847.3422	9427605.57571
128x128x16s2k2_k2_r2	chain	ok	1	14115212.4567	9427605.57571
128x128x32s2k2_k2_r2	chain	ok	1	14115212.4567	9427605.57571
128x128x16s2k2_k4_r2	chain	ok	1	14117825.1537	9427605.57571
128x128x32s2k2_k4_r2	chain	ok	1	14117825.1537	9427605.57571
128x128x16s2k2_k1_r1	eft	ok	1	15785314.0589	15352900.6171
128x128x32s2k2_k1_r1	eft	ok	1	15785314.0589	15352900.6171
128x128x16s2k2_k1_r1	wavefront	ok	1	15821783.2667	15382957.4857
128x128x32s2k2_k1_r1	wavefront	ok	1	15821783.2667	15382957.4857
128x128x16s2k2_k1_r1	rotate	ok	1	16134877.4275	14896881.8743
128x128x32s2k2_k1_r1	rotate	ok	1	16134877.4275	14896881.8743
64x128x16s2k1_k1_r1	wavefront	ok	1	16212278.047	15842931.3143
64x128x16s2k1_k1_r1	rotate	ok	1	16214054.847	14678660.9143
64x128x16s2k1_k1_r1	eft	ok	1	16214054.847	15844708.1143
128x128x16s2k2_k2_r1	eft	ok	1	16232416.0442	15352900.6171
128x128x32s2k2_k2_r1	eft	ok	1	16232416.0442	15352900.6171
128x128x16s2k2_k4_r1	eft	ok	1	16232416.0442	15352900.6171
128x128x32s2k2_k4_r1	eft	ok	1	16232416.0442	15352900.6171
128x128x16s2k2_k2_r1	wavefront	ok	1	16268885.2521	15382957.4857
128x128x32s2k2_k2_r1	wavefront	ok	1	16268885.2521	15382957.4857
128x128x16s2k2_k4_r1	wavefront	ok	1	16268885.2521	15382957.4857
128x128x32s2k2_k4_r1	wavefront	ok	1	16268885.2521	15382957.4857
128x128x16s2k2_k2_r1	rotate	ok	1	16581979.4129	14896881.8743
128x128x32s2k2_k2_r1	rotate	ok	1	16581979.4129	14896881.8743
128x128x16s2k2_k4_r1	rotate	ok	1	16581979.4129	14896881.8743
128x128x32s2k2_k4_r1	rotate	ok	1	16581979.4129	14896881.8743
64x128x16s2k1_k2_r1	wavefront	ok	1	16659380.0324	15842931.3143
64x128x16s2k1_k4_r1	wavefront	ok	1	16659380.0324	15842931.3143
64x128x16s2k1_k2_r1	rotate	ok	1	16661156.8324	14678660.9143
64x128x16s2k1_k2_r1	eft	ok	1	16661156.8324	15844708.1143
64x128x16s2k1_k4_r1	rotate	ok	1	16661156.8324	14678660.9143
64x128x16s2k1_k4_r1	eft	ok	1	16661156.8324	15844708.1143
128x128x16s3k1_k1_r1	wavefront	ok	1	18066319.0228	17707681.1429
128x128x16s3k1_k1_r1	rotate	ok	1	18068687.0228	15078497.1429
128x128x16s3k1_k1_r1	chain	ok	1	18374859.5666	17139711.6429
128x128x16s3k1_k2_r1	wavefront	ok	1	18513421.0081	17707681.1429
128x128x16s3k1_k4_r1	wavefront	ok	1	18513421.0081	17707681.1429
128x128x16s3k1_k2_r1	rotate	ok	1	18515789.0081	15078497.1429
128x128x16s3k1_k4_r1	rotate	ok	1	18515789.0081	15078497.1429
128x128x16s3k1_k2_r1	chain	ok	1	18747008.9742	17139711.6429
128x128x16s3k1_k4_r1	chain	ok	1	18747008.9742	17139711.6429
32x16x16s2k1_k1_r2	balanced	ok	1	22057137.9754	11262790
32x16x16s2k1_k1_r1	balanced	ok	1	22132935.4518	21414872
32x16x16s2k1_k1_r1	eft	ok	1	22166632.4062	21414872
32x16x16s2k1_k1_r1	legacy_grid_stride	ok	1	22166632.4062	21414872
32x16x16s2k1_k1_r1	rotate	ok	1	22166632.4062	21414872
32x16x16s2k1_k1_r1	wavefront	ok	1	22166632.4062	21414872
32x16x16s2k1_k1_r1	chain	ok	1	22171925.5109	21414872
32x16x16s2k1_k2_r2	balanced	ok	1	22535998.5886	11262790
32x16x16s2k1_k4_r2	balanced	ok	1	22535998.5886	11262790
32x16x16s2k1_k2_r1	balanced	ok	1	22617089.1695	21414872
32x16x16s2k1_k4_r1	balanced	ok	1	22617089.1695	21414872
32x16x16s2k1_k2_r1	eft	ok	1	22650786.124	21414872
32x16x16s2k1_k2_r1	chain	ok	1	22650786.124	21414872
32x16x16s2k1_k2_r1	legacy_grid_stride	ok	1	22650786.124	21414872
32x16x16s2k1_k2_r1	rotate	ok	1	22650786.124	21414872
32x16x16s2k1_k2_r1	wavefront	ok	1	22650786.124	21414872
32x16x16s2k1_k4_r1	eft	ok	1	22650786.124	21414872
32x16x16s2k1_k4_r1	chain	ok	1	22650786.124	21414872
32x16x16s2k1_k4_r1	legacy_grid_stride	ok	1	22650786.124	21414872
32x16x16s2k1_k4_r1	rotate	ok	1	22650786.124	21414872
32x16x16s2k1_k4_r1	wavefront	ok	1	22650786.124	21414872
128x128x16s2k2_k1_r2	eft	ok	0	10466015.4743	10466015.4743
128x128x32s2k2_k1_r2	eft	ok	0	10466015.4743	10466015.4743
128x128x16s2k2_k2_r2	eft	ok	0	10466015.4743	10466015.4743
128x128x32s2k2_k2_r2	eft	ok	0	10466015.4743	10466015.4743
128x128x16s2k2_k4_r2	eft	ok	0	10466015.4743	10466015.4743
128x128x32s2k2_k4_r2	eft	ok	0	10466015.4743	10466015.4743
64x128x16s2k1_k1_r2	eft	ok	0	10807630.0571	10807630.0571
64x128x16s2k1_k2_r2	eft	ok	0	10807630.0571	10807630.0571
64x128x16s2k1_k4_r2	eft	ok	0	10807630.0571	10807630.0571
128x128x16s2k2_k1_r2	legacy_grid_stride	ok	0	11148675.2229	11148675.2229
128x128x32s2k2_k1_r2	legacy_grid_stride	ok	0	11148675.2229	11148675.2229
128x128x16s2k2_k2_r2	legacy_grid_stride	ok	0	11148675.2229	11148675.2229
128x128x32s2k2_k2_r2	legacy_grid_stride	ok	0	11148675.2229	11148675.2229
128x128x16s2k2_k4_r2	legacy_grid_stride	ok	0	11148675.2229	11148675.2229
128x128x32s2k2_k4_r2	legacy_grid_stride	ok	0	11148675.2229	11148675.2229
64x128x16s2k1_k1_r2	legacy_grid_stride	ok	0	11492576.4571	11492576.4571
